"writer","date","comment"
"je**p105","2019.11.15","가족은 내 마음대로 선택할 수 있는 것이 아니기에 내 마음대로 끊어낼 수도 없는 인연이다"
"congvoon","2019.11.15","과장되지 않은 연출과 연기가 좋다"
"포토멜론","2019.11.15","배우들의 연기가 인상적입니다"
"early_type","2019.11.15","나이를 먹고 이전의 건강을 잃어버리고, 치매를 앓고 있는 소중한 존재를 더이상 자력으로 지켜내지 못 하는것, 그럼에도 불구하고 헌신이란 사랑을 관철하는 것, 칠면조같은 삶을 스스로 끓고 누구의 강요도 부탁도 아닌 있는 그대로의 자신을 선택하는 것..."
"정용이","2019.11.14","가족이 일상생활에서 좌충우돌 겪을 수밖에 없는 상황이다"
"ls**hc","2019.11.14","나이든부모님~아버지는 심장질환,어머니는 치매로~
나이든 아들 과 딸은 부모님걱정으로~~"
"AGreatWizard","2019.11.14","나쁘지않으나 뛰어나지도 않음. 치매라는 소재에 치우치지않고 가족의 이야기로 따듯하게 그려냄."
"율쭌","2019.11.14","함께한 기억을 잃는다는 건 슬픈 일이네요. 많이 슬퍼요."
"바이코딘","2019.11.14","What They Had"
"ko**dag138","2019.11.14","영화 잘 봤어요 그냥 지나칠수있었던 영화였지만 보길 잘했단 생각이 드네요
환자를 둔 가족들이 위로 받고 힘내길"
"코드명 쌍디귿","2019.11.14","세상의 아픈 사람을 둔 가족들에게 보내는 위로의 영화"
"심판자","2019.11.14","가족으로서의 친밀감과 거리를 자유자재로 넘나드는 유려한 연출과 드라마와 코미디를 절묘하게 배치한 안정적인 각본..거기에 말이 필요없는 대배우들의 티키타카 앙상블 연기를 보고 있으면 그저 행복해진다.."
"푸팟퐁커리","2019.11.14","재밌어요재밌어요재밌어요"
"하울","2019.11.14","Right now is perfect. 매순간이 이런 고백이기를."
"권뱀","2019.11.14","쓸쓸하고 그리운. 삶이란 무엇인가"
"청음인","2019.11.14","무엇보다 배우들의 연기에 몰입할 수 있어 좋았습니다."
"zp**nee2","2019.11.14","나에게도 다가올 불안한 말년의 삶이네요.. 잘 봤습니다."
"렬님","2019.11.14","울림있는 영화
추천합니다"
"호호줌마","2019.11.14","가족이란 관계에서도 내가 중심이 되야죠.
치매의 적당한 타이밍^^
배우자의 죽음이 적당히 덜그립고 배우자의 얼굴은 기억할수 있는...

그 배우자의 치매로 쉽게 숨을 놓은걸수도 있는데"
"bc**1000","2019.11.14","치매에  관헌 내용 ..."
"je**m5","2019.11.14","마이클 섀넌의 연기가 가슴에 박힌다"
"아침이슬","2019.11.14","그래요, 아무리 잔인하고 찡해도
가족은 가족이니까요, 마음이 그 냥 왠지 아파옴을 느끼게 되었죠"
"영화쪼아쪼아~","2019.11.14","가족... 잔인하지만 결코 벗어날 수도 버릴 수도 없는 이름이여~"
"맬론","2019.11.14","누구에게나 일어날 수 있는 가족의 이야기라서 공감이 가는 부분이 많네요. 배우들 연기도 좋구요. 예상 가능한 전개는 좀 아쉬웠지만요."
"movsta","2019.11.14","외로울 때마다 꺼내 보고 싶다"
"lomitasha","2019.11.14","헤어지기에 완벽한 시간...이별이 너무 빨라서 그리움에 가슴 아플 날이 많지 않고 너무 늦어 완전히 기억 속에서 사리지지도 않은 그 짧은 시간..
사랑은 헌신이다란 대사가 남네요.."
"mi**4747","2019.11.14","치매가정의 현실을 그대로 그린 영화"
"피꼬나","2019.11.13","잔잔하지만 인상깊은 배우들의 연기가 좋았어요"
"봄바람처럼","2019.11.13","순종할 수밖에 없었을까?
티격태격 하면서도 바탕에 깔려있는
가족애를 잘 표현했다.
드디어 찾은 딸의 밝은 얼굴에 안도하게된다."
"ba**gh89","2019.11.13","재밌게 보고 왔습니다 :)"
"ho**take","2019.11.13",""" 지금이 완벽한 때야 ""
보다 빨리 갔으면 너무 그리워했을테고, 너무 늦게 갔으면 알아보지 못했을거라고 ㆍㆍ ㆍ"
"cinevip","2019.11.13","패브릭포스터 멋지네요."
"도토루V","2019.11.13","언젠가 고민을해야하는 순간이올때가 오겠지"
"amuband","2019.11.13","부부가 만나 자식을 낳고 가족이 형성되었다. 젊은 시절 부모는 서로에겐 더할나위 없는 사랑꾼이었다. 그 시절엔 행복했다. 나이를 먹고 나이가 들면서 전혀 예기치 못한 상황에 직면했다. 서로간의 갈등은 힘들었다. 갈등은 치유되고 화해하고 사랑하게된다."
"ma**le99","2019.11.13","내가 저할머니 상황이되면 어떨까 생각하다가 눈물이났다  갈등이계속되었지만 평화롭게마무리"
"생크림파이","2019.11.13","괜찮았어요 잔잔한 편입니다"
"fl**fkxhs00","2019.11.13","잔잔한데 찡하고 엄마아빠 보고싶음"
"아난카","2019.11.13","우리가 가진 진짜는 무엇일까?너무 무겁지 않게 따뜻하게 그려져서 좋았어요"
"hjyjsm","2019.11.13","자기를 알아가기 위한 가장 완벽한 타이밍."
"jinni08","2019.11.13","겨울에 어울리는 가족영화. 어쩌면 가장 보편적인 가족의 모습."
"sw**tpuding","2019.11.13","감동적인 영화였어용 !ㅎㅎ"
"bl**m3791","2019.11.13","너무너무 좋았고 엄마가 많이 생각나는 영화였어요"
"영웅이와영원이","2019.11.13","남 일 같지 않네요.
마음이 아립니다."
"r0**sha","2019.11.13","딸,오빠,아빠와 싸우지만 비티는 가족뿐"
"김심야","2019.11.13","최근 치매에 관한 영화가 많이 나오는듯 한대 그만큼 현대인들도 고민해봐야 될거같습니다"
"서울하늘아래","2019.11.13","이 영화 선택하길 잘한거 같습니다. 좋네요"
"해피엔딩을 꿈꾸며","2019.11.13","겪어본 작가만이 써내려갈수 있는 진솔한 이야기! 치매 엄마. 죽을때까지 돌보겠다는 아버지, 가까이 겪는 오빠와 먈로만 듣다가 현실을 본 여동생~
여러 입장에서 다양한 생각을 짧은 영화상영시간에 잘 표현한 영화."
"po**og2","2019.11.13",".... 볼만함 ...."
"981025","2019.11.13","탄탄한 연기력을 가진 배우들이 그리는 가족영화이자 성장영화 / 별셋반"
"me**eart","2019.11.13","자극적이지 않고 담백하게 풀어낸 드라마네요. 조금 지루할 수도 있지만 무난했어요. 그리워만하지 않고 잊어버리지 않을 완벽한 때!"
"na**ve5533","2019.11.13","치매는 남의 일이 아닙니다"
"유대요태비효비미요","2019.11.13","왓데이해드. 좋아요 좋았어요"
"다크데빌즈","2019.11.13","가슴이 찡한 영화이다."
"atticsalt","2019.11.13","다양한 가족 문제를 압축적으로 보여줌. 부모 자식 간에 생각해 볼 만한 문제를 여유롭게 그려냄. 있음직한 이야기에 리얼한 대사. 무난한 연기와 나쁘지 않은 연출."
"hy**42","2019.11.13","가족이란 무엇인지 알다가도 모르겠지만, 그래도 지지고 볶고 그런거겠지."
"노노노215","2019.11.13","따뜻한 가족애를 느낄수있는 영화"
"jy**0228","2019.11.13","좋다.
잔잔하고 덤덤하게 평범한 가족 관계를 그려냈다."
"norinoriya","2019.11.13","깊고 섬세한 각본과 연기. 챙겨보길 잘했다"
"MoviesCinemaFilms","2019.11.13","정말 일상적인 가족들이 겪을 법한 모습을 그려졌네요"
"그냥좋은사람","2019.11.13","Love is commitment! 를 항상 강조하며 실천해오던 한국전 참전용사여, 고이 잠드소서!
그의 죽음이 그의 가족들의 각자 구멍난 사랑을 각자의 헌신으로 되돌려준 고귀한 죽음.
P.S. 첫 장면 공항씬 대한항공 여객기 비행장면은 의도적?!"
"STAYCLASSY","2019.11.13","광주터미널cgv 16:30"
"88쵠지","2019.11.12","흐허헝 ㅠㅠㅠㅠ
그와중에 반전.."
"~준수사항~","2019.11.12","정말 이지 예술 영화치곤 
잘 본듯 합니다 
가족의 중요한 역활을 잘본듯 
하네요
꼭 보세요"
"찌뇽","2019.11.12","치매가족이 있었던 사람으로 치열하지도, 고통스럽지도 않고 그저 아름답게만 그려져서 많이 실망했다. 진정한 치매의 힘듬을 이해하기 한건가?"
"my**ory725","2019.11.12","부모님을 생각하면서
눈물짓게 만드는 영화입니다."
"ㅇㅎㅂㄱ","2019.11.12","엄청 감정적으로 부딪히지는 않아서 보기에 힘들지 않았어요. 아내를 향한 남편의 사랑이 가장 기억에 남네요. 지금이 가장 좋은때라고 말할 수 있어 다행이구요."
"si**1077","2019.11.12","가족에 대해 생각해보게한 영화"
"belloo","2019.11.12","배우들의 연기가 정말 섬세하고 훌륭합니다."
"usagi00","2019.11.12","더 늦게 떠났다면 떠난걸 몰랐을테고 너무 빨리 떠났다면 오래 아파했을테니..."
"anne39","2019.11.12","잔잔한 감동이 있고, 동시에 짠 하기도 합니다.
결국 가족은 핏줄이 땡기는 거죠.
배우가 좋아서 선택한 영화인데, 스토리도 좋고 연기도 좋았습니다ㅡ"
"김경은","2019.11.12","잔잔한 있을수 있는가족 이야기."
"sy**53","2019.11.12","딸의 입장에 이입해서 부모님이 늙어가는 과정을 보니 가슴이 먹먹해지고 눈물이 흘렀다 하지만 이해안가는 장면과 효과들도 있었음"
"도주공","2019.11.12","세상에서 가장 슬픈 질병 치매를 소재로 치매 환자를 둔 가족들의 어려움, 갈등, 개인적인 고민과 방황 등을 현실적이면서도 무겁지 않고, 감성적이면서도 주제를 명확하게 전달하는 힘을 느끼게 하는 영화입니다. 스토리, 플롯, 연출, 연기 모두 굿."
"Korean Air","2019.11.12","치매에 관해 다시 한 번 생각할 수 있는 계기가 되었습니다."
"아프락사스","2019.11.12","잔잔하게 무언가 소용돌이 칩니다"
"슬킹","2019.11.12","알츠하이머인 가족이 있거나, 가족간의 갈등이 있는 분이 보셨으면 좋겠어요"
"Bluetooth","2019.11.12","가족의 의미를 생각하게 하는 영화"
"지야_♥","2019.11.12","가족에 대해서 다시 한번 생각해보는 영화였어요"
"누동7","2019.11.12","모든 가족들에게 바치는 영화"
"ze**an","2019.11.12","내 아픔만 아픔은 아니지"
"do**s215","2019.11.12","생각했던것보다 무거운 영화"
"쌍떼","2019.11.12","가족 한사람 한사람의 관점으로 바라볼수 있게 모든 캐릭터의 얘기를 담고 있어서 좋았습니다~"
"go**me012","2019.11.12","병을 계기로 가족이 안고있는 문제를 마주하고 풀어가는 이야기입니다. 배우들의 호연이 돋보였습니다."
"Movie!","2019.11.12","오랫만에 보는 진지하고 느낌 가득한 영화네요.. 우리 모두의 얘기!!"
"heidipak","2019.11.12","동서양에 누구에게나 연관되는 그리고 공유되는 아픔 감동이었다"
"난소중한사람","2019.11.12","퍼팩트 타임이란 언제일까요
치매 가족 헌신 모든 것이 사랑으로 극복할 수 있는 건지..."
"placebo","2019.11.12","병도 주고 약도 주는.. 가족.."
"fr**ku1962","2019.11.12","지금 우리의 현실같네요
부모님들이 편찮으시고
모실 수는 없는 형편
슬프지만 받아들여야 할 듯"
"묵티나트","2019.11.12","그럭저럭 볼만하더군요"
"Movie!","2019.11.12","오랫만에 보는 진지하고 느낌 가득한 영화네요.. 우리 모두의 얘기!!"
"heidipak","2019.11.12","동서양에 누구에게나 연관되는 그리고 공유되는 아픔 감동이었다"
"난소중한사람","2019.11.12","퍼팩트 타임이란 언제일까요
치매 가족 헌신 모든 것이 사랑으로 극복할 수 있는 건지..."
"placebo","2019.11.12","병도 주고 약도 주는.. 가족.."
"fr**ku1962","2019.11.12","지금 우리의 현실같네요
부모님들이 편찮으시고
모실 수는 없는 형편
슬프지만 받아들여야 할 듯"
"묵티나트","2019.11.12","그럭저럭 볼만하더군요"
"이드니아","2019.11.12","치매에 현숙하게 대처하기 힘든 그들의 속사정"
"재미없는영화다패버릴거야","2019.11.12","애쓰지 않은 것 처럼 자연스러운 연기 앙상블"
"라떼레체","2019.11.12","치매엄마를 통한 중년 딸의 성장기.. 안타깝고 먹먹한 늙은 아빠와 중년 아들과의 사이.."
"op**es26","2019.11.12","현실적인 우리들 얘기 감동이였다"
"catharinaeh","2019.11.12","비티와 니키의 입장에서 보게 된 것 같아요. 각자의 처한 현실이 안타깝고 또 치매라는 병이 와닿았던 것 같아요."
"태리포터","2019.11.11","즐겁게 보고 싶었으나..."
"ha**ino","2019.11.11","좋았어요 슬프네요.."
"두둗","2019.11.11","참 현실적이고 생각이 많아지는 영화 막판에 엄마의 대사가 먹먹하네요"
"임님","2019.11.11","어느나라든 가족은 온갖 감정의 집합체인가보다"
"날개언니","2019.11.11","좋았어요 잔잔한 유머코드와 너무 무겁지 않게 이야기를 풀어가면서 치매환자와 그 가족들의 진심을 들여다 볼수 있어서 좋았습니다."
"웜마왔쑤","2019.11.11","현실을 반영한 스토리여서 맘에 와닿았다,언젠가의 내 미래이기도 하겠다"
"n_uri","2019.11.11","우리가 갖고 있는 가족 안의 문제를 현실적으로, 하지만 덤덤하게."
"콩^^","2019.11.11","지금내가처한상황이라 더욱공감이갔습니다 
가족의의미를  다시한번더  생각해보는계기가되었습니다"
"60**2533u","2019.11.11","현실적인 이야기네요."
"Hunteroh","2019.11.11","너무 좋은 영화입니다. 추천드립니다"
"MADRIDISTA","2019.11.11","잔잔하고 가슴 먹먹해지는 가족애 이야기"
"참깨스틱","2019.11.11","가족에 대해 나에 대해 생각해 보게 되는 영화."
"di**ghdnru","2019.11.11","교훈적인 이야기 같지만 가족 관계를 찌르는 명확한 대사와 상황이 금방 몰입하게 만든다. 노빠꾸로 직진하는 영화."
"pi**1969","2019.11.11","할머니 할아버지 연기가 무척 좋았어요. 치매라는 질병이 저주는 아닐 수 있다는 생각이 드네요."
"mi**h3537","2019.11.11","왓 데이 해드 좋았어요."
"별사랑♡","2019.11.11","사람사는건 다 비슷하네요"
"pole2win","2019.11.11","잔잔한 감동을 주는 잘만든 영화"
"auddkwnvnf","2019.11.11","나이가  있다보니 남일같지 않았다 글구 큰딸의 처지도  이해됨!?"
