"writer","date","comment"
"ju**7777","2017.01.29","감동적인 이야기
우리이웃 이야기 같고 노부부의 사랑이 가슴을 저미는 영화"
"뇽쨩","2017.01.20","마음이 따뜻해지는 영화 :)"
"to**s20","2016.12.29","생각지 않게 감동과 재미가 있는 가족영화를 보게 되었습니다. 나름 반전도 있고 남편과 가족을 사랑하는 마음이 듬뿍 담겨있는 영화... 볼만합니다."
"kiort72","2016.12.25","스토리도 괜찮고 배우들의 연기도 좋습니다. 이 영화를 보는 내내 부모님 생각이 나더라구요. 정말 슬펐습니다. 이 영화를 보시면 아마 부모님 생각이 많이 나실겁니다. 진짜 이 영화는 부모님이랑 가지 마시고 친형, 친누나, 친동생이랑 가서 꼭 보세요!!"
"병팔님","2016.12.25","좋은영화라고 생각해요"
"Hyonihawaii","2016.12.14","재밌으면서도 슬프며 마음이 아픈? 잘 봤어요~"
"대박황","2016.11.23","진정한 사랑이. 뭔가 배운거 같습니다"
"su**eong","2016.11.16","다시 봐도 감동적이에오"
"천백삼십번","2016.11.14","부모님 보여드리고 싶은 영화"
"js**s1550","2016.11.13","웃고 울고, 가족을 생각하게 되는 영화"
"goccz5","2016.11.12","괜찮았어요..배우들 연기 참 좋았어요"
"gk**f22","2016.10.28","영화라기보다 드라마같은.."
"은명06","2016.10.22","진짜 감동이었던 영화입니다! 추천해요"
"ja**injunji","2016.10.19","친정부모님 보여드렸는데 감동적이었다고 하시네요~^^"
"ej짱","2016.10.17","따뜻한 영화~
부부가 보면 더 좋을듯"
"pa**gy1025","2016.10.13","감동적이고 재미있어요ㅠㅠㅠㅜ♡"
"보자보장","2016.10.09","왠지 모르게 신파적인데도 되게 좋았음"
"굥이22","2016.10.07","눈물나게하는 영화
당시 뜨는 영화때문에 밀렸는데 내용좋고 배우들도 연기좋았던 작품"
"빙고82","2016.09.25","가족영화!
훈훈하네요~^^"
"dm**udw1","2016.09.23","올만에재미진가족영화한편봄"
"co**ur15","2016.09.18","간만에웃었네요
잼나게봤어용
굿~^^"
"료굥","2016.09.16","????????????????????"
"at**0316","2016.09.14","재미있게잘봤습니다~"
"jj**ngayo1","2016.08.29","너무 좋은 영화입니다~
다시한번 가족의 소중함을 일깨워주는 영화네요~  가장을 아끼는 마음 온 가족이 치매걸린 아버지를 돕는 영화 오랜만에 남편과 좋은 영화본것 같아서 좋았습니다~^^"
"yang쌤","2016.08.14","감동있는 맛진 영화였어요. 내 미래에 대해서 고민하고 지금 나의 부모님의 대해 생각하는 좋은 시간이 되었어요!!!"
"내이뿌니","2016.08.13","가족 모두가 보면 좋겠어요 이젠 우리등의 현실이니까요"
"ka**sukil","2016.08.05","너무 따듯한 영화입니다"
"서형주v","2016.08.04","졸잼!!!! 즐겁게 행복하게 즐길수있는 영화"
"lo**angel88","2016.07.31","잘 봤습니다. 은은하네요~"
"오월리인수기","2016.07.30","내 노후를 생각해  본 영화"
"lo**r5571","2016.07.29","가족의뜻깊은사랑을다시되돌아볼수있는영화였던거같아요~~~^^"
"우보댬","2016.07.29","엄청 펑펑울었어여ㅠㅠ"
"비밀연애","2016.07.25","부모님 세대의 이야기지만 아픔을 느낄 수 있었던 계기가 됐네요"
"슈바","2016.07.22","노부부의 사랑을 보며 나의 짝에게 사랑을 주는 것을 생각하도록 해 주는 작품"
"tj**ms2565","2016.07.21","??????????"
"wk**28","2016.07.18","재밌어요ㅎㅎ설마설마했는데 반전이!"
"필만","2016.07.16","치매에 다시한번 로맨스를!!
남편 멋져요."
"하늘열매","2016.07.01","시대적 스토리 모두 공감의 감동인데 주인공 배우의 분장력이 넘 부자연스러워 거북
유일하게 부인 캐스팅이 타로국밥같았다"
"as**596","2016.06.30","가족끼리 보기 좋았어요"
"HuiSeon","2016.06.29","보는내내 눈물흘렸습니다"
"ch**mglory","2016.06.28","최고의 연기력 배우들의 영화"
"_Lizzy","2016.06.18","마음이 따뜻해지는 영화에요"
"ng**01","2016.06.11","슬프고 감동적인 영화였음"
"bo**ocut0","2016.06.06","어를들이 재밌게 보셨네요"
"아즈테카","2016.05.28","누구나 찾아올수 있는 노년기의 감동적인사랑,현실사랑"
"자연길 아트","2016.05.25","가족의 소중함을 기억하자"
"bl**doll90","2016.05.24","흠...반전이보이는?"
"닉네임이왜없어","2016.05.16","감동.. VIP 시사회로 봤었는데... 정말 재밌었어요."
"현선","2016.05.10","잔잔한감동~ 눈물찍~!"
"vv**y10","2016.05.07","너무감동적이였어요!!"
"소연 ㄱ","2016.05.06","보면서 계속 울었어요..잘 만들어진거같아요"
"시가니","2016.05.06","관객보다 먼저 우는 배우"
"기조맘","2016.05.06","영화속에 반전이 있네요~"
"떠_뇽","2016.04.30","가족의 사랑을 느끼게해주는영화입니다"
"얼음동굴","2016.04.26","마지막 반전...슬펐어요"
"ne**lin","2016.04.26","뻔하기도 뻔했지만 이해 안가는 연출도 억지 상황도 너무...그렇습니다"
"벚꽃같은 소녀","2016.04.23","감동있게 봤어요  저또한   이 이야기처럼된다면 이렇게 살아가보고싶네요"
"amaranth72","2016.04.17","가족과 함께보시길 권한다 감동"
"ss**rin","2016.04.16","연기력 반전있는 내용 good"
"영화좋아","2016.04.14","장수상회 영화 좋았어요~^^"
"lo**yman79","2016.04.11","마지막 반전으로 감동을 주었지만
너무 억지스런운 내용인거 같아요"
"오㉥ㅣ","2016.04.10","가벼운 마음으로 찾은 영화였는데 나오는 길은 결코 가볍지 않았다. 반전이 너무 마음 아팠고 슬펐다. 오랫만에 울면서 본 영화. 추천합니다!"
"pp**m930513","2016.04.09","ㅠㅠㅠㅠㅠㅠㅠㅠㅠ감동ㅠㅠㅠㅠㅠㅠ"
"호성lee","2016.04.08","감동적인 영화입니다~^^"
"po**rdud","2016.04.08","가족간의 애잔함이 좋았어요.
반전있는  스토리 감동이었어요^^"
"이랄랄","2016.03.31","ㅠㅠ마음이 뭉클해집니다"
"하루우유","2016.03.30","결말이 인상 깊었어요 ㅜㅜ"
"홀랭랭","2016.03.29","찬열이가 중간에 증발해버려서 좀 당황스러웠다ㅎㅎ 그래도 재밌었으 좋았으"
"백구씨","2016.03.26","스토리가 예상 가능한 흐름이었지만 감동을 막을 순 없었다."
"이뚜니","2016.03.24","반전과 감동 두마리 토끼를 잡은 영화"
"쩌이♡응디","2016.03.24","엄마랑 보았는데 정말 스토리가 딱 가족 영화더라구요^^ 좋았습니다"
"ab**emm","2016.03.24","눈물이 멈출 생각을 안 하던 영화.."
"ss**ge7979","2016.03.23","너무 흔한 반전 아닌 반전 스토리."
"불루준","2016.03.22","상당히 감동적인 영화 였습니다"
"cg**ubble","2016.03.22","가족에 대해 다시 생각해보게 되는 영화"
"na**yh","2016.03.22","사랑한다면 장수하세요"
"Yum☆","2016.03.20","마음이 따뜻해지는 영화였네요."
"pl**nerya0","2016.03.20","눈물이 뚝뚝 따뜻한 가족 이야기 노부부의 연기가 정말 굳"
"우주최강미남지호","2016.03.20","잔잔하고 좋은 영화였어요~^^"
"a9**307","2016.03.19","반전이 있는 영화 깜놀 했어요 감동이있는영화"
"wi**skyk","2016.03.18","잔잔한 감동이.. 역시 가족이란~"
"lo**inus","2016.03.18","너무너무 슬펏던영화 스토리가 좋았다"
"빇쮸","2016.03.17","지나간 세월을 잡지 못하는...."
"동원연탄","2016.03.16","영화마지막이 반전이네요 그래도 해피앤팅이라 봐야겠죠"
"Quartz","2016.03.16","훈훈하다..할아버지 젊엇을때 너무 잘생김"
"난똥이이","2016.03.16","너무감동적이엇습니다ㅎ"
"나나91","2016.03.15","아이돌니와서 걱정햇는데 스토리가 괜찮아요!"
"cs**166","2016.03.14","가족의 이야기를 다룬 영화여서 감동깊었어요"
"현짱","2016.03.14","진짜 펑펑 울었네..."
"hk**1803","2016.03.13","울었어요 마지막반전kkk"
"qh**js0118","2016.03.13","웃기며  재미있고 좋은 영화였다"
"쁘띠꼬숑","2016.03.13","감동, 재미를 다 갖춘 영화였습니다"
"hs**410","2016.03.12","폭풍 눈물을 쏟았던~~^^;;
감동의 물결~~"
"박옥희","2016.03.12","잔잔한 가족영화 가족들의 사랑에 감동의 태풍을 맞았어여."
"아베르봉봉","2016.03.11","으아아아 ㅜㅜㅜ 잘할게여 부모님"
"qq**266","2016.03.11","배우분들 연기가 정말 bbb"
"왕왕1214","2016.03.11","할아버지ㅠㅜㅜㅜㅠㅠㅜㅜㅠㅜㅜㅜㅠㅠㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ"
"ma**ne284","2016.03.11","가족애가 무엇인지를 보여주는 영화! 정말 감동적이었어요ㅠㅠ"
"hj**vea","2016.03.11","조금 보여주는것을 줄였으면"
"qh**3641","2016.03.11","상상도 못했던 반전이... 아 스토리 너무너무 좋다... 내용도 영상도 조진웅도 좋다"
"se**hee0121","2016.03.10","......가족영화"
"io**09","2016.03.10","보고엄청울었어요ㅠㅠㅠㅠ"
"긍이긍이","2016.03.10","반전영화 ㅠ ㅠ 슬픈영화 ㅜ ㅠ"
"사랑아~~~;^","2016.03.09","옛추억이 생각나서 ㅠㅠ"
"쭈^-^","2016.03.08","슬프면서 마음아픈영화"
"귀염둥둥2","2016.03.08","친구는 슬퍼서 울고 난 잠와서 자고"
"다우니야","2016.03.08","감동과재미가있는영화"
"우물우물","2016.03.08","감동.... 손수건 가지고 올걸"
"휘연","2016.03.07","잔잔하지만 감동이.."
"얀쥬b","2016.03.07","가족들이 기억에 남는영화"
"욱짱","2016.03.07","재밌게 봤네요.마지막 반전이 ㄷㄷㄷ"
"아이혜린","2016.03.06","중년의 사랑을 나타낸영화로써  가족의 사랑도 나타나고 마음이 너무아팠던 내용이었다"
"민섭민재맘","2016.03.06","슬프고 아름다운 로맨스 영화"
"co**768","2016.03.06","가슴이 먹먹하네요. 사랑하는 사람을 기억 못하는 고통, 그리고 그런 사람을 지켜보는 사람들의 고통......, 생각만해도 가슴이 미어집니다."
"이쁘니7","2016.03.06","우리 정서에 맞는 이야기 좋네요"
"EiKO","2016.03.06","스토리가 예뻤던 영화!"
"bg**142","2016.03.06","아빠가 보시고 매우 만족하셨음"
"ci**ie30","2016.03.06","감동 및 반전도 대박이네요"
"db**fla6236","2016.03.05","한지민은 영화찍으먄 꼭 망하더라"
"그 루터기","2016.03.05","눈물 팡팡. 역전 결말..너무좋았어요"
"상우뽑뽀","2016.03.05","의외의 반전 ㅋ 감동적인 영화엿어요"
"en**r3666","2016.03.05","가족영화.재미.뭉클."
"예쁜푸르지오","2016.03.05","비교적 재미있게 보았슴다"
"응애응애","2016.03.05","스토리도 좋고 영상미도 좋았어요 또보고싶어요"
"나라나라2","2016.03.05","가족들과 재미나게 감동있게봤어요"
"Kimy99","2016.03.05","내 가족에 대해서 생각하게 만든, 슬프지만 행복한 영화."
"아기별꽃","2016.03.05","가족이란 무엇인가 다시 생각 들게한 영화 였어요"
"jh**781","2016.03.05","훈훈한 한국영화 스타일"
"달꿈","2016.03.04","재미있었어요 뒤에 내용이 더재미있던거같아요"
"무냐니","2016.03.04","요즘 어르신들의 마음을 대변하는듯한
마지막 반전에 생각보다 진한감동을 받은 작품입니다."
"해롱롱이","2016.03.04","눈물나고 재미잇엇어요"
"ji**ny0360","2016.03.04","이거 진짜 기대하고 봤던곤데 재밌었다 짱짱"
"잉아","2016.03.04","가족 애를 너무나 잘 느끼게 해주는 영화"
"gr**sora","2016.03.04","어머니랑 같이 봤는데 괜찮았어요"
"lr**33","2016.03.04","너무 슬픈것 아빠 사랑합니다"
"co**rcastsky","2016.03.04","엄마랑함께보기 좋았어요"
"퍼펙트","2016.03.04","가족영화 너무 좋습니다"
"달지기","2016.03.03","가슴이 뭉클했어요. 가족의 소중함이 더 크게 다가오네요"
"zz**ghi04","2016.03.03","부모님과 같이 보며 잘해드려야 겠다고 생각하게된 영화"
"머엇진남","2016.03.03","치매에 대해 다시금 느끼는 영화"
"짱형!~^^","2016.03.03","가족영화....아버지에 대한 생각을 다시 한번 생각하게 하는 영화."
"힘내세요뚱♡","2016.03.03","어머님과 잘봤어요ㅜ 슬펐어요ㅝ"
"71**10pky","2016.03.03","재미도있고 긴여운이 남는영화였다"
"최고라네","2016.03.03","치매라는 주제를 가족이함께 극복하는 아름다움을 가족이 함께 볼수있는 극 이네요"
"오뎅뎅♥","2016.03.02","슬프면서 아름다운 영화"
"ma**uraki83","2016.03.02","기대해서 그런지 솔직히 좀 아님..."
"sj**00505","2016.03.02","괜찮긴하나.극장에서 보기엔 별로"
"봄냥","2016.03.02","소소한 감동이에요. 전 노인분들 사랑얘기도 전 좋더라고요 :)"
"꺄루룩","2016.03.02","최근본영화중 가장감동적이고 슬픈영화ㅠ"
"이미쨩","2016.03.02","내게도 이런날이 올까봐 슬프다 .."
"on**one1103","2016.03.02","늙음이란,,,무었인가,,, 많은 생각을 하게 한 영화"
"란","2016.03.02","치매. 가족이 정말 힘든 병입니다. 잔잔한 가족영화."
"ki**sic2","2016.03.02","리얼성은 차체하고라도 나이들어 살아온 길을 돌아보는 게 참 따뜻.우리나라 성장과 그 꿰를 같이해 더 가슴 뭉클하게 봄."
"th**mallsky","2016.03.02","감동, 재미, 스토리 완벽 꼭 추천하고 싶은 영화"
"똥쟁이송성민","2016.03.02","감동적. 재미있고 좋아요"
"tr**hshin9","2016.03.02","계속 울게되는 영화
늘 감솨합니다"
"이가영님","2016.03.01","찬열이 때문에 봤는데 좀 뻔한 휴먼스토리 같긴 하지만 끝에 반전도 있구 괜찮았다"
"jh**245","2016.03.01","가족과 함께보면 좋은 영화 아빠 생각이 많이 나요ㅠㅠ"
"문화생활! 누려~~~~","2016.03.01","가슴 뭉클하게만든 영화네요"
"비앙카 박","2016.03.01","기대 안했었는데. 스토리도 나름 괜찮았어요. 가족내용이라선지 약간 뭉클한 느낌도 있었고."
"숭복이","2016.03.01","와이거는 그냥 대박 그냥 아무거나 보자 하면서 본건데 짱짱"
"하누네띠네","2016.03.01","배우들도 좋고ㅠ 아버지 반전..ㅠㅠ"
"da**n911125","2016.03.01","눈물나는 영화였음 ㅠㅠ 박근형배우 연기에 빠져들게됨"
"my**gel15","2016.03.01","예상못한 반전에 너무 슬펐네요ㅜㅜ"
"js**e760","2016.03.01","엄마아빠 보여드린영화"
"zw**dkz0147","2016.03.01","멋지다...사랑은 노후의사랑은더멋지다"
"dk**d287","2016.03.01","감동있는영화 가족들과 함께보면 좋은. . . 엄마아빠생각나는영화"
"jm**king","2016.03.01","너무 유치해서 화나는 영화"
"홀릭양","2016.03.01","가족이란 무엇인지 알수있게해주는 영화네요. 감동했어요.ㅜㅠ"
"al**jd7707","2016.02.29","반전이 감동적이었어요 ㅠㅠ"
"mi**hyanggi","2016.02.29","언젠가 늙게 된다면... 내 주위 내 가족을 소중히 여기며 살자고 생각하게 만드는 영화"
"he**ool76","2016.02.29","나에게도 있을법한 이야기~ 감동적이였어요"
"ch**ju21","2016.02.29","배우들의 연기가 좋았습니다"
"ZZIN_KONG","2016.02.29","마지막 반전에 충격. 많이 울었다."
"팡헉","2016.02.28","스포애 당했음에도 불구하고 엉엉울어버렸다... 좋았다"
"도로시 도로시","2016.02.28","꽤 괜찮게 봤어요. 연기는 쥑이죠~"
"gh**hdms123","2016.02.28","이건 내 인생영화임 한번보고 두번봐도 재밌다"
"라울라","2016.02.27","가족 영화로 딱 좋은... 노년의 로맨스가 참 예쁘다"
"사회자","2016.02.27","전하고자하는 메세지는 알겠으나 영화의 전개방식이 애매함"
"아름다운1%","2016.02.27","완전 힐링되어던 영화!! 부모님을 이해하게된..무엇보다 아빠의 무게를 조금이나마 느낄수 있었음!"
"LNS



Rang","2016.02.27","나이드신 부모님와 장성한 자식들이 함께 보면 좋을 것 같네요."
"jibli","2016.02.27","진한감동의반전이있는영화예요ㅜ"
"옌돌이","2016.02.27","보는내내많이울었어요 남일같지가않고 정말 확다가오더라고요 부모님손잡고 같이보면 좋을영화.."
"쿠웅","2016.02.26","남자랑 같이 봤는데 옆에있던 남자도 별로 영화도 별로 허허 마지막 반전감동은 쫌 괜찮았지만 거기까지 못버티고 나갈뻔했네용"
"sy**llos","2016.02.26","두고두고 여운이 남는 영화"
"wldud0202","2016.02.26","완전슬픔 ㅠㅠㅠㅠ반전대박"
"sunwoo~~","2016.02.26","공감가요...인간미 넘치고 배우연기 좋아요"
"hj**ue77","2016.02.26","비슷한 영화를 안 봐서 스토리에 대한 기대감 없이 봐서 그런지 너무 좋았다. 생각지도 못한 스토리여서 놀랐고 오랫만에 부모님 생각, 특히 아빠 생각이 나는 영화였다. 영화 첫 장면 시골 버스와 들꽃을 쥔 손이 잊혀지지 않을 영화. 들꽃 같은 내 부모님"
"gm**o9582","2016.02.26","슬픔ㅜㅜㅜ 진짜 마지막 반전때 멍하고 울었어요ㅠㅠ"
"he**n1204","2016.02.25","혼자 보고 왔는데 너무 슬퍼서 혼자 펑펑 울다가 왔네요.. 그리고 기억을 잃어도 계속 같은 사람에게 사랑에 빠진다는 내용이 너무 감동적인거 같아요"
"lm**714","2016.02.25","감동감동 슬퍼요 실화라더그런듯"
"Valencia0921","2016.02.25","ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅜㅜ"
"genie95","2016.02.25","아빠랑보면서 펑펑울었습니다ㅠㅠ"
"눈부처","2016.02.25","마음이 따뜻해지는 영화"
"Yusseo♡","2016.02.25","너무 재밋게 잘봐써용??"
"보통이","2016.02.25","뻔한~~~~  감수성 자극하는^^"
"하루또하루","2016.02.25","부모님과 함께보기 좋은 영화..계실때 잘해야죠."
"dahye’-‘","2016.02.25","눈물을 안 흘릴 수가 없었다"
"bi**ang1s","2016.02.25","감동적입니다 재밌어요"
"제뚱땡이","2016.02.25","완전 슬퍼요 볼만한 영화에요"
"민빵떡","2016.02.25","마지막에 눈물을 흘리면 보았어요"
"bo**1girl","2016.02.25","눈물이이렇게많이나올수잇다니 ㅠㅠ"
"멍게돼지고양이","2016.02.25","최고다.  말이 필요없다.  내가족이 안그러리라는 보장없다. 온가족이 한사람을 위해 펼치는 한극의 자긍심. 의지열심힝 ㅈ211"
"ha**2230a","2016.02.25","치매!
완젼 무서운 병인걸 실감 나게 해주는 영화."
"띠랭","2016.02.25","너무 많이 울었음 슬퍼ㅠㅠ 반전도 있고 재미도 있고"
"gs**777","2016.02.24","조금더탄탄한스토리였으면했을텐데요ㅠ"
"pa**mj42","2016.02.24","슬프지만 가족애를 느낄 수 있는 영화"
"마츠다 진페이","2016.02.24","뒤에 큰 반전이 있어서 넘 놀랐어요ㅠㅠ 진짜 몰입해서 봤고 감동적인 영화입니다 강추!!!"
"Nic루돌프","2016.02.24","슬프지만 유익한 영화임!!!"
"qu**n5511","2016.02.24","감동이 있던 영화~ 미래를 다시한번 생각하게 되고 부모님을 생각하게 됬던 영화입니다."
"쑤","2016.02.24","따뜻하고 감동적인 영화
가족의 소중함과 사랑을 일깨워준다"
"루씨네","2016.02.23","역시 2%  부족한 강제규"
"hg**588","2016.02.23","감동있게 보고 나온 영화"
"단단한강철돼지","2016.02.23","넘나 슬펐던 것... 찬열 넘 귀여웠고... 민성아..."
"ho**mapa","2016.02.23","맘이 따뜻해지는 가족영화네요."
"tr**0119","2016.02.23","따뜻한 스토리의 영화 좋았습니다."
"ticon","2016.02.23","이런 반전있는 영화는 처음이에요"
"dn**30","2016.02.23","부산행 기차표를 끊고
싶었던~~"
"al**jd5986","2016.02.23","가족을 더 사랑해야될 이유"
"아현♥","2016.02.23","부모님에대해다시생각해보게되는영화였어요~"
"린장","2016.02.23","반전이 예상되긴했지만 가족간의 사랑을 볼수있었던 영화"
"광장","2016.02.22","부모님이 좋아하시네요"
"hy**in911120","2016.02.22","나이가 들면
자연스레 잃어가는것들ㅠㅠ"
"da**in0107","2016.02.22","한지민누나 사랑해요ㅋㅋ"
"sherl07","2016.02.22","생각없이 들어갔다가 펑펑울고 나옴"
"호버만의구","2016.02.22","머지않은나의모습이랄까~
슬펐어요"
"고니","2016.02.22","따스한이야기이나, 그다지 뻔한느낌"
"믿음.소망.사랑","2016.02.22","재밌는 드라마인듯해요 중년 노년에도애정이생기기도하나봅니다 아름다운내용입니다"
"민주","2016.02.22","슬프고 재미잇고 좋아요"
"t1**et","2016.02.22","감동적인 영화였어요. 다소 의문인 부분들도 있었지만 주변을 되돌아볼수 있었던 것 같네요."
"까렌","2016.02.22","가족의  의미를 다시한번 생각하게 만든 영화"
"an**130","2016.02.22","감동적이고 노련미 있는 노배우들 연기 좋았어요"
"봄비가 좋아","2016.02.22","반전이 있는 따듯한 영화네요~
배우들의 연기도 좋구요~"
"지혜쏘온","2016.02.22","눈물나네요...잔잔한 감동^^"
"빈짱","2016.02.22","상큼하기도하고 뭉클하기도했던작품!"
"ka**sh139","2016.02.22","부모님이 보시기 좋은 영화"
"소꼬마떼","2016.02.21","생각지못한 반전에 눈물이 났네요"
"as**04v","2016.02.21","간만에 재밌는 영화봤습니다!!"
"지니신화","2016.02.21","부모님께도 보여드렸어요"
"격투기","2016.02.21","눈물샘  넘쳤네요 감동적인 영화"
"sora15074","2016.02.21","보고나면 마음이 따뜻해지는 영화"
"lh**022","2016.02.21","쏘쏘.. 반전은 좋았다 나름 감동적인것도있었지만 아이돌끼워팔기.."
"김앵지","2016.02.21","마음이 따뜻해여 많이 감동했어여"
"ej**214","2016.02.21","엑소팬인 딸램때문에 보게된 영화.안봤으면 후회했을뻔..."
"zihye","2016.02.21","정말 재미있었던 영화 찬열때문에 봤는데 정말 재밌게 봤어요 반전적인 내용도 좋았고!"
"db**alswnwoo","2016.02.21","정말  짠하고  잼있었어요~~반전도 좋구"
"ra**ithur1","2016.02.21","부모님을 생각하게 하는 영화입니다. 감동적이었어요"
"먹물","2016.02.21","열이나와짜나~~~~"
"prrg","2016.02.21","열매야...존잼.."
"hy**on0622","2016.02.21","완전 진짜 짱짱 잼!!!!!!!!"
"이스ㅇ혀ㄴ","2016.02.21","가볍게 보기 좋은영화 ㅎㅎ"
"na**33","2016.02.21","킬링타임용으로 볼만했다!"
"수달달","2016.02.21","엄마아빠가많이생각났던영화"
"ss**un831","2016.02.21","사랑의 기억을 되살리는 감동적인 스토리~!!매력적이었습니다."
"gp**s8944","2016.02.21","예매하고 못봤습니다."
"an**l75514","2016.02.21","눈물 펑펑 흘리며 완전 폭풍감동도 받고 부모님께 잘해야겠다고 반성도하고 여러가지를 느끼게하는 영화였다~~"
