"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"어웨이 프롬 허","max2****","2020.10.15. 02:25","10","OST가 좋아서 보았는데 정말 짠하네요.기억이란 무엇인지,사랑도  기억이 사라지면 없어지는지 생각하게하네요.정신있을때 더 사랑하고  잘해주어야겠네요.","2","0"
"어웨이 프롬 허","peac****","2014.01.18. 22:36","10","진짜멜로영화의최고봉인듯!!굳굳","2","0"
"어웨이 프롬 허","hadl****","2011.11.21. 22:27","6","한발 물러서는 게 때론 가장 큰 사랑일 수도 있음을 보여준다.","2","0"
"어웨이 프롬 허","stup****","2010.10.24. 15:53","10","잘만든","2","0"
"어웨이 프롬 허","gost****","2010.07.22. 04:44","10","잊어먹고있었던 사랑이라는 감정을 끄집어내준 영화..","2","0"
"어웨이 프롬 허","sixy****","2009.07.08. 00:46","10","잔잔한 감동... 배우들의 연기가 놀랍다.","2","0"
"어웨이 프롬 허","deux****","2009.04.09. 03:37","10","감독이 새벽의 저주에 나오는 여배우라네용~","2","0"
"어웨이 프롬 허","soyb****","2010.04.10. 22:41","8","사랑이란 참 대단한거죠...","1","0"
"어웨이 프롬 허","mmam****","2008.07.20. 23:15","10","새벽의저주 여주인공이 감독 ㄷㄷㄷ","1","0"
"어웨이 프롬 허","yuri****","2008.04.11. 01:34","6","배우들의 연기는 좋지만, 너무 느리고 좀 지루해요","1","0"
"어웨이 프롬 허","qhfk****","2014.12.09. 00:07","10","아니 영화를볼려고하는데 영화자막이 없는데 누가 자막좀 보내 주실사람 없나요>","2","1"
"어웨이 프롬 허","sipj****","2014.11.14. 21:59","7","나에겐 치매에 대한 경각심을 갖게 만든 영화","2","1"
"어웨이 프롬 허","tobi****","2014.05.26. 08:50","8","음 밑에 마지막 장면은 감독의 욕심이 아니라 원작에 충실했던거죠. 원작 마지막이랑 같은 방법으로 끝나는데. 그런데 어쩐지 마지막의 여운은 책이 더 깊네요.","2","1"
"어웨이 프롬 허","ugre****","2014.01.19. 01:04","10","두시간이 후딱 지나가네요. 역시 드라마는 영원합니다.","2","1"
"어웨이 프롬 허","afri****","2011.12.19. 11:19","7","뭔가 영화가 끝나고난 후..답답한 느낌이 있네요...","2","1"
"어웨이 프롬 허","mill****","2014.05.02. 15:30","7","마지막이 3점을 깎아버린 아쉬운 수작. 젊은 감독의 욕심이 안타깝다","4","3"
"어웨이 프롬 허","chis****","2020.11.15. 12:29","8","정보 없음","0","0"
"어웨이 프롬 허","dlwo****","2020.06.14. 17:55","6","종결 장면에서의 아쉬움이 남습니다.","0","0"
"어웨이 프롬 허","pbjb****","2019.05.21. 16:11","6","점점 더 멀어져 간다 매일 이별하고 살고있구나.. 내가 떠나보낸것도 아닌데 내가 떠나온 것도 아닌데","0","0"
"어웨이 프롬 허","tear****","2014.04.17. 14:27","7","사랑이든 미움이든 결국 기억이 자아라는 한계를 넘어선, 사랑의 정리 혹은 완성.","0","0"
"어웨이 프롬 허","sua4****","2013.11.30. 05:46","10","정말 좋다. 아빠와 함께 봤는데 둘이 콧물 훌쩍이며 봤다. 특히 피오나가 스키 플레이트를 신고 눈 쌓인 벌판을 땅거미질 때까지 걷는 장면. 그리고 요양원에 피오나를 두고 온 그랜트가 그녀와도 같이 눈 쌓인 벌판 위를 해가 다 질 때까지 하염없이 돌아다","0","0"
"어웨이 프롬 허","jhwd****","2011.02.27. 12:11","9","삶은 결코 뜻한대로 흘러가지 않는다.","0","0"
"어웨이 프롬 허","mk28****","2011.02.13. 09:50","6","그윽한 듯, 묵직한 연기력. 사랑은 역시 아름답다. 그리고 위대하다.","0","0"
"어웨이 프롬 허","dalp****","2010.03.16. 16:20","10","저런남편을 만나야해..","0","0"
"어웨이 프롬 허","qazp****","2009.12.23. 17:00","8","부모님 요양원 보내지 맙시다ㅜ.ㅜ","0","0"
"어웨이 프롬 허","tlaw****","2009.11.28. 20:07","9","저렇게 늙어갈 수만 있다면..","0","0"
"어웨이 프롬 허","good****","2009.10.15. 19:40","7","어웨이 프롬 허 으헝헝","0","0"
"어웨이 프롬 허","over****","2009.07.04. 02:20","10","감동이다... 진정한 사랑을 느끼게 해준 영화. 10점 만점~!!","0","0"
"어웨이 프롬 허","bbq2****","2009.04.24. 17:55","7","진정한 사랑과 헌신","0","0"
"어웨이 프롬 허","tara****","2009.04.04. 11:27","10","사랑에 관한 교과서, 하지만 주변에 누군가는 이런 사랑을 하고 있다.","0","0"
"어웨이 프롬 허","hxa1****","2009.04.04. 10:06","10","부부란 인연은 무엇일까 생각해보게 하는 영화......마지막 장면 감동적이다.","0","0"
"어웨이 프롬 허","o0wl****","2009.03.26. 21:28","8","아름답다.,","0","0"
"어웨이 프롬 허","cute****","2009.02.15. 23:48","7","조금 지루함 비슷한 영화로 노트북이 훨 나은 듯","0","0"
"어웨이 프롬 허","dkdl****","2009.02.09. 12:55","9","사랑소재영화중제일아름다운것같다.멀리서바라봐줄수있는사람몇이나있을까..","0","0"
"어웨이 프롬 허","logi****","2009.01.30. 03:39","10","기억을 소재로 한 영화중 가장 가슴 아픈 이야기.","0","0"
"어웨이 프롬 허","ang_****","2008.11.22. 01:44","10","시리고....시리고..... 또 시린다....","0","0"
"어웨이 프롬 허","hanq****","2008.08.13. 11:39","10","사랑이 무엇인지 아는 사람에겐 감동, 사랑을 섹스로 아는 사람에겐 절망적인 영화.","0","0"
"어웨이 프롬 허","chil****","2008.06.01. 21:30","10","이 영화가 평점이 7.74밖에 안된다는건 말이 안된다..","0","0"
"어웨이 프롬 허","namu****","2008.05.03. 23:18","10","잔잔한 감동... ㅠ","0","0"
"어웨이 프롬 허","rdd3****","2008.04.28. 18:32","8","아 좀...안타까웠음 ㅠㅠ","0","0"
"어웨이 프롬 허","pkb0****","2008.04.22. 17:48","10","남의 일 같지 않은...남자..사랑","0","0"
"어웨이 프롬 허","xero****","2008.04.18. 16:26","9","사라 폴리, 줄리 크리스티. 대박.","0","0"
"어웨이 프롬 허","skyj****","2008.04.16. 00:49","9","수동적인듯 하지만 아니다. 인생에 대한 의미를 부여하는 두배우의 연기에 한표...","0","0"
"어웨이 프롬 허","leh0****","2008.04.13. 01:38","9","보다가 몇번이나 눈물이 났다. 감동적인 사랑.. 아름다운 그들..","0","0"
"어웨이 프롬 허","choc****","2008.04.09. 01:28","10","노련한 배우들의 명연기... 그들이 전해주는 인생의 진리...","0","0"
"어웨이 프롬 허","erhe****","2008.04.07. 02:50","8","중심이 잡힌 연출. 감정이 담긴 연기와 연출.","0","0"
"어웨이 프롬 허","thef****","2008.04.06. 09:32","9","이런 추억, 평생을 잊지 못할 사랑, 사람을 가지게 된다는거 어찌 아름답지 않으리","0","0"
"어웨이 프롬 허","hjkl****","2008.04.05. 17:19","8","사랑에 관한 따뜻한 고찰, 진정성과 진한 여운","0","0"
"어웨이 프롬 허","enfl****","2008.04.05. 01:07","9","나이가 들어서도 저럴수 있다면, 지금 당장 늙고 싶을 정도로 아름답다.","0","0"
"어웨이 프롬 허","eune****","2008.04.02. 14:10","9","마음이.. 짠했다는 거...현재 충분히 충실히 사랑해야 겠다고 생각했어요..","0","0"
"어웨이 프롬 허","lovj****","2008.04.01. 13:40","10","가슴이 먹먹해지는 영화.. 부모님과 다시한번 보고 싶어요.","0","0"
"어웨이 프롬 허","riji****","2008.04.01. 11:49","9","엄마랑 손 잡고 한번 더 보고 싶은 영화예요.","0","0"
"어웨이 프롬 허","doub****","2008.03.30. 01:36","7","사랑한다는건.. 그런건가..","0","0"
"어웨이 프롬 허","hapn****","2008.03.28. 12:14","7","줄리크리스티-보는 내내 아름답다고 느낀 여배우..그렇게 늙고 싶다.","0","0"
"어웨이 프롬 허","blin****","2008.03.28. 11:50","7","사랑하는 사람에게 최선을 다한다는것이 무엇인지를 알게해주는 영화.","0","0"
"어웨이 프롬 허","egyp****","2008.03.27. 13:36","7","나라면...정말 그럴수 있을까...ㅠㅠ","0","0"
"어웨이 프롬 허","milk****","2008.03.25. 16:28","8","사랑하는 사람과 늙어간다는 것에 대해 생각 해 보게 되는 영화","0","0"
"어웨이 프롬 허","wlgm****","2008.03.25. 14:57","8","저한테는 어려운 영화였지만 따뜻함이 느껴지는 영화였어요","0","0"
"어웨이 프롬 허","minb****","2008.03.25. 10:24","8","무난했어요","0","0"
"어웨이 프롬 허","xxxx****","2008.03.24. 22:41","10","내인생, 내사랑을 부끄럽게 만드는 영화.","0","0"
"어웨이 프롬 허","real****","2008.03.22. 03:57","10","사랑을 배웠습니다.","0","0"
"어웨이 프롬 허","sinb****","2008.03.20. 09:53","7","괜찮은 소재,잔잔한 감동,좋은 연기... 하지만 흥행과는 거리가 멀다.. 아이러니~","0","0"
"어웨이 프롬 허","dj16****","2008.03.14. 13:16","10","어쩌면 치매에 걸린게 더 나을지도..","0","0"
"어웨이 프롬 허","fatb****","2008.03.12. 00:43","6","남자배우들이 여자배우들만큼 연기를 잘했더라면","0","0"
"어웨이 프롬 허","dior****","2008.01.23. 13:56","10","일반적이진 않지만, 사랑의 관점을 재해석한 영화...조금 지루한감도 없지않아 있음","0","0"
"어웨이 프롬 허","toro****","2008.01.21. 00:42","10","어린 피오나의 웃는 모습이 잊혀지지 않네요. 사랑이란 참..","0","0"
"어웨이 프롬 허","drea****","2008.01.21. 00:16","10","사랑은  인생의 시작이자 마지막 이다","0","0"
"어웨이 프롬 허","okyk****","2008.01.16. 00:27","8","이 영화를 노년의 불륜 영화라고 하는 애는 영화를 보기는 본 거냐??","0","0"
"어웨이 프롬 허","brin****","2007.12.30. 17:52","10","사랑이란? 물음에 해답을 주는 영화","0","0"
"어웨이 프롬 허","goeb****","2007.12.04. 10:28","10","노년의 아름다운 사랑이야기~!","0","0"
"어웨이 프롬 허","post****","2015.12.24. 14:15","6","언제, 어디서 닥칠지 누가 알겠는가?","1","1"
"어웨이 프롬 허","sma9****","2012.12.28. 22:24","8","영화가 끝나고 나서 너무너무 가슴이 아팠다. 내 인생에 전부였던 한 사람이 나에 대한 기억을 모두 잃어 버렸을때, 다른 사람을 사랑하게됐을때... 현실성 있어서 더 먹먹함","1","1"
"어웨이 프롬 허","hwan****","2012.08.06. 00:02","8","요란한 눈물보다는 어찌할바모르겠는 쓸쓸함으로 풀어낸","1","1"
"어웨이 프롬 허","kara****","2012.05.17. 20:02","8","고든의 연기가 더좋은데 상은 할머니가 휩쓸었네...치매에관한영화중 우수한영화","1","1"
"어웨이 프롬 허","hvyo****","2011.02.02. 01:03","6","배우들의 연기는 그렇다쳐도, 연출력의 허전함","1","1"
"어웨이 프롬 허","jna2****","2009.11.27. 02:00","10","아주 미세한 감정까지 담아둔 진정한 그들의 사랑, 감동적입니다.","1","1"
"어웨이 프롬 허","jkr2****","2008.09.24. 23:41","7","혹시나 했는데.. 역시나 그런식으로 끝내버리네.. 할아버지만 너무 불쌍해..","1","1"
"어웨이 프롬 허","newp****","2008.04.08. 14:54","8","슬픔과 감동이 있는 내용... 그런데 안타까운 장면이 너무 많았음.","1","1"
"어웨이 프롬 허","pk68****","2008.03.30. 00:21","7","포기한다는 것... 이것은 성숙인가 굴욕인가","1","1"
"어웨이 프롬 허","ykdi****","2014.04.29. 05:21","6","진짜 명작이 될 수 있었는데 안타깝다. 왜 중간 이후 앞뒤가 맞지 않는 전개가 이어지고, 결말은 냉졍하지 못하고 유치해졌는지 이해하지 못하겠다.","2","2"
"어웨이 프롬 허","jlov****","2014.01.19. 01:22","9","마음이 저며오도록 아름답고 깊은 사랑에 관한 영화..내 배우자 생각에 가슴을 치면서 울면서 보았다","2","2"
"어웨이 프롬 허","sioh****","2011.08.29. 10:51","8","44년간의 사랑과 추억을 잃은 그랜트, 그의 헌신이 안타깝고 남은 인생이 아련하다","2","2"
"어웨이 프롬 허","kmr8****","2009.04.25. 03:39","8","그의 슬픈눈빛이,,,잊혀지지가 않네여,,난,,그가 아픕니다...","3","3"
"어웨이 프롬 허","jazz****","2013.11.06. 17:56","10","슬픈 한 남자의 순애보 가 새하얀 눈속에","0","1"
"어웨이 프롬 허","njel****","2012.12.04. 22:26","8",".","0","1"
"어웨이 프롬 허","jjke****","2012.10.10. 23:29","8","슬프다....","0","1"
"어웨이 프롬 허","haru****","2012.07.17. 19:34","10","감동....눈물.......","0","1"
"어웨이 프롬 허","ci30****","2012.05.13. 17:23","9","감동이 너무 심해 보고나서 계속 울게됬던....또 보고싶은..전혀 지루하지 않았음","0","1"
"어웨이 프롬 허","seyu****","2011.12.22. 00:54","9","할머니가 치매에 걸리셔서 찾아보게 됐네요. 아..","0","1"
"어웨이 프롬 허","cwg8****","2011.02.28. 02:53","5","아쉽다","0","1"
"어웨이 프롬 허","qkfm****","2009.11.30. 16:37","10","내나이 19살이지만 이런사랑이 가슴에와닿는다","0","1"
"어웨이 프롬 허","subw****","2009.08.07. 23:57","10","Good","0","1"
"어웨이 프롬 허","wlwl****","2009.03.07. 23:13","1","노트북같은 쓰레기따위와 비교불가","0","1"
"어웨이 프롬 허","sd83****","2008.11.13. 01:23","10","흠잡을곳 없는 영화","0","1"
"어웨이 프롬 허","kpeo****","2008.11.07. 08:01","10","사랑의 진정성이 무엇인지 엿 볼수있는 있는 잔잔한 영화","0","1"
"어웨이 프롬 허","ljh_****","2008.09.30. 21:19","10","잔잔하면서 정말 감동적인 이야기.. 이런사랑이 가능할까 싶어요 ^^","0","1"
"어웨이 프롬 허","jerr****","2008.08.27. 05:52","10","따듯하고 멋진영화 사랑이 이래하는것을................","0","1"
"어웨이 프롬 허","pica****","2008.06.07. 06:31","10","자기전에 딱 한편... 잠이 안온다.............................","0","1"
"어웨이 프롬 허","nw20****","2008.04.23. 11:43","5","엄청 졸림","0","1"
"어웨이 프롬 허","idet****","2008.04.02. 21:13","7","보라 사랑이 얼마나 아름다운지...","0","1"
"어웨이 프롬 허","whit****","2008.03.21. 09:29","1","정말 지루했음~~ 돈주고보면 아까울듯~~","0","1"
"어웨이 프롬 허","namu****","2008.03.21. 09:19","1","솔직히 영화 본 시간이 아깝다. 비추!!","0","1"
"어웨이 프롬 허","yols****","2013.08.08. 18:01","6","사랑하기에 멀어진다..","1","2"
"어웨이 프롬 허","dldm****","2013.07.09. 22:40","5","사람마다다르겟지만솔직히 별로임....슬프긴한데 너무뻔하고결말이 뭔가띠껍","1","2"
"어웨이 프롬 허","punk****","2012.04.21. 16:46","5","좋은내용의 영화를 너무 지루하게만듬","1","2"
"어웨이 프롬 허","tn99****","2012.02.19. 00:22","5","이게 과연 진정한 사랑일까? 별로~","1","2"
"어웨이 프롬 허","4myc****","2010.02.21. 13:04","7","연기, 스토리는 참 괜찮지만..... 너무 잔잔해서 지루한감이 있군요","1","2"
"어웨이 프롬 허","sury****","2008.02.06. 12:13","1","지루해","1","2"
"어웨이 프롬 허","imoo****","2008.01.19. 18:43","1","더럽고 기분나쁨. 주인공 왜 가만있나? 시종일관 오브리넘 죽이고싶었다. 역겨운 영화","1","2"
"어웨이 프롬 허","crau****","2008.01.03. 00:49","2","내용도 그다지 없고.. 슬프지도 않으며.. 노년의 불륜뿐...","1","2"
"어웨이 프롬 허","tint****","2009.11.13. 01:37","1","하품나오고 지루하고 재미없다.. 왠만해선 이런말 안하지만,이영화는 정말.","2","3"
"어웨이 프롬 허","susi****","2020.07.13. 00:49","2","바람을 펴야 비로소 인정하는 내 아내의 치매","0","2"
"어웨이 프롬 허","kimg****","2014.01.19. 01:06","10","영원한 사랑은 부질없고 그때 마다 좋은게 곧 행복이다","0","2"
"어웨이 프롬 허","eul4****","2013.07.23. 19:39","10","소재가 아름다운 영화. 다소 아쉬운 부분들이 있는 이유는 이 영화는 영화스러운 극적 로맨스보단, 좀 더 사실적으로 한 남자의 마음과 시선을 말하고 싶었기 때문 아닐까.","0","2"
"어웨이 프롬 허","azur****","2016.07.04. 14:35","2","결말이 이 영화 평점을 다 깎아먹는다","1","3"
"어웨이 프롬 허","psy9****","2010.08.17. 02:20","1","일단 영화를 보는 기본적인 이유가 재미인데..정도껏 지루해야지....","1","3"
"어웨이 프롬 허","lily****","2010.04.25. 19:00","1","간단하다. 2000원마저 아까운 영화","1","3"
"어웨이 프롬 허","woai****","2015.03.25. 17:09","5","이런영화 재밋어요???? 써먹고써먹고 또써먹는 내용....","1","6"
"어웨이 프롬 허","sasc****","2014.01.11. 15:33","1","이 영화가 내 얘기라면 점수10점 만점을 줄 수 있을까?","1","6"
