"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"스틸 앨리스","ssh3****","2015.11.12. 16:08","10","다시는 기억하고 싶지 않은 기억이라 해도 '내 기억'이라는 사실만으로 소중해지는 시간이었다.","11","0"
"스틸 앨리스","brav****","2016.10.07. 15:33","10","좋았습니다 강추합니다.","8","0"
"스틸 앨리스","alex****","2016.02.10. 00:04","9","내가 내가 아니게 되었을때 내 옆에 있는 사람들은 어떻게 해야할까?어떻게하게될까?나는 어떻게 변해갈까에 대한 진지한 질문","7","0"
"스틸 앨리스","azra****","2015.06.07. 15:39","8","억지로 눈물을 짜내는 영화는 아니지만, 여운이 남는 슬픈 영화. 기억이란 그 사람을 이루는 가장 중요한 요소가 아닐까","8","1"
"스틸 앨리스","laug****","2015.10.21. 19:24","7","앨리스가 스틸(still) 앨리스이게 해주는 건, 가족.. 그리고 그 가족들이 기억해주는 스틸, 앨리스","6","0"
"스틸 앨리스","bill****","2019.06.26. 14:45","6","상실에 대하여..그리고 사랑이 남았다","7","1"
"스틸 앨리스","hing****","2016.06.11. 21:49","8","줄리안 무어의 빛나는 연기","5","0"
"스틸 앨리스","from****","2015.06.10. 09:52","8","덤덤하니 먹먹해짐이 더해가는데, 마지막을 눈물로 강요하지 않아 좋았음.","6","1"
"스틸 앨리스","1ken****","2016.09.18. 22:59","10","배우의 연기도 스토리도 좋았음","4","0"
"스틸 앨리스","heeb****","2016.10.10. 20:50","7","은은했던~  그러나 가슴아펐던...","3","0"
"스틸 앨리스","liko****","2016.08.23. 12:55","9","여주인공 경영방식이 맘에든다","3","0"
"스틸 앨리스","miny****","2015.05.09. 23:23","7","지금에 충실하게하는.. 삶을 돌아보게하네요몰입하게하는 영화였으나 마지막부분에 여운이잔잔히 남길바랬는데 그건 아니네요 조금 아쉬웠어요","3","0"
"스틸 앨리스","9319****","2015.06.07. 18:43","6","줄리안무어의 연기가돋보였다 연설장면에서 눈물이났다","4","1"
"스틸 앨리스","namo****","2015.05.04. 20:13","9","서서히 밀려오는 눈물고스란히 남는 감동","4","1"
"스틸 앨리스","454t****","2015.05.03. 14:20","7","그냥 여운 남는영화..!","5","2"
"스틸 앨리스","jm_h****","2016.09.29. 16:57","8","재능낭비하던 줄리안 무어가 재능을 적절히 사용한 좋은 예.","2","0"
"스틸 앨리스","p860****","2016.07.07. 20:59","8","눈물이 없었지만 그래서 더 먹먹했던","2","0"
"스틸 앨리스","bf_g****","2015.11.21. 16:34","10","좋은영화네요. 두번봐도돼요","2","0"
"스틸 앨리스","jjho****","2015.10.11. 23:43","8","줄리안 무어의 연기를 보며 울고 웃었다.","2","0"
"스틸 앨리스","skdr****","2015.10.11. 21:46","10","의식의 점진적 상실... 자신의 행복과 아픔조차 잊어갈 수 밖에 없는 현실을 받아들이려고 노력하는 주인공의 모습과 그것을 바라보는 가족의 안타까운 마음에서 느낄 수 있었던 감동이 있었습니다. 좋은 영화네요..!","2","0"
"스틸 앨리스","hre7****","2015.09.03. 20:27","10","앨리스처럼 돌좌줄 자식이 없는 나는 더욱 무섭게 느껴지는 알츠하이머...","2","0"
"스틸 앨리스","jlea****","2015.07.14. 09:10","9","행복은 조건의 충족이 아니라는 것을 알게 해준 영화.  삶과 죽음은 내가 선택할 수 없으며 주어진 삶에서 매순간 감사하며 살아가는 것이 진리라는 것을 다시한번 깨달았다.","2","0"
"스틸 앨리스","dbee****","2016.06.25. 16:56","8","스틸앨리스 차분하게 풀어나간~~","1","0"
"스틸 앨리스","jej9****","2016.04.30. 10:16","10","담담하게 풀어가는 게 좋았다","1","0"
"스틸 앨리스","baro****","2016.03.27. 15:54","10","알츠하이머라는 병에 대해 보다 현실적으로 볼 수 있습니다.","1","0"
"스틸 앨리스","eunh****","2016.03.10. 22:17","10","담담히 풀어낸 영화. 연기로 더 빛을 발하는 영화.","1","0"
"스틸 앨리스","swit****","2016.02.18. 23:14","9","페이드아웃 마지막이 인상적","1","0"
"스틸 앨리스","shig****","2015.12.23. 13:20","5","여러가지 생각을하게해준 영화였다 그중 특히 자존감을갖고사는삶의중요성을 생각해보았다","1","0"
"스틸 앨리스","djtu****","2015.11.16. 10:15","10","영화를 따로 소장하고 싶을 정도로 여운이 남는 영화입니다.","1","0"
"스틸 앨리스","sush****","2015.10.18. 00:52","9","정말 좋은 영화입니다.","1","0"
"스틸 앨리스","auro****","2015.08.22. 12:46","8","배우의 연기에 주목하게 되는 영화","1","0"
"스틸 앨리스","chil****","2015.08.20. 18:05","8","두렵다. 유전적인 것은 없지만... 깜빡깜빡할 때마다 조바심이 생기게 되는데.. 그래도 독서를 많이 해야겠다는 생각","1","0"
"스틸 앨리스","hisu****","2015.06.07. 20:09","9","줄리안 무어의 연기가 좋습니다","1","0"
"스틸 앨리스","pms3****","2015.06.04. 17:45","9","너무적은 영화관을 상영한것 같다","1","0"
"스틸 앨리스","marc****","2015.05.29. 09:18","9","마지막까지 자신을 놓지않는 앨리스와가족의 사랑이 아름다운 영화","1","0"
"스틸 앨리스","para****","2015.05.12. 20:50","7","과장 없이 있는 모습 그대로 보여줬다.앨리스이기를 그녀 자신이 지켜려고 노력했지만 이미 가족이 그녀가 앨리스이기를 지켜줬다^^","2","1"
"스틸 앨리스","a_um****","2016.06.04. 13:47","7","아아아가가아아아앙아타타","0","0"
"스틸 앨리스","ms2h****","2016.06.01. 11:19","9","줄리안 무어 연기가 최고였어요","0","0"
"스틸 앨리스","aron****","2016.05.02. 20:09","10","줄리안 무어 연기는 최고였다","0","0"
"스틸 앨리스","alta****","2015.12.22. 00:07","10","재밌어요 감동적이네요","0","0"
"스틸 앨리스","jky8****","2015.10.17. 11:40","7","너무 너무 재밌게 잘봤습니다 최고!!","0","0"
"스틸 앨리스","mamg****","2015.09.26. 09:29","9","앨리스로 산다는거 그게 그리 힘든건가?나역시 언제 그 일을 맞닥뜨릴지 ...","0","0"
"스틸 앨리스","hck4****","2015.09.19. 14:49","10","슬프지만 아름다운 이야기","0","0"
"스틸 앨리스","sylv****","2015.09.16. 03:13","7","잔잔하게 풀어내는...잘 봤어요:)","0","0"
"스틸 앨리스","gjys****","2015.08.31. 11:25","10","같은 나이...기억력이 약해지는 걸 느낄 즈음 가슴이 터지게 아픈 영화였음","0","0"
"스틸 앨리스","toto****","2015.08.30. 15:44","9","Loved it...!","0","0"
"스틸 앨리스","cuki****","2015.08.20. 15:11","6","줄리엔 무어는 받아도 벌써 받았어야 했다","0","0"
"스틸 앨리스","cube****","2015.08.15. 23:16","10","굿아주좋아요 연기도 잘하고","0","0"
"스틸 앨리스","cpa3****","2015.08.14. 18:30","8","과하지 않은 연기.. 무거운 주제를 잔잔하게 그려낸 영화","0","0"
"스틸 앨리스","nick****","2015.08.13. 03:59","8","나의 엄마에 대해서 다시 돌아보게 되는 영화","0","0"
"스틸 앨리스","hamy****","2015.08.09. 10:49","8","쥐어짜지 않는 슬픔이 인상적. 그래서 더 현실적인 느낌","0","0"
"스틸 앨리스","socl****","2015.08.07. 17:14","8","많은 생각을 하게 만드는 영화인듯 하다. 사실 많은 언론에서 너무 평가가 좋아 기대가 너무 높아 약간 못미치는 느낌도 있었지만  인생에 대해 많은 생각을 할 수 있게 해준 작품","0","0"
"스틸 앨리스","jins****","2015.07.30. 11:28","9","내 자신의 조각을 하나씩 잃어버리는것은 어떤느낌일까. 과연 우린 무엇을 위해 살아가야 할까. 오랜만에 먼발치에서 내 삶을 들여다보게 한 영화.","0","0"
"스틸 앨리스","kims****","2015.07.28. 21:18","6","영원한건 없다 이세상은 고통의 과정일 뿐","0","0"
"스틸 앨리스","kore****","2015.07.27. 15:13","9","생각할게 많은 영화. 연기력이 좋아 지루하지 않게 몰입 가능","0","0"
"스틸 앨리스","yyan****","2015.07.21. 13:37","10","줄리안무어의 연기는 최고","0","0"
"스틸 앨리스","with****","2015.07.14. 15:04","8","생각보다 잔잔한 영화였고 억지 스럽지 않아서 좋았다.  그리고 알츠하이머가 다시금 무서운 병이라는 것도 알게된 영화 였다.","0","0"
"스틸 앨리스","kooa****","2015.07.10. 15:59","7","줄리어 무어의 연기가 진짜...  그 병을 가진 환자들를 잘 이해하고 표현해서 너무 좋았습니다.","0","0"
"스틸 앨리스","hyod****","2015.07.07. 22:17","10","슬픈내용을 잔잔하게 표현한 영화였다.","0","0"
"스틸 앨리스","cj87****","2015.07.03. 19:15","9","영화 보면서 눈물을 삼켰던 기억이..","0","0"
"스틸 앨리스","toy0****","2015.07.02. 15:18","9","잔잔하고 따뜻한 영화입니다","0","0"
"스틸 앨리스","kang****","2015.06.29. 07:33","8","가족이 아픈 가족을 대처하는자세","0","0"
"스틸 앨리스","gote****","2015.06.28. 23:48","10","재미잇네재미잇네재미잇네재미잇네재미잇네","0","0"
"스틸 앨리스","sain****","2015.06.26. 19:35","6","생각할게 많은 영화. 줄리안 무어 연기 좋음!","0","0"
"스틸 앨리스","hjeu****","2015.06.25. 22:26","10","남의 일같지 않다는 생각이 들어 엄청 몰입했던 영화다만약에 내가 이런 경우가 된다면? 여러가지 의문을 던져주었다줄리안무어의 명연기도압권이었고??씨네큐브여서 더 좋았다^^","0","0"
"스틸 앨리스","chec****","2015.06.25. 21:08","9","특수한 병에 걸리는 슬픈이야기일 거라고 추측했는데 오히려 나이 드는것의 자연스러움을  볼 수  있었다.","0","0"
"스틸 앨리스","sksw****","2015.06.24. 20:17","7","치매는 너무 무서운 병앨리스가 차라리 암에 걸리는게 낫다는 말을 할때 공감이 될 정도였음","0","0"
"스틸 앨리스","fleu****","2015.06.23. 16:16","9","여전히 아름다운 줄리안 무어. 잔잔한 여운을 느끼고싶다면","0","0"
"스틸 앨리스","hera****","2015.06.22. 19:31","8","실제로 일어날수있는 상황을 소재로 애잔하게 와닿는 그무엇이 감동적이네요 ~","0","0"
"스틸 앨리스","pure****","2015.06.21. 12:20","9","무작정 감성에 호소하지 않되 영화에 몰입할 수 있도록 상황과 변화를 현실적으로 제시해준 부분이 좋았습니다. 배우들의 연기도 좋았고요.","0","0"
"스틸 앨리스","jisu****","2015.06.20. 16:04","10","이겨내고자 하나 어쩔 수 없이 진행하는 알츠하이머병 환자인 주인공의 상황을 너무나도 잘 묘사하였다.","0","0"
"스틸 앨리스","luv_****","2015.06.19. 14:15","8","마지막 장면에서 그동안 참았던 눈물이 쏟아졌다","0","0"
"스틸 앨리스","jhoo****","2015.06.15. 15:38","9","엔딩 크레딧이 모두 올라 간 후에도 관객 중 아무도 일어나지 않았던 영화.","0","0"
"스틸 앨리스","khw0****","2015.06.14. 17:28","10","너무 좋아요 아주 좋아요","0","0"
"스틸 앨리스","moon****","2015.06.13. 09:55","8","삶과 죽음에 대한 이해와 명철을 확인할 수 있었던 영화, 다만 연령이 어린 분들은 이해하기 힘들듯.. 추천합니다.","0","0"
"스틸 앨리스","byj0****","2015.06.12. 23:16","8","잔잔하니 좋습니다....","0","0"
"스틸 앨리스","pjie****","2015.06.12. 22:56","8","기억을 잃지 않으려는 여자","0","0"
"스틸 앨리스","akim****","2015.06.12. 15:19","9","좋은 영화네요. 추천합니다!","0","0"
"스틸 앨리스","juru****","2015.06.12. 02:13","8","영화가. 끝난뒤에야 더 애잔한 마음이 드네요","0","0"
"스틸 앨리스","dcle****","2015.06.11. 11:26","10","상영관이 적은 게 아쉬웠던 영화... 많은 영화관에서 상영했으면 좋았을 것 같다","0","0"
"스틸 앨리스","ggin****","2015.06.10. 23:46","8","스틸엘리스 ... 스틸고잉 ... 누구에게나 삶은 다 같다","0","0"
"스틸 앨리스","tk48****","2015.06.10. 23:41","8","c'est la vie. 오르락내리락","0","0"
"스틸 앨리스","anne****","2015.06.10. 14:20","8","내가 나를 서서히 잃어가는 과정을 그리는 줄리언 무어의 연기가 압권이였던 영화~","0","0"
"스틸 앨리스","tmle****","2015.06.07. 19:52","8","흠 보고싶었는데 늦었다고 입장 안시켜줌","0","0"
"스틸 앨리스","ksyo****","2015.06.07. 12:16","7","인생에 교훈을 깨닫게 해 준 영화입니다.","0","0"
"스틸 앨리스","sah0****","2015.06.06. 19:40","8","많이 기대하고 갔는데 십점을 줄만큼은 아니었다.거의처음부터 슬픈얘기가 시작되서 그런지 눈물을 흘릴 클라이막스는 크게 없었던 것 같다. 하지만 연기는 나름 일품이었다!","0","0"
"스틸 앨리스","nnnn****","2015.06.06. 12:10","8","아름답고 슬펐고 걱정이 되는","0","0"
"스틸 앨리스","bong****","2015.06.04. 13:37","9","가슴 먹먹해지지만 가식적인 눈물이 없어 인상적인 영화. 보고 나와 엄마에게 왠지 모르게 사랑한다는 전화를 하게되는 영화였다.","0","0"
"스틸 앨리스","mrnl****","2015.06.02. 22:55","10","죽는 그날까지 멋지고 아름답게 늙고 싶어하는 ...  대부분의 여성들이 공감할 만한 이야기...","0","0"
"스틸 앨리스","sall****","2015.06.02. 22:01","8","인생에 대해서 생각해보게 되는 영화였습니다.","0","0"
"스틸 앨리스","aiue****","2015.06.02. 17:30","8","잘봤어요....:)","0","0"
"스틸 앨리스","mint****","2015.06.02. 07:27","7","줄리안무어 정말 연기 너무 좋았어요...","0","0"
"스틸 앨리스","bolg****","2015.06.02. 06:01","8","알츠하이머 환자의 내면의 변화에 치중한 영화. 외부적 갈등은 거의 보이지 않는다.","0","0"
"스틸 앨리스","lake****","2015.06.02. 00:48","10","너무 좋앗음 연기력 음악 배경 모두","0","0"
"스틸 앨리스","drye****","2015.06.02. 00:33","10","Ost 훌륭. 잔잔하게 보다가 오히려 마지막 흰 스크린에서 감동이 오면서 압도 당하게 되더라. 좀 지루한 느낌은 있지만 그것도 매력이었다. 생각하게 하는 영화..","0","0"
"스틸 앨리스","tebb****","2015.06.01. 22:41","10","사랑하는 사람들과 함께 했던 기억을 잃어가면서 또 한편으로는 가장 행복했던 시간안에 있는 앨리스그래서 still Alice 일까.. 기억이 사라지는 그 순간에도 기억속 그 순간에도 존재하기때문에..","0","0"
"스틸 앨리스","oz02****","2015.06.01. 12:29","7","굿굿 진짜재미있어요... 감동","0","0"
"스틸 앨리스","myat****","2015.05.31. 19:53","8","많은 생각을 하게 하는 영화였습니다.","0","0"
"스틸 앨리스","sunn****","2015.05.31. 18:51","9","모든 걸 다 잃어도 그녀는 여전히 앨리스다. 그녀 안에 사랑이 남아 있기에..","0","0"
"스틸 앨리스","1010****","2015.05.30. 22:29","7","기대를 너무 많이 한탓일까스며들지 못하였음","0","0"
"스틸 앨리스","smil****","2015.05.30. 20:55","10","줄리안 무어 너무 좋아하는 배우인데 왜 아카데미를 비롯한 영화제에서 주연상을 휩쓸었는지 고개가 끄덕여지는 연기였습니다","0","0"
"스틸 앨리스","lip1****","2015.05.30. 19:13","8","내용은 제목이나 알츠하이머라는 소재에서 생각할 수 있는 평이한 수준이지만 줄리안 무어의 진정성 있는 연기는 견줄 데가 없음","0","0"
"스틸 앨리스","roha****","2015.05.29. 16:39","9","줄리엔무어 연기 최고 가슴이 먹먹해지는 영화","0","0"
"스틸 앨리스","syyo****","2015.05.29. 08:03","9","우리에게도 언제 닥칠지 모르는 일이고 미리 준비를 하는 마음을 가져야 할 것입니다.","0","0"
"스틸 앨리스","syl1****","2015.05.29. 00:02","10","처음부터 눈물 샘솟는 영화. 세밀하게 감정을 다루고 있다.","0","0"
"스틸 앨리스","blac****","2015.05.28. 10:27","7","인생에대해 생각해보게되는 영화..","0","0"
"스틸 앨리스","lcsd****","2015.05.27. 16:44","10","억지로 감동을 주기 보다는 보며 느끼게 하는 좋은 작품. 배우들의 명연기가 단연 돋보였다.","0","0"
"스틸 앨리스","ko01****","2015.05.26. 22:15","10","잔잔하게 앨리스의 감정을 따라가도록 만든 영화.","0","0"
"스틸 앨리스","hama****","2015.05.26. 21:36","10","다행히 상영하는 곳이 있어서 겨우 봤네요. 좋은 영화 보기가 좀 더 쉬워지면 좋겠어요.","0","0"
"스틸 앨리스","thho****","2015.05.26. 18:17","10","50세. 자주 깜빡하는 상황의 번복앞애서 스스로를 의심하는 일이 잦습니다. 영화를 보며 온통 자신에게 집중했어요. 나라면 어떻게 수용하고 대응할까. 더 나이든 삶을 준비하게 하는 영화입니다. 존엄하게 나이든 자신을 관리하게 하는 영화.","0","0"
"스틸 앨리스","pros****","2015.05.07. 14:18","8","알츠하이머 환자에게는 가족의 이해와 사랑이 몹시 중요한데, 그런 점을 잘 그린 영화다. 정말 문제는 이 영화의 스토리가 끝난 다음일텐데, 영화는 이를 피하면서 끝나버렸다....","0","0"
"스틸 앨리스","72so****","2015.05.04. 22:36","7","마지막 부분이  미흡하네요","0","0"
"스틸 앨리스","o604****","2015.05.03. 23:57","6","음 글쎄 잘 모르겠다 어렵다..","0","0"
"스틸 앨리스","plus****","2015.05.02. 22:39","7","끝나고 나면 뭔가 여운이 남습니다","0","0"
"스틸 앨리스","fleu****","2015.05.02. 09:44","9","슬프지않게 그린 담담함이 더 슬펐다.","0","0"
"스틸 앨리스","best****","2015.04.29. 21:58","8","줄리안무어에 의한 영화~~!","0","0"
"스틸 앨리스","kalo****","2015.08.14. 10:05","7","사실이란걸빼면 평이한 시한부 무비","1","1"
"스틸 앨리스","dski****","2015.05.24. 20:28","10","재밌네요.. 영화보고나니 제목도 슬프네..ㅠㅠ","1","1"
"스틸 앨리스","tapa****","2015.05.24. 20:14","8","알츠하이머 치매환자의 기억을 잃어가는 과정을 잔잔하게 그린듯 합니다~좋습니다~","1","1"
"스틸 앨리스","theh****","2015.05.24. 17:29","8","슬프지만 잔잔하고 재밌다","1","1"
"스틸 앨리스","mso2****","2015.05.17. 20:57","10","줄리안무어가 정말 이쁘게 나와요ㅜ","1","1"
"스틸 앨리스","hyos****","2015.05.15. 14:02","6","뻔하고 밋밋한 스토리를 출렁이게 하는 주연배우들의 호연","1","1"
"스틸 앨리스","suga****","2015.05.14. 16:34","6","잔잔하게 두렵지만 알츠하이머를 받아들여가고 적응해가는 자신과 가족들의 모습을 보면서 지금이순간을 행복하게 추억을 남기며 살아가고싶다고 생각하게되었습니다","1","1"
"스틸 앨리스","hoba****","2015.05.11. 20:07","7","과하지 않은 설정과 과정! 눈물을 짜내지않는 드라이한 진행이 우리나라 일반적인 방식과 달랐다. 그래서 오히려 군데군데 감동적인 신이 더 부각되게 느껴졌다.","1","1"
"스틸 앨리스","cola****","2015.05.11. 17:55","7","너무 잘된 영화는 아닌것 같아요.","1","1"
"스틸 앨리스","ybr1****","2015.05.10. 06:42","8","줄리안 무어 멋졌습니다.","1","1"
"스틸 앨리스","sain****","2015.05.05. 23:12","7","평범했으나 연기들이 돋보임","1","1"
"스틸 앨리스","hyo_****","2015.05.05. 20:12","10","가족의달에 어울리는 가슴뭉클한 영화예요책도보고싶네요줄리언무어 연기대박","1","1"
"스틸 앨리스","jiwo****","2015.05.01. 14:44","10","줄이안 모어의 연기 덕분에 치매를 겪고 있는 모든 분들에 대하여 다시 한번 생각해 볼 수 있었던 영화","1","1"
"스틸 앨리스","wate****","2015.05.01. 12:16","8","때때로 감동적이었어요.","1","1"
"스틸 앨리스","tmfr****","2015.05.12. 13:34","10","병에 대한 이야기를 과하지 않게 담담하게 풀어내는게 오히려 먹먹한 영화","2","2"
"스틸 앨리스","hypo****","2015.05.07. 09:20","6","특별히 언급할 만한 것이 없는...","2","2"
"스틸 앨리스","bird****","2015.04.30. 00:46","8","주인공 연기는 좋으나 연출이나 각본이 아쉬움","2","2"
"스틸 앨리스","awes****","2015.04.29. 22:29","10","사스가 julianne moore..","2","2"
"스틸 앨리스","ilab****","2015.05.21. 14:10","6","시나리오 개연성이 아쉬웠으나 알츠하이머에 대한 상세한 묘사는 나쁘지 않은 정도","3","3"
"스틸 앨리스","pinn****","2015.05.04. 18:41","3","영화가 주고자하는 메세지가 잘 전달되지는 않네요영화를 덜 보고 나온 느낌이랄까. .","7","7"
"스틸 앨리스","eunn****","2015.11.04. 19:46","8","좋은 영화 너무 잘봤습니다. 가족과 병에 대한 두려움에 대해 다시 한번 생각해보게되었네요.","0","1"
"스틸 앨리스","clai****","2015.07.11. 10:37","8","현재와 돌아보고 미래를 걱정해봤다. 무엇을 준비해야할까..생각이 많아진다.","0","1"
"스틸 앨리스","kayb****","2015.07.11. 00:32","1","그냥그랴 그저그래응 십자","0","1"
"스틸 앨리스","dx2a****","2015.05.26. 11:28","10","안쓰럽고 현실적인 영화임","0","1"
"스틸 앨리스","mora****","2015.05.25. 22:01","9","눈을 뗄 수 없는 줄리언 무어의 연기 헉!!!","0","1"
"스틸 앨리스","cej8****","2015.05.25. 17:02","9","감동입니다..억지로 눈물을 짜내지 않고 자연스럽게 흐르게 하는 힘이 있는 영화..!!","0","1"
"스틸 앨리스","rioc****","2015.05.25. 16:53","9","감동적인 연설. 그리고.슬픈 운명.","0","1"
"스틸 앨리스","dolm****","2015.05.25. 12:51","10","감동!!삶의 무게감과 함께 미래에대한 현재의 우리들이 갖어야할 새로운 인식을 심어준 참으로 인상적인 영화..특히 눈물을 짜내는 듯한 영화나 드라마를 만드는 작품들에게 눈물은 이렇게 흘리게 하는구나하며 가르쳐줄 영화..","0","1"
"스틸 앨리스","slyy****","2015.05.25. 09:22","10","감동적이에요~~다시한번 보고싶네요","0","1"
"스틸 앨리스","dmsg****","2015.05.24. 17:01","8","내가 앨리스라면.. 생각하게 되는 시간이었다..배우들의 연기 최고..!!!","0","1"
"스틸 앨리스","luv0****","2015.05.24. 16:49","9","동정과 눈물  대신 담담하게 받아들이는 담담하지 않은 현실~그 몰입은 역쉬~~내공의 배우 줄리안 무어의 힘이다.","0","1"
"스틸 앨리스","wer7****","2015.05.24. 16:42","10","가족사랑의 영화  추천함","0","1"
"스틸 앨리스","your****","2015.05.24. 13:41","8","삶에 대하여 생각해 볼 기회를 주는 잔잔한 영화","0","1"
"스틸 앨리스","phil****","2015.05.24. 07:50","7","가슴 한켠이 시리지만 누구에게나 닥칠수있는 힘든 상황을 앨리스를 통해 느껴볼수 있어서 의미있었다 알츠하이머는 삶의 기억을 송두리째 앗아가  황페화시키는 일종의 허리케인 같다는 생각.","0","1"
"스틸 앨리스","jkr9****","2015.05.23. 22:53","9","좋아하는 여배우 중의 한명인 줄리안 무어의 연기가 감동적이다.","0","1"
"스틸 앨리스","mero****","2015.05.23. 21:09","8","참으로 현실적이지만 그렇기에 잔잔히 마음을 울렸던. 그녀가 연설에서 했던 말이 참 슬프지만 그녀의 마음을 대변하는 것 같았다. ""우리의 모습은 망가져가고 있지만 그것은 우리의 존재가 망가진 것이 아니라 우리의 병이다""","0","1"
"스틸 앨리스","by71****","2015.05.23. 20:55","8","마무리는 좋지만 중간 내용이 너무 단조롭다","0","1"
"스틸 앨리스","moon****","2015.05.23. 19:45","8","잔잔하면서도 크게 공감되는 주제설정. 우리 현실에 있는 걸리면 무서운 병.","0","1"
"스틸 앨리스","nowi****","2015.05.23. 17:56","10","공감되고. 감동적이다","0","1"
"스틸 앨리스","juhy****","2015.05.22. 19:22","9","엄마랑 같이 봐서 더 뭉클했던","0","1"
"스틸 앨리스","jaco****","2015.05.22. 16:10","6","음~죽음과 기억의 사라짐의 차이","0","1"
"스틸 앨리스","segu****","2015.05.22. 01:01","8","억지눈물없는 잔잔한 영화","0","1"
"스틸 앨리스","medu****","2015.05.21. 17:49","10","관객들의 눈물을 뽑아내기 위해 몰아치는 장면도, 자극적인 배경음악도 없이 잔잔히 흘러가며 슬픔을 표현해서 정말 좋았다. 흐르는 감정대로 편하게 느낄 수 있었고, 여운이 남아서 크레딧이 다 올라갈때까지 일어설수 없었다","0","1"
"스틸 앨리스","zm71****","2015.05.21. 13:27","9","기대만큼 좋았고 무섭지만  맞설수 있는 용기를 주는 영화 ..","0","1"
"스틸 앨리스","kell****","2015.05.21. 06:32","9","지적이던 사람도 유전적 알츠하이머는 피할 수 없습니다. 가족의 따뜻한 사랑이 감동적인 영화였습니다.","0","1"
"스틸 앨리스","gold****","2015.05.21. 00:03","10","눈물나는 연기였다. 마음을 울렸다","0","1"
"스틸 앨리스","kang****","2015.05.20. 22:08","9","좋습니다 잔잔하지만 지루하지않고 몰입해서 봤습니다","0","1"
"스틸 앨리스","kfmf****","2015.05.20. 22:01","10","여운이 남는영화 그리고 가족이 생각났습니다","0","1"
"스틸 앨리스","mkbu****","2015.05.20. 14:26","10","잔잔하게 흘러가던 전개방식이 너무나도 마음에 들었고 흔하디 흔한 소재를 신선하게 풀어준 느낌이 들어 좋았다. 무엇을 잃어간다는 것을 알게 해준영화 정말 좋다","0","1"
"스틸 앨리스","a_au****","2015.05.20. 12:01","9","잔잔하고 뭉클함이 밀려오는 영화앨리스의 연설은 정말 여운 그 자체!","0","1"
"스틸 앨리스","iwan****","2015.05.19. 20:30","6","너무 담담하려 노력했네","0","1"
"스틸 앨리스","faby****","2015.05.19. 11:06","6","잔잔합니다. 그저 앨리스 그 자체로 살길 원합니다.","0","1"
"스틸 앨리스","cybi****","2015.05.19. 10:31","8","눈물을 강요하지 않는 영화라는 거 맞더라구요.근데 잔잔함 속에서 눈물이 펑펑 나와요..배우들도 좋고, 영상도 다 좋았습니다.","0","1"
"스틸 앨리스","wodn****","2015.05.18. 17:25","9","담담해서 슬픈영화..","0","1"
"스틸 앨리스","khle****","2015.05.18. 15:38","10","좋은 대사가 많이 나왔는데, 왜 한 문장도 완벽하게 기억을 못할까.","0","1"
"스틸 앨리스","bohe****","2015.05.18. 07:34","9","기억이 사라져도 사랑은 남는다","0","1"
"스틸 앨리스","sara****","2015.05.17. 23:38","7","엄마와 함께봤는데 무거운내용일수도 잇는데 너무 파고들지않아서 좋았어요.  엄마께선 좀실망이셨다네요","0","1"
"스틸 앨리스","heng****","2015.05.17. 21:45","7","^-^ 그냥그랬음 .. 좋았어요","0","1"
"스틸 앨리스","mybo****","2015.05.17. 18:28","8","여자의 인생에 대해 생각하게 만든 영화...","0","1"
