"isSubArticle","parentTitle","press","date","title","excerpt","link","naverNewsLink","type","journalist","naverDate","fullContent","category","commentCount"
false,,"조선비즈","2025.03.14.","KT, 3월 멤버십 ‘달.달.혜택’… AI 서비스·F&B 할인 제공","AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 서비스 블라이스 셀렉트 2개월 정기권도 포함됐다. ‘달.달.초이스’ F&B 혜택에는 ▲팀홀튼 도넛 무료 ▲SSG.COM 6천원 할인 ▲쉐이크쉑 프라이+소다(S) 무료 ▲배달의민족X호식이두마리치킨 6천원 할인 ▲파리바게뜨 4천원 할인 ▲도미노피자 50...","https://biz.chosun.com/it-science/ict/2025/03/14/L6LNA4UZYBH4PEY6UJTYR24QYA/?utm_source=naver&utm_medium=original&utm_campaign=biz","https://n.news.naver.com/mnews/article/366/0001060871?sid=105","naver","","2025-03-14 09:40:07","KT 모델들이 KT멤버십 3월 프로모션 혜택 ‘콴다 유니브’ 서비스를 이용하는 모습. /KT

KT는 3월 멤버십 ‘달.달.혜택’을 통해 AI 서비스와 인기 F&B 브랜드 할인 혜택을 제공한다고 14일 밝혔다.

KT는 AI 학습 플랫폼 콴다 유니브 50% 할인 쿠폰을 제공해 월 5달러 수준으로 강의자료 20개 업로드 및 예상문제·핵심요약 무제한 이용이 가능하다. AI 국가공인 자격증 AICE 응시료·VOD 강의 40% 할인, AI 적성진단 ‘앱티핏’ 30% 할인 쿠폰도 제공한다. AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 서비스 블라이스 셀렉트 2개월 정기권도 포함됐다.

‘달.달.초이스’ F&B 혜택에는 ▲팀홀튼 도넛 무료 ▲SSG.COM 6천원 할인 ▲쉐이크쉑 프라이+소다(S) 무료 ▲배달의민족X호식이두마리치킨 6천원 할인 ▲파리바게뜨 4천원 할인 ▲도미노피자 50% 할인 ▲롯데시네마 6천원 예매권 등이 포함됐다.

‘달달스페셜’ 혜택으로 ▲어바웃펫 3만원 쿠폰 ▲크록스 1만5천원 할인 ▲아모레몰 1개월 무료 이용권 ▲플레이타임 키즈카페 최대 8천원 할인 ▲원스토어 게임 20% 할인 등이 제공된다. **’달달찬스’**에서는 스타벅스 세트, 네이버페이 1만원권, 가족관람권 4매 추첨 이벤트가 열린다.

만 34세 이하 고객 대상 **’Y혜택’**으로는 스타벅스 사이즈업 쿠폰, 롯데렌터카 G Car 60% 할인, 다이소 금액권 제공 및 미피·디즈니 캐릭터 굿즈 추첨 이벤트가 진행된다.","IT",0
true,"KT, 3월 멤버십 ‘달.달.혜택’… AI 서비스·F&B 할인 제공","한국경제TV","2025.03.14.","KT, 3월 멤버십 AI컬렉션 ‘달.달.혜택’ 제공","","http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202503140311&t=NN","https://n.news.naver.com/mnews/article/215/0001201836?sid=101","naver","홍헌표 기자","2025-03-14 10:27:13","KT가 3월 멤버십 ‘달.달.혜택’을 통해 실생활에 유용한 다양한 AI 서비스와 F&B 브랜드 할인을 동시에 제공하며 멤버십 고객들의 일상에 스마트한 가치를 더한다고 14일 밝혔다.

3월 ‘달.달.혜택’은 AI로 만나는 교육, 콘텐츠 혜택을 중심으로 ‘AI 컬렉션’을 구성했다.

KT는 인공지능 학습 플랫폼 ‘콴다’의 새로운 라인업으로 출시 준비 중인 ‘콴다 유니브’ 50% 할인 쿠폰을 제공한다. 콴다 유니브는 대학생을 위한 AI 서비스로, 강의자료를 업로드하면 요약본부터 예상문제까지 생성하는 등 핵심 기능들을 제공한다. 고객들은 콴다 유니브 50% 할인 쿠폰을 이용하면 월 5달러 수준에 강의자료 20개를 업로드할 수 있고, 예상문제와 핵심요약을 무제한으로 이용할 수 있다.

KT는 AI 국가공인 자격증 AICE의 응시료와 VOD 강의를 40%, AI 적성진단서비스 ‘앱티핏’을 30% 할인된 특별가 1만7,500원에 이용할 수 있는 쿠폰도 전 등급 고객 대상으로 제공한다. 또한 AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 ‘블라이스’ 셀렉트 2개월 정기권도 중복으로 이용 가능하다.

인기 브랜드 위주로 구성된 ‘달.달.초이스’와 '달달 스페셜'도 있다.

또한 만 34세 이하 고객을 위한 ‘Y혜택’도 운영한다. 스타벅스 사이즈업 쿠폰, 롯데렌터카 G Car 60% 할인 쿠폰, 다이소 금액권을 선착순 제공하며, Y고객의 취향을 고려한 캐릭터 상품으로 메가박스 미피 가죽 키링, 디즈니스토어 미키인서울 한복인형을 추첨 제공한다.

김영걸 KT 서비스 Product본부장은 “고객들이 실생활에서 쓰기 좋은 AI서비스 할인 혜택을 다양하게 구성했다”며, “인기 제휴 브랜드뿐 아니라 새로운 분야의 혜택도 새롭게 확대해 나갈 예정”이라고 말했다.","경제",0
true,"KT, 3월 멤버십 ‘달.달.혜택’… AI 서비스·F&B 할인 제공","지디넷코리아","2025.03.14.","KT, 3월 멤버십 공개...""실용적인 AI 서비스 할인""","","https://zdnet.co.kr/view/?no=20250314094521","https://n.news.naver.com/mnews/article/092/0002366650?sid=105","naver","최이담 기자","2025-03-14 10:04:10","KT가 3월 멤버십 서비스를 통해 실생활에 유용한 다양한 인공지능(AI) 서비스와 F&B 브랜드 할인을 동시에 제공하며 멤버십 이용자들의 일상에 스마트한 가치를 더한다고 14일 밝혔다.

3월 '달.달.혜택'은 AI로 만나는 교육, 콘텐츠를 중심으로 'AI 컬렉션'을 구성했다. KT는 인공지능 학습 플랫폼 '콴다'의 새로운 라인업으로 출시 준비 중인 '콴다 유니브' 50% 할인 쿠폰을 제공한다. 콴다 유니브는 대학생을 위한 AI 서비스로, 강의자료를 업로드하면 요약본부터 예상문제까지 생성하는 등 핵심 기능들을 제공한다. 이용자들은 콴다 유니브 50% 할인 쿠폰을 이용하면 월 5달러 수준에 강의자료 20개를 업로드할 수 있고, 예상문제와 핵심요약을 무제한으로 이용할 수 있다.



KT는 AI 국가공인 자격증 AICE의 응시료와 VOD 강의를 40%, AI 적성진단서비스 '앱티핏'을 30% 할인된 특별가 1만7천500원에 이용할 수 있는 쿠폰도 전 등급 이용자 대상으로 제공한다. 또한 AI 디지털 교과서 밀크T 10일 무료체험, AI 콘텐츠 추천 '블라이스' 셀렉트 2개월 정기권도 중복으로 이용 가능하다.

인기 브랜드 위주로 구성된 '달.달.초이스'는 ▲팀홀튼 메이플딥 도넛 또는 스트로베리딥 도넛 무료 ▲SSG.COM 6천원 할인 ▲샐러디 3천500원 할인 ▲쉐이크쉑 프라이+소다(S) 무료 ▲배달의민족X호식이두마리치킨 6천원 할인 ▲메가MGC커피 아메리카노 1천원 할인 쿠폰(2장) ▲공차 50% 할인(인기메뉴 6종 2잔 구매시) ▲파리바게뜨 4천원 할인 ▲도미노피자 50% 할인 ▲롯데시네마 6천원 예매권 등으로 구성됐다.

'달달스페셜'은 ▲어바웃펫 우리펫상조 이용 이용자 대상 3만원 쿠폰팩 ▲크록스 1만5천원 할인 ▲롯데면세점 스페셜포인트 제공 ▲아모레몰 멤버십플러스 1개월 무료 이용권 ▲플레이타임 키즈카페 최대 8천원 할인 ▲원스토어 게임 20% 할인을 제공한다. '달달찬스'는 스타벅스 세트(음료4잔), 네이버페이 1만원권, 가족관람권 4매 추첨 이벤트를 진행한다.

KT는 만 34세 이하 이용자를 위한 'Y혜택'도 운영한다. 스타벅스 사이즈업 쿠폰, 롯데렌터카 G Car 60% 할인 쿠폰, 다이소 금액권을 선착순 제공하며, Y이용자의 취향을 고려한 캐릭터 상품으로 메가박스 미피 가죽 키링, 디즈니스토어 미키인서울 한복인형을 추첨 제공한다.

김영걸 KT 상무는 ""이용자들이 실생활에서 쓰기 좋은 AI서비스 할인을 다양하게 구성했다""며 ""인기 제휴 브랜드뿐 아니라 새로운 분야의도 새롭게 확대해 나갈 예정""이라고 말했다.","IT",0
false,,"NSP통신","2주 전","한국교육학술정보원, 2025년 제19회 ‘디지털교육연구대회’ 요강 발표...","올해 연구대회는 2025년 인공지능(AI) 디지털교과서 도입에 따라 우수한 수업 운영 사례를 발굴·확산해 현장 교원의 수업혁신을 유도하고자 ‘인공지능(AI) 디지털교과서 활용 수업 운영 분과’를 신설했으며 이에 따라 ▲ 인공지능(AI) 디지털교과서 활용 수업 운영 분과 ▲ 디지털 교수·학습 분과 ▲ 교육용...","https://www.nspna.com/news/?mode=view&newsid=746878","","external",,,,,
true,"한국교육학술정보원, 2025년 제19회 ‘디지털교육연구대회’ 요강 발표...","피앤피뉴스","2주 전","제19회 디지털교육연구대회 요강 발표...‘디지털교과서 수업 아이디어...","","https://www.gosiweek.com/article/1065573796025323","","external",,,,,
false,,"연합뉴스","2025.03.10.","이주호 ""연중 중단없는 늘봄운영…AI교과서 채택률 33.4%""","올해 학교 자율로 도입되는 인공지능(AI) 디지털교과서에 대해선 ""교사가 적재적소에 활용해 수업을 혁신할 수 있도록 선도교사 양성·일반 교원 연수를 지속 추진하고, 디지털 기기 보급 등 인프라 완비도 병행하겠다""고 말했다. 이어 ""고교학점제는 취지에 맞게 학생들이 지역·학교 여건과 관계없이 원하는...","https://www.yna.co.kr/view/AKR20250310055300530?input=1195m","https://n.news.naver.com/mnews/article/001/0015255636?sid=102","naver","고은지 기자","2025-03-10 11:31:18","""내년 AI교과서 적용 학년 1인 1기기 완비…'하늘이법' 지속 추진""
상반기 중 교원 심리검사도구 탑재…""행복하고 걱정 없는 교실 조성""



이주호 부총리
[교육부 제공. 재판매 및 DB 금지] photo@yna.co.kr


(서울=연합뉴스) 고은지 기자 = 이주호 사회부총리 겸 교육부 장관은 10일 ""개학 후 발생하는 늘봄학교 추가 수요에 신속하게 대응해 돌봄 공백을 해소하고 연중 중단없는 늘봄 프로그램 운영으로 학생·학부모 만족도를 제고하겠다""고 밝혔다.

아울러 ""행복하고 걱정 없는 교실환경 조성을 위해 가칭 '하늘이법', 전체 교원의 마음건강 지원 등을 지속 추진하겠다""고 강조했다.

이 부총리는 이날 정부서울청사에서 최상목 대통령 권한대행 부총리 겸 기획재정부 장관 주재로 열린 민생경제점검회의 모두발언에서 ""올해는 교육개혁이 완전히 현장에 뿌리내림으로써 교실의 변화가 본격적으로 시작되는 해가 될 것""이라며 이같이 언급했다.

올해 학교 자율로 도입되는 인공지능(AI) 디지털교과서에 대해선 ""교사가 적재적소에 활용해 수업을 혁신할 수 있도록 선도교사 양성·일반 교원 연수를 지속 추진하고, 디지털 기기 보급 등 인프라 완비도 병행하겠다""고 말했다.

이어 ""고교학점제는 취지에 맞게 학생들이 지역·학교 여건과 관계없이 원하는 과목을 이수할 수 있게 온라인학교 등 다양한 수단을 통해 지원하겠다""고 강조했다.

올해부터 학교 현장에선 AI교과서 도입, 고교학점제 전국 시행, 늘봄학교 확대 등 새로운 변화가 시작된다.

이에 정부는 그간 구축한 교육개혁 기반에서 개혁의 성과와 변화를 국민이 체감할 수 있게 현장에 안착시키는 데 주력할 필요가 있다고 봤다.

늘봄학교와 관련해선 이달 6일 기준 초교 1학년생 25만4천명(참여율 79.8%), 2학년생 25만9천명(74.5%) 등 총 51만3천명(77.0%)이 참여 중이다.

개학 후 추가 참여를 원하는 학부모·학생이 나올 수 있는 만큼 정부와 시도교육청은 학교가 필요로 하는 프로그램·공간을 즉시 지원해 희망자 전원이 참여할 수 있게 할 방침이다.

또 방학을 포함해 연중 중단 없는 늘봄학교를 운영하고 늘봄지원실장 1천여명을 내년까지 추가 선발·배치해 학교별 늘봄 전담체제를 완성한다.

늘봄학교에 참여하는 초1·2는 전원 '대면인계, 동행귀가' 원칙을 적용한다.


늘봄학교
[교육부 제공. 재판매 및 DB 금지]


AI교과서는 지난달 말 기준 전국 학교의 33.4%가 채택했다.

정부는 올해 하반기 시도교육청이 협력해 내년도 AI교과서 확대에 대비한 전국 학교 인프라 점검·개선을 추진할 방침이다. 특히 내년 적용 예정 학년(초5·6, 중2)은 1인 1기기 완비를 목표로 한다.

이와 함께 AI교과서 민원을 총괄·조정하는 중앙상담센터 운영과 교과서 내용·기술 수정 보완을 통해 성공적 안착을 지원한다.

올해 고1부터 전면 시행된 고교학점제는 8개 시도에 온라인학교를 추가 개교해 모든 시도에서 온라인학교를 운영한다. 재학생이 없는 온라인학교의 특성을 반영해 원활한 운영을 지원하기 위한 온라인학교 설립·운영 근거도 6월까지 마련한다.

시도교육청과 협약한 지역대학에선 상반기 중 '고교-대학 연계 학점인정 과목' 개설 준비를 마치고 연내 희망 학생 대상으로 수업을 운영할 수 있게 한다.

정부는 지난달 10일 초등생 피살사건을 계기로 정상적인 직무수행을 기대하기 현저히 어려운 교원에 대해 직위해제·직무배제의 근거를 마련하는 하늘이법을 추진 중이다.

이와 병행해 교육활동보호센터 대표 홈페이지에 교원 맞춤 심리검사도구를 상반기 중 탑재하고 센터 및 연계기관을 통한 상담·치료를 지원해 나가기로 했다.

eun@yna.co.kr","사회",4
true,"이주호 ""연중 중단없는 늘봄운영…AI교과서 채택률 33.4%""","노컷뉴스","2025.03.10.","""늘봄학교 참여율 77%…AI교과서 채택률 33.4%""","","https://www.nocutnews.co.kr/news/6305253?utm_source=naver&utm_medium=article&utm_campaign=20250310125125","https://n.news.naver.com/mnews/article/079/0004000139?sid=102","naver","박종환 기자","2025-03-10 12:52:11","핵심요약
'제 5차 민생경제 점검회의' 개최
'연중 중단없는 늘봄 프로그램 운영'…'대면인계, 동행귀가' 원칙
이주호 사회부총리 겸 교육부 장관이 10일 정부서울청사에서 열린 민생경제점검회의에서 발언하고 있다. 연합뉴스

이주호 부총리 겸 교육부 장관은 10일 ""개학 후 발생하는 늘봄학교 추가 수요에 신속하게 대응해 돌봄 공백을 해소하고 연중 중단없는 늘봄 프로그램을 운영하겠다""고 밝혔다.
 
이 부총리는 이날 정부서울청사에서 최상목 대통령 권한대행 부총리 겸 기획재정부 장관 주재로 열린 제 5차 민생경제점검회의 모두 발언에서 ""올해는 교육개혁이 완전히 현장에 뿌리내림으로써 교실의 변화가 본격적으로 시작되는 해가 될 것""이라며 이같이 말했다.
 
올해 학교 자율로 도입되는 인공지능(AI) 디지털교과서에 대해서는 ""교사가 적재적소에 활용해 수업을 혁신할 수 있도록 선도교사 양성·일반 교원 연수를 지속 추진하고, 디지털 기기 보급 등 인프라 완비도 병행하겠다""고 말했다.
 
이어 ""고교학점제는 취지에 맞게 학생들이 지역·학교 여건과 관계없이 원하는 과목을 이수할 수 있게 온라인학교 등 다양한 수단을 통해 지원하겠다""고 강조했다.
 
올해부터 학교 현장에서는 AI교과서 도입, 고교학점제 전국 시행, 늘봄학교 확대 등 새로운 변화가 시작된다.
 
늘봄학교에는 지난 6일 기준으로 초교 1학년생 25만4천명(참여율 79.8%), 2학년생 25만9천명(74.5%) 등 총 51만3천명(77.0%)이 참여 중이다.
 
개학 후 추가 참여를 원하는 학부모·학생이 나올 수 있는 만큼 교육부와 시도교육청은 학교가 필요로 하는 프로그램·공간을 즉시 지원해 희망자 전원이 참여할 수 있게 할 방침이다.
 
또 방학을 포함해 연중 중단 없는 늘봄학교를 운영하고 늘봄지원실장 1천여명을 내년까지 추가 선발·배치해 학교별 늘봄 전담체제를 완성할 방침이다. 
 
늘봄학교 참여 학생에 대해서는 '대면인계, 동행귀가' 원칙을 적용한다.
 
AI교과서는 지난달 말 기준으로 전국 학교의 33.4%가 채택했다.

교육부는 올해 하반기에 시도교육청과 협력해 내년도 AI교과서 확대에 대비한 전국 학교 인프라 점검·개선을 추진할 방침이다.
 
또한 AI교과서 민원을 총괄·조정하는 'AI교과서 중앙상담센터' 운영과 교과서 내용·기술 수정 보완을 통해 성공적 안착을 지원한다.
 
올해 고1부터 전면 시행된 고교학점제는 8개 시도에 온라인학교를 추가 개교해 모든 시도에서 온라인학교를 운영한다. 재학생이 없는 온라인학교의 특성을 반영해 원활한 운영을 지원하기 위한 온라인학교 설립·운영 근거도 6월까지 마련한다. 


※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.
이메일 : jebo@cbs.co.kr
카카오톡 : @노컷뉴스
사이트 : https://url.kr/b71afn","사회",0
false,,"충청일보","3주 전","이금선 위원장, AI 교과서 시대 앞두고 학교 현장 방문","특히 올해부터 본격 도입되는 AI 디지털 교과서와 관련해, 현장의 준비 상황도 직접 확인했다. 교사와 학생이 모두 새로운 교육 시스템에 원활히 적응할 수 있도록 사전 점검과 지원 체계 구축이 중요하다고 강조하며 ""AI 기반 교육은 미래를 여는 핵심 열쇠인 만큼 현장 혼란 없이 도입될 수 있도록 면밀히...","https://www.ccdailynews.com/news/articleView.html?idxno=2332058","","external",,,,,
false,,"머니S","3주 전","SK브로드밴드, 'AI 컴퍼니'로의 전환 본격화","AI 데이터센터 백본(중심망) 장비에 400Gbps 광트랜시버를 탑재해 기존 데이터센터에 주로 사용되던 100Gbps에 비해 4배 더 빠른 속도를 제공하는 신기술과 AI 디지털교과서 도입을 대비해 대량의 트래픽에도 안정적인 인터넷 품질을 보장하는 네트워크 장비 등을 국제 무대에서 선보였다.","https://www.moneys.co.kr/article/2025031401250320982","https://n.news.naver.com/mnews/article/417/0001064692?sid=105","naver","김성아 기자","2025-03-19 05:51:07","[2025 파워기업] B tv 에이닷과 키즈플랫폼, 소상공인 전용서비스 등 출시
SK브로드밴드가 전사적인 인공지능(AI) 역량을 강화하고 기업·소비자 거래(B2C)와 기업의 거래(B2B) 부문에 AI 기술을 도입해 'AI Company'로의 전환을 추진한다. 그래픽은 박진효 SK브로드밴드 대표와 을지로 소재 사옥 이미지. /그래픽=김은옥 기자(머니S)


SK브로드밴드가 인공지능(AI) 역량 강화를 통해 기업·소비자 거래(B2C)와 기업의 거래(B2B) 부문에 AI 기술을 도입해 'AI Company'로의 전환을 추진하고 있다. 특히 IPTV 업계 최초로 초거대언어모델(LLM) 기술을 활용한 AI 대화형 미디어 에이전트 서비스를 적용한 AI B tv를 선보이며 IPTV의 본격적인 AI 시대를 이끌어가고 있다.

SK브로드밴드 지난해 매출과 영업이익은 전년 대비 각각 3.1%, 13.7% 증가했다. 이는 초고속인터넷 가입자 확대와 데이터센터를 중심으로 한 매출 성장이 주효했던 것으로 분석된다. SK브로드밴드는 비즈니스 전반에서 AI 전환을 가속화하며 본원적 경쟁력을 지속적으로 강화해 나갈 방침이다.

똑똑한 TV부터 키즈플랫폼, 소상공인 위한 '더드림성공패키지'까지
SK브로드밴드가 고객이 B tv와 음성 대화를 통해 원하는 콘텐츠를 찾을 수 있는 대표적인 B2C 서비스 B tv 에이닷 서비스를 시작해 큰 호응을 얻고 있다. 사진은 SK브로드밴드 홍보 모델이 진화된 AI B TV서비스를 사용하는 모습./사진=SK브로드밴드 제공

대표적인 B2C 서비스, AI 대화형 미디어 에이전트 B tv 에이닷은 B tv뿐만 아니라 ▲온라인동영상서비스(OTT) ▲유튜브 ▲웹까지 검색해주구 AI가 맥락을 이해하고 대화를 이어가는 멀티턴 기능을 제공해 큰 호응을 얻고 있다. 또 AI B tv는 ▲콘텐츠 큐레이션 ▲화질 개선 ▲쇼핑 ▲모바일 B tv 등에 AI 솔루션을 적용해 서비스 경쟁력을 대폭 강화하고 있다.

'AI 스마트 리모컨'은 모바일 B tv 앱과 연계해 TV 상황을 실시간으로 인식해 TV를 시청할 때 궁금한 정보를 자동으로 알려준다. 볼만한 채널을 찾지 못하고 계속해서 채널을 돌리고 있으면 AI가 고객의 시청 이력을 기반으로 맞춤형 채널을 추천한다.

SK텔레콤과 협업한 AI 솔루션으로 B tv 키즈 콘텐츠를 다양하게 강화하고 있다. B tv 키즈 서비스 ZEM에 AI 기술을 접목한 'AI로 만든 읽어주는 동화'와 'AI 영어 더빙 동요' 서비스를 선보이며 아이와 부모 모두를 만족시키는 키즈 플랫폼으로 거듭나고 있다.

소상공인이 쉽고 빠르게 TV 광고를 제작할 수 있도록 AI 동영상 광고 제작 솔루션 GenAd를 'B tv 우리동네광고'에 적용했다. B tv 우리동네광고는 소상공인을 위한 맞춤형 광고 플랫폼으로, 완성된 광고 영상은 해당 지역의 B tv 가입자들에게 송출된다. 기존에는 제공된 템플릿을 활용해 광고를 제작할 경우 ▲스토리 구상 ▲카피 작성 ▲음성 삽입 및 편집 등의 과정이 필요해 평균 3일이 소요됐지만, GenAd를 활용하면 이 모든 과정이 단 10분 만에 완료된다.

지난해 12월에는 소상공인을 위해 SK브로드밴드 통신상품에 ▲결제안심 ▲키오스크 ▲테이블오더 ▲서빙로봇 ▲OR오더 등 통합매장관리 솔루션까지 추가 제공하는 '더드림성공패키지' 도 출시했다.

기업고객 위한 차세대 전용회선 서비스 전국망 구축
B2B 시장에서 SK브로드밴드는 SK텔레콤과의 시너지를 통해 통신 서비스 경쟁력을 강화하고 'SmartWAN' 과 'Cloud X' 등 제로트러스트 기반의 보안이 강화된 서비스를 제공하는 등 시장 리더십도 더욱 공고히 하고 있다. 사진은 SK브로드밴드 직원들이 테스트베드에서 IP-MPLS 전송 기술 방식에 대한 성능 시험과 장비 시연하고 있는 모습. /사진=SK브로드밴드 제공
B2B 시장에서 SK브로드밴드는 SK텔레콤과의 시너지를 통해 통신 서비스 경쟁력을 강화하고 'SmartWAN' 과 'Cloud X' 등 제로트러스트 기반의 보안이 강화된 서비스를 제공하는 등 시장 리더십도 더욱 공고히 하고 있다.

기업 고객의 서비스 고도화 요구에 맞춘 차세대 전용회선 서비스를 제공하기 위해 IP-MPLS(Internet Protocol-Multi Protocol Label Switching) 방식으로 전국망도 구축했다. 엔터프라이즈 부문의 경쟁 차별요소 발굴과 함께 양자암호통신 등 보안을 강화한 차세대 전용회선 서비스와 솔루션도 제공한다.

지난해 9월 SK브로드밴드는 유럽 최대 규모의 광통신 박람회인 'ECOC2024'에서 AI, 클라우드 등으로 급증하는 데이터 트래픽을 처리할 수 있는 광통신 부품과 장비를 전시했다. AI 데이터센터 백본(중심망) 장비에 400Gbps 광트랜시버를 탑재해 기존 데이터센터에 주로 사용되던 100Gbps에 비해 4배 더 빠른 속도를 제공하는 신기술과 AI 디지털교과서 도입을 대비해 대량의 트래픽에도 안정적인 인터넷 품질을 보장하는 네트워크 장비 등을 국제 무대에서 선보였다.","IT",1
false,,"KBS","2025.03.12.","경북, 다음 달 AI 디지털 교과서 도입","경북교육청이 초등 3·4학년과 중·고등학교 1학년 영어·수학·정보 교과에 AI 디지털 교과서를 도입합니다. AI 교과서는 기존 책자형 교과서와 함께 활용되며, 교과서 구독료 전액과 교원 맞춤형 연수 프로그램 등이 지원됩니다. 지금까지 경북지역 초·중·고의 50%이상이 AI교과서 수업 참여의사를 밝힌...","https://news.kbs.co.kr/news/pc/view/view.do?ncd=8198158&ref=A","https://n.news.naver.com/mnews/article/056/0011909380?sid=102","naver","이지은 기자","2025-03-12 11:20:38","경북, 다음 달 AI 디지털 교과서 도입
KBS뉴스  
재생
408
00:34


[KBS 대구]경북교육청이 초등 3·4학년과 중·고등학교 1학년 영어·수학·정보 교과에 AI 디지털 교과서를 도입합니다.

AI 교과서는 기존 책자형 교과서와 함께 활용되며, 교과서 구독료 전액과 교원 맞춤형 연수 프로그램 등이 지원됩니다.

지금까지 경북지역 초·중·고의 50%이상이 AI교과서 수업 참여의사를 밝힌 가운데, 교육청은 다음달까지 학교별 신청을 받습니다.","사회",0
false,,"아시아엔","2주 전","EBS, 'AI 퍼스트' 2025년 봄 개편 단행","다양한 평생교육 콘텐츠의 확장 실험을 지속하고 믿을 수 있는 유아?어린이 콘텐츠를 강화하며, AI와 디지털 기술을 접목한 AI 퍼스트 제작 혁신을... 다큐프라임 내 팀별로 9개월에 걸친 사전 기획을 거쳐 심층 조명하는 방식으로 변화한다.평생교육 대표 IP 콘텐츠 확장 <나의 두 번째 교과서 시즌2>, <취미는...","http://kor.theasian.asia/archives/379421","","external",,,,,
false,,"경향신문","2025.03.10.","최상목 “AI 교과서와 고교학점제 통해 맞춤교육 실현”","최 권한대행은 “올해는 희망하는 모든 학교에서 AI 디지털교과서를 활용할 수 있도록 지원하겠다”고 밝혔다. 최 권한대행은 지난 1월 AI 교과서의 지위를 교과서가 대신 ‘교육자료’로 하향한 ‘초·중등교육법’ 일부개정안에 대해 재의를 요구했다. 이에 따라 올해부터 원하는 학교에 AI 교과서가...","https://www.khan.co.kr/article/202503101130001","https://n.news.naver.com/mnews/article/032/0003355668?sid=100","naver","김윤나영 기자","2025-03-10 11:30:08","최상목 대통령 권한대행 부총리 겸 기획재정부 장관이 7일 오전 서울 종로구 중앙 청년지원센터에서 열린 청년과 함께하는 오찬 간담회에서 생각에 잠겨 있다. 대통령실사진기자단


최상목 대통령 권한대행 부총리 겸 기획재정부 장관은 10일 “인공지능(AI) 디지털교과서와 고교학점제의 현장 안착을 통해 모두를 위한 맞춤교육을 실현하겠다”고 밝혔다.

최 권한대행은 이날 정부서울청사에서 민생경제점검회의를 주재하고 신학기 교육 정책을 점검했다.

최 권한대행은 “올해는 희망하는 모든 학교에서 AI 디지털교과서를 활용할 수 있도록 지원하겠다”고 밝혔다. 최 권한대행은 지난 1월 AI 교과서의 지위를 교과서가 대신 ‘교육자료’로 하향한 ‘초·중등교육법’ 일부개정안에 대해 재의를 요구했다. 이에 따라 올해부터 원하는 학교에 AI 교과서가 선택적으로 도입된다.

최 권한대행은 “학생들이 고교학점제를 통해 지역·학교 여건과 관계 없이 진로와 적성에 맞는 다양한 과목을 이수할 수 있도록 모든 시·도에서 온라인학교도 운영하겠다”고 밝혔다. 올해 1학기부터 대학처럼 원하는 과목을 수강 신청하는 고교학점제가 전면 도입됐다. 학생들은 자신의 진로와 적성에 맞춰 원하는 과목을 선택·이수해 학점을 취득하고 고교 3년간 192학점 이상이 되면 졸업할 수 있다.

최 권한대행은 “늘봄학교는 희망하는 초등 1~2학년 학생 누구나 참여할 수 있도록 프로그램, 지원 인력 등을 확대하겠다”며 “늘봄학교 전담인력을 8000여명 배치하고, ‘대면 인계, 동행 귀가’ 원칙을 적용하여 늘봄학교에 대한 안전지원도 강화하겠다”고 밝혔다.

최 권한대행은 “신학기 학교 안전 관리를 더욱 강화하겠다”며 “다시는 학교 내에서 비극적인 일이 발생하지 않도록‘(가칭) 하늘이법’ 국회 통과 노력 등 현장에서 실효성 있는 제도 개선을 위해 노력하겠다”고 했다.","정치",8
false,,"이데일리","A16면 TOP","AI 디지털교과서 후폭풍?…교육업계 구조조정 ‘칼바람’","최근 교육 현장의 인공지능 디지털교과서(AIDT) 적용까지 부진한 상황이라 적자를 감당하지 못한 기업들의 ‘군살 빼기’가 당분간 이어질 전망이다.... 업체마다 인공지능(AI), 메타버스, 증강현실(AR) 등 첨단기술을 접목한 교육 프로그램 개발에 투자하며 치열한 경쟁을 벌였다. 코로나19 팬데믹 이후...","http://www.edaily.co.kr/news/newspath.asp?newsid=01184086642104304","","external",,,,,
