"writer","date","comment"
"dexter","2020.06.12","종는 영화 미래를 생각해 보는 영화"
"hu**com","2020.06.11","★★★☆☆ 나중에 만나러 갑니다"
"하루의꿈.","2020.06.11","좋았어요좋았어요좋았어요"
"제임 스님","2020.06.11","기억을 잃는다는 것. 이별의 시간만큼 고통의 시간도 길듯.."
"mate","2020.06.11","A Long Goodbye, 2019"
"yu**ov","2020.06.10","나도 모르게 눈물 찔끔 ㅠㅠ"
"딴판재성","2020.06.10","슬프지만희망을보는영화"
"ri**jin","2020.06.10","뜨거운 눈물이 흘렀습니다.."
"ch**sang90","2020.06.10","너무도 마음에 와닿는 내용이었어요."
"jh**000","2020.06.09","치매걸린 노인을 지극정성으로 보살피는 두딸과 아내, 이런 천사같은 가족이 있는 노인은 아무 걱정없이 행복하다."
"o2o0ry7","2020.06.09","잘 관람하고 왔습니다."
"미니인절미","2020.06.09","생각보다 괜찮았네요."
"Lily of the valley","2020.06.09","좋은 것만 기억하자~~~"
"렉터","2020.06.09","일본영화스럽다 예전엔 이런 잔잔한게 일본영화스타일이라 좋았는데 뭔가 비슷비슷한 스타일 발전이 없는것 같다"
"jy**g2351","2020.06.09","잘보았습니다.. .."
"언제나 몇 번이라도 그의 곁으로","2020.06.09","""조용히 묵묵히 달려온 우리가족""
계속 넘어져도 지켜봐주는 부모가 있기에
다시 일어선다 아버지의 미소처럼 부모님 마음 속의 우리 모습은 아직도 서서 걸음마를 시작하던 그 모습일 것이다."
"송강.","2020.06.09","잔잔하게 잘 봤습니다~!"
"문곡","2020.06.08","일본 특유의 감성을 잘 느낄 수 있는 영화네요"
"da**ora","2020.06.08","멀어질수록 붙잡아야 하는 것들과 붙잡으려 할수록 멀어지는 것들, 부족한 연출과 세심한 연기"
"겐시로","2020.06.08","조금씩, 천천히 안녕 소소한감동"
"2s**blue","2020.06.08","<행복목욕탕>과 닮은듯 다른 감동"
"sa**a0429","2020.06.08","감동적이고 여운이 있어요"
"박쫑","2020.06.07","잔잔하게 보기 좋습니다"
"me**y30","2020.06.07","일본영화의 맑은 감동."
"kg**2330","2020.06.07","아오이 유우도 비호감이고 이런류도 슬슬 지겨움"
"pa**46","2020.06.07","그 문제의 아오이 유우라니."
"에이제이","2020.06.07","생의 마지막까지도 놓을 수 없는 가족에 대한 기억과 사랑"
"fu**o2daban","2020.06.07","따슨하면서 지금 치매를 앓은 사람이 많아지는 가운데 ''긴 이별''을 직면했을 때 그 시잘을 어떻게 맞이해야할지에 대해 생각하게 만든 영화."
"사과워니","2020.06.07","영화내용에 공감이 많이 갑니다"
"shnn","2020.06.07","잔잔해요. 처음엔 가볍게 코믹한 대사나 상황들이 있는데 뒤로갈수록 지루하다 느낄수있어요. 전재밌고 감동적이게 잘봤어요"
"le**907260","2020.06.07","잔잔하고 좋은 영화~~"
"ss**yuni76","2020.06.07","아오이 유우는 이제 스타가 아닌 배우가 된 것 같네요."
"la**in47","2020.06.07","다케우치 유코는 나이가 들수록 좋은 모습을 보이네요."
"la**in43","2020.06.07","머지않아 다가올 우리의 모습."
"여우곰","2020.06.07","일본은 이런 영화에 확실히 장기가 있는 듯."
"hm**on98","2020.06.07","잔잔하지만 감동적이네요~"
"yb**231","2020.06.07","잔잔하니 마음이 편해 좋았어요"
"M___H","2020.06.07","잔잔하면서 감동이 있었네요. 조금씩 천천히 안녕.."
"hm**37","2020.06.06","좋았어요~ 좋았어요~"
"미카엘p","2020.06.06","치매의 무서움에 대해 알게 되었어요"
"sgt보","2020.06.06","내가 일본 영화를 좋아하는 이유가 다 나와있다."
"영화먹는마녀","2020.06.06","천천히?멀어질수록?조금씩?가까워지는 우리의 이별,"
"로드베이더","2020.06.06","감독이 '안녕'이라는 말의 의미를 알게된다면 정말 감탄할 것 같다."
"kitty","2020.06.06","우리말 제목이 정말 좋은거 같아요. 원제보다 더."
"헐키스","2020.06.06","잔잔하고 좋은...일본 영화계의 장점..."
"구르미누나??","2020.06.05","따뜻하고 좋았어요  ㅎㅎ 맛있는 향기가 나는 영화"
"정용이","2020.06.05","치매를 앓고 있는 것 같습니다"
"망구꺼미","2020.06.05","후아어대루야우두챠ㅓㅇ아ㅏ우엉"
"si**ibum87","2020.06.05","좋은영화 잘봤습니아 좋아요"
"jt**027","2020.06.05","정말 괜찮은 영화였어요. 각본도 연기도 연출도 다 괜찮았습니다"
"co**uer79","2020.06.05","조금씩 천천히 졸립네요"
"미르가람","2020.06.05","가족들이 준비하는 이별"
"Eoms","2020.06.05","가족이라는 집이있어 오늘도 살아간다"
"히틀러","2020.06.05","재미있게 관람하여 대체적으로 만족합니다."
"pa**inblack","2020.06.05","조금씩 천천히 떠나보낸다"
"kkk17","2020.06.05","감사히 잘봤습니다..."
"이오니언","2020.06.05","치매에 대해 새로운시각으로 전개한 연출과 치매연기가 뛰어남"
"kshk60","2020.06.05","우리 가족을 보는 듯. 이제는 멀지 않은 우리의 모습"
"kmg811","2020.06.05","따뜻하고 감동적이였네요"
"K.써니","2020.06.05","조금씩,천천히 안녕 잘봤습니다"
"eugene082","2020.06.04","잔잔하고 좋네요
좋아하는 배우들도 스크린에서 보고.."
"coo영친2731","2020.06.04","일본 특유의 감성이 묻어나는 작품"
"jo**clark","2020.06.04","일본의 가족 문화를 알면 우리의 가족 문화가 간과하는 것이 보인다"
"알리타21","2020.06.04","끝을 알기에 옆에서 웃으며 지켜볼 수 영화."
"GOLD8EN","2020.06.04","일본 특유의 잔잔함에 담담한 ‘긴 이별’을 그려나가는 가족이야기- 조금씩, 천천히 안녕"
"고흐동생고갱","2020.06.04","조금씩, 천천히 안녕
A Long Goodbye"
"행복이 복수","2020.06.04","길지만 천천히 준비하는 이별을 담담한 눈으로 그려낸 영화."
"정빈안","2020.06.04","너무 슬픈데 재밌게 잘봄"
"ga**ctico424","2020.06.04","생각보다 아오이가 연기를 엄청 잘해서 놀람. 신파범벅이 아니고 꽤 차분하고 비교적 가벼운 톤을 유지해서 좋아시다"
"ks**517","2020.06.04","그냥 저냥 볼 만 했습니다"
"pi**istqueen","2020.06.04","배우들 연기가 좋네요~"
"em**rosa","2020.06.04","따뜻한 이야기 잘 감상했어요"
"Germaniris","2020.06.04","점점 희미한 기억을 아름답게 준비하는 방법"
"그레토스","2020.06.04","잔잔하면서 죽음에 대하여 생각하게 하는 영화."
"웨인룬히","2020.06.04","생각보다 괜찮은 영화였어요"
"건설부장","2020.06.04","생각보다 괜찮은 영화였어요"
"무대뽀우기","2020.06.04","생각보다 괜찮은 영화였어요"
"멋진세상","2020.06.04","잔잔한 감동
부부,자녀.가족"
"줄리아러브","2020.06.04","가슴 뭉클한 이야기와 배우들이 보여준 연기의 감동!"
"영화쪼아쪼아~","2020.06.04","너무너 뻔하디 뻔한 지극히 정형적 일본 감성 드라마에 한품만 쩌~억"
"al**qaf","2020.06.04","흠~조금 지루했어요."
"2도쓰","2020.06.04","가족에 대해 다시 생각하게 만든다"
"samurai","2020.06.04","가슴이 찡한  가족영화 잘봤어요"
"아라연이","2020.06.04","아버지를 위한 가족들의 사랑"
"goca","2020.06.03","조금씩, 천천히 마음간데로 조용히 안녕."
"찌나리","2020.06.03","잔잔한 일본 스타일인데 품격이 있었다. 배우들의 연기도 좋았고, 감정을 드러내지않고 속으로 삼키게 하는 연출도 좋았다."
"해아좋화영","2020.06.03","감동적인 영화입니다 다시 한번 가족을 생각하게하는 영화입니다."
"ROM.Y","2020.06.03","자극적이지도 과하지도 않지만 그래서 더 덤덤하게 울린다"
"씨네필28","2020.06.03","치매걸린 남편이자 아빠를 천천히 정리하는게 참 어려운거 같다 ㅠㅠ"
"줄스","2020.06.03","이 영화는 내게 돌아가고 싶은 곳과 기억하고 싶은 사람이 있는지를 묻는다.."
"Jellyn","2020.06.03","슬프게 울리지 않아 주어서 고마워요.
그럼에도 불구하고 일렁이는 울림에 눈물지어요.
무겁지 않고 가볍지 않게,
조금씩 천천히.... Long GoodBye"
"ly**aria","2020.06.03","행복목요탕 2편이라고해도 무방한 가족영화네요. 이별과 가족이란..."
"깔끔신사","2020.06.03","계란말이, 고깔모자 그리고 낙엽책갈피... 가족이니까..."
"영법","2020.06.03","치매라는  좀 우울할 것 같은 소재를 유쾌하게 풀어낸 가족영화 굿"
"Bruno","2020.06.03","언젠가 우리에게 올 수 있는 일을 담담하게 받아들이는 게... 찡하다.  야마자키 츠토무 등 낯 익은 배우들의 연기도 반갑다"
"한정 아저씨","2020.06.03","잔잔한 감동 일본어 공부 아오이유우 굳"
"na**r82","2020.06.03","감동이고 잔잔한 느낌 좋았어요"
"지니짱","2020.06.03","정말 감동적인 영화있어요"
"고슴도","2020.06.03","가족이란 무엇일까 생각해보게 된다."
"li**00","2020.06.03","실제 치매환자 가족들 보다 착하게 연출됐지만 치매연기는 리얼했음"
"ch**68","2020.06.03","아쉬운 만남을 좋은 기업으로 남기를"
">:P","2020.06.03","눈물이 줄줄나게 하는 감동적인 영화였다. 행복 목욕탕에 이어 가족의 소중함을 다시 생각해보게 만들었다!"
"_Holicholic","2020.06.03","가족의 소중함을 느낄 수 있었습니다. 배우분들 연기도 좋았어요."
"^_^~","2020.06.03","가족의 의미를 다시 새겨 볼 수 있는 영화"
"저기하늘","2020.06.03","잘봤습니다 감사합니다"
"진go","2020.06.03","제가 고민하는 상황과 비슷해서 마음이 아린 부분이 많았어요 따뜻한 가족의 모습을 볼 수 있어 좋았습니다"
"어쩌라고","2020.06.03","부모님생각이 많이 났어요"
"영화동글이","2020.06.03","치매 앓는 아버지, 옆에서 돌보는 엄마. 그리고 두딸들. 따뜻한 가족과 일상들이 감동을 주네요."
"소담스런영화관","2020.06.03","이야기는 좋았지만 일본 특유의 감성은 덜 한 것 같다"
"Daisy Buchanan","2020.06.03","신파 대신 담담함으로."
"뭅숑","2020.06.03","조금씩, 천천히 안녕 여의도"
"kl**patra82","2020.06.03","*행복목욕탕*보다 밍밍.. 치매아버지를 위해 남은 여생을 드라마틱하게 보여줄거라 예상했지만..(차라리 엄청 슬프기를 바랏는지도..)무엇을 표현한 영화인지 생각하게함.. 그외 어머니의 눈수술은 어떤건지 궁금해졌고.손자의 방황은 안타까웠다."
"라라3","2020.06.03","long goodbye~참 슬프지만
누구라도 겪을 수 있는."
"이카루스형","2020.06.03","잔잔하고 가족적인 일본인의  영화"
"릴리77","2020.06.03","담담 하게 아름답게 그려내서 좋았어요. 그리운 얼굴~눈물이 났습니다"
"달구찡","2020.06.03","우울하고 슬프기만 할 줄 알았는데 오히려 밝은 분위기라서 뭔가 더 많은 생각을 하게 되더라구요. 치매 이셨던 외할머니와 함께 지냈던 날도 생각나고,,참 마음이 따뜻해지는 영화였어요^.^"
"dbstjdrlf","2020.06.03","사람은 누구나 가족과 혜여진는 과정의~~"
"무혈도도","2020.06.03","자연스러움,나즈막 하지만 그래서 공감도는 상승...8점..."
"mi**1778","2020.06.03","제목이 주는 여운 그대로 조금씩, 그리고 천천히"
"모두까기 인형","2020.06.03","남의 이야기로만 치부하기엔 누구나 겪을 수 있는 이야기.."
"얄이","2020.06.03","죽음이 나의 이야기가 되면 생을 진지하게 바라본다. 그러니 지금부터!"
"Junu_","2020.06.03","조금씩, 멀어져가고 가까워지는 것에 대한 소중함이란 아름다움을 가득 담아!"
"무한도전","2020.06.03","전형적인 일본 영화 예상하기 쉬운 스토리 전개"
"아이가뾰로롱","2020.06.03","엄마랑 같이 봤는데
같이 보길 잘한 것 같아요
부등교의 문제는 가정환경에
있다는게 저의 성장배경이랑
비슷해서 감정이입이 되면서도
그 시절 제 생각이 나 슬펐습니다."
"myownprivate","2020.06.03","좀 비현실적으로 느껴질 정도로 고운 심성을 가진 가족들의 이야기였다. 전통적인(?) 일본여인상인가 싶은 엄마 캐릭터가 너무 오글거렸고 전체적인 톤을 확 깨는 몇 에피소드가 이해 안 됐던. <행복목욕탕>에 비하면 너무 밍밍하고 진부해서 의외였다고.."
"ZORRO


조로","2020.06.03","전형적인 잔잔한 일본영화. Long Goodbye, 長い お別れ라는 영어제목, 일본어제목이 잘 들어맞는 , 보는이들의 가슴에 차분하게 와닿는 내용이었다. 우리나라에서는 아마 이런 영화는 만들지 못할 것이다."
"김인욱","2020.06.03","잔잔하지만  감동있게  봤어요
가족이란  소중함"
"be**king76","2020.06.03","일본은 가족영화는 참 잘만드는거 같네요...치매의 대한 가족들 이야기 너무 좋네요~ 배우들 연기도 참 좋았습니다~"
"희채","2020.06.03","슬픔은 수증기처럼 젖어들고"
"지휴우","2020.06.03","끝을 알면서도 미소지을 수 있는 품위"
"노아11","2020.06.03","영화보는 동안..참 많은 것을 배웠다.. 꿈을 이루는 인생은 아름답다.."
"심판자","2020.06.03","점점 기억을 잃어갈수록 버릇처럼 남는 가장 소중했던 추억, 전하지 못한 마음..비록 나에게 의지하는 모습으로라도 내곁에 조금이라도 더 머물러주길 바라는 가족들의 마음을 절절히 연기한다.."
"섬씽뉴","2020.06.03","롱 굿바이 Long Good bye.
치매를 담담히 그려낸 수작"
"kumuka","2020.06.03","누구에게나 순서의 차이이지 자녀로
받아드려야 할 이야기"
"까치산황금토끼","2020.06.03","옛 삶에 대해 점점 잃어가는 기억"
"ua**8618","2020.06.03","일본 일상생활 억양톤이 저런가? 특히 어머니역 배우의 억양과 연기가 몰두를 방해? 추억에 아오이 유우를 보려 방문했어요"
"효주s","2020.06.03","아버지와의 긴 이별을 하면서, 남은 가족의 끈은 점점 단단해져가는 느낌의 영화가 참 좋았다. 슬프게 질질 짜는게 아니라..아버지의 치매에 대해 호들갑스럽거나 부담스러워하지 않고, 담담하게 삶의 일부로 받아들이는 모습이 멋졌다."
"hk**21","2020.06.02","똑같은 과정을 거치고 있는 
내 사랑하는 아버지 ,,,
지금 그모습으로 머물러 주세요
아빠 ~ 오래오래 함께하고 싶어요"
"jesusfreak","2020.06.02","좋아하는 일본영화스타일!"
"HWANZUNI","2020.06.02","Long bye, 천천히 잊혀지며 조금씩 잊어버리는 과정 속에 가족은 영원히"
"슈렉여친","2020.06.02","조금씩, 천천히 준비하는 이별"
"달려라봄","2020.06.02","삶의 이야기를 잔잔하게 풀어냄. 자극적이진 않지만 조금 지루함. 그냥 소소"
"on**orepd","2020.06.02","7년. 길고 천천히 하게 되는 이별. 사요나라, 마스터."
"별찹쌀떡","2020.06.02","많이 슬프지 않아 억지느낌이 들지 않고 잔잔해서 좋았어요"
"lo**9315","2020.06.02","오랜만에 가슴이 따뜻해지는 영화."
"jo**g9","2020.06.02","조금씩 천천히 안녕 잘 봤어요"
"파랑","2020.06.02","코로나 때문에 보지는 않고 예매만해요 포인트라도 건지려구요 코로나 빨리 끝나고 극장 좀 가봤으면"
"은랑","2020.06.02","잊는다는건, 잊혀진다는것"
"su**nnah1400","2020.06.02","잔잔한 시같고 수채화처럼 담백한 가족이야기..."
"rl**kdms22","2020.06.02","재미있네요 잘봤습닏니"
"sm**eally","2020.06.02","So, very tired"
"ec**gh","2020.06.02","사람 사는 것은 어디나 다 비슷 특히 고령화 사회에서 벌어지는 일들에 공감"
"eu**i6802","2020.06.02","시간가는줄 모르고 잘 봤어요"
"Glorymu","2020.06.02","지금껏 치매 관련 영화를 많이 봐왔는데
가장 현실적으로 담아낸 영화가 아닌가싶다.
덕분에 몰입하며 봤다."
"즈문누리","2020.06.02","재밋어요 볼만합니다아!"
"kino07","2020.06.02","치매에 걸린 아버지와 그에 관련된 가족의 이야기!~ 언젠가는 부딪칠 당면한 문제"
"바이올렛","2020.06.02","아무도 피해 갈 수 없는 치매!
 이토록 착한 가족이 가능할까?"
"L.P","2020.06.02","긴 이별을 맞이하는 각기의 마음들."
"스마일~","2020.06.02","일본영화의 이런 감성 좋아... 근데 왜?"
"su**joonkjh","2020.06.02","슬펐어요. 추천합니다."
"Bongs Lab","2020.06.02","느리지만 청량한 감동."
"ha**mura","2020.06.02","치매라는 병을 드라마틱하고 비극적이지만은 아니게 그린 점이 좋았다."
"js**grae70","2020.06.02","차분한 여운이 있네요."
"엲","2020.06.02","타케우치 유코, 아오이 유우, 그리고 다 해서 5분도 안 나온 것 같은 내 사랑 나카무라 토모야. 그게 다인 영화.
배우들의 연기로도 살릴 수 없는 띠용스러운 2년후, 2년후, 2년후 플롯..."
"아가짱","2020.06.02","사랑하는 이를 보내는 방법"
"mo**lightoh","2020.06.02","감동적으로 잘봤습니다."
"요베베","2020.06.02","재미있게.관람하였습니다"
"no**min7188","2020.06.01","일본가족영화좋아하지만 특유의 오글거림(?)많음 공감이 안돼서일까 너무 억지스러운 느낌도 있고 일본가족들이 저렇진않울것 같은데"
"초심자","2020.06.01","보고, 공감하고, 아파하고, 웃고, 슬퍼하고.... 잔잔하게 들려오는 가족에 대한 감정의 울림"
"못골도끼","2020.06.01","할아버지에 미소가 강한 인팩트로 남네요~~~"
"헤드손","2020.06.01","좋았어요 잘봤어요.."
"God of movie","2020.06.01","잔잔하면서도 울림이 있는 영화 밤늦게 들어오는 손자가 잠든 엄마 앞에 놓은 패드에 영상통화가 되어 있는 할아버지에게 손인사를 하자 답인사를 하면서 미소짓는 할아버지의 모습이 기억에 남는 영화"
"아카시아나무","2020.06.01","즐겁게 잘 관람했습니다 좋은 영화네요"
"Jayhong23","2020.06.01","부모님께 효도를 해야겠다는 마음을 갖게해준 영화."
"지존다람쥐","2020.06.01","전작에 비해 뻔한전개
자극적 신파"
"담비","2020.06.01","참 지루하게  느껴진  영화였네요~~~^^"
"콩가","2020.06.01","잔잔하면서도 가족에 대해
더 생각하게 된 영화였어요"
"su**ang922","2020.06.01","영화속 가족은 모두 가족애가 넘친다.ㅠ"
"위키","2020.06.01","생각 보다 볼 만 했습니다."
"나옹이다옹.","2020.06.01","자연스러운 연기와,현실감 있는 소재가 와 닿습니다."
"wo**kcj","2020.06.01","천천히 잔잔하게 가족이라는 의미를 되새김하면서 그동안 공금했던 배우들도 볼 수 있는 영화네요. 차분하게 보기 좋아요. 아오이 유우 이뻐요 ㅎ"
"un**8080","2020.06.01","잔잔한 가족영화. 딱 거기까지"
"5月이야기","2020.06.01","주제 자체는 좋았으나 특별할 것 없는 줄거리와 어설픈 연출 일본영화 특유의 오버스러운 연기에 곤혹스러웠다.."
"sy**hony0","2020.06.01","잔잔하니 소소하게 감동적이였습니다"
"bora♡bora","2020.06.01","이별을준비하는자세..가족에대해?"
"부엔카미노","2020.06.01","배우들 연기도 내용도 좋네요"
"우기딩이","2020.06.01","잔잔한 가족 영화
아버지 혹은 할아버지를 중심으로 한 가족의 의미를 각자의 방식대로 알게해주는 그런 영화"
"sword","2020.06.01","조금씩천천히안녕.."
"ju**7531","2020.06.01","좋아요. ㅎㅎ 좋아요. ㅎㅎ"
"레오오대오다컴","2020.06.01","진짜영하가잘데어요치매를잘설명해서요대박"
"dj**ddks","2020.06.01","잔잔한 영화 편하게 보기 좋음"
"아르티가스","2020.06.01","가족에 대해 생각을 하게 되는 영화"
"placebo","2020.06.01","깔끔한 묘사가 소재를 미화시킨다는 인상.. 일본을 드러내는 부분은 많이 오글거리기도 하고.."
"La Vie Boheme","2020.06.01","감독의 전작에 비해 여러모로 아쉬움은 남지만 아버지의 죽음을 7년에 걸쳐 천천히 준비하고 받아들이는 가족들의 이야기는 분명 울림이 있었다. 다만, 소설을 영화로 가져오는 과정에서 일어났을 ‘선택과 집중’의 기술에서 여러모로 부족한 면모가 보이는 듯."
"도연띠","2020.06.01","괜찮았어요.괜찮았어요"
"sh**woo9404","2020.06.01","전영화보다는 밋밋하고 그냥저냥"
"갓바우","2020.06.01","섬나라 사람은 부부관계도 사무 적이네요."
"담선맘","2020.06.01","딸아이 친구랑 보고 왔는데 감동적이라고 하네요"
"re**erre","2020.06.01","조금 더 과감해도 되지 않았나"
"지크프리드7","2020.06.01","조금씩 천천히 좋아좋아요 나도 천천히"
"그렘린즈","2020.06.01","일본 가족 영화의 전통, 그리고 힘."
"jh**ng0321","2020.06.01","일본 문화 특유의 잔잔한 유머와 소소함 그리고 감동을 느낄 수 있는 영화였다. 다만 엔딩은 다소 아쉬웠다."
"ssomaayaa","2020.06.01","떠나보내기보단 기억하는 것. 함께 추억을 새기는 시간들인 것."
"하늘색연두","2020.05.31","연기도 좋고 재밌었어요~^^"
"hyacinth0","2020.05.31","좋은 연기와 연출의 조화."
"li**anbyeol","2020.05.31","좋았어요좋았어요좋았"
"오호_","2020.05.31","A Long Goodbye"
"술주사","2020.05.31","배우들 연기도 좋고요, 메세지도 있는데...
너무 잔잔하여 살짝 졸립기도 합니다.
전체적으론 괜찮네요."
"오구리이","2020.05.31","일본영화특유한감성과코드가좋아요감정폭 이크지않아도잔잔한공감이좋습니다"
"이드","2020.05.31","잔잔한 영화네요~ 조금 루즈합니다."
"만이","2020.05.31","일본 특유의 느낌..."
"hh**h201","2020.05.31","영화를 보다보면 제목의 의미를 알 수 있을 거예요."
"꽃미남동건이","2020.05.31","좋아요 좋아요 정말 좋아요"
"달토깽이","2020.05.31","영화가 일본 영화 특유의 잔잔하면서도 따스하네요"
"악녀미카","2020.05.31","치매를 “긴 이별” 이라고 한다는데 세상에서 가장 무서운 병이 맞네요. 변해가는 아버지의 모습을 보며 힘들어하지만 같이 있다는 것만으로도 얼마나 큰 힘이 되는지 알 수 있어요."
"ja**14","2020.05.31","이별은 슬프지만 때론 ..."
"니노사우리오","2020.05.31","마음이아프지만 그것이인생이다"
"다시나와바","2020.05.31","나 치매 걸리면 바로 요양병원에 가야해"
"Glory Light","2020.05.31","long goodbye"
"마이키69","2020.05.31","가족애를 은은하고 아름다운 시처럼 표현한 영화"
"lm**70921","2020.05.31","재미있게잘봤어요~~^^"
"김태율","2020.05.31","일본영화 특유의 내추럴함과 메세지가 좋아요!"
"jsysmom","2020.05.31","잔잔하니 좋았어여~~슬프기도 하구여"
"astra kim","2020.05.31","따뜻한 가족사랑 후미의 헌신적인 가족돌봄이 인상적입니다"
"mirossam","2020.05.31","저녕이도 저렇게 나를 챙겨주겠지"
"해탈이","2020.05.31","연기와 담담한 연출이 인상적이다."
"CrazyBastard !!","2020.05.31","과연 조금씩 천천히가 좋은걸까? 솔직히 모르겠다."
"Fionn","2020.05.31","치매에 관해 무겁거나 슬프지 않게 담백한 연출력이 좋았다 다케우치유코나 아오이유우의 오랜만에  스크린속에서 보게된것도 반갑고!!"
"shachi","2020.05.31","흠.. 일본 영화 특유의 그 오글거리는 느낌은 어쩔 수 없네요. 나름 현실성 있게 표현 잘 된 영화 같긴 한데 그냥 저냥 봤습니다."
"아쌈누나","2020.05.31","삶에 대해 가족에 대해 생각은 많이하게 한 영화였어요."
"kj**7f","2020.05.31","조금씩 천천히 아오이 유후!"
"요시모토","2020.05.31","긴이별에 대하는 가족들의 최선이 많은 생각을 하게 되네요. 연명치료는 무의미한것 같아요."
"jason931","2020.05.31","<행복 목욕탕> 나카노 료타 감독의 세번째 장편입니다. 모처럼 극장에서 만난 아오이 유우 주연작으로 야마다 요지 감독의 <동경가족> 이후 변신한 그녀의 연기가 빛을 발합니다. 엘리트였지만 치매를 앓는 아버지와 그의 가족들이 겪는 고충을 통해 관객들의 공감과 위로를 받는 가족드라마입니다."
"겨울빗방울","2020.05.31","가족과의 헤어짐을 준비하는 시간"
"볼이고운사람","2020.05.31","여러가지 많은 생각들을 하게 항 영화였어요. 일본 가족영화능 특유의 뭔가가 있는들"
"ha**y1004p","2020.05.31","조금씩 천천히 안녕~~~"
"pa**line12","2020.05.31","잔잔한 내용으로 보기 좋아요"
"마카롱쿠키","2020.05.30","잔잔하게 보기 좋아요."
"JY","2020.05.30","일본 영화 답게 소소하게 좋았어요"
"sd**o1219","2020.05.30","조금씩, 천천히 안녕."
"오라방","2020.05.30","사요나라 칸지 마스터... 롱롱 굿바이..."
"ji**ng0518","2020.05.30","정말 따뜻한 가족 영화였네요~"
"laug.hb","2020.05.30","잔잔한 가족드라마였음"
"임홍정","2020.05.30","그냥 가족영화 입니다.."
"林","2020.05.30","재미있었습니다 추천합니다"
"이해일","2020.05.30","슬프지 않게 긴 이별을 준비하는...."
"뚜과이","2020.05.30","치매의 어두운 면보다 따뜻한 면을 부각시켜서 보기 편했어요."
"승인왕","2020.05.30","아버지를 떠나보낸다는 슬픈 내용이지만 가족들을 너무 슬프게만 우울하게만 표현하지않은 연출이 좋았네요..살면서 순갼순간 좌절하고 사랑때문에 슬플때도 대범하게 이겨나가는 주인공둘도 좋았습니다.. 잘알고있던 배우들인데  연기도 참 좋았네요 잘봤습니다"
"도도레","2020.05.30","넘넘 졸렸어요 웬열일까요?"
"wn**sxor","2020.05.30","이별의 과정 잔잔한 가족영화"
"br**bob","2020.05.30","일본 영화 감성이네요. 슬픈 소재이지만 너무 슬픈 부분만 강조하지 않아 좋았습니다.
가족 그리고 주위사람들을 한번 더 돌아보게 해주는 영화인 것 같네요.
굿^^"
"멜론","2020.05.30","흘러가는 대로 살아보는 것"
"골프왕","2020.05.30","A Long Goodbye"
"db**ndud35","2020.05.30","일본 감성이 느껴지는 영화."
"이승현님","2020.05.30","말하고 싶은게 뭔지..."
"ecopiano","2020.05.30","보통가족의 보통이야기"
"ym**99","2020.05.30","난 어디로 향하고 싶고 또 어디로 돌아가고 싶은가? 생각하게하는 영화~! 같은곳을 가리킨다 지금의 나는~~    좋은영화 ! 추천합니다"
"07**yh","2020.05.30","가족의 유대를 다시 생각하게 됐어요"
"셀린7","2020.05.30","say long good bye"
"구달래","2020.05.30","고요하고 잔잔한 느낌 너무 좋아함.."
"^^★","2020.05.30","잔잔한 지고지순한  그런 말들이 생각나네요"
"Bluesky21","2020.05.30","지루하긴 하지만 일본 가족이란"
