"writer","date","comment"
"rt**79","2019.06.12","스토리가 참 어러운 영화~~^^"
"곰탱2000","2019.06.01","그다지 재미가없네요."
"rh**stoa01","2019.06.01","남자친구랑 가서 둘다 실망,,,했네요"
"꼉렁~","2019.05.31","너무 재미있었어요~ 굳이예효~"
"0☆0","2019.05.31","재밌었다 원작얘기가 하도 많아서 원작도 보고싶었지만 귀찮아서 못 본... 영화로도 충분히 만족했따! 영화에서 많이 편집됐겠지만 어떤느낌 어떤내용인진 대충 감이오는.."
"청주 영알못","2019.05.30","설경구의 절제된 연기가 좋았다 그거 말곤 딱히..."
"잘익은수박","2019.05.29","으 너뮤 별로예요...실망입니다"
"sy**206","2019.05.25","설경구씨연기가정말좋았습니다"
"상상의공간","2019.05.24","완전 재밌어요~ 꿀잼 보장~!"
"빈티지코펜","2019.05.19","정말 재미있게 잘봤어요"
"as**03","2019.05.12","너무 같은 내용만 반복되어서 정신 없어요 ㅠㅠ"
"ww**20","2019.05.09","재미있게 봤던영화였어요"
"조 아라","2019.05.05","잔인하지만 볼만 합니다"
"비비야옹","2019.05.04","배우나 영상미가 좋았음"
"물컹물컹","2019.05.01","역시 김영하 작가님이구나 하는 느낌이 드는 줄거리였어요"
"sj**01234","2019.04.30","뭐지?뭐지 하다 끝났음 은근 무서.."
"jo**i0343","2019.04.27","시일이 너무 많이 지났네요
평을 하기에는..."
"호랑이는 범","2019.04.21","엄청 집중해서 보고 재밌게 봤습니다"
"아이지지","2019.04.16","연기력이 참 좋아요~~????"
"happy7286","2019.04.15","연기는 역쉬 설경구~~"
"minjjye","2019.04.08","살짝무섭고잔인한거같지만집중하고보게되는?...ㅎㅎ"
"ch**4410","2019.04.05","믿고보는 설경구님~~"
"nh**ng12","2019.03.29","재밌었던 거 같아요!!반전의 반전 설경구님 연기????"
"ki**h1892","2019.03.25","설경구 연기 빼고는 참..."
"주섬치","2019.03.23","팔색조 김남길의 선과 악을 넘나드는 표정을 보다보면 영화에 훅! 빨려들어간다"
"슈슈슈^ㅠ^","2019.03.20","설경구 김남길 연기도 좋았음"
"j.h84","2019.03.17","기대이하의영화  하~ ㅠㅠ"
"참좋은영양식","2019.03.16","끝까지 긴장감있었어요. 김남길 잘생겼다"
"영화는 즐거워^♡","2019.03.14","재미있게 잘 보았습니다.배우의 연기력도 대단하고요."
"안나는 영화","2019.03.13","역시 설경구~ 소재가 ㅎ 매력적인 끝까지 긴장을 놓을 수 없었다"
"남자춘향","2019.03.10","그저그랬어요시간 대가 안맞아 봤어요"
"fr**9500","2019.03.10","재미있게 잘 봤어요 ^^"
"붕붕어","2019.03.07","설현사랑해 뜻밖의 호빵맨"
"eg**895","2019.03.01","흐흐ㅎㅎㅎㅎㅎ생각의외로졸재미요"
"아름다울 미","2019.02.27","줄거리 이해가 어렵네요"
"se**hja","2019.02.27","그럭저럭 재밌었어요!"
"ha**h03","2019.02.26","원작은 안보고 영화만 보았지만 충분히 볼 가치가 있었던 영화였습니다"
"so**do89","2019.02.26","좋았어요 재밌었어요."
"정중동","2019.02.25","조금 아쉬운 그러나 스토리는 굿"
"ab**1108","2019.02.22","배우들연기도 연출도 괜찮"
"woneee","2019.02.20","생각만큼은 아니었던거 같음."
"ka**ose1","2019.02.18","생각보다 별로 였었던거 같은....?"
"kh**0411","2019.02.17","믿고보는 설경구 배우님 다음 작품또한 기대하겠습니다 ^^"
"ch**98v","2019.02.17","멋진 연기 .. 정말 소름돋는 연기였어요."
"천림","2019.02.17","반전에역전에반전에역전에반전있는???????"
"오늘보다 나은 낼","2019.02.16","재미있게봤어요 볼만했어요"
"아갸복숭아","2019.02.13","그냥..음..그랫던거 같아요.."
"gy**9874","2019.02.13","재미있게봤어요!!!"
"봄코스모스","2019.02.12","이해력이 떨어져 하참을 생각한 영화"
"hg**409","2019.02.12","설경구 배우분의 진면목을 볼 수 있는 영화살인자의 독백을 담담하게 풀어내서 오히려 극의 긴장도가 더 올라가서 흠뻑 빠져서 봤네요. 아쉬운 점이라면 굳이 설현을 딸로 캐스팅 시킬 이유가 있었는가 싶네요. 좀 더 자연스러운 연기였으면 하는 아쉬움이 남아요"
"il**milktea","2019.02.11","책 안 읽은 사람에겐 불친절한 영화"
"kt**tu","2019.02.09","스토리 전개가 어색함.."
"박지민(95)","2019.02.08","좋았습니다ㅎㅎㅎㅎㅎㅎㅎ"
"뷔그니처","2019.02.07","설경구님의 연기가 섬세했습니다"
"AshleighSEO","2019.02.07","김남길님 연기에 ㅎㄷ ㄷ"
"짜짜71","2019.02.06","재미나게 잘 봤어요 추천해요"
"0ae","2019.02.06","설경구 아저씨 연기 잘하시네요."
"en**l0","2019.02.06","재밌었어요 설경구 연기최고"
"제니떼떼","2019.02.06","가냥조냥그냥저냥햌ㅅ더여ㅜㅎㅎㅎㅎ"
"늘그랬듯이","2019.02.05","너무 좋았어요. 김남길 짱~(^o^)b"
"tn**rkawk","2019.02.03","무서웠어요!!!!!"
"to**1054","2019.02.02","조금은 반전이 있는 내용을 보면서 횟갈리는 내용이 있었어요"
"zl**ltjdud","2019.02.01","소설을 읽고 영화를 보니 좀더 와닿았던것 같다"
"공간비우기","2019.01.30","헐...무섭지만 배우들 연기 짱"
"계란빵♬","2019.01.28","이건 정말 책을 다시한번 읽고싶게 만드는 영화... 연기 대단"
"랑구","2019.01.25","참신했던영화였습니다"
"여숙이","2019.01.20","영화가그냥그랬던거같아요"
"st**ekim515","2019.01.19","그냥그래요...ㅠ......."
"bk**m0725","2019.01.18","재밌게 잘봣어요 ㅎㅎㅎ"
"코리님","2019.01.17","재밌어요 흥미진진 끝까지 미스테리?"
"ji**ncjstk0","2019.01.16","그럭저럭 연기는 좋았습니다"
"강형철 양우석 변영주","2019.01.15","재미땅 영화보고 혹해서 소설도 샀다"
"yw**232","2019.01.15","ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
"누구보다원해원","2019.01.15","진짜 배우의 연기에 빠져들어 하루죙일 이 영화에 빠져있던것같습니다"
"sa**eun0316","2019.01.11","재밌었어요~~~~~~~~"
"Hazel9707","2019.01.10","내가 보기엔 너무 난해한 영화.."
"ko**nae724","2019.01.09","스릴러를 좋아하는데 재밋게 잘 봤습니다."
"복돌이모","2019.01.09","이건몬영화인가요?설경구의연기만돋보인 영화"
"요쩌니","2019.01.09","그냥 그랬어요 어두움 ㅠ"
"토토모","2019.01.08","설현 의외의 연기.. 시나리오가 매우 흥미롭네요"
"예톨이","2019.01.08","이렇게 재미없는 영화는 두개의 달 이후로 오랜만이다"
"연덕","2019.01.04","재밋엇어요|~~~~~~~~~~"
"워니언니누나","2019.01.03","나름  볼거리가 있는 영화 입니다"
"ba**seat1205","2019.01.03","영화보단 소설이 더 좋았으나 영화도 그 나름대로 흥미로웠어요"
"ji**sky01","2019.01.02","아주재미있었어요 잘봤답니다"
"오재헌","2019.01.02","재밌게 봤던 기억이 있습니다
설경구 연기는 굿입니다!"
"haya","2019.01.02","소설원작을 찾게 만들어요"
"no**hj11","2019.01.01","재미있게 잘 봤어요~^^"
"실님","2019.01.01","잔인했어요...살인자도 사람이네요"
"웨슬리짱","2019.01.01","재밌게보았습니다 갠적으로 굳"
"세우니","2018.12.30","배우들 연기가 징짜 대박이예여"
"bl**star1229","2018.12.29","설경구의 연기력이 돋보이는 영화였어요~^^"
"신인성","2018.12.27","설경구 연기가 역시나 좋았어요!"
"감쪽","2018.12.27","별루별루별루별루별루"
"헤이쥬드","2018.12.26","끔찍할것 같은 이야기 재밌었어요"
"ni**bigman","2018.12.26","설경구님 여윽시 연기파 배우~!!"
"mango715","2018.12.26","살인자는 살인자를 알아보는법.."
"cw**27","2018.12.26","뻔하고 지루하고 어설픈 스토리"
"바당이야","2018.12.26","혼자 봤어요
시간 가는줄 모르고 몰입해서 재미있게 봤어요"
"유니영화","2018.12.26","기대를 너무 많이 했나봐요"
"jiwon9191","2018.12.25","생각보다 볼만하고 재밌었어요"
"뒤작여사","2018.12.25","설경구 안좋아하는데 그냥 봤어여..그냥 볼만함"
"br**obyun","2018.12.25","내가 본 영화 중에 이런게 있었다니... 영화가 어땠길래 실관람객의 기억법에는 기억이 하나도 나질 않는다."
"az**ea9","2018.12.25","문학의 영상화 실패 스릴러의 서늘함은 사라지고 가족오락영화만 남음"
"ya**ss85","2018.12.23","너무 감동입니다 볼만합니다"
"이뽀3","2018.12.23","책보고 봤어요. 정말 몰입하게 하는 연기에 박수를 칩니다"
"a2**0331","2018.12.22","보지말걸  설경구 이젠 아닌것같음
연기력도 떨어짐ㅜ"
"핑구핑핑구","2018.12.21","연기 최고???? 영화보고 책도 샀어요"
"초특급왕자","2018.12.20","재밌게봣습니다@@@"
"he**1775","2018.12.19","재밌습니다재밌습니다"
"ru**0228","2018.12.18","무섭기보다 슬픈영화 ..."
"배욘세","2018.12.17","대박이다 재밌어요 너무좋아요"
"미지노야","2018.12.17","소오름 김남길 소오름 ㅎㅎ"
"찡이","2018.12.16","너무재밌게잘봤고^^배우연기도끝내줍니다"
"ne**rmi113","2018.12.16","몬가 아쉬움이 남는 영화입니다"
"ta**ang419","2018.12.15","살인자의 기억법 ...."
"bo._.nnnie","2018.12.13","영화보다가.....잠.......꿀잠 잠...내 스타일의 영화는 아니였다...."
"SH_","2018.12.12","연기는 좋은데 스터리는 좀 뻔한."
"뱀뱀77","2018.12.12","살인자의 기억법 최고에용"
"뇻표","2018.12.10","배우 때문에 봤다 내용은 그닥"
"김나영","2018.12.10","ㅠㅠ설경구님과 김남길씨 연기만 좋네요"
"흰듕흰듕흰듕이","2018.12.07","윙크만 생각납니다 생각보다 별로"
"in**138888","2018.12.05","재밌어용 무서웠어요 ㅎㅎㅎ"
"자연속에서","2018.11.30","기대보다훨씬많이 별로네요."
"dl**gus21004","2018.11.28","괜찮았지만 결말을 잘 모르겠다"
"뻠강","2018.11.27","치매는 무서운법..."
"sk**hgus915","2018.11.27","긴장감 스릴러 최고조였당 괜춘!"
"알로에91","2018.11.26","믿보배 설경구!!
연기 오진다리.."
"이쁜이~ㅋㅋ","2018.11.26","좋았어요 ~배우들 연기가 좋아요 ~~"
"yojo_1125","2018.11.26","몰입도 있던 영화.
연기력은 말 할 것도 없었음."
"AUTOMATA: TRACE","2018.11.24","너무 괴기해서 싫었어요:(
김남길씨 그 분장이랑 설현씨의 비명 장면은 너무 싫더라고요. 원작내용이라고해도 수정이 가능하지 않았나요? 이 영화에서는 설경구씨말고는 남는 사람이 없네요:("
"DALBIT99","2018.11.22","기억이..



잼남"
"아톰79","2018.11.22","많이 아쉬움
스토리가 평범함"
"무비야놀자","2018.11.20","재밌네요. .후속편도 나올듯한 뉘앙스"
"jj**41031","2018.11.19","재밌었지만 뭔가............"
"지민하다 오늘도 망개하구나","2018.11.19","별로임 ㄹㅇ 그냥 별로 아무내용도 재미도 없었어요"
"숙련된쩡","2018.11.18","잼나구 가슴아프게 지루할세없이 아주잘봤습니다"
"한 책의 사람","2018.11.17","아내와 재미있게 잘 봤습니다~"
"예지","2018.11.16","내용도 너무 흥미로웠고 보는 내내 긴장감을 놓칠수 없었어요"
"mo**in7","2018.11.16","설경구의 연기가 돋보인영화. 훌륭했습니다."
"No네임","2018.11.16","설경구 간만에 봅니다..
자주봅시다..
예전루머인지 실제인지는
모르지만 좋은배우는 맞아융..
연기도잘하고..
송윤아도글코.
자주나와주세요..
마녀사냥 그만해용"
"dm**o710","2018.11.15","책이랑은 조금 달랐지만 좋았어요"
"ks**r5","2018.11.13","설경구씨의 연기가 기억난다"
"bo**i2n98","2018.11.12","소설로 읽을껄...ㅎ"
"양자까야","2018.11.10","재밌게잘봤습니다 나쁘지 않았어요"
"42**356ng","2018.11.08","연기가 엄청 섬세합니다"
"귀이공자","2018.11.07","아주 재미있어어요~~"
"훈숙현","2018.11.05","실소가 나는 부분도 있지만 재밌게 봄  동행은 짜증냈지만"
"임향","2018.11.04","스릴넘쳤어요.~~~"
"파오리","2018.11.03","나름 괜찮았던 영화에요 ㅎㅎ"
"jy**m2006","2018.11.03","재밋었어요 약간 분위기가 소름이여서 보는내내 쫄깃했어요"
"팔렛89","2018.11.01","잼있게 잘봤어요ㅎㅎ훗"
"hm**37","2018.10.31","보고 나서 마음이 되게 어두워지는 영화.. 보고 몇시간동안 계속 촥 가라앉더라는ㅎ; 재미 면은 그냥 무난한 정도였습니다. 나쁘진 않았지만 추천도 아닙니다."
"니확진짜","2018.10.31","소설도 알고 있었는데 느낌을 잘 살렸네요 설현만 아니면 ㅋㅋ"
"kitty3","2018.10.30","내용이 심심 했음. 그냥 그럭저럭 볼만했음"
"나만 보기","2018.10.30","채미있게 봤습니다~~~"
"37**rosy","2018.10.28","살인자가 살인자를 알아본다..
설경구님의 연기력은 언제봐도좋았구요"
"지혜남편♡","2018.10.28","재미잇엇써요 아쥬아쥬"
"송탄","2018.10.26","스토리 짱,,,,,! 재밌어요~"
"됴연듀","2018.10.21","설경구의 연기력은 역시"
"ji**880716","2018.10.21","볼만하네요!!!!!!!!!!!!!!!!!!"
"챤이","2018.10.19","설현멋있고 설경구연기좋았다 내용은책에비해많이허즙하다"
"an**uf4839","2018.10.16","좋습니다. 재밌습니다."
"ao**guswl","2018.10.16","이것도 재밌엇는데 평을 못햇었네요"
"물개쏭","2018.10.13","대박!!!!!!!!!!!!!"
"똥꿍꼬또","2018.10.12","잼있어요 재밌게 봤는데 진짜"
"여유와 겸허","2018.10.12","좋아요
소설과 또다른 느낌의 완성미"
"Lucas_Joon","2018.10.10","생각보다 재밌게 잘 봤어요^^"
"sang.nam.ja","2018.10.09","재밌어요 설경구 정말 연기잘해요"
"VISITOR","2018.10.08","스토리는 그냥 그래요..시간 킬링타임으로 볼만해요.."
"ki**nd09","2018.10.08","그냥 그랫어요 ㅅㅊㄱㄷㅈㅋ"
"아이니테리","2018.10.07","소설내용이 더 참신한듯~"
"yk**jj22","2018.10.07","정말 재미있어서 시간가는줄 모름. ."
"찌리리레이","2018.10.06","한번더 생각하게 만드는 식스센스급 반전"
"HONG GARDEN ♡","2018.10.05","스릴있고 몰입감있게 잘봤어요 ㅎㅎ"
"ki**b13","2018.10.05","오래전에 본거지만 지금 후기 남기네요 영화 재미있게 봤습니다
2가 나오면 보러가고 싶습니다"
"룰론준레","2018.10.04","생일날 홀로 본.
원작읽고 봤는데 기본 플롯 외에는 상당히 다른 내용.
볼만했어요."
"효야아","2018.10.04","굿 !!!! 역시 믿고보는 배우네요"
"줄리아리아빠","2018.10.04","내용이 그닥~ 크게 와닿지가~"
"웡식","2018.10.04","많이 지루햿던거 같아요"
"말리키","2018.10.03","재밌었어요 간만에 설경구님"
"짭짭","2018.10.03","설경구와 설현의 연기가 멋지네요
보고나서 별 기분은 좋지않았어요"
"de**erado108","2018.10.03","부모님과 함께 연기력이 대단한 영화"
"은2슈","2018.10.02","마지막에 많은 생각들이 들면서 재미있게 본거같아요"
"천사이고픈이","2018.10.01","원작인 책이 더 몰입감있고 재미있다는걸 깨우쳐 준 영화이다. 배우들 연기는 좋았지만, 관객들을 스토리 편집이 끌어당기지 못했던 것 같아 아쉬웠다"
"너끼아이","2018.09.30","ㄴㅏ름 재미있게 봤습니다 쵯고!"
"bm**920","2018.09.29","잘봤어요~~~~~~"
"킴밀리","2018.09.29","음.. 반전이 소름이지만 별로였습니다.."
"오늘도배고파","2018.09.29","goooooooooooooood"
"c리니","2018.09.29","소설이랑 조금 다른 면이 있었지만 소설이 좀 더 재미있는듯"
"mi**eo7307","2018.09.28","너무 재밌고 스토리 탄탄!"
"영화가 좋은걸","2018.09.28","굿 반전반전이 잼있었음ㅎ"
"Joecole","2018.09.27","소설보다 훨씬 재밌어요"
"le**mme","2018.09.27","볼거 없어서 할수없이 억지로 봤는데 개망작... 누구 땜에 안볼랬는데 경력이 몇년인데 대체 연기가 발전이 없네요... 어우 진짜...... 절대 안본다 앞으로 ㅡㅡ 설현 김남길 연기도 영 어설프고 몰입 안되고 별로"
"cj**krfh54","2018.09.26","ㄴㅓ무재밋게봣습니다
긴장의 연속 그리고 계속 추리하며 보니 몰입감 쩔어요
그리고 역시 주연들의 연기가 정말 영화에 빠져들게합니다..!
최고에요!
영화보고나서 원작인 책도 읽어봣답니다!"
"rl**sie1","2018.09.25","뭘 보여주려고 한건지 모르겠음"
"jl**000","2018.09.25","ㅅ굿굿구쇽오ㅓㅠㄹㅇ"
"푸른하늘","2018.09.24","재밌어요.. 설경구 쏴라있네"
"h0**3jjw","2018.09.23","굿굿굿굿굿굿굿굿굿굿굿"
