"writer","date","comment"
"donnie","2024.09.24","엔딩이 현실과는 괴리가 있을 수 있는 판타지스럽긴 하지만 남자가 혼자 봐도 연인이 함께 봐도 가족과 봐도 좋을 영화입니다. 나이든 부모님이 계시거나 싱글이나 미혼이신 분들은 특히 공감하실 영화네요."
"do**preme","2024.09.24","다시 볼 수 있었으면 좋겠다."
"vl**zari","2024.09.24","성소수자들한테 생활이 힘든다는 뜻인데 부모님의 사랑과 응원이 없이 생활이 훨씬 더 힘들어요. 성소수자로서 ""딸에 대하여"" 보고 이런 생각이 났어요"
"jh**102","2024.09.24","똑닮아서 좁혀지지 않았던 거리"
"li**ledaeun","2024.09.24","하윤경 배우 좋아요 딸에 대하여 잘 봤어요"
"감자?","2024.09.24","엄마랑 봤는데 좋았어요. 엄마도 기대보다 잘 관람하신 것 같고요. 어머니 역 배우님의 연기가 좋았습니다"
"am:u","2024.09.24","관계란 혈연에 달린 걸까, 애정에 달린 걸까"
"zj**hs44","2024.09.23","195gsbsben59viw"
"an1","2024.09.23","재밌어요. !! 볼만 해요!!"
"y70","2024.09.23","재밌어요. !! 볼만 해요!!"
"rg**4321","2024.09.23","좋았음 눈물이 났다 ㅜㅜ"
"서빈백사","2024.09.22","잘 봤어요~~^^ 배우연기 굿 너무 슬프고공감가네요"
"b3**777","2024.09.22","딸에 대하여 재미있었어요"
"mi**bizzz","2024.09.22","잘 봤습니다 좋았습니다"
"스티치플러피","2024.09.22","엄마는 혼자되는 것에 대한 두려움이 있었다. 
그래서 딸과 그의 파트너에게는 그렇게 다정하지 못했고, 돌봐드리는 요양원 어르신께는 몸과 마음을 다했다. 

이 영화의 엔딩은 한국 현실과 비교해 보았을 때 너무나도 부러울 정도로 판타지적이다."
"so**yang49","2024.09.22","딸에 대하여 딸에 대하여"
"ca**ediemq","2024.09.22","딸에 대하여 딸에 대하여"
"py**479","2024.09.22","12
딸에 대하여(경기인디시네마 PICK)
Concerning My Daughter"
"st**000224","2024.09.22","이 시대에 필요한 마음과 이야기"
"lipi","2024.09.22","좋랐어요 좋았어요 좋았어요"
"bbodol","2024.09.22","좋았습니다 추천드립니다"
"mi**ns","2024.09.22","딸에 대하여 잘봤습니다."
"pe**l00727","2024.09.22","딸에 대한 것들이 결국 나에 관한 것이다"
"yi**sin3","2024.09.21","공감 다른생각 우리도 언젠가"
"ka**goyo","2024.09.21","딸에 대하여 ^^^~~"
"ka**go48","2024.09.21","딸에 대하여 ~~^^^"
"wl**als1","2024.09.21","딸은 평생 엄마의 마음을 이해하지 못한다"
"메에에에롱~","2024.09.21","가족이라는 이유로 제 멋대로인 딸 보다는 봄날의 햇살 같은 배려하고 동화되는 딸의 친구가 더 매력적으로 나온"
"릴콩코","2024.09.21","딸에 대하여 잘봤습니다"
"ri**ddie","2024.09.21","재밌게 잘 보았습니다~!"
"so**231","2024.09.21","재밌게 잘 보았습니다~!"
"스텔라","2024.09.21","잔잔하면서 독립 영화 같은 영화"
"YOUNG™","2024.09.21","여러 종류의 가족형태가 국가의 보호를 받을 수 있기를 기대합니다."
"블랙샤도우","2024.09.21","삶은 혼자서는 힘들기에 서로를 지원하고 의지하기에"
"퓨어딘","2024.09.21","이 영화는 동성연인에 대한 이야기라기보다는 이를 받아들이는 어머니에 대한 이야기이다. 원작을 시간 상 읽지 못하고 들어가서 중반부까지는 어머니 얘기가 많이 나오는군. 했지만 신선한 관점이어서 좋았다. 기억에 많이 남는 레인의 대사. ""같이 있는 것 밖에 할 수 있는 게 없어서요."""
"si**er645","2024.09.21","요양원의 노인, 사회에서 무시 당하는 중년 여성,사회에서 이해받지 못하는 성소수자의 가슴 답답한 현실의 모습을 그대로 반영한 영화"
"na**nilk","2024.09.21","배우들의  연기가 좋네요"
"암내공격둘리","2024.09.21","일상을 보여주는 낯선 느낌"
"가타부타","2024.09.21","배우들 연기가 좋았어요"
"babolsw","2024.09.21","생각보다 괜찮았어요."
"인라인맨","2024.09.21","여성들은공감할듯.."
"ch**ni3","2024.09.21","개취영화 근데 아쉽다..."
"to**p7709","2024.09.21","무난히 평범한 내용과 결말에 가족극!"
"su**0310","2024.09.21","예측이 가능한 내용과 결말의 가족극!"
"jm**607","2024.09.21","각박한 사회속 진정한 관계에 가족극!"
"MyCoffee","2024.09.21","영화 관람 했습니다 영화 관람 했습니다"
"수루룽","2024.09.21","생각이 많아지는 영화네요"
"익시더즈","2024.09.20","About my daughter"
"sa**na367","2024.09.20","너무 잘봤습니다. 좋았어요"
"to**ya27","2024.09.20","너무너무 잘찍은 몰입감 최고의 영화👍

요양원에서 치매초기 노인을 진심으로 간병하는 간병사엄마의 시각에서 보이는 요양원의 모습과보통 딸과 다른딸의 모습을 그린 영화

제목을 다르게 했었으면 ㆍㆍㆍ"
"di**l2525","2024.09.20","연기가 현실감 있어 좋았습니다."
"mj**310mjy","2024.09.20","공동체. 가족이라는 틀 말고 하나가 될 수 있다고 사람들에게 조곤조곤하게 말하는 영화. 좋았다."
"영화를극장에서","2024.09.20","엄마가 공감이 됩니다."
"행복과행운과건강","2024.09.20","배우들의 연기가 인상 깊네요"
"매력보이","2024.09.20","소재가 특이하지만 배우들 연기덕에 인상깊었어요"
"ar**g2987","2024.09.20","영화 재밌게 관람했습니다"
"아리랑","2024.09.20","배우들의 연기가 좋았어요"
"sa**m1","2024.09.20","재밌게 잘 관람했습니다"
"ccoo","2024.09.20","재미있게 잘 보고 갑니다"
"xxoo","2024.09.20","배우들의 연기가 좋았어요"
"lg**95198405","2024.09.20","진정한 가족에 의미가 느껴진 사회물!"
"hr**79","2024.09.20","오해에 비롯된 편견을 가져온 가족극!"
"hu**onp","2024.09.20","진정한 의미에 메세지 느껴진 가족극!"
"쑥대모리","2024.09.20","볼만한 영화입니다 생각하면서 보게되는영화"
"sa**sunu","2024.09.20","만족스러운 영화입니다"
"ay**98261","2024.09.20","딸에대하여 딸에대하여"
"zz**gzzong85","2024.09.20","내가 왜 혼자야. 가족이 된다는 건."
"ni**od46","2024.09.20","영화 재미있게 관람했습니다"
"안녕슬픔","2024.09.20","자신의 가치와 다른 것에 대한 이해의 폭이 넓어지는 과정을 설득력있게 그려냈다."
"타이꺼","2024.09.20","배우들이 잘 하네요~ ㅎ"
"na**37","2024.09.20","호불호는 좀 갈리지 싶습니다. 저는 괜찮게 봤습니다."
"미어캣♡","2024.09.20","가족의 소중함을 느끼게 해준다"
"인싸가되고싶은아싸","2024.09.20","잔잔한 감동이 있는 영화"
"안젤리나","2024.09.20","영화가 주는 그 느낌 그대로 너무 좋은데요"
"kr**911","2024.09.20","생각보다 재밌게봤어용"
"bo**000","2024.09.20","영화 똑똑하게 잘만들었대요"
"후암1인생활","2024.09.20","함께한다는건 상처받는다는 것이지만 그래야 한 뼘이라도 이해가 넓어지는 걸지도. 절제된 연출과 unapologetic한 캐릭터 좋았다."
"B60","2024.09.20","내가 바뀌어야 바뀌는구나!!!"
"kj**6142","2024.09.20","너무너무 재미있고 감동적입니다"
"cute 탱이","2024.09.20","재밌게봤습니다!!!"
"so**135","2024.09.20","굿즈때문에 예약하구
굿즈는 못받은 ㅠㅠ"
"ye**077","2024.09.20","영화 잘 관람했습니다."
"씨네홀릭","2024.09.20","잘 봤습니다~~ *^ ^*"
"ki**mas","2024.09.20","기대보다는 밋밋했지만 그럭저럭 잘 봤네요. 여럭자지를 생각하게 하는.."
"푸곰주","2024.09.20","잘 봤어요! 좋네료요!"
"DUNE2021","2024.09.20","요양원에서 일하시는 지인이 있는데 육체적, 정신적 힘듬이 많다고 하네요~ㅜㅜ  연기 좋았어요~♡"
"Frozen2014","2024.09.20","오민애 배우의 실감나는 연기가 훌륭하네요~!"
"타이타닉 since 1997","2024.09.20","주연 배우의 스토리를 이끌어 가는 힘이 있네요~!"
"타짜1 (2006)","2024.09.20","현실적인 부분들이 많아서 공감 가네요~ㅜㅜ"
"구르디마","2024.09.20","자칫하면 뚜렷한 퀴어 지지 영화가 될뻔 했지만 다양한 사회문제를 담고 있어서 보기 덜 부담스러웠다"
"LALA LAND2016","2024.09.20","매우 현실적이면서 주연 배우의 연기가 너무 좋아요~♡"
"깜찍이토끼","2024.09.19","가족의 진짜 의미에 대해서…"
"hoonee8480","2024.09.19","예매만 하고 못봤어요 ㅜㅜ"
"ha**lesando","2024.09.19","마음을 열고 가족을 대할 필요가 있다. 말이 쉽다지만 말이라도 해놓으면 그 말이 생각을 행동으로 옮길 계기가 되기도 한다."
"ju**gu69","2024.09.19","영화 몰입해서 잘 봤습니다. 추천합니다"
"pk**464","2024.09.19","배우분들의 연기가 너무 좋았습니다..."
"홀리스","2024.09.19","피곤한 사람이 세상을 바꾼다."
"리이브","2024.09.19","이기적 이타심에 대하여"
"물리쌤맘","2024.09.19","많은 생각과 사회인으로써의 책임감을 느낌"
"tn**n1986","2024.09.19","볼만합니다 꼬ㄱ보세요"
"ki**mcalypse","2024.09.19","딸에대하여딸에대하여"
"유니펫","2024.09.19","부모님과 같이 봤는데 좋았어요"
"js**26426","2024.09.19","딸에 대해 내가 가진 편견에 대해서 생각해볼만한 영화"
"kh**mv","2024.09.19","딸에 대하여 좋았습니다"
"xp**qhrkem","2024.09.19","신선하고 주인공들 연기가 일품이네요"
"부하곰티","2024.09.19","좋았어요~^^!!!!"
"영화ok!!","2024.09.19","정말 잼있었어요~^^"
"sh**tinng","2024.09.19","정말 잼있었어요~^^"
"야옹이","2024.09.19","굿굿 좋습니다 딸에 대하여"
"kh**on1003","2024.09.19","모녀 사이라도 세대와 가치관이 다른건 인정이 쉽지 않죠
잔잔하면서도 꽉 찬 내용이라 생각하게 되는 영화였습니다"
"nk**849","2024.09.19","기대없이 보러갔는데, 영화 완전 좋았어요."
"tippy","2024.09.19","늘 진지하고 선한 역할을 도맡았던 임세미 배우의 다른 면모를 봐서 좋았어요. 모든 배우들의 연기력 넘 훌륭하고 주제와 내용도 울림을 줍니다. 강추."
"ta**gizer","2024.09.19","재미있어요 강츄강츄.."
"ik**dboy77","2024.09.19","재미있어요 강츄강츄.."
"루프리텔캄","2024.09.19","배우들 연기 괜찮게 봤어요"
"pe**jins","2024.09.19","영화 재밌게 잘봤습니다!"
"js**814","2024.09.19","딸 추천으로 본 영화. 역시 좋네"
"나무공책","2024.09.19","딸에 대하여 잘 봤습니다"
"그럴 수도 있지","2024.09.19","하루 전 본 영화 '그녀에게'와 중심 감상평이 똑같아서 소름...""물방울 하나하나가 모여 폭포를 이룬다"" 예전에 감명깊게 봤던 영화 'Power of One'의 대사가 생각나는 영화.내가 살기 불편한 세상...내가 바뀌지 않으먼 세상을 바꿀수 없죠..."
"몽키222","2024.09.19","딸에 대하여 재밌어요."
"ji**036619","2024.09.19","딸에 대하여 추천해오!"
"honeyberrydarling","2024.09.19","모녀가 너무나 닮아있다"
"bb**94","2024.09.19","영화 그 이상의 감동,,,"
"po**rson7","2024.09.19","스토리도 연기도 좋았습니다"
"my**fkzks","2024.09.19","너무 재밌게 잘 봤어요 ㅎㅎ"
"자유별지구인","2024.09.19","이 작품 참 좋네....많이들 봤으면 좋겠는데.."
"kj**oki","2024.09.19","딸에 대하여 너무 흥미롭게 잘봤습니다."
"eu**ari815","2024.09.19","딸에 대하여 너무 좋은 느낌으로 봤어요"
"08**08kjw","2024.09.19","경기인디시네마 믿을만해요"
"60**mk","2024.09.19","너무 의미있는 영화였습니다"
"se**ann1","2024.09.19","그럭저럭 재밌게 잘 봤어요~"
"na**gi6640","2024.09.19","재미있게 잘 봤어요~~^^"
"사아","2024.09.19","딸을 투영한 엄마에 대하여...
동성자체는 찬성하지만
아무리 가족이라는 이름이라도,
누군가의 삶의 공간에
함부로 침범하는것은 보기불편했음"
"그리되었다","2024.09.19","가족의 의미를 되새겨 보게 했고, 
배우들의 연기가 좋았다."
"ys**0328","2024.09.19","영화 재미있게 잘 봤어요"
"tt**sh","2024.09.19","영화 재미있게 잘 봤어요"
"ki**3760","2024.09.19","기대보다는 볼만했어요"
"sk**3760","2024.09.19","배우들의 연기가 좋았어요"
"동의거부","2024.09.19","이 영화는 딸에 대한 이야기라기보단 엄마의 이야기가 아닐까싶다"
"I이맥스4디엑스스크린X","2024.09.19","이런 내용이었군요..
어려운 이야기 속에 빠져 봅니다."
"cm**5045","2024.09.18","영화가 내용이 재미 없었다"
"TOM FORD","2024.09.18","잔잔하면서도 흡입력 있는 영화"
"쓰ss","2024.09.18","담담하게 전하는 또다른 대안 가족 이야기"
"hj**on314","2024.09.18","모두를 위하여 생각해보다"
"조달새","2024.09.18","재밌게 잘 봤습니다~!"
"데드나무","2024.09.18","이런 영화가 많이 나오기를"
"no07","2024.09.18","많은 생각이 드네요 좋았어요"
"ch82","2024.09.18","공감할 수 있는 부분이 많네요"
"re**slow0801","2024.09.18","신신한 시선에 이은 참신한 접근"
"멋진헛간","2024.09.18","신념지키기가 이렇게도 힘들다"
"지밀","2024.09.18","재밌습니다 추천합니다"
"똥홍똥홍","2024.09.18","재밌습니다 추천합니다"
"소니애플","2024.09.18","재밌습니다 추천합니다"
"예촌사랑","2024.09.18","재밌습니다 추천합니다"
"아이맥스IMAX","2024.09.18","재밌습니다 추천합니다"
"영화를보는재미","2024.09.18","딸보다는 엄마에 맞춰진 이야기들이 좋았다"
"se**ice74","2024.09.18","독립영화 특유의 감성."
"24magic","2024.09.18","재미있게 잘 보았습니다"
"트리플치즈버거","2024.09.18","그녀에게 괜찮게 잘봤습니다"
"치즈버거","2024.09.18","잘봤어요 포스터 이쁘네요"
"ysoyso","2024.09.18","딸에 대하여 딸에 대하여"
"lshmovie","2024.09.18","동질감으로 시작되는 완벽한 이해"
"흐림뒤맑음","2024.09.18","좋았어요 좋았어요 좋았어요"
"je**sme000","2024.09.18","딸에 대하여 잘 봤습니다."
"닉넴귀찮어","2024.09.18","생각이 너무 많아짐 해야 될 생각이라 더더욱 많아짐"
"f22랩터스","2024.09.18","여려가지 생각이 드는 영화 잘 봤습니다"
"ja**sh244","2024.09.18","오민애 배우님의 연기내공이 ㅎㄷㄷ"
"er**amor3","2024.09.18","이건 꼭 볼만합니다 잘봤습니다~"
"얌이양","2024.09.18","솔로들이보면 감정이입될듯요"
"wb**64","2024.09.18","잘봤습니다. 기억에 오래 남을것 같아요"
"aa**nchang","2024.09.18","딸에대하여 하윤겨 딸에대하여"
"kmyoung907/나f9","2024.09.18","잘봤습니다 잘봤습니다 감사합니다"
"ib**rld0","2024.09.18","딸에 대하여
Concerning My Daughter"
"rk**s5502","2024.09.18","딸에 대하여
Concerning My Daughter"
"mail","2024.09.18","딸에 대하여
Concerning My Daughter"
"km**5619","2024.09.18","가족제도의 정의를 다시한번 생각해보게된다."
"qn**mrtjd232","2024.09.18","감사히 잘 봤어용 ㅎㅎㅎ"
"hi**ie9032","2024.09.18","""함께 살아간다는 것의 의미에 대해 온유하고도 선명하게"" - 이동진 평론가 ★★★"
"정준하김치전","2024.09.18","아무도안봤네에이고잉"
"and773","2024.09.18","영화 잘봤습니다 재밌어요"
"bu**oojun","2024.09.18","ㅇㅍ어우아두아아가다"
"too","2024.09.18","좋았어요 좋았어요.."
"승우아빠6","2024.09.18","늦은시간 피곤해서 그대로 잠 ㅠ"
"eu**yun11","2024.09.18","배우들의 연기도 좋고. 재밌었어요"
"오잉_","2024.09.18","상영관 좀 늘려주세요.."
"영화가좋아혀","2024.09.18","딸에 대하여 좋았습니다"
"무비쿠키","2024.09.18","웃어른들의 행동에는 항상 이유가 있는 법...!"
"올리비아하","2024.09.18","연출 연기 대사 모두 참 좋았고, 많은 생각을 할 수 있게 적절하게 빈 공간도 주어진 좋은 영화였어요. 오민애 배우님 연기 참 좋았어요."
"융.융","2024.09.18","영화 재밌게 잘 봤습니다"
"잊지마세요","2024.09.18","민애배우님 최고십니다..."
"jk**3jws2","2024.09.18","고민스러운 영화네요 휴"
"jk**3jws1","2024.09.18","재미있네요 굿굿 재미있어요"
"정수기러기","2024.09.17","흥미로운 소재가 있어 재미있게 봤습니다"
"콜라1992","2024.09.17","재밌어요 재밌어요 재밌어요"
"beforetheend","2024.09.17","한 인물에 대한 여러 단상을 보여주는 영화"
"12581","2024.09.17","정말 재밌게 잘 봤습니다"
"나는사탕있어!","2024.09.17","섬세한 연출과 오민애 배우님 연기 좋아요"
"아이리스ㅎ","2024.09.17","딸에 대하여 잘 관람했습니다!!"
"ja**o419","2024.09.17","재미있게 봤어요..ㅎㅎ"
"소닉v","2024.09.17","생각했던 것보다 재미있게 봤어요."
"ba**s1","2024.09.17","딸에 대하여 보고 왔습니다"
"프로도11","2024.09.17","가족과 돌봄에 대해 생각해 볼만한 영화입니다"
"Cho-A","2024.09.17","잘 봤어요~ 상영관이 많았음 좋겠네요"
"su**iseeh","2024.09.17","주연배우 연기가 정말 좋았어요!"
"나는도구리","2024.09.17","산다는건… 가족은 뭘까"
"byeol","2024.09.17","딸이 아닌 나에 대한 이야기"
"yo**gbucks","2024.09.17","재밌게 잘봤습니다 좋았어요"
"sssssss.","2024.09.17","딸에 대하여(경기인디시네마)~~^^~~"
"mindy_","2024.09.17","원작의 충실한 반영을 넘어 영화적 상상력을 십분 발휘한 수작"
"ak**e1","2024.09.17","딸에 대하여 잘 봤네요…"
"다으니","2024.09.17","딸에 대하여 잘 봤어요 하윤경배우 좋아요"
"뎌뎌","2024.09.17","가족에 관하여...."
"ch**00","2024.09.17","다양한 문제들을 영화에 잘 녹임"
"fullbus","2024.09.17","좋았어요~^^ 좋았어요~^^"
"구라치는늑대","2024.09.17","딸에 대하여
딸에 대하여
딸에 대하여"
"주신님","2024.09.17","재밌습니다. 재밌어요."
"날개없는악마","2024.09.17","재밌게 잘 봤습니다.."
"pa**ola33","2024.09.17","좋았어요 추천합니다."
"리로리링","2024.09.17","그닥..별로였습니다."
"he**miso2","2024.09.17","재밌게 잘 봤습니다!!"
"mc**ong1","2024.09.17","딸에 대하여 재밌게 잘 봤어요"
"백호여","2024.09.17","딸에 대하여 영화 잘봤습니다"
"릴리♡","2024.09.17","딸에 대하여 영화 잘봤습니다"
"태양08","2024.09.17","딸에 대하여 영화 잘봤습니다"
"ky**ph","2024.09.17","딸에 대하여 베리 굿!~"
"se**oung050","2024.09.17","자극적인 영화, 드라마가 난무하는 세상 속에 잔잔한 울림을 주는 영화였습니다."
"kj**21","2024.09.17","가족과 재미있게 보았습니다."
"kh**321","2024.09.17","최고의 영화였습니다. 꿀잼~"
"da**321","2024.09.17","재미있는 영화였습니다."
"me**dies44","2024.09.17","노년기로 향하는 배우의 아름다움이 구도와 빛과 사운드로써 확장되는 것은 보기 반가운 일이다 그렇게 드러나는 존엄성을 향한 매일의 싸움이 얼마나 숭고한지"
"쏩쏩","2024.09.17","재밌게 관람했습니다!"
"es**loju","2024.09.17","다양한 관점에서 가족의 의미를 생각해 볼 수 있는 영화입니다."
"jerry86","2024.09.17","다양한 가족의 형태에 대해 생각하게 하네요"
"ta**yu5425","2024.09.17","좋았어요! 좋았어요!"
"so**hee608","2024.09.17","배우들 연기도 좋고 연출도 좋았다~"
"kk**27755","2024.09.17","재밌게봤어요 ㅋㅋㅋ ㅎㅎ"
"kt**7755","2024.09.17","재밌었어요잘봤습니당 ㅋㅋㅋ ㅎㅎ"
"kk**7755","2024.09.17","재밌었어요 추천합니다 ㅎㅎ"
"wh**estory28","2024.09.17","안녕하세요 잘 봤습니다 :D"
"no**hwa","2024.09.17","잘 보고 갑니다. 복 받으세요."
"ma**oulez","2024.09.17","잘 봤습니다. 화이팅하세요!"
"ma**oulmm","2024.09.17","재미있게 봤습니다 감사해요"
"bs**lkyway9","2024.09.17","딸에 대하여 하윤경 배우 좋아요"
"magicsjk","2024.09.17","노인 요양에 치매 그리고 동성애 이슈까지 사회에서 고민하게 되는 이슈들을 함께 다뤄본 영화.."
"삐노누아","2024.09.17","동성애 이슈 보다는 딸에 대한 애정. 인간에 대한 존엄에 대한 이야기"
"잼나냐","2024.09.17","가족에 대해 다시한번 생각하게하는 영화입니다."
"안젤라mk","2024.09.17","타인의 삶을 나에게 대입하는 것이 맞는 것인가 그렇지 않은가 참으로 어렵구나"
"********","2024.09.17","딸에대하여엄마에대하여"
"dh**ssk1009","2024.09.17","매우좋은영화라고생각합니다"
"서정자","2024.09.17","요새 아트영화들 괜찮은 작품들 많네요..아트 작품의 최대 단점은 컨디션이 좋을때 봐야 오로지 느낄수 있다는점..장점은 보고나면 참 인생을 투영시키는 작품들로 인하여 내 자신이 성장한다는 느낌. 사실 이 작품 편견 가지고 봤었는데 감독님이 연출을 상당히 잘해서 거부감없이 잘봤습니다."
"발데라마","2024.09.17","딸을 이해할 수 없는 나 우리가 함께 마주할 세계가 있을까?"
"fla","2024.09.17","어머니의 생활과 시선이 인상적"
"cineforme","2024.09.17","2024년 올해의 독립영화"
"js**410","2024.09.17","재미나요.볼만 합니다."
"jd**609","2024.09.17","생각 보다 볼만 했어요."
"ky**4404","2024.09.17","재미나요.볼만 합니다."
"썬~♡","2024.09.17","재미있게 잘보고갑니다"
"ct**595","2024.09.17","볼만 합니다.재미나요."
"내돈","2024.09.17","Ggfj lafın lovE"
"br**87","2024.09.17","기대 했는데 볼만 합니다."
"ji**0814","2024.09.17","재미나요.볼만 합니다."
"az**e6012","2024.09.17","원작이 궁금해지네요 생각이 많아져요"
"러브개구리","2024.09.17","독립영화 느낌인데
그럭저럭 볼만함"
"eu**h70","2024.09.17","나와 다르지만 사랑하는 딸"
"dl**cjf47","2024.09.17","남편, 자식이 없더라도 서로간의 돕고 돕는관계, 딸보다는 복지관이야기로 전개된다"
"박군93","2024.09.17","나와 같은 생각 다른 취향의  딸"
"ds**29","2024.09.17","동성 연애를 하는 사랑하는 딸"
"su**11","2024.09.17","현실적인 장면이 많아서 그런가 마음에 와닿는 장면이 많았습니다. 재밌게 잘 봤습니다."
"설정헤","2024.09.17","좋은영화 잘 보았습니다"
"학버미","2024.09.17","영화 딸에 대하여는 우리 사회적 편견에 대한 이야기이다.
오민애와 임세미의 연기가 좋았다"
"imi92","2024.09.17","지극히 현실적인 그래서 와닿는 게 많았던"
"ss**ge7979","2024.09.17","좋았어요~^^!!!"
"봉봉봉봉봉봉봉","2024.09.17","잘봤습니다 굳굳굳ㅎㅎ 네"
"꼼시라","2024.09.17","잘봤습니다 굳굳굳ㅎㅎ 네"
"ro**love1904","2024.09.17","재미있게관람했습니다"
"sh**dud77","2024.09.17","재미있게관람했습니다"
"sh**dud7","2024.09.17","재미있게관람했습니다"
"ju**okbaba","2024.09.17","영화 재밌게 잘봤습니다!"
"삼일월","2024.09.17","제목 앞에 뭔가 빠진듯 한데..ㅋ"
"하늘나리","2024.09.17","나에게도 일어날수 있는일이라 더 공감 갔네요  약자들의 연대  힘 응원합니다"
"조엘프란치스코","2024.09.17","결국, 나너우리는 혼자가 아닐거라는 것을"
"둘째","2024.09.17","잘봤습니다 잘봤습니다 잘봤습니다"
"ㅇㅁㅇ7","2024.09.17","잘봤습니다 잘봤습니다 잘봤습니다"
"곰나성","2024.09.17","오민애 배우 연기 짱!! 작품마다 매번 달라지는 모습 대박임 굿"
"xo**6890","2024.09.17","재밌게 잘 봤습니다!!!"
"선비언","2024.09.17","우리는 누구나 그린이 될 수 있다"
"hw**315","2024.09.17","좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요"
"ba**kim15","2024.09.17","끊임없이 질문을 던지는 영화

+] 볼 수 있는 시간대에 걸어주셔서 감사하다고 해야할 지경이네요 아트하우스 오래 유지되길 바랍니다."
"보우먼","2024.09.17","구수ㅜ주수두ㅛㅜㅜ두ㅛㅜ수"
"di**ytjql235","2024.09.17","재밌게 잘 봤습니다..."
"mh**21","2024.09.17","좋았어요! 배우님들 연기도 좋고 눈물 흘리며 봤습니다"
"be**25","2024.09.17","동성애라는 주제보다는 엄마와 딸의 이야기"
"케이-K","2024.09.17","타인에게 한없이 너그러울 순 있지만
가족에게는 그럴 수 없다"
"en**e8612","2024.09.17","가족의 형태와 탄생이더라"
"fr**ndship39","2024.09.17","오민애 배우님 연기가 좋았어요"
"스타워즈","2024.09.16","다양한 현실속 부조리가 답답했네요."
"sp**wpwns","2024.09.16","올해의 영화 딸과 사랑은 무엇인가?"
"kt**27","2024.09.16","<딸에 대하여> 잘 봤습니다"
"su**n817","2024.09.16","지금 옆에 있어주는 사람이 그래도 나중까지 내 옆에 있는 사람이지 않을까?"
"yj**o68","2024.09.16","가장 이해하고 싶지만, 너무나도 어려운 딸에 대하여"
"ev**yday21","2024.09.16","가족에 대한 새로운 정의"
