username,date,rating,review,likes,dislikes
o0ky****,2024.09.20. 20:38,9,"엄마와 딸의 이야기뿐만 아니라 삶에 대해서, 늙어간다는것에 대해서 생각해 볼 수 있는 영화였다",0,0
mibj****,2024.09.18. 23:08,10,구우웃구우웃구우우웃,0,0
ansr****,2024.09.18. 00:22,9,인생은 영원히 함께이면서도 혼자인듯하다 ㅠ 많은 생각을 하게 되던 영화.. 배우들의 연기가 정말 훌륭,0,0
sunj****,2024.09.10. 09:02,10,정보 없음,0,0
rlar****,2024.09.09. 21:55,9,모녀 관계에 대한 이야기를 하고 있지만 세대간 또는 다양한 가족형태를 이해할 수 있는 영화이기도 하다,0,0
i_3c****,2024.09.09. 11:42,7,고령화 사회 문제점과 동성연애에 대한 논란 대두,0,0
aosx****,2024.09.09. 08:40,7,누구나 나이를 먹어가면서 더 공감이 갈 수 밖에 없는 이야기,0,0
cine****,2024.09.08. 17:04,8,담담하면서도 집중해서보게되네요,0,0
rpak****,2024.09.08. 00:36,8,어머님 배우분의 연기가 돋보임,0,0
cvbn****,2024.09.05. 14:48,7,평범한이야기 무난하다,0,0
ye4u****,2024.09.04. 09:09,10,현실적이지먼 평범햔 갈등,0,0
gold****,2024.09.16. 21:48,9,"당신의 선량함을, 당신의 공포가 교란하지 못하게 할 것.",1,1
pear****,2024.09.15. 21:52,10,그린을 이해하게 될 수록 엄마를 이해하게 된다 어쩌면 우리는 모두 그리 다르지 않은지도 모르겠다,1,1
ame3****,2024.09.12. 17:50,10,"연기와 연출 그 어느 것도 OOO 않는다. 특히 오민애 배우의 연기는 인상적일 정도였다. 고단한 삶의 서사를 표현하는 담담하지만 문득 다가오는 강렬한 연출에 기립박수를 보내고 싶었다. 모든 사람의 인생은 참 고단하다. 사람과 그 삶에 대한 연민, 사랑 또 고집이 느껴졌다. 다행이었다, 결국 안심할 수 있어서.",1,1
yun4****,2024.09.12. 09:40,8,딸에 대하여 좋아요~~,1,1
arti****,2024.09.08. 17:43,8,무엇보다도 김혜진 작가의 원가에 대한 이해가 높았다  세상의 어떤 모든 젠더를 위한 영화,1,1
jsly****,2024.09.12. 02:00,8,나를 들여다보고 성찰하면 보이는 곁의 마음,0,1
slee****,2024.09.12. 01:22,8,Concerning My Daughter,0,1
