"writer","date","comment"
"머래ㅋ","2016.03.01","슬퍼요... 웹툰으로 봤었는데ㅠ"
"잘생긴 히키코모리","2016.02.29","엄마랑 둘이 찔찔 울다 나옴ㅠㅠ"
"당밀","2016.02.28","웹툰보고 보러갔었는데 재밌게봤어요"
"ci**181","2016.02.28","강풀원작 영화 중 단언컨대 최고"
"dh**thsj13","2016.02.27","너무너무 따뜻하고 행복했습니다"
"ss**chan","2016.02.27","잔잔하고 사랑스럽고 짠하다."
"꼬니꼰지","2016.02.26","웹툰도보고 연극도봤는데.
영화나름의.재미와 감동이 또다른매력이였네여"
"슈쫑","2016.02.26","마음이 훈훈해지는 영화"
"홍쟤","2016.02.26","의외로 할머니세대보다는 엄마세대가 공감했었다."
"dl**tjs35","2016.02.25","훈훈하고 따뜻한. 그 예쁜이 할머니 머리핀이 생각나네요."
"우니우니","2016.02.25","맘이포근해지는영화??"
"fr**nd7694","2016.02.25","따뜻한영화예요
배우들도 다 좋아요"
"무비더럽럽","2016.02.25","마음이따뜻해지는영화 마음만은소녀소년이시다"
"Jesslyn","2016.02.24","몇 번을 봐도 눈물이 나는 영화."
"빠냐냐우유","2016.02.24","가슴찡한  사랑에는  나이가  상관이없다"
"jvirus","2016.02.24","부모님 보고 오시라고 권해 드린 영화"
"jm**007","2016.02.23","잔잔한 감동이 아직도 생생하네요 ~~"
"다이어리","2016.02.22","우울할 시기에 봐서 그런지 눈물콧물 펑펑 흘리며 보고왔습니다. 영화가 아름답게 연출되었네요 덕분에 힐링했습니다."
"mi**mocha55","2016.02.22","원작도 좋고, 영화로도 잘 표현됐어요"
"블루썬이","2016.02.22","사랑합니다 이 말은 어느 나이건 어느 순간이건 빛이난다"
"co**rapposto","2016.02.22","엉엉 울었다. 딱 죽기 싫어질만큼."
"hy**young26","2016.02.22","훈훈함에 마음 따뜻해지는 어묵국물 같은 이야기"
"동글이","2016.02.22","참 많이 울었던 영화ㅠㅠ"
"si**227","2016.02.21","재밌어요. 잔잔하게 감동있어요"
"ai**ar","2016.02.21","웹툰을 잘 풀어내주었다"
"신보갱이","2016.02.21","ㅠㅠ눈물 한바가지.."
"태파니","2016.02.21","영화가 시작하자마자 
흐르는 BGM 첫 마디부터 
눈물이 났던 영화,
정말 잊을 수 없는 영화"
"gh**t227","2016.02.20","감동지수100퍼센트"
"wo**8080","2016.02.20","항상 감사하며 살아야겠습니당"
"su**unhea","2016.02.20","온 식구가 번갈아가며 본 영화입니다. 따뜻한 영화입니다."
"all_kmy","2016.02.20","감동이있는영화!좋아요"
"안개꽃향기","2016.02.20","잔잔하지만...
감동을 주는 영화~"
"카르페이","2016.02.20","가슴 따뜻한 영화
근데 너무 쥐어짜려는게 좀 흠"
"하나다14","2016.02.20","재미있어요 ㅎㅎ 원작을 잘 담았네요"
"미친과학","2016.02.20","★★★★☆
마음이 많이 아팠어요....
늙어서 가면 그게 호상이냐  ㅡ.,ㅡ"
"훈","2016.02.19","감동 ㅜㅠ 웹툰이 다 좋았던거같아요"
"MARI.MARU","2016.02.19","감동적이예요ㅜ나이들어 저런모습들 상상하니 좋았습니다"
"Fly_Lyla","2016.02.19","웹툰은 그냥 웹툰으로 보는걸로"
"E22","2016.02.18","이거는 영화관에서 보고 4/5를 울었어요. 같이 보러 간 친구들이 너 괜찮냐고 걱정해주던 영화. 지금도 슬픈 영화 보고 싶으면 이것부터 봐요. 최소 5번은 봤네요. 다 보고 끅끅대면서 할아버지 할머니한테 전화 했었죠ㅋㅋㅋㅋ"
"Mar_winter","2016.02.18","좋아요. 원작 보고 보시면 더 좋을것 같아요"
"dl**fthd","2016.02.18","감동 마음따뜻해지고 부모님 떠올리는 영화"
"ks**r27","2016.01.05","가족끼리 보면 좋은영화!"
"뿌끗","2015.12.22","할머니 할아버지에 약해 내가.. 슬프다"
"쏘쏘킴","2015.11.15","웹툰만큼 감동적인 영화"
"sa**y1966k","2015.10.31","나이들어도 사랑은 사랑~~"
"oo**2610","2015.10.15","매력적인영화.또보고싶네요^^"
"쥬드님","2015.10.09","영상과 음악이 아름다웠던 영화. 루시드폴의 목소리가 영화 곳곳에 잘 스며들었다. 뻔한 것 같은 사랑 이야기는 세대를 뛰어넘는다."
"js**s00","2015.09.21","영화보는내내 펑펑울었다..."
"윤표","2015.06.15","재밌었어요 뭔가 순수한게"
"원경님","2015.06.03","사랑은 이런것 이란걸 어르신을통해 배우는 영화 역시 강풀!!!"
"윙_","2015.05.23","강풀 원작이 낫다. 그치만 순재할배는 옳다."
"랜드로버","2015.05.13","우리 일상적인 흔히 일어날수있는일 큰이모랑 엄마랑 같이 오리에서..."
"sunflower","2015.05.13","노인들의 사랑도 충분히 아름답다"
"mintbyGG","2015.05.09","엄마랑 보면서 눈물 콸콸쏟은 영화. 죽음 앞에 아름다운 삶이있다. 누구나 한번 쯤은 겪게되는 내 마음의 설레임과 잃었을때의 헛헛함을 느끼게 해주는 영화. 굿"
"밤을걷는선비","2015.04.15","웹툰 원작이라 스토리는 좋습니다."
"몽키","2015.03.25","감동이예요:)"
"KINLORD","2015.02.27","원로 배우들의 호연으로 버무려진 우리네 어르신들의 젊은 사랑 이야기."
"공말","2015.02.13","만화를 너무 재밌게 봐서 실망할까봐 걱정했는데 너무 좋았고, 감동적이었다"
"용암33","2015.02.08","잔잔한 연기가 일품인!!"
"yo**i2100","2015.01.10","그럭저럭 재미짐! 귿!"
"ch**smoon17","2015.01.05","와.   아이맥스로  꼭 보세요.  쥭음입니다"
"쏘~~~~온","2015.01.04","조금 늦게 상영관을 찾았는데 
상영과은 크고 사람은 적고
혼자만의 극장처럼 엉엉 
아주 감동 그자체"
"예희현준맘","2015.01.03","나도 어르신들처럼 이쁘게 살았음~~"
"백향이","2014.12.27","세상에 호상은 없다는 그 말이 가슴에 남는다."
"hm**m8512","2014.12.13","정말 감동적으로 본 영화"
"ki**y789","2014.11.24","재미있어던 만화에 비해 그닥 이였던 영화"
"뽀또찌","2014.11.24","아..진짜 눈물나고 재밌게 봤네요 감동"
"ji**420","2014.11.21","웹툰보다는 덜하지만 감동은 여전한"
"yu**love4u","2014.11.19","겨울에 볼 만한 따뜻하고 잔잔한 감동의 영화"
"한달에영화네편","2014.11.14","우리할머니생각....
할아버지생각많이났지요ㅜㅜㅜ"
"닥터왓슨","2014.11.13","감성을 자극하는 좋은 영화입니다~ 보고 엄청 울었어요 ㅠㅠ"
"suma","2014.11.09","그냥울엇듬 별로감동보단 슬픔"
"ba**bebe07","2014.11.03","ㅠㅠ 원작도 영화도 모두 최고ㅠㅠ"
"소현맘","2014.10.19","만화보다못하다.
그래도눈물콧물다뺐다"
"안시니","2014.10.13","너무 먹먹하고 가슴아프지만 따뜻했던"
"aj**lddl","2014.10.12","원작 보고 봤는데도 너무 재밌는 영화"
"님과함께","2014.10.12","감동적이고 재밌었어요"
"ph**727","2014.10.11","감동있는 내용~ 부모님께 잘해하겠어요"
"tj**005","2014.10.10","역시 사랑은 평생입니다"
"고멀국","2014.10.08","그대를~~사랑합니다"
"aa**gvg39","2014.10.07","졸려서잠...맘은따뜻"
"아송송이","2014.10.01","나이들어도 감정은 하나"
"51**unghyun","2014.09.28","엄마랑 같이보기좋았다 평범했던거같다"
"se**syeon","2014.09.28","내 인생  최고의 영화..."
"뉴2뉴","2014.09.27","그대를 사랑합니다. 노후 러브. #이순재"
"요거모꼬찌푼","2014.09.13","원작만큼 잘 만들어졌네요 ㅜㅜ"
"ty**5198","2014.09.13","뭉클뭉클 엄마보고싶어요"
"ki**9981","2014.09.11","너무 너무 좋았던 영화 ..펑펑 울었던 기억"
"91**swjd","2014.09.11","슬펐습니다. 아름웠구요..."
"bl**epink07","2014.09.09","할아버지 할머니가 되어서도 사랑할 수 있는 영화"
"꽃님이","2014.09.07","웹툰으루 봣을때보다 별루.."
"밍숭맹숭민선","2014.09.07","굿굿입니다 연기력들도 워낙 출중하신 분들이였고 ㅎㅎ"
"sh**segye88","2014.09.04","강풀 원작 영화중에 최고."
"hs**a1216","2014.09.01","강풀 원작 영화중에 최고bb 영상도 음악도 연기도 연출도 최고bb"
"♥","2014.08.31","보면서 부모님 생각 많이 했었음. 나이가 들어도 서로 사랑할 수 있는 건데... 느낀 바가 많았던 영화"
"기타치는 보노보노","2014.08.25","강풀원작 및 연극관람 후, 부모님 보여드림."
"불철주야","2014.08.14","부모님 보여드렸는데 괜챦다고 하시네요"
"db**s1","2014.08.11","감동적이고 좋았습니다"
"ka**huni","2014.08.10","훈훈하고..따땃하고..^^"
"웨딩피치","2014.08.10","엄마랑 봤는데, 저렇게 늙고 싶더군요."
"해피링","2014.08.09","눈물펑펑...감동이.."
"ha**7305","2014.08.08","가슴 뭉클했고 짠한 영화"
"wh**d1004","2014.08.08","부모님생각하게하는영화"
"mi**nno","2014.08.07","이영화는 결혼할분과는 꼭 봐야한다고 생각합니다"
"싱미","2014.08.05","슬픔.. ㅠㅠ 감동 나두 이런남자 만날꺼야"
"sk**4150","2014.08.03","할머니 모시고 가서 같이 봤는데 
너무 좋아하시네요^^"
"ha**yejin88","2014.08.01","여러번봐도질리지않고 감동을전해줄영화.."
"신다뽕","2014.07.30","감동적이지만 만화가 더ㅜ재밋네요"
"희동이","2014.07.28","따뜻함이 느껴지는 영화"
"dh**ns","2014.07.28","원작을 참 잘살리긴했는데…만화가 더 아름다운 영화"
"피아니3","2014.07.27","본지 오래된영화.. 하지만 아직도 기억한다 그 결말을. 너무나 짠했던.. 하지만 울 수가 없었던.."
"al**l5312","2014.07.25","감동과재미둘다있었던영화"
"ms**979","2014.07.24","진짜슬프다 진짜재미난다"
"ah**lals","2014.07.21","웹툰도 영화도 이뻐ㅜㅜ"
"kn**1083","2014.07.20","따뜻한 감동을 느낄 수 있었던 영화"
"p0**351","2014.07.20","정말로 있을법한 가슴 따뜻한 이야기"
"오드리햅뽄","2014.07.20","너무 감동적이었고 앞으로 나의 미래에 대해생각해보는 계기가 되었습니다."
"yu**j91","2014.07.20","가족끼리 봤는데
정말 좋았다. 가슴 따뜻한 영화♥"
"소연","2014.07.20","웹툰보고 본건데 슬프네요ㅠㅠ"
"성욱왕","2014.07.20","웹툰의 감동을 영화로 표현해내기엔 역부족. 명배우들의 연기가 그나마 위로."
"ji**e129","2014.07.19","진짜잘만든영화... 감동그자체"
"라스폰트리에","2014.07.19","감동이에요 결말 넘 슬픔"
"be**rmony07","2014.07.19","매우흥미로운 영화였습니다."
"이융","2014.07.17","정말 감동적ㅠㅠ 눈물 주루룩"
"ce**stemare","2014.07.14","웹툰보고 엉엉울엇던 ...영호ㅓ에도 잘표현되서 좋앗서요"
"gn**oul","2014.07.13","웹툰보다 못하지만 그라도 강퓰의 감성을 ㅈㅎ금은 담아낸"
"kd**ot5","2014.07.12","시작부터 끝나고나서도 계속 눈물이 멈추질않았음 .."
"ke**vehj","2014.07.12","마음이 따뜻해지는 영화"
"wl**s5750","2014.07.09","진짜 맘아프지만 마음이 채워지는 느낌"
"xr**22","2014.07.03","감동을 느낄수있는 수작"
"al**n66","2014.07.02","가족들이랑 봐서 좋았어요~"
"망고","2014.06.23","강풀영화화한것중제일괜찮음"
"드라이앙","2014.06.23","만화가 강풀의 따뜻한 노인들의 삶 이야기."
"내꼬얏","2014.06.22","눈물을 흘리지 않을수 없는 그런 영화.."
"민애긔","2014.06.19","정말 감덩적인 영화이다 극장에서 보은거 절대 후회안해요!!"
"꼬꼬맹이88","2014.06.14","강풀원작 영화 중에 살아남은 영화!"
"츄히","2014.06.13","ㅠㅡㅜ 너무 울었어요 강풀 만화로도 꼭보시길"
"ARMYssul","2014.06.08","언제봐두 감동적이야~~"
"bt**820","2014.06.08","가족을 그리고 사랑을 되돌아 볼 수 있는 영화였습니다. 보는 내내 눈물이 멈추질 않았네요."
"jn**ju","2014.06.06","마음이 따뜻해지죠 ♥ 우리나라의 정"
"미케","2014.06.06","절 울리는 영화를 찾기는 어려운데. 노년의 사랑이 오히려 더 감명깊게 다가오네요."
"bo**815","2014.06.06","따뜻하다. 역시 강풀이다."
"so**dlaak198","2014.06.05","너무슬퍼서울었던기억 부모님께잘하장ㅜ"
"그래비티캐논","2014.05.27","아름다운 세월의 흔적. 데이트용 영화였고 영화는 좋았지만 데이트는 망했다."
"라이너스의 담요","2014.05.23","사랑이 젊은사람들의 전유물이 아니라고!"
"차가운 달님","2014.05.16","어디선가 들어봤을법한 노년부부의 감동을 그려낸 영화! 하지만 주인공들이 주인공들이다보니 감동을 느끼며 집으로 돌아갈 수 있었다."
"원더우먼짱","2014.05.11","늙는다는 건 참 슬픈일.."
"sh**e5337","2014.05.09","내용이 참 좋은 영화..."
"조닭","2014.04.30","원작을 보고봐도 재밌고 훈훈한!
다들 연기파 배우라 믿고 본당!"
"째린쓰","2014.04.06","만화로도 보고~ 연극으로도 보고~ 영화로도 보고~"
"수정ㅇ.ㅇ","2014.04.05","강풀작가의 웹툰이 영화화되서 크게 잘된적이없었는데 재밌고잘되서 너무좋았고, 웹툰만큼 감동적이였다"
"RobinsJin","2014.04.05","슬프다 하지만 생각보다 이다"
"먹보","2014.03.31","마음이 따뜻해지는 이야기"
"em**ja6","2014.03.29","사랑에 남녀노소가 있을까"
"se**hee0121","2014.03.27","기대이상 이었던것같아요"
"델리키트","2014.03.24","만화책이랑 너무 똑같은 배경에 깜놀"
"굴러","2014.03.23","이런영화 다시 안나오나.."
"짱짱화","2014.03.23","ㅠㅠㅡ할머니할아버지생각 난다"
"맑음때때로뿌이뿌이","2014.03.22","마음이따뜻해지는영화"
"해적왕루피","2014.03.21","뭐든 원작을 뛰어넘는 것이 없듯, 만화는 만화일 때가 더 좋다."
"je**68","2014.03.20","마직막에 너무 울어서...."
"민영0608","2014.03.20","처음 타이틀 뜰때부터 눈물나는영화ㅜㅜ"
"가령천사","2014.03.19","너무 너무 좋았던 영화!!!"
"ha**m92","2014.03.17","원작에 충실해서 좋았던 영화."
"sm**wersm","2014.03.16","베리베리 감동과 휴먼니즘이 팍팍 느껴졌음~^^"
"le**353058","2014.03.16","노인들의 사랑 아름답다"
"sm**e0908","2014.03.16","엄청울었던영화 나이든다고감정도늙어가는건아니다"
"아쓰라깃","2014.03.16","슬픈영화
재밌었습니다"
"oh**unjeong","2014.03.13","부모님이 관람하시고 참 좋아하셨어요"
"an**kim1216","2014.03.11","마음을 울리는 감동적인 영화"
"블루보컬","2014.03.11","원작에 매우매우매우 충실했어"
"ㄸㅇ","2014.03.10","원작에는 못미치지만 감동적이고 좋았음"
"bk**95","2014.03.10","정말 부모님께 잘해야겠네요"
"마룡~룡","2014.03.09","눈물 바다로 만든영화~"
"pi**angell","2014.03.09","최고의영화 꼭봐야한다"
"0619Hailey","2014.03.09","다시 봐도 후회없을 영화네요 명작임 ㅠㅠ"
"최주난","2014.03.09","부모님 보여드리기좋은영화.^^"
"ps**37","2014.03.08","이건 정말 최고의 영화다 ㅠㅠ"
"팝콜","2014.03.07","짠하고 잔잔한 영화.."
"mi**pe2","2014.03.07","감동스토리~~~좋았어요."
"gk**kdtn11","2014.03.06","3년전에본영화...ㅋ"
"th**d38","2014.03.05","마음이 훈훈해지고 따뜻해지는 영화"
"bo**i00","2014.03.04","잔잔한 감동을 주는 영화"
"th**b45","2014.03.03","이런영화너무좋아요
마음따뜻해지는 그런영화
전 부모님과봤는데 부모님도 우시더라구요
전세번봤어용"
"db**2010","2014.03.03","최고최고 원작을 잘살린 영화"
"뿜이","2014.03.03","엄마 할머니랑 감동적이게본영화"
"호~~리","2014.03.02","세월은 겪어봐야 아는~~"
"남베","2014.03.02","가슴이 너무 아픕니다."
"자전거","2014.03.01","사랑앞에 나이는 전혀 장애가 될 수 없다"
"wi**ty00","2014.02.28","최고의 배우 최고의 이야기
최고의 감동~ 어르신들 맘껏 사랑하세요"
"(닉네임)","2014.02.26","굳 눈물콧물빼고본영화"
"연휴에","2014.02.24","너무 좋았던 영화. 눈물 줄줄"
"ny**94","2014.02.05","흔치 않은 노년의 사랑."
"an**981","2014.01.22","만화로 너무 재미있게 봐서.. 엄마 모시고 갔더니만..
역시... 탁월한 영화선택이었음... ㅎㅎㅎ
부모님의 감성을 자극하는..."
"bo**og65","2014.01.09","넘 재미있고, 한편으론 나이먹는다는것이 서글퍼지고***"
"동건서예동연맘","2013.09.12","가족끼리 보고 왔었는데...
눈이 팅팅 부어라 울고 나왔었다는...
웹툰을 뒤늦게 보려하니 장면들이 생각나서 결국 못 봄 ㅠㅠ"
"or**ledr","2013.08.14","이 영화는 꼭 보세요..정말 최고입니다."
"so**yee1231","2013.08.05","할아버지 할머니들 사랑이 너무 아름다웠어요"
"ho**in","2013.08.03","원작에 비해 뒤지지 않네요"
"in**inman","2013.07.12","정말 감명깊게 잘 봤습니다."
"mill84","2013.07.09","어머니가 굉장히 재밌게 보셨다고 좋아하시더라구요 ㅎㅎ"
"dp**on","2013.05.08","어른들의 아름다운 사랑이야기...감동!"
"ly**744","2013.03.30","잔잔한 감동이 있는 삶의 이야기"
"가을하늘","2013.03.15","노년의 사랑을 이보다 사랑스럽고 감동적으로 그려낼 수 있을까??"
"혜수","2012.12.27","남편과 감동적으로 봣네요~
마음이 아프면서도 가슴이 가득 찬 듯한 ...."
"하얀여우","2012.12.24","고령사회에 노인들의 삶과 사랑을 그린 멋진 영화 였어요 죽어도 좋아와는 다른 실제적 영화 였고 친구이며 연인인 우리들 우리 미래에 관한 영화네요"
"85**dcjf","2012.11.19","마음 따뜻한 영화 입니다.
주변을 한번 돌아 보는 계기가 되었습니다.^^"
"헬로L양","2012.11.08","눈물이 펑펑,, 진짜 안보면 후회할꺼같은 잔잔한 강풀 영화중에 젤 재밌었고 원작에 충실한 영화,,T^T"
"jw**hoj","2012.07.31","다시봐도 마음이 따뜻해 질꺼 같은 영화였어요.ㅋ"
"pu**1125","2012.05.03","ㅋㅋㅋ잼없는 분들은 원작 보면 부가적인 내용이 있어서 감동이 더해질거에요"
"kg**irl","2012.04.14","마음을 울리는 영화였어요."
"pi**oari","2012.03.18","마음이 따뜻해지는 영화"
"ss507","2012.02.19","아..나도 늙어서도 예쁜사랑하는 부부가 되었음..."
"닉네임





.","2011.12.01","내가 느끼기엔 별로엿던거 같아요"
"do**are","2011.11.25","훈훈함!! 색다름!! 노익장!! 대단해욧!!"
"ya**lete5","2011.11.22","사랑은 곁에 있어주는건데...
슬프지만, 감동이 많은.. 영화였어요.."
"da**321","2011.10.24","그대를... 사랑 합니다.. 슬프네요."
