word(SoyNLP),score(SoyNLP),word(TF-IDF),score(TF-IDF),word(KeyBERT),score(KeyBERT)
,,results,0,directions policies elderly,0.0
,,higher,0,ombudsman reporting 2006,0.0
,,years,0,chinese communitydwelling older,0.0
,,nursing home,0,psychological abuse findings,0.0
,,welfare,0,ghana nursing assistants,0.0
,,tool,0,employee human rights,0.0
,,psychological,0,effective elder abuse,0.0
,,residential,0,elder abuse ghana,0.0
,,exploitation,0,versus displaced women,0.0
,,intervention,0,elder abuse lebanon,0.0
,,policy,0,crosssectional study chinese,0.0
,,qualitative,0,perspectives elder abuse,0.0
,,evidence,0,study chinese longitudinal,0.0
,,job,0,explaining psychological abuse,0.0
,,risk factors,0,care workers japanese,0.0
,,understanding,0,nursing homesstaffs opinions,0.0
,,included,0,elder abuse interventionprevention,0.0
,,needs,0,korean elder abuse,0.0
,,work,0,nurses nurses aides,0.0
,,facility,0,employees norwegian nursing,0.0
,,relatives,0,employees human rights,0.0
,,95 ci,0,elderly expansion services,0.0
,,significant,0,screening tool emts,0.0
,,measures,0,neglect elderly patients,0.0
,,support,0,medical history caregiving,0.0
,,physical abuse,0,dementia pandemic derived,0.0
,,identified,0,academic geriatric physicians,0.0
,,home care,0,nurses aides nursing,0.0
,,model,0,legalpolicy improvementmeasures prevention,0.0
,,behavior,0,explore elder abuse,0.0
,,sexual,0,elder abuse level4,0.0
,,social workers,0,analyse elder abuse,0.0
,,groups,0,medical directors nursing,0.0
,,items,0,elder abuse including,0.0
,,environment,0,dermatologists like physicians,0.0
,,resident,0,managers nursing care,0.0
,,level,0,leadership qualitative data,0.0
,,abandonment,0,whistleblow elder abuse,0.0
,,found,0,monitoring nursing homes,0.0
,,based,0,2006 2013 investigated,0.0
,,members,0,emts qualitative study,0.0
,,abuse older,0,led psychological abuse,0.0
,,likely,0,institutions managers nursing,0.0
,,longterm,0,research burnout nursing,0.0
,,longterm care,0,welfare facility employee,0.0
,,systematic,0,safety abuseneglect nursing,0.0
,,professionals,0,dementia impetus article,0.0
,,explore,0,clinical signs neglect,0.0
,,safety,0,sectional study psychometric,0.0
,,literature,0,nursing homes mediating,0.0
,,focus,0,nurses medical directors,0.0
,,levels,0,elder maltreatment chinese,0.0
,,rights,0,appraisal abuseneglect measured,0.0
,,perceptions,0,dementia symptoms sweden,0.0
,,human,0,development screening tool,0.0
,,neglect older,0,communitybased elder abuse,0.0
,,prevent,0,social workers reflections,0.0
,,relationship,0,abuse older women,0.0
,,harm,0,institutions solutions nursing,0.0
,,experience,0,choking accidents older,0.0
,,system,0,explanations elder abuse,0.0
,,old age,0,social worklawyer intervention,0.0
,,individuals,0,composed 465 elderly,0.0
,,daily,0,analysis elder abuse,0.0
,,national,0,adults elder abuse,0.0
,,care homes,0,identifying elder abuse,0.0
,,case,0,conducted 455 elderly,0.0
,,older adult,0,review elder abuse,0.0
,,dementia,0,home residents dementia,0.0
,,participants,0,study 4156 communitydwelling,0.0
,,human rights,0,populationbased study 4156,0.0
,,present,0,responds bullying workplace,0.0
,,victim,0,chinese older adultswe,0.0
,,older women,0,conservatorship elder abuse,0.0
,,determine,0,abuse comparison trainees,0.0
,,interviews,0,exploratory qualitative interviews,0.0
,,measurement,0,sexual abuse 565,0.0
,,neglect older adults,0,elder abuse chinese,0.0
,,high,0,mistreatment study elder,0.0
,,overall,0,nursing homes mistreatment,0.0
,,perspective,0,reporting 2006 2013,0.0
,,perceived,0,chinese american families,0.0
,,aim,0,reciprocal abuse elder,0.0
,,survey,0,elder abuse residential,0.0
,,burden,0,medical specialties dermatologists,0.0
,,state,0,elder abuse growing,0.0
,,provide,0,residentialdwelling chinese american,0.0
,,countries,0,worklawyer intervention model,0.0
,,nurses,0,communitydwelling chinese population,0.0
,,challenges,0,staff burnout neglect,0.0
,,multidisciplinary,0,choking accidents court,0.0
,,effects,0,mediator caregiver anger,0.0
,,factor,0,explain elder abuse,0.0
,,abuse neglect older,0,residents living dementia,0.0
,,indicators,0,data elder abuse,0.0
,,family members,0,dementia baseline interviewed,0.0
,,suggest,0,prevalence covid19 infections,0.0
,,new,0,related choking accidents,0.0
,,institutional,0,multidisciplinary social worklawyer,0.0
,,emotional abuse,0,relationship abuse elderly,0.0
,,knowledge,0,abuse workers day,0.0
,,form,0,married mental disorderssymptoms,0.0
,,prevalence elder,0,female undergraduates experiment,0.0
,,resources,0,index elder abuse,0.0
,,compared,0,analysis participating nursing,0.0
,,context,0,abuse findings older,0.0
,,provided,0,prevention elder abuses,0.0
,,implications,0,infections care homes,0.0
,,abuses,0,abuse research brazil,0.0
,,article,0,elder abuse turkish,0.0
,,respondents,0,elder abuse interventions,0.0
,,intention,0,epidemiology elder abuse,0.0
,,abusers,0,rural chinese older,0.0
,,total,0,workers japanese longterm,0.0
,,population,0,abuse women aged,0.0
,,incontinence,0,determining elderly abuse,0.0
,,mortality,0,auditors qualitative analysis,0.0
,,reports,0,elderlies analysis hospitalizations,0.0
,,protective,0,improving investigation fatal,0.0
,,worker,0,living dementia managing,0.0
,,theory,0,elder abuse focusing,0.0
,,themes,0,abuse perpetrator distallyrelated,0.0
,,patient,0,elder abuse research,0.0
,,field,0,elder abuse healthcare,0.0
,,comprehensive,0,study rural chinese,0.0
,,global,0,investigator autopsy reports,0.0
,,collected,0,elder abuse comparison,0.0
,,descriptive,0,covid19 infections care,0.0
,,staffs,0,abuse scale adults,0.0
,,hospitals,0,policymakers fields aging,0.0
,,psychological abuse,0,needs residents nursing,0.0
,,group,0,abuseneglect nursing homes,0.0
,,definitions,0,inquiry elder abuse,0.0
,,significantly,0,residenttoresident abuse nursing,0.0
,,states,0,challenges nursing homesstaffs,0.0
,,longterm care facilities,0,686 family members,0.0
,,rate,0,address elder abuse,0.0
,,quality life,0,family caregiving dementia,0.0
,,elder abuses,0,autopsy reports decedents,0.0
,,including,0,explanation elder abuse,0.0
,,coping,0,elder abuse accidents,0.0
,,mental,0,hospitals identify elder,0.0
,,perpetrator,0,cctvs burn abuse,0.0
,,reduce,0,report elder abuses,0.0
,,residential care,0,elder mistreatment project,0.0
,,neglect abuse,0,nursing homes older,0.0
,,awareness,0,jasaleap logistic regression,0.0
,,outcomes,0,382 staffs healthcare,0.0
,,forms,0,neglect care pandemic,0.0
,,financial abuse,0,abuse global chinese,0.0
,,important,0,define elder abuse,0.0
,,main,0,whistleblowing conclusion study,0.0
,,issue,0,evaluation literature descriptivebivariate,0.0
,,order,0,abuse chinese populations,0.0
,,dependent,0,family caregiving dyads,0.0
,,strategies,0,observational studies epidemiology,0.0
,,practice,0,abuse grow study,0.0
,,possible,0,affecting communityresiding older,0.0
,,role,0,elder abuse awareness,0.0
,,relationships,0,factors intention whistleblow,0.0
,,showed,0,items chinese communitydwelling,0.0
,,questionnaire,0,study psychiatric nursing,0.0
,,crosssectional,0,455 elderly persons,0.0
,,personal,0,litigation related choking,0.0
,,care home,0,dementia recruited social,0.0
,,address,0,ethics education interventions,0.0
,,status,0,living dementia baseline,0.0
,,informants,0,science google scholar,0.0
,,use,0,elderlies hospitalized assault,0.0
,,nh,0,stafftoresident psychological abuse,0.0
,,discussed,0,living dementia moderated,0.0
,,activities,0,dealing abuse postmortem,0.0
,,cases elder,0,relatives experienced maltreatment,0.0
,,andor,0,dementia endstage disease,0.0
,,death,0,scoping review elder,0.0
,,forensic,0,studies older patients,0.0
,,better,0,abuse neglect older,0.0
,,services,0,dementia purpose study,0.0
,,articles,0,caregivers researching interventions,0.0
,,affect,0,residenttoresident aggression nursing,0.0
,,working,0,elder abuse analyzed,0.0
,,en,0,pandemic written prevalence,0.0
,,legal,0,studying older women,0.0
,,according,0,relatives experiences abuse,0.0
,,screening tool,0,abuse postmortem setting,0.0
,,health care,0,better characterize forensic,0.0
,,financial exploitation,0,hospitalizations brazilian elderly,0.0
,,study conducted,0,metaanalysis epidemiological studies,0.0
,,presented,0,treatment recommendations elders,0.0
,,actions,0,adults family caregivers,0.0
,,rural,0,nonverbal histories dementia,0.0
,,clinical,0,elder abuse statutes,0.0
,,andor neglect,0,studies epidemiology strobe,0.0
,,abuse andor neglect,0,interviews seven social,0.0
,,abuse andor,0,investigated chinese older,0.0
,,need,0,caregivers burden abuse,0.0
,,individual,0,resident ethics meetings,0.0
,,period,0,adults transferred old,0.0
,,healthcare,0,death investigator autopsy,0.0
,,poor,0,aging project nshapr3,0.0
,,education training,0,abuse offenders fifth,0.0
,,sexual abuse,0,burnout relationship cctv,0.0
,,policies,0,google scholar searched,0.0
,,public,0,ethics education intervention,0.0
,,abuse screening,0,elaboration elder abuses,0.0
,,increase,0,female resident trial,0.0
,,changes,0,evaluated 46 autopsied,0.0
,,providers,0,abuse accidents coworkers,0.0
,,oral,0,gender issues elder,0.0
,,seriousness,0,residenttoresident abuserra nursing,0.0
,,sv,0,age homes study,0.0
,,number,0,swedishspeaking context addition,0.0
,,types abuse,0,workers reflections experience,0.0
,,nursing care,0,abuse hospitalized older,0.0
,,categories,0,perspective elders ethiopia,0.0
,,purpose,0,measures chinese population,0.0
,,identification,0,46 autopsied cases,0.0
,,geriatric,0,sample 686 family,0.0
,,type,0,seven social workers,0.0
,,encounters,0,elder abuse workers,0.0
,,evaluation,0,aggression nursing homes,0.0
,,sample,0,elder abuse examine,0.0
,,vulnerable,0,adults 71 interviewed,0.0
,,primary,0,1002 older chinese,0.0
,,performed,0,choking accidents occurring,0.0
,,regression,0,bullying workplace,0.0
,,communication,0,immigrants dementia symptoms,0.0
,,experiment,0,elder abuse lifetime,0.0
,,abuseneglect,0,reporting elder abuse,0.0
,,institutions,0,recipient alzheimers disease,0.0
,,analyzed,0,older adult abuse,0.0
,,prevention elder,0,rural geriatric clinics,0.0
,,perpetrators,0,training seminar trainees,0.0
,,adl,0,japanese longterm care,0.0
,,cases elder abuse,0,discusses elder abuse,0.0
,,interviewed,0,education interventions residential,0.0
,,program,0,review metaanalysis epidemiological,0.0
,,neglectful,0,explore social workers,0.0
,,framework,0,elders accounts abuse,0.0
,,mental health,0,disease related dementia,0.0
,,abuser,0,care worker data,0.0
,,united,0,histories dementia,0.0
,,emts,0,expanded research forensic,0.0
,,daily living,0,adult maltreatment police,0.0
,,improve,0,chinese communitydwelling,0.0
,,approach,0,data forensic scenario,0.0
,,developed,0,physicians senior nurses,0.0
,,pus,0,epidemiology strobe checklist,0.0
,,phenomenon,0,relocating homes old,0.0
,,cognitive,0,elder abuse participants,0.0
,,sensitivity,0,care immigrants dementia,0.0
,,caring,0,referral inquiry training,0.0
,,programs,0,family caregivers home,0.0
,,person,0,interviews conducted 30,0.0
,,variables,0,workers tune therapeutic,0.0
,,improved,0,web science google,0.0
,,relevant,0,abuse 133 neglect,0.0
,,statutory,0,identify elder abuse,0.0
,,differences,0,workers japanese,0.0
,,examined,0,conducted older adults,0.0
,,action,0,26 studies reviewed,0.0
,,reviewed,0,rape 57 patients,0.0
,,quality care,0,threatened older adults,0.0
,,recommendations,0,centers elderly abuse,0.0
,,semistructured,0,elder abuse welfare,0.0
,,court,0,120 workers nurses,0.0
,,needed,0,ethiopia proportion elders,0.0
,,paper,0,depression elderly patients,0.0
,,identifying,0,analyses 903 dossiers,0.0
,,signs,0,nurses years,0.0
,,profiles,0,verdicts elderly abuse,0.0
,,elder abandonment,0,new federal nursing,0.0
,,analyses,0,exploitation older adults,0.0
,,low,0,older women community,0.0
,,instrument,0,exploring elder neglect,0.0
,,qualcare,0,adults 523 home,0.0
,,intervene,0,contribute elder abuse,0.0
,,abuse older people,0,elderly abuse prevention,0.0
,,stress,0,undergraduates experiment n215,0.0
,,female,0,30 anticonstitutional abuse,0.0
,,conflict,0,google scholar,0.0
,,past,0,centers medicare medicaid,0.0
,,nature,0,elderly dementia primary,0.0
,,experiences abuse,0,qualitative study rural,0.0
,,nursing professionals,0,elder mistreatment mortality,0.0
,,problems,0,632 nursing professionals,0.0
,,postmortem,0,elderly abuse cases,0.0
,,practices,0,abuse incidents nursing,0.0
,,homes older,0,nursing homes residenttoresident,0.0
,,lower,0,reducing maltreatment education,0.0
,,prevent elder abuse,0,million older women,0.0
,,prevent elder,0,women experience abuse,0.0
,,follows,0,malayspeaking populations southeast,0.0
,,65,0,registered nurses years,0.0
,,effect,0,psychological abuse 133,0.0
,,activities daily,0,old age homes,0.0
,,activities daily living,0,nurses perceptions neglect,0.0
,,aspects,0,institutional elder abuse,0.0
,,majority,0,burn abuse care,0.0
,,concept,0,staffs look patients,0.0
,,service,0,hospitalized assault inclusion,0.0
,,aimed,0,investigator autopsy,0.0
,,care providers,0,southwestern uganda study,0.0
,,aging,0,program elder abuse,0.0
,,setting,0,physicians resident physicians,0.0
,,caregiving,0,populations elder abuse,0.0
,,2013,0,059 job strain,0.0
,,neglect nursing,0,nursing professionals 26,0.0
,,help,0,home care study,0.0
,,family caregivers,0,200 elderly patients,0.0
,,60,0,elders result study,0.0
,,statutory neglect,0,research revealed staffs,0.0
,,rns,0,resident physicians senior,0.0
,,percentages,0,hospitalizations assaults violence,0.0
,,welfare status,0,adults residence threatened,0.0
,,agitation,0,job environment elderly,0.0
,,examine,0,nurses years experience,0.0
,,client,0,older adult mistreatment,0.0
,,common,0,entomology legal medicine,0.0
,,describe,0,migrant home care,0.0
,,result,0,abuse witnessed homes,0.0
,,therapeutic,0,neglect 104 cases,0.0
,,metaanalysis,0,retrospective analyses 903,0.0
,,validity,0,elderly maltreatment care,0.0
,,assistance,0,care homes older,0.0
,,criteria,0,attending physicians resident,0.0
,,abusive neglectful,0,574 nursing professionals,0.0
,,treatment,0,138 male nursing,0.0
,,aged care,0,home care workers,0.0
,,polyvictimization,0,questionnaires collected caregivers,0.0
,,systematic review,0,data 10year prospective,0.0
,,residenttoresident,0,10year prospective populationbased,0.0
,,led,0,care workers 323,0.0
,,following,0,people research revealed,0.0
,,detecting,0,reduce stress employees,0.0
,,provision,0,perspectives diagnostic challenges,0.0
,,care provision,0,working nursing homes,0.0
,,mediating,0,rates death study,0.0
,,care settings,0,program social scientists,0.0
,,average,0,related elder abuse,0.0
,,home staff,0,elderly floormate experiment,0.0
,,gbv,0,hospital settings data,0.0
,,dv,0,age psychiatry patients,0.0
,,situations,0,domestica analyzing entomological,0.0
,,trial,0,trial summary nursing,0.0
,,science,0,job strain 034,0.0
,,multiple,0,people care homes,0.0
,,hospital,0,districts southwestern uganda,0.0
,,reageras,0,age psychiatry wards,0.0
,,united states,0,psychiatry patient population,0.0
,,future,0,project nshapr3 help,0.0
,,study elder,0,uses data 10year,0.0
,,estimates,0,2020 100 patients,0.0
,,ethics education,0,flies diptera muscidae,0.0
,,abuse financial,0,036 hospital settings,0.0
,,16,0,job strain qoc,0.0
,,preventing,0,elder mistreatment tests,0.0
,,impact,0,association nshapr3 measures,0.0
,,indepth,0,health aging project,0.0
,,demands,0,,
,,qualcare scale,0,,
,,ltc,0,,
,,considered,0,,
,,choking,0,,
,,elderly patients,0,,
,,domestic,0,,
,,investigation,0,,
,,questions,0,,
,,assessment,0,,
,,management,0,,
,,coroners,0,,
,,demonstrates,0,,
,,search,0,,
,,promote,0,,
,,communication neglect,0,,
,,taken,0,,
,,prevalence elder abuse,0,,
,,uncaring,0,,
,,old age homes,0,,
,,age homes,0,,
,,complaints,0,,
,,prior,0,,
,,lifetime,0,,
,,values,0,,
,,abuse nursing,0,,
,,chinese older,0,,
,,elderly care,0,,
,,ethical care,0,,
,,culture,0,,
,,elder abuse actions,0,,
,,abuse actions,0,,
,,child,0,,
,,gender,0,,
,,followed,0,,
,,detection,0,,
,,abused,0,,
,,covid19,0,,
,,second,0,,
,,pervasive,0,,
,,providing,0,,
,,cultural,0,,
,,22,0,,
,,encounter,0,,
,,committed,0,,
,,previous,0,,
,,described,0,,
,,nursing home staff,0,,
,,emergency,0,,
,,ean,0,,
,,index,0,,
,,lived,0,,
,,process,0,,
,,revealed,0,,
,,association,0,,
,,areas,0,,
,,accidents,0,,
,,logistic,0,,
,,logistic regression,0,,
,,consequences,0,,
,,severe,0,,
,,causes,0,,
,,day,0,,
,,community,0,,
,,employees,0,,
,,developing,0,,
,,reliability,0,,
,,aggression,0,,
,,development,0,,
,,external,0,,
,,conceptual,0,,
,,timelines,0,,
,,sociodemographic,0,,
,,decisions,0,,
,,data collected,0,,
,,therapeutic encounter,0,,
,,occurs,0,,
,,responses,0,,
,,abuse neglect nursing,0,,
,,study elder abuse,0,,
,,social welfare,0,,
,,neglectful behavior,0,,
,,abusive neglectful behavior,0,,
,,neglect cases,0,,
,,risk elder,0,,
,,ways,0,,
,,researchers,0,,
,,prevention elder abuse,0,,
,,addition,0,,
,,communitybased,0,,
,,reciprocal,0,,
,,anger,0,,
,,17,0,,
,,abusive behaviors,0,,
,,live,0,,
,,method,0,,
,,populations,0,,
,,dysfunctional,0,,
,,modified,0,,
,,efforts,0,,
,,chinese population,0,,
,,japan,0,,
,,continence,0,,
,,interview,0,,
,,study explore,0,,
,,professional,0,,
,,negatively,0,,
,,assist,0,,
,,dermatologists,0,,
,,65 years,0,,
,,develop,0,,
,,aim study,0,,
,,maltreatment care,0,,
,,assessed,0,,
,,23,0,,
,,conditions,0,,
,,neglect nursing homes,0,,
,,current,0,,
,,importance,0,,
,,intervene elder,0,,
,,intervene elder abuse,0,,
,,abuse nursing homes,0,,
,,explored,0,,
,,residential care settings,0,,
,,recruited,0,,
,,welfare facilities,0,,
,,influencing,0,,
,,dependency,0,,
,,standardized,0,,
,,control,0,,
,,informal,0,,
,,housing,0,,
,,home residents,0,,
,,enhance,0,,
,,dependence,0,,
,,perception elder,0,,
,,perception elder abuse,0,,
,,positive,0,,
,,uncaring encounters,0,,
,,highlight,0,,
,,discuss,0,,
,,decrease,0,,
,,hospitalized,0,,
,,act,0,,
,,societal,0,,
,,version,0,,
,,experiments,0,,
,,evaluated,0,,
,,choking accidents,0,,
,,limited,0,,
,,associated risk,0,,
,,evidencebased,0,,
,,qualitative study,0,,
,,men,0,,
,,10,0,,
,,quantitative,0,,
,,useful,0,,
,,addressing,0,,
,,hostility,0,,
,,anger hostility,0,,
,,organizational,0,,
,,primary caregivers,0,,
,,complex,0,,
,,harmful,0,,
,,score,0,,
,,inappropriate,0,,
,,project,0,,
,,protection,0,,
,,forms abuse,0,,
,,risk elder abuse,0,,
,,pandemic,0,,
,,basic,0,,
,,completed,0,,
,,validation,0,,
,,responding,0,,
,,observed,0,,
,,life stories,0,,
,,stories,0,,
,,focused,0,,
,,problem elder,0,,
,,member,0,,
,,team,0,,
,,abuse elderly,0,,
,,issues,0,,
,,older adults family,0,,
,,adults family,0,,
,,recorded,0,,
,,identify elder,0,,
,,necessary,0,,
,,traumainformed,0,,
,,acute,0,,
,,unintentional,0,,
,,australian,0,,
,,assess,0,,
,,public health,0,,
,,inclusion,0,,
,,effective,0,,
,,law,0,,
,,hygiene,0,,
,,published,0,,
,,environmental,0,,
,,social support,0,,
,,east,0,,
,,hs east,0,,
,,hs,0,,
,,statistics,0,,
,,major,0,,
,,extent,0,,
,,rural areas,0,,
,,cctvs,0,,
,,physicians,0,,
,,frequently,0,,
,,exploratory,0,,
,,clinical signs,0,,
,,present study,0,,
,,norms,0,,
,,methodological,0,,
,,perceive,0,,
,,report,0,,
,,sector,0,,
,,wellbeing,0,,
,,international,0,,
,,practical,0,,
,,ranged,0,,
,,substance,0,,
,,populationbased,0,,
,,design,0,,
,,agencies,0,,
,,psychiatry,0,,
,,age psychiatry,0,,
,,old age psychiatry,0,,
,,ethical challenges,0,,
,,physically,0,,
,,collection,0,,
,,data collection,0,,
,,auditing,0,,
,,continence care,0,,
,,little,0,,
,,study examined,0,,
,,diagnosis,0,,
,,elder abuse screening,0,,
,,years old,0,,
,,hospitalizations,0,,
,,assault,0,,
,,abuse global,0,,
,,elder abuse global,0,,
,,alcohol,0,,
,,standard,0,,
,,subtypes,0,,
,,framework understanding,0,,
,,trainees,0,,
,,nature abuse,0,,
,,questionnaires,0,,
,,failure,0,,
,,worker safety,0,,
,,toxic,0,,
,,scores,0,,
,,american,0,,
,,chinese american,0,,
,,witnessed,0,,
,,skin,0,,
,,home care workers,0,,
,,cause,0,,
,,include,0,,
,,incidents,0,,
,,abuse cases,0,,
,,care home residents,0,,
,,homes elderly,0,,
,,nursing homes elderly,0,,
,,older person,0,,
,,subjective,0,,
,,oral neglect,0,,
,,oniie,0,,
,,ftag,0,,
,,factors elder,0,,
,,income,0,,
,,2008,0,,
,,findings suggest,0,,
,,financial abuse neglect,0,,
,,healthcare facilities,0,,
,,patient safety,0,,
,,elderly individuals,0,,
,,participating,0,,
,,qualitative analysis,0,,
,,dimensions,0,,
,,grounded,0,,
,,definition,0,,
,,2006,0,,
,,neglect caregiver,0,,
,,statistical,0,,
,,risk harm,0,,
,,neglect abusive,0,,
,,neglect abusive behaviors,0,,
,,specificity,0,,
,,intention intervene,0,,
,,intention intervene elder,0,,
,,abuse screening items,0,,
,,screening items,0,,
,,recent,0,,
,,illtreatment,0,,
,,rights awareness,0,,
,,human rights awareness,0,,
,,social worklawyer,0,,
,,multidisciplinary social worklawyer,0,,
,,multidisciplinary social,0,,
,,intervention model,0,,
,,worklawyer,0,,
,,scoping review,0,,
,,scoping,0,,
,,discussion,0,,
,,history,0,,
,,dignity,0,,
,,maltreatment care workers,0,,
,,response,0,,
,,work environment,0,,
,,cts,0,,
,,cent,0,,
,,residences,0,,
,,exploitation older,0,,
,,exploitation older adults,0,,
,,initial,0,,
,,selected,0,,
,,evaluate,0,,
,,global chinese,0,,
,,global chinese population,0,,
,,caring uncaring,0,,
,,explaining,0,,
,,investigated,0,,
,,furthermore,0,,
,,solutions,0,,
,,geriatric institutions,0,,
,,nursing care providers,0,,
,,greater,0,,
,,contribute,0,,
,,carried,0,,
,,condition,0,,
,,health care provision,0,,
,,residence,0,,
,,lens,0,,
,,treated,0,,
,,prior knowledge,0,,
,,concerning,0,,
,,included studies,0,,
,,turkey,0,,
,,trauma,0,,
,,note,0,,
,,positively,0,,
,,ability,0,,
,,explanations,0,,
,,admitted acute,0,,
,,admitted,0,,
,,aps,0,,
,,ethical values,0,,
,,meet,0,,
,,influence,0,,
,,traumatic,0,,
,,job demands,0,,
,,experience abuse,0,,
,,change,0,,
,,internal,0,,
,,thematic,0,,
,,26,0,,
,,designed,0,,
,,systems,0,,
,,prevalent,0,,
,,domestic violence,0,,
,,database,0,,
,,society,0,,
,,lead,0,,
,,prevalence estimates,0,,
,,tools,0,,
,,illustrate,0,,
,,requires,0,,
,,residents living dementia,0,,
,,residents living,0,,
,,living dementia,0,,
,,aims,0,,
,,understand,0,,
,,clear,0,,
,,factors elder abuse,0,,
,,year,0,,
,,liability,0,,
,,days,0,,
,,related choking,0,,
,,related choking accidents,0,,
,,review metaanalysis,0,,
,,systematic review metaanalysis,0,,
,,findings highlight,0,,
,,direct,0,,
,,problem behaviors,0,,
,,multiple forms,0,,
,,multiple forms abuse,0,,
,,abuse reported,0,,
,,responsibility,0,,
,,150,0,,
,,institutionalized elderly,0,,
,,institutionalized,0,,
,,ethiopia,0,,
,,ltc facilities,0,,
,,previous training,0,,
,,selfefficacy,0,,
,,perceived selfefficacy,0,,
,,inform,0,,
,,elder abuse cases,0,,
,,demographic,0,,
,,strategy,0,,
,,reduction,0,,
,,abusive behavior,0,,
,,linked,0,,
,,carer,0,,
,,factors affect elder,0,,
,,factors affect,0,,
,,affect elder,0,,
,,affect elder abuse,0,,
,,symptoms,0,,
,,mainly,0,,
,,instruments,0,,
,,education interventions,0,,
,,ethics education interventions,0,,
,,homes older adults,0,,
,,nursing homes older,0,,
,,associated factors,0,,
,,rates,0,,
,,residential aged,0,,
,,residential aged care,0,,
,,homes hospitals,0,,
,,nursing homes hospitals,0,,
,,ghana,0,,
,,informants operational definitions,0,,
,,informants operational,0,,
,,operational definitions,0,,
,,operational,0,,
