"writer","date","comment"
"제이1544","2021.05.29","왜 이제 봤을까. 몇번이고 봐야할 영화였는데"
"lp**515","2021.05.26","나도 모르게 만든 미로에 갇힌 나."
"걈얌","2021.05.24","너무 멋진 연출방식과 연기"
"웅박","2021.05.21","직접 체험형 망각의 공포"
"피오나♥","2021.05.21","기억이 사라진다는것은 내가 사라진다는것"
"kumikoyamamura","2021.05.20","""나뭇가지에 바람인지 비인지 무슨 일이 벌어지는지 도통 모르겠어. 집 문제로 고생했는데 이제 내 몸 하나 누일 곳도 없어."""
"sa**a0429","2021.05.20","연기가 리얼해서 소름돋아요"
"st**ekim94","2021.05.20","연출 스토리 연기력 완벽"
"오늘하루","2021.05.19","제일 가슴아프고 슬픈 질병"
"md**777","2021.05.18","연기들 다 좋고 주인공이 된거 같았어요?"
"gu**ul70","2021.05.18","연기가 멋지지만 슬프네여"
"맛상","2021.05.17","일생의 마지막 속수무책으로 마주할 슬픔"
"jonie","2021.05.17","안소니 홉스킨이란.. 참! 신적인, 대단한 연기자다. 관객에게 혼을 주입 시키는 그 무엇이? 있다.
10여년 치매 간병을 해 보았다. 2인자로써 1인자를 바라보는, 또, 2인자로 좌중을 스켄하며, 1인자였던 환자의 신물을 떠올렸다. 나는 홉킨스의 열연을 마지막까지 볼수가 없었다. 가슴이 넘 아팠다."
"무지개퍼즐","2021.05.17","마음이 무너져 내릴것 같은 마지막 신"
"kj**238","2021.05.16","1인칭 시점 치매 영화 ㅠㅠ"
"달래냉이씀바귀","2021.05.16","생각지도 못한  영화의 시점이 
좋았어요
좋은영화입니다"
"de**avity14","2021.05.16","치매환자의 관점으로 보는 세상일까"
"su**joonkjh","2021.05.16","괜찮았어요. 추천합니다."
"블루모드","2021.05.15","연기 대박 몰입도 훌륭해요"
"ep**hro81","2021.05.15","재밌게 잘봤습니다!-!"
"나나임","2021.05.15","존재와 기억이 허물어지는 시간"
"김상콤냥","2021.05.15","환자 자신의 증상을 영화를 통해 알게 되었다."
"2s**blue","2021.05.15","홉킨스를 위한, 홉킨스에 의한."
"to**7737","2021.05.15","재미있게 잘 봤습니다.."
"김용","2021.05.14","이거 저만 보면서 점점 스릴러라고 느꼈나요?"
"7s**dio","2021.05.14","연기가 압도적이었습니다"
"감로수님","2021.05.14","감동이었네요.연기도 극도.스크롤 끝날때까지 다들 안가는 객석에 놀랐어요."
"ek**ldls","2021.05.14","가족구성원의 아픔은 가족모두의 아픔
알기에 잔잔하게 현실적으로 그려낸 영상이 인상적이고 여운이 긴 작품"
"ta**suck","2021.05.13","두시간의 혼란, 이것이 삶인 사람들도 있다"
"cl**ajmh","2021.05.13","치매, 기억을 잃어간다는 것만으로도 충분히 고통스런 일이다.
지켜보는 이도, 앓는 이도 ㅠㅠ"
"serpuff","2021.05.13","새로운 관점에서 보니 미스테리심리스릴러가 됨
호러가 따로 없다"
"zk**hqht","2021.05.13","너무 좋았습니다! 받아들임의 미학"
"pk**17528","2021.05.13","오스카노미네이트추추추천"
"onim04","2021.05.13","한정된 공간에서의 무한한 연출"
"hj**11210","2021.05.12","영화 줄거리 안보고 들어간게 신의 한수였다 중간까지 스릴러물인줄 알고 진짜 재밌게봄"
"ba**jin73","2021.05.12","안소니 홉킨스의 지리는 연기력"
"혜용2","2021.05.12","무슨내용인지모르겠어용"
"_(:3」∠)__","2021.05.12","더 파더 명동역 씨네라이브러리"
"sa**h916","2021.05.12","치매 본인이 치신의 상태를 일인칭으로 연기하는
보기드문 놀라운 영화"
"순4764","2021.05.12","알고보니 슬프고 아픈 영화"
"sunny0308","2021.05.12","잘 이해하기 힘들지만 이해하면 아는것"
"쥬000","2021.05.11","안소니 홉킨스의 연기에 빠져들었어요"
"jvirus","2021.05.11","난 무엇을 준비하고 어떻게 대비해야할까. 푸르른 잎이 떨어져갈텐데"
"빅슬립","2021.05.11","시계를 잃어버리지 말자ㅜ"
"ju**nearth","2021.05.11","이건 왠 치매영화냐.... 크"
"붉은악마29","2021.05.11","볼만하네요 좋은하루되세요"
"gmlwls_st","2021.05.11","진짜 치매온 노인의 생각을 들여다 본 느낌이다."
"박감독 mom","2021.05.11","치매인줄도
모르고
자신의 고집 만을
내세우지만
결국은 어린아이같은
치매환자로
돌아가는
결론이 내 어머니의
마지막과 같아서
울컥했다."
"ji**2040","2021.05.11","치매걸린 연기 정말 잘 하네요~"
"boss3639","2021.05.10","명품배우들의 명연기가 돋보인작품!
마지막장면은 내눈에 눈물가득 고이게했던 잊지못할 장면이다!"
"영화매니아당","2021.05.10","여러번 주목해서 봐야할 영화~!"
"암내공격둘리","2021.05.10","치매를 가진자의 시선이라...
자아와 시간의 인지를 못하고 있는점이 빠져서 아쉽지만

안소니의 연기력으로 모든것이 커버되는 이 영화"
"코지코지","2021.05.10","최고의 연기를 보여주네요"
"영화사랑우주최강","2021.05.10","처음전개될때는 딸이 의도적으로   아빠가 생각하는것처럼 

전재산인 집을 뺏을목적인줄알았다ㆍ엄마도몇년전부터  치매를 앓고 계셔서 안스러운데 ? 치매를앓았던것이라는걸 알고 안타까웠다"
"미스키","2021.05.10","아...
아프고도 아픈 영화
와중에
안소니홉킨스는 왜케 연기를 잘하는지...
꼭 보시길 귄합니다"
"bi**annaj","2021.05.10","처음부터 혼란스러운 영화였고 끝나고 난 후에야 혼란이 이해가 된영화.  배우들의 연기가 연기가 아닌 실제모습으로 여겨질 정도로 명연기로 빛나는 영화."
"사람이되고싶은사람","2021.05.10","ㅡ 안소니 홉킨스 의 아카데미 남우 주연상을 축하 합니다 . . ."
"십수 년째","2021.05.10","노년기 기억의 혼란스러움을 잘 표현했다고 생각해요. 그렇다고 이야기가 마구 흘러가는 것이 아니라 흡입력을 갖고 집중하게 만듭니다. 재미있게 잘 봤지만 마지막에 남는 씁쓸함의 여운이 묵직하네요."
"ii**ll","2021.05.10","감정소모가 엄청난 영화네요. 영화를 보면서 힘들었던만큼 안소니 홉킨스의 연기가 다시금 대단하다고 느꼈습니다."
"xi**jinhwa","2021.05.10","누구에게나 일어날 수 있는 일이다. 배우연기가 좋았음"
"YOUNG™","2021.05.10","환자의 입장에서 전개되는 내용이라 훨씬 더 무섭고 슬펐다."
"사과배감","2021.05.10","치매를 간접 경험한건가.혼란스러움. 몰입감.여운이 길다."
"빛날기둥","2021.05.10","연극보는 느낌도 들고 상당히 몰입하면서 봤습니다.  좋아하는 배우들 봐서 좋았고, 내게는 무슨 기억이 최후까지 남을지 궁금해졌고 누구에게나 올수 있는 병이기때문에 다양한 생각을 하며 봤습니다."
"xo**dyty","2021.05.10","현실과 맞닿은 공포란 이런것인가 싶을정도로 몰입감과 공감을 불러옵니다. 엄마랑 같이 봤는데 펑펑울었어요. 자식으로써의 입장과 부모의입장 모두 이해할 수 있게 담담하게 그려내서 많은 생각을 하게 만들어요"
"si**hy","2021.05.09","안소니 홉킨스의 엄청난 연기력이네요."
"꾸꾸 언니","2021.05.09","스릴러인 줄 알았는데, 아니긴 했지만 실질적으로 스릴러 맞는 것 같네요..."
"raiar","2021.05.09","내가 주인공처럼 치매가 걸린 느낌처럼 간접 경험을 할 수 있었다.. 저게 실제 나에게 펼쳐진다면 얼마나 혼란스러울까 ㅠㅠ 치매는 정말 본인과 주변인에게 슬픈 병이다"
"eu**innh","2021.05.09","연기가 훌륭해요 두주인공다"
"호연지기","2021.05.09","왜 남우주연상을 받아야 하는지 충분한 영화."
"독거영화노인","2021.05.09","배우의 명 연기가 너무 좋았어요."
"le**740","2021.05.09","나이들어감에  무서움
건강하게  나이들고싶다"
"pa**hyun0023","2021.05.09","치매환자의 시선으로..
잘 봤습니다^^"
"미라클히어로","2021.05.09","와 제가 또 인간의 노후화 된 모습을 이렇게나 사실적으로 그려낸 영화는 이게 처음이었어요^^"
"le**s4432","2021.05.09","배우들의 연기에 가슴이 먹먹하네요."
"인생별거있어","2021.05.09","기억이 점차 무너저가는 연옥속 처절한 몸부림"
"Miinjjii","2021.05.09","연출이 아주 좋았고 연기가 좋았어요"
"유대요태비효비미요","2021.05.09","The Father 좋아해요 좋아요 잘 봤습니다."
"ka**ian","2021.05.09","연기 음악 스토리 모두 좋은 영화"
"스타일리쉬","2021.05.09","''기억의 퍼즐'' 이 이리저리 어지럽혀,
다시 하나하나 맞춰 보려 하지만...
어거지로 짜여 맞춰진
기억의 오류 퍼즐이 되어 버리고
말았다..."
"so**ce","2021.05.09","치매에 걸린 노인 시점에서의 세상을 표현한 영화"
"마놀로블라닉","2021.05.09","치매
두려운
몹시 무서운"
"시경","2021.05.09","좋았어요/스코프/D5"
"mi**n96","2021.05.09","느우어우라나루애탸아아아"
"bb**201","2021.05.09","치매환자 시각으로 본  ..특별한 경험의
영화였습니다.
앤소니  홉킨스의 연기야  말 할 필요없이
휼륭합니다."
"레인냥냥","2021.05.09","여태 본 영화 중 치매에 대한 가장 사실적이고 담담한 시선으로 보여준 영화"
"리라","2021.05.09","내ㅏ누구인가? 내의지와 상관없이 기억을 잃어가는 슬픔~  남은 인생을 최선을다하여 행복한 마믐 갖기. 강추"
"mi**x89","2021.05.09","12357899543er"
"베베♥","2021.05.09","기억을 잃게 된다는 건 정말 무서운 일 같다. 가족을 사랑하지만 온전치 못한 기억때문에 그 가족에게 상처를 주게 된다.."
"포세이돈헤라","2021.05.09","치매라는게 우리를 슬프게 한다 죽을때까지건강하게고살다가 행복하게 가야지그래서 건강할때 건강을챙겨야지하는생각을하게만드는영화"
"hy**2kim","2021.05.08","혼란스러운 전반부를 지나 주인공의 시선을 따라 요양원에 도달했을 때, 너무 슬펐다. 치매에 걸린 사람의 시선, 나이들어 무력해진 노인의 시선으로 바라본 세상은 너무 불친절하고 두려웠다. 영국이야기지만 무척 공감가는 내용이었다."
"건&서","2021.05.08","a...b..c..d..e..f..g"
"시네퓔","2021.05.08","재밌게봤습니다아아ㅏ"
"뚜두뚜","2021.05.08","홉킨스 옹의 명연기를 극장에서 막차 타서 다행"
"비엔나빈","2021.05.08","정말 정말 좋았어요!!!"
"셀파","2021.05.08","연기에 반함 최곱니다 나무주연상 축하드려요"
"므락우","2021.05.08","스티브맥퀸
언제나 사랑입니다"
"달래사랑","2021.05.08","충격~
그리고 공감과 함께 다가올 나의 미래
그래서 울컥했다"
"싸이코버섯돌이","2021.05.08","양들의 침묵에 안소니 홉킨스다! 그리고 올리비아 콜맨 오스카의 주조연상 수상자들이 나온다! 무슨 설명이 필요한가! 거기에 루도비코 에이나우디의 음악까지 완벽한 조화!"
"낭만고양이76","2021.05.08","못봐서 아쉬부다 흑흑 ㅠㅠ"
"주히쓰","2021.05.08","체험 영화. 같이 혼란스러워하고 같이 슬퍼했다"
"icarus876","2021.05.08","조금은 지루하고 밋밋하나 두 주인공의 연기는 굳!!"
"Chrono","2021.05.08","두번 봐도 눈물나는 알츠하이머 연기"
"퐁","2021.05.08","눈빛만으로도 전해지는 그의 불안, 슬픔, 두려움, 외로움과 혼란.. 늙는다는 것의 서글픔. 피할 수 없기에 무섭다."
"CGV개봉사수자","2021.05.08","잃어가는. 외부에서 보는 안타까움. 그러나 그 삶은 어떤삶인지 ? 슬프다. 사람이기에."
"드니 페촐트","2021.05.08","치매..기억을 잃어간다는 것..세상에서 가장 고통스럽고 잔인한 형벌"
"tn**btkfkd","2021.05.08","너무 슬프고 무서운 영화입니다.."
"정이깡이","2021.05.07","역시 안소니 홉킨스라는 말밖에는"
"태풍오기전에부는바람","2021.05.07","꼭 보고 싶었던 영화였어요 양들의 침묵에서 너무 기억이 생생한 주인공의 연기가 또 보고 싶었어요 ..."
"ye**ung99","2021.05.07","얼마나 혼란스러울지 치매 환자의 입장에서 본  영화였습니다. 자아를 잃어가는 부모님을 보는 심정이 어떨까요? 모든 치매환자의 가족 여러분 힘내세요. 역시 안소니 홉킨스~~ 남우주연상 받을만 하네요"
"dakotaP","2021.05.06","정극일 줄이야 유머를 기대했으나 찌푸린 인상에 같이 찌푸리기만"
"사울굿맨","2021.05.06","안소니 홉킨스와 올리비아 콜먼의 연기"
"vk**oddl","2021.05.06","시간을 잃고, 이름을 잃고, 끝내 삶을 잃는다. 그를 기억해야 하는 이유는, 그 속에 우리가 살고 있기 때문."
"ps**choi","2021.05.06","아카데미 남우주연상 수상이 당연하다 느껴지네요! 치매 환자의 시각에서 느껴지는 정보의 괴리와 공포가 너무 잘 느껴지도록 편집을 잘한 것 같아요!! :D"
"hong3247","2021.05.06","마지막 대사가 큰 충격으로 다가와 울지도 못했다,."
"pdc","2021.05.06","85세 아버지.  만감이 교차합니다."
"파아란별","2021.05.06","무서윘어요~~
늙어 의식이 흐려지고
분간이 안되고
현실과 환각이 혼돈으로
자신을 망각한다는것이

배우의 연기 훌륭하네요^^"
"ㄱ나니?","2021.05.06","혼란하다 혼란해 어느것이 진실인지 당사자가 알수있을까?"
"al**kang71","2021.05.06","영화 너무 슬프고 이해돼고 서로의 입장을 알것 같네요."
"아리숑","2021.05.06","육체의 붕괴보다 무서운 정신의 붕괴"
"sohong50","2021.05.06","내 인생의 끝자락이 궁금해지면서 긴 여운이 남는다."
"hi**engarden","2021.05.06","치매 어르신의 눈에는 주위가 어떻게 보이는가?"
"진주가족","2021.05.06","주연들의 연기력이야 모 말할필요 없이 훌륭하지만..,  그것보다는 치매환자의 시각을 어쩜 저리 잘 표현했는지 시나리오 작가가 정말 대단하게 느껴지고 참 존경스러움"
"Jason.P","2021.05.06","좋은영화 잘 봤습니다."
"시속윤","2021.05.06","같이 사는 동안 우리 조금만 아파요"
"oritomatic","2021.05.06","할아버지 생각도 나고 스스로도 돌아보게 되고"
"sondheimist","2021.05.06","가슴이 답답하고 미어지네요"
"ki**ceil","2021.05.06","명작!
삶의 마지막 과정이 현실적으로 그려진다.
엄마한테 전화하자."
"ps**40","2021.05.06","인생영화!!
앤소니 홉킨스의 연기!!"
"ca**fire","2021.05.06","햇살이 좋을 때 산책을 하며 즐겨야 한다. 곧 그렇지 않을테니! 나이듦에 대하여, 얼마남지않은 인생에 대하여, 무엇보다 인간의 존엄이 존중 받을 수 있도록 살아야 한다."
"영화없인못살아","2021.05.06","음 적당한 액션만 즐겨보다보니 심심한듯요 글두 감동적이예요"
"dl**thdd","2021.05.06","치매 환자의 시각으로 본 세상"
"harmonylove","2021.05.06","무대는 좁고 생각은 넓었다."
"LazyDreamer","2021.05.06","누군가의 일상이라고 생각하니 정말 끔찍하다"
"예솔0ㅣ","2021.05.06","우리 아빠 애기 ,,,,"
"진짜신선함","2021.05.06","우리를 괴롭게 하는 것은 어디에도 없다"
"j2**07","2021.05.06","올해 본 영화 중 제일 좋았어요"
"사막별여행자","2021.05.06","가슴이 먹먹하네요...누구에게나 다가올 일인데..."
"최종수","2021.05.06","기억을 잃어가는 순간."
"남궁후니후닝후니훈","2021.05.06","안소니 홉킨스의 연기를 보는거만으로도 감사하다."
"자운티","2021.05.06","나는 정상이라고 생각하는데, 실제로는 비정상일 때의 혼란스러움"
"BOBOS_KS","2021.05.05","평가를 할수없는 영화다"
"일방통행로","2021.05.05","올해 아카데미 영화 중 최고의 영화이로구나 듯 합니다. 남, 여 주인공의 연기가 압권입니다."
"Andy Chun","2021.05.05","어머님 친구들 보여드렸어요! 감동적이라고 참 좋아하시네요!"
"mo**21","2021.05.05","또 보고 싶을지는..."
"io**tty","2021.05.05","잘지내 , 나의 늙은 아버지"
"pp**gga","2021.05.05","우라의 관점이 아닌 그의 관점은 슬프고 무섭다."
"jt**601","2021.05.05","섬섬하면서 감동적이였음"
"하진성도","2021.05.05","누가
치매걸린 사람 본인은
천국에서 사는것 이라 했는가?"
"무비15","2021.05.05","너무 안타까운 안소니의 삶. 그의 연기를 오래도록 보고싶다. 최고의 연기"
"보보찡사랑해","2021.05.05","역시는 역시지만 너무 복잡,난해."
"ab**e54321","2021.05.04","좋았어요재미잇엇어요"
"du**kaqkfo86","2021.05.04","좋앗어요좋았어요조아써요"
"ty**iotyty","2021.05.04","언젠가는 알츠하이머 치료법이 나오길"
"ze**an","2021.05.04","나를 잃는 부모를 보는 자식도 힘들다"
"bbbya","2021.05.04","사라지는 내 잎사귀.."
"ra**bowmagic","2021.05.04","잎이 모두 떨어진 꽃이 바람에 흔들린다"
"곰곰돌이","2021.05.04","치매는 무서운병이다.. 특히 식구가 어렵다 그래서 삶은 없는 기관에 입원해서 축만 낸다 흑흑"
"명화사랑지니","2021.05.04","연기의 달인!! 안소니의 안소니 아빠역! 치매는 정말 가슴아픈 병.  어르신들 폰 진동으로 하시고 자기 자리에서 보시길"
"나야라벤더","2021.05.04","안소니 홉킨스의 연기가 놀랍다."
"ca**yh","2021.05.04","좋았어요 (The Father)"
"pa**view71","2021.05.04","내 기억이 끊기고 왜곡되면 황당하고 무섭겠구나싶다"
"Amanda","2021.05.04","잃어감과 왜곡됨의 사이에서 방황하는 인간. 배우들의 호연에 깊이 감동합니다."
"hj**ya9","2021.05.04","안소니 홉킨스 보면서 저희 엄마를 생각했어요."
"레이스카이워커는 사랑입니다","2021.05.04","올해 지금까지본 영화중 최고 입니다.아주 그로테스크한 작품 입니다.마지막 십분은 정말 최고의 명장면 명연기 입니다."
"화니걸","2021.05.04","치매란 그러건가요~넘 현기증나네요"
"love on","2021.05.04","올해 본 영화 중 최고였음. 아직도 안소니홉킨스의 얼굴이 아른.."
"Miranda_Kim","2021.05.04","잎사귀가 지는 것 같다는 안소니의 대사가 너무나도 저릿하다."
"ho**wn","2021.05.04","재미있게 봤습니다.."
"Mocking_J","2021.05.04","치매는 기억해야될 것들을 서서히 잊어간다는 사실의 아픔"
"RAMMs","2021.05.04","카조쿠씨네마,, 두 배우의 호연에 감솨"
"j0**6286","2021.05.04","주인공의 연기가 참 좋네요
치매의 무서움을 느낀 영화 입니다"
"써니~텐","2021.05.04","어려웠지만, 연기력들이 돋보이네요^^"
"snooopy","2021.05.04","아카데미 남우주연상이 안소니홉킨스에게로 향한 이유는 충분하고도 남았다."
"태상","2021.05.04","사건들이 각자 다르게 표현되는 방식이 주인공의 혼란스러움을 잘 표현한거같아요"
"베이더경","2021.05.04","홉킨스의 최고의 연기가 아닐까? 치매 환자의 혼란한 정신세계를 경험한 듯 하다"
"킴긍정","2021.05.04","앤소니 홉킨스의 명연기."
"dan93","2021.05.03","돌아보면 너무나 짧았던 인생. 아버지의 괴팍하고 이상한 행동을 단순히 치매라고 단정해버리기 보단, 아마도 지나온 세월에 비해 앞으로 딸과 함께 살아갈 세월이 더 짧을 걸 알기 때문에, 그 두려움을 이겨내고 부정하기 위한 처절한 몸부림이 아니었을 까. 안소니 홉킨스의 호연 GOOD."
"꼬꼬나","2021.05.03","당사자의 시선으로 본 악몽은 더 끔찍했다"
"잠재력","2021.05.03","전지적 앤소니홉킨스 시점
연기가 말해 뭐해 지만 정말 넘사벽 이다
정말 슬픈 병 치매를 다시한번 배우다"
"unicorns","2021.05.03","현실의 감각이 흐려질 때 정체성도 흐려진다"
"dk**pfpdh","2021.05.03","쩌렁쩌렁하시어요 쩔어쩔어"
"elti","2021.05.03","안소니홉킨스의 연기에 칭찬합니다
앞으로 우리 모두의 일이기도 하고 아버지의 관점에서 진행되어 가는 가는 점에 감동 받았고 치매도 그사람의 인격이 있다는걸 인지하면서 눈물이 났습니다"
"dn**fka83","2021.05.03","기대이상으로 재미있었어요."
"택탱이","2021.05.03","안소니 입장에서 보여지는 세계라니.. 이런식의 공포영화라니. 신선하군. 이거야 말로 공포지."
"라  메르","2021.05.03","안소니 홉킨스~.                                                         출연한 모든 영화를 볼때마다 대단한 배우다.            이 배우의 건강한 다음 영화 기대한다."
"숩니","2021.05.03","내가 영화티켓 한장의 값만으로 안소니 홉킵스의 이 연기를 봐도 되는건지,, 싶을 정도로 훌륭했다"
"ha**136","2021.05.03","연기대가 안소니홉킨스"
"pa**d558","2021.05.03","안소니 홉킨스의 명면기"
"영화광 수","2021.05.03","안소니 홉킨스의 연기는 말이 필요없다. 처음엔 스토리와 편집이 혼란스러웠지만 나중에야 모든 스토리와편집이 그의 기억으로 이뤄졌다는 것을 알고 경외감까지 들었다."
"na**me77","2021.05.03","안소니 홉킨스의 연기가 리얼했어요"
"마정핵무릎","2021.05.03","이걸 이제쓰네..명영화다 안소니의 연기력이 알츠하이머의 진행을 매섭게 그려낸다. 연출도 좋다.."
"달리는 이장님","2021.05.02","이건뭐.연기천재들의연기가스릴러처럼보이게만든우리현실.."
"공룡고기","2021.05.02","다른 누구도 아닌 나 자신을 잃어버렸을 때의 상실감이란 상상하고 싶지도 않다."
"sp","2021.05.02","앤이 아버지를 뒤로 하고 자동차 안에서 우는 모습에서 눈물이 터져 멈추질 않는다. 그날의 기억, 그날의 슬픔"
"wlsgk41","2021.05.02","거장의 연기로 치매의 슬픔을"
"모가시티","2021.05.02","슬펐어요 연기도 일품. 치매에 대한 두려움도 생기고.."
"Gorthaur","2021.05.02","앤소니의 기억이,삶이 뒤섞여갈수록 돋보이는 앤소니 홉킨스의 연기"
"최자반","2021.05.02","공포영화만큼 소름돋았던 1인칭 시점의 치매 체험. 안소니 홉킨스경의 연기 오래오래 보고싶다. 건강해주세요 부디"
"마녀","2021.05.02","잘봤습니다. 부모님생각나서 마음이 아파요"
"Bruno","2021.05.02","안소니 홉킨스 만이 표현해낼 수 있는. .  혼란과 두려움! 관객에 고스란히 전달되었다!  추천!!"
"일레인84","2021.05.02","치매에 걸리면 저렇게 세상이 보이고 인식되는가봄.. 삶이 정말 처절하다.."
"청춘예찬8","2021.05.02","진짜 이런느낌일까. 어떻게 버틸수 있을까"
"카이 김승현","2021.05.02","좋아요,,,...,"
"비드덩이","2021.05.02","감정이입..!
가슴 짠한영화"
"kt**150","2021.05.02","매우 매우 대단하다 안소니 뿐만아니라 다"
"ka**akyu","2021.05.02","떡밥을 뿌렸으면 거둬야지"
"wo**d0206","2021.05.02","아지처지주춘저내라자자재"
"mo**ehead","2021.05.02","안소니 오 안소니ㅜㅜ 나의 이파리가 떨어져갑니다"
"쪼매난으니","2021.05.02","정신없다 싶다가 마지막엔 이게 치매의 무서움이구나라고 느끼게되는"
"프라이크","2021.05.01","두번 봤고 한번 더!
오스카 남우주연상,각색상 
충분히 받을만"
"he**o9355","2021.05.01","믿고 보는 배우들.. 치매가 겪는 입장에서는 이렇게 되는거군요 ㅠㅠ"
"yb**1sun","2021.05.01","사람의 기억이 얼마나 중요한 가! 인간으로서 존엄과 가치!"
"noy","2021.05.01","치매에 걸린 사람의 입장에서 본 세상은
혼돈 그 자체
주변 사람들의 힘듦도 참..
치매의 무서움을 느끼게 해준 영화"
"용갈이93","2021.05.01","치매란 공포, 그리고 홉킨스의 연기력"
"하핫","2021.05.01","혼란스러움이 고스란히 느껴졌어요 어린아이처럼 우는 모습이 너무 안타깝더라는.."
"라다보이","2021.05.01","알츠하이머의 입장에서 이렇겠다는 것을 덤덤하게 그린 영화이네요."
"be**ekmj","2021.05.01","기억도 나이가 든다.나도 나이를 먹는다."
"김미희.명성맘","2021.05.01","안소니홉킨스.정말대역배우네요.강추강추예요.아카데미상 기대되네요"
"adriana_ii","2021.05.01","보다가 눈물이 났다 나는 절대 겪고싶지않은 고통"
"류형제","2021.05.01","나의 기억, 경험, 타인과의 경계가 무너지는 순간 나는 어떻게 될까"
"zh**g475","2021.05.01","보는 사람마저 혼란스럽게 만드는 명연기"
"꼴라쥬매냐","2021.05.01","슬퍼요. 나이를 먹고 치매로 기억을 잃
으면 얼마나 혼란스러울지...잘 담아낸 영화입니다"
"WB2","2021.05.01","잔잔하고 연기가 끌고감
배경음악이 적어서 더 몰입된듯"
"gg**jjikmr","2021.05.01","나는 치매가 가장 무서운 병이라 생각한다. 영화 보는 내내 안타깝고 서럽고 무섭고 눈물 나고.. 저렇게 밖에 하지 못하는 자식들의 맘도 이해가 되고.. 너무 와닿아 가슴 아픈 영화.."
"살라미","2021.05.01","쏘쏘합니다 쏘쏘합니다"
"dahhhh","2021.04.30","무슨 말이 필요한가 그저 섧게 우는 수 밖에"
"ea**i1992","2021.04.30","더 파더 CGV소풍 아트하우스"
"peter","2021.04.30","혼돈의 치매환자역활을 잘 소화해낸...  조금은 단조로울수도..."
"seagull","2021.04.30","한 순간 순간이 너무 짠한..."
"trust","2021.04.30","역시 안소니 홉킨스입니다!"
"E20","2021.04.30","치매를 앓고 있는 사람의 입장에서 느껴지는 당혹감,공포를 잘 느낄 수 있었습니다. 슬퍼요"
