"writer","date","comment"
"pm**70914","2024.02.21","전세계의 노인들이 알츠하이머로 고통을 받고 있구나! 이 다큐멘터리에 나오는 남주보다 여주의 지극한 사랑이 인상적이다. 끝까지 포기하지 않고 여주 특유의상냥함으로남주를 위해희생하고배려하는모습이감동적이다.칠레영화는처음보는데중간에나오는칠레의민주화운동에대해서조금이나마알게 되었다."
"km**5619","2024.02.21","사랑과 소멸 그리고 기억."
"da**im679904","2024.02.21","가슴을 울리는 마지막 사랑의 기억,"
"나는꽃띠","2024.02.21","세월이 흘러도 기억이 변해도 사랑은 변하지 않는다. 영화보다 더 영화같은 사랑. 나도 저렇게 함께 노년을 보낼 사람이 있으면 좋겠다는 생각이 들었다."
"wu**01","2024.02.21","역사도 결국은 개인이 만들어 가는 것"
"do**007","2024.02.21","너무 연기를 잘한다고 했는데, 알고보니 진짜 치매에 걸린 기자네요.  안타깝지만 아름다운 영화입니다."
"kc**7007","2024.02.21","대단하네요.  주인공들이 실제 인물이어서... 안타깝게도 남자 주인공께서 작년에 돌아가셨군요."
"ty**iotyty","2024.02.20","바르게 살아왔건만 돌아온 건 치매라니"
"임님","2024.02.20","나라의 아픔을 기록하던 사람이 기억을 잃어가는걸 보는게 안타까웠다"
"유대요태비효비미요","2024.02.20","잘 봤습니다   좋아해요.  좋아요   우크라우스공고라 파울라"
"이가뮈","2024.02.19","★★★
영원한 사랑은 기억(시간)의 연속성, 서로 사랑하며 함께 늙어 간다는 행복의 가치."
"툐툐료","2024.02.19","이 기억을 영원히 붙잡고 있고 싶어"
"hi**op75","2024.02.19","치매란 정말 슬픈 병이다"
"cloud9","2024.02.19","사랑은 아름답고 쓸쓸하고 다정하고 눈물겹고"
"hi**opuneek","2024.02.17","칠레의 군사정권 실상을 비판하면서 알츠하이머를 극복하는 노부부의 사랑을 그리고 있는데 감동적이었어요🔥"
"ah**oyoun12","2024.02.17","잊고 싶지 않은 시간들을 잊게 만드는 치매"
"Daisy Buchanan","2024.02.16","아픈 역사의 기록과 잃어가는 사랑의 기억."
"AIMighTy","2024.02.16","점차 희미해지고 잊어지더라도 분명 마음 한편에 작게나마 남아있으리라."
"83**her","2024.02.16","생각보다잘봤습니다."
"ECMong","2024.02.16","다소 현실적이면서도 여전히 낭만적"
"쥬000","2024.02.16","이터널 메모리 잘 봤습니다"
"카우Amy","2024.02.16","할아버지 잘생기셨네요…"
"김깝씹","2024.02.16","당신의 기억이 희미해지고 뒤죽박죽이 되어도 나의 기억속에 끊임없이 교결되는 추억들"
"Mr bear","2024.02.16","매번 사랑을 다시 알려주고 함께 하지만 이건 내가 아니라고 괴로워하는 당사자와 오전까지 자길 못 알아보는 시간이 길어지는 게 더더욱 슬퍼지는 가족을 보니 마음이 아파요. 쉬운 병이란 없지만 사랑하는 사람을 잊는 건 어떤 것일지는 늘 상상하기 어렵네요"
"ct**ible8200","2024.02.16","사랑한다면 이들처럼. 웰메이드. 극장에서 보길 잘했다"
"sword","2024.02.16","이터널메모리...."
"카르페 디엠!","2024.02.16","아름다운 부부애에 눈물 펑펑 쏟으며 봤습니다. 갑자기 칠레에 가고 싶어지네요."
"ghke","2024.02.15","그 오랜 시간의 인연이 시련을 맞다."
"그럴 수도 있지","2024.02.15","이렇게 무섭고 이렇게 아름다운 인생이 있다니...서로를 쓰다듬는 행위가 저렇게도 완벽한 사랑..
난 오늘 천상계의 사랑을 보았구나"
"이니셰린의밴시","2024.02.15","없어져가는 기억을 영원히 남기는 방법. 하지만 뭔가 부족하다"
"거니야 놀자~!","2024.02.15","정말 대단한 사랑인데... 나라면 저럴수 있을까 하는 의문이 생기기도 했고 또 많이 슬퍼지기도ㅠㅠ 그리고 아름다웠다"
"po**rzg555","2024.02.15","처음엔 같이 웃으면서 보다가 뒤로 갈수록 슬퍼요"
"yo**e4","2024.02.15","영원한 사랑이 있다면 이런 사랑이겠죠
최근 본 영화들 중에 가장 좋았어요"
"겹, 시간의 결","2024.02.15","비록 우리의 육신과 정신이 쇠잔해질지라도 사랑은 영원히 함께하리라."
"dj**116","2024.02.15","영원한 기억은 있을까?
기억할 수 있는 순간의 감사함을 담았다.
그리고 자연스레 잊혀지는 방법도."
"no**eungwon","2024.02.15","그래도 당신을 사랑합니다"
"lilalila","2023.11.28","삶의 의미를 어디에서 돌아볼 지 생각하게 만든 영화"
"중랑언니","2023.10.30","다큐멘터리 영화, 음악캠프에서 듣고 아침에 예매해서 봤는데… 저에겐 좀 어려웠습니다;;"
"re**magen","2023.10.12","칠레의 지식인 사회를 엿볼수 있어요."
"명예의전당","2023.10.09","장면 장면들이 잊혀지지 않아요."
"~준수사항~","2023.10.07","감동 적인 영화 입니다 
잘 봤습니다"
"hyacinth0","2023.10.05","다큐 장르에 어울리는 감동 스토리."
"하늘색연두","2023.10.05","연기가 제일 좋았어요."
"해밀☆","2023.10.04","이터널 메모리 이터널 메모리"
"연꽃","2023.10.03","완전 찐사랑이네요
기억을 잃어버린다는것"
"혼자서도잘봐요","2023.10.03","사랑이란, 삶이란. 기억하는 것과 잊혀지는 것. 한두 문장으로 도저히 정리되지 않을 만큼 깊은 감동."
"sweepysister","2023.10.03","이터널선샤인이  떠오르는, 그누구보다  기억하기를 원하고 원하는사람이  매일아침 기억없이눈뜨는건  어떤기분일까   
영화가 참 좋다"
"tu**rman","2023.10.03","부부가 함께하면 못 이겨낼것이 없다"
"극장가쟈","2023.10.03","알츠하이머를 겪는 이들을 위한 위로이자 프로포즈.
모든 치매 환자와 그들의 가족에게 응원을 보낸다."
"un**s1","2023.10.03","영동역. 씨네라이브러리"
"해밀처럼","2023.10.02","다큐멘타리 영화네요. 기억을 잃어간다는건 너무 슬픈 이야기에요. 영화로 만들어졌음 어땟을까?
하는 궁금증도 생기네요."
"el**in","2023.10.02","설령 스스로의 기억이 무뎌지더라도 타인의 기억을 통해 자신을 유지해나갈 수 있다면, 그 기반은 형언하기 어려울 정도로 소중한 관계인 것 같다."
"wi**erfect","2023.10.02","기억조차움켜쥘수없는"
"이하야","2023.10.02","금지된 기억마저 사라진다면 역사는 어디로 가야 하나"
"제임 스님","2023.10.02","안타깝고 슬픈 이야기."
"겐시로","2023.10.02","이터널 메모리 소소한감동"
"잭잭♡♡","2023.10.02","재미있게 잘 보고나왔습니다 ㅎㅎ"
"eo**ung1102","2023.10.02","잔잔하게 감동적이었어요"
"se**inho","2023.10.01","흥미로운이야기! 기대중입니다!"
"ha**l6328","2023.10.01","사랑이란 이런 거구나."
"와일드 번치","2023.10.01","세상에 기록을 남기는 자도 똑같이 기억을 잃는다는 슬픔"
"Taeheeeee","2023.10.01","Sooo goood!!!!"
"cloud9si","2023.10.01","좋았어요@★★★♥♥♥
$8000"
"만군1","2023.10.01","두사람의 스토리가 감동적이었습니다."
"Total Eclipse","2023.09.30","잃어가는 뇌를 위한 사랑의 기록. 사랑한다면 이들처럼."
"옴니시아","2023.09.30","마지막엔 오직 사랑을 위한 망각과의 투쟁만이 남을뿐..."
"bh**41","2023.09.30","늙어서 늙으도 늘그막..."
"tj**bs0508","2023.09.30","재밌어요☺?"
"kw**slife","2023.09.30","이 작품이 다큐라는것이 믿어지지 않음
묵묵하고 깊은 사랑"
"투스타","2023.09.30","유명 저널리스트,작가,방송인 아우구스토는 알츠하이머 판정을 받고 기억이 지워지고 있지만 배우, 문화부장관을 역임한 파울리나와 사랑은 변색되지않고 사랑하며 알츠하이머로 자신을 잃지 않도록 도와주며 이겨낸다. 백발의 사랑과 배려.서로의 얼굴을 어루만지며 기억하는 모습들이 사랑으로인상적"
"영화보는그로밋","2023.09.29","나도 이런사랑 받고싶다 주고싶다 이런생각 하면서 봤어요"
"하자아도","2023.09.29","젊은 시절 각자의 정치적 역할을 충실히 해내며 지내던 두 사람이 중년 즈음 서로 만나 맺어지고 살아오다 맞이한 노년.. 반려자의 인생꽃이 한잎, 두잎 떨어지며 조금씩 시들어가는 동안 그 곁을 안타깝고 애틋하게 끝까지 보살피며 지켜낸 참사랑에 고개를 숙입니다. 두 분 모두 고생하셨습니다."
"ju**ni77","2023.09.29","치매 환자가 저정도로 일상생활 가능한가 의문도 들면서 너무 아름다운 영화에요
삽입곡도 너무 좋았어요"
"뿔곶죽체","2023.09.28","실화 배경으로 배우들이 연기한 건 줄 알았는데 아니어서 당황했고, 시대 배경이 한국과 비슷해서 놀라웠다. 치매가 진행되면서 같은 질문에 다른 답이 들려왔을 땐.. 참 먹먹했고."
"ga**424","2023.09.28","기억한다는 것...."
"아빠의싱싱농장","2023.09.28","저항과 사랑의 목소리, 그리고 그 기록"
"아이보리","2023.09.28","영화라고 하기엔 너무도 개인적인 기록인 게 아닐까;; 두 분이 정말 사랑하는 것 같아 보이긴 하지만, 그게 다임ㅠ"
"uu**h82","2023.09.27","느리고 잔잔하여 취양이 안 맞았습니다!"
"가을하늘","2023.09.27","죽음에 다가가는 치열한 삶이 눈물겹고 감동적이다"
"la**r82","2023.09.27","즐겁게 봤습니다..!"
"yh**hris","2023.09.27","실화의 감동. 그러나 치매 환자에 대한 연민 외에 그의 전사와 배경을 이해하고 공감할 기회까지 알려주진 않는다. 그런 친절을 기대했으나."
"God of movie","2023.09.26","다큐라는 점과 이 병에 대해 관심이 있는 분들에게는 볼만한 영화 아무래도 초반에는 조금 지루함감도 있지만 중후반 특히나 마지막에 상대방의 얼굴을 서로 만지는 장면은 조금은 성스럽다는 느낌도 들었던 영화"
"bi**tium","2023.09.26","독재와 민주화
희생자들
기억을 잃어가는 남자"
"mo**ee82","2023.09.26","아름다운 이야기네요. 인생 후르츠 영화가 떠올라요"
"so**rchoi","2023.09.26","포스터에 실린 두 주인공의 표정에 이끌려 영화관을 찾았다.
흔히 사랑은 유한하다고 하는데, 아우구스토와 파울리나의 깊고 존귀한 사랑에 박수를 보낸다.
지금보다도 좀 더 나이들었을 때, 나는 어떤 모습을 하고 있을까."
"무대뽀우기","2023.09.26","기대보다 볼만한 영화였어요"
"땀뽕이","2023.09.26","할아버지 할머니 노부부의 사랑이야기 잘봤습니다 아주 로맨스이네요"
"ae**816","2023.09.26","고통을 이겨낸 사랑은 참 예쁘고 아름답다.
파울리나의 슬픔은 남편이 자기를 잠시 기억하지 못할때"
"ch**1121","2023.09.26","이런 미래가 나에게도 오지 않을 까? 걱정되면서도 아! 미리 예방 할 수 있으면 얼마나 좋을까~"
"so**ce","2023.09.26","칠레의 아픈 기억을 고스란히 안고 있는 전직 기자 노인과 그 와이프의 순수한 사랑이 인상적이네요."
"qo**hddl113","2023.09.26","영원한 기억이란 건 없으나..."
"해밀리나","2023.09.26","이터널 메모리 이터널 메모리"
"주농","2023.09.26","기억하려면 기록해야 한다. 사랑도 역사도"
"dk**nswk1","2023.09.25","잤다. 아 영화관에서 보내는 새벽이란"
"ka**et123","2023.09.25","스스로에게 전부였던 것들을 서서히 떠나보내는 아픔. 기억을 잃어버린대도 사랑할 수 있다는 것은 그 자체로 얼마나 아름다운가. 기억을 초월한, 고귀하고 어쩌면 희귀한 사랑. 우리는 이런 사랑을 감히 할 수 있을까."
"mini7208","2023.09.25","나도 언젠가 나를 잊어버리지 않을까... 아니 잃어버리지 않을까... 걱정하는 1인~"
"RB런닝보이777","2023.09.25","Good ~~~♧"
"씽씽카0330","2023.09.25","세상에서 제일 무서운병이 알츠하이머 아닌가싶네요 잊는다는것 잃어버린다는것 정말 서글픈거같습니다 그럼에도 버티고 살아가는것이 대단하게 느껴집니딘"
"Big frame","2023.09.25","오래된 이야기 ~ 상실의 시간으로 들어간 부부의 일상 수다."
"jinny__00","2023.09.25","그렇게 우리는 또 다른 내일을 맞이하며."
"까미th","2023.09.25","너무 힘들어요 현실의 유일한 탈출구는 저를 포기하는건데 영화는 영화네요"
"le**reumsol","2023.09.25","영화 내용자체는 매우감동있고 좋았지만 다큐멘터리특성상 살짝지루한감이없잖아있음개인적으로는오펜하이머보다는좋았네요 ㅎㅎ"
"마토","2023.09.25","사랑이 있다면 이런 것..."
"덴젤워싱턴","2023.09.24","어쩌면 기억하지 못함을 슬퍼 말아요,
그대가 기억 못하더라도
내가 잊지 않고 기억할께요."
"llIlIl","2023.09.24","소중한 사람을 잊어버리는 것에 대한 두려움"
"이슬먹는여인","2023.09.24","알츠하이머의 남편을 사랑으로 돌보는 ~  사랑 그자체~~"
"마녀의흐름","2023.09.24","진정한 사랑이란 이런게 아닐까?"
"jom-vie","2023.09.24","사랑의 가장 아름다운 부분을 보여주는 영화"
"모음자음","2023.09.24","감정을 가지고 살아가라고 인터뷰는 자가 이젠 두려움에 떨며 앞날을 걱정하는 모습이 된것에서 많은 생각이 들게된다"
"melancholy day","2023.09.24","만들어낸 신파가 아닌 진짜 감정을 만나다.."
"als","2023.09.24","전반전으로 지루……."
"km**1312","2023.09.24","사랑에 대한 기억과 기억에 대한 사랑을 엿본다"
"영화가고픈","2023.09.24","내가 할 수 있다고 말해줘서 고마워,"
"Irene Marie Jacob","2023.09.24","세대 차이와 알츠하이머도 막을 수 없는 진실한 사랑의 마력."
"su**50002","2023.09.23","나이가 들수록  남일이 아니네요
쬐금 지루했지만~^^"
"가거도민","2023.09.23","진입 장벽이 너무 높네요. 저에겐"
"나투팔","2023.09.23","지적이고, 예의바르고, 유머러스한 사람이고자 한다. 동반자와 함께 친구처럼 늙어가고자 한다. 사랑했던 기억을 고스란히 간직한채 생을 마감했으면 한다."
"내집에서","2023.09.23","어렵게 촬영한 거는 인정. 기대가 컸던건지"
"별님이의영화","2023.09.23","나의 의지로 존엄한 마지막을 지키는 것은  과연 가능한가"
"방울이웃음","2023.09.23","삶을 통한, 한 칠레인 노년의 남자, 파킨슨병을 앓고 있는  그의 모습을 그의 배우자와 함께한 가물거리는 기억속에서 과거  그리고 현재를 나누며 다가올  숙명인 안따까운 마침을 실루엣으로 남귀두었다
사람들을 향한 연민의 마음, 안타까움, 불쌍한 마음을 일깨움."
"즐산","2023.09.23","황혼의 병고에도 변함없는 부부애 다큐 ..♡"
"kimsy9508","2023.09.23","희미해진 기억 속에서도 남은 그날의 화려하고 열정적이게 사랑한 그날의 모습들."
"ja**yeemo","2023.09.23","칠레의 역사와 힘께 했던 두사람... 사랑은 위대하다~^^"
"ja**yeemo","2023.09.23","칠레의 역사와 힘께 했던 두사람... 사랑은 위대하다~^^"
"wj**js0123","2023.09.23","짧고 볼만해요. 조금 아쉽기도 하고요."
"작은소리.","2023.09.23","사랑의 위대함과 따뜻함  감독이 연출을 잘 하였다."
"블랙하트","2023.09.23","사랑과 헌신이 뭔지 보여주는듯한
잔잔한 이야기"
"내일","2023.09.23","나이가 있다 보니 동감이 갑니다.
여주인공의 밝게 사는 행동을 보고 배웁니다.
미래를 준비하는 자세도 갖게 됩니다."
"파이잉","2023.09.23","치매가 참 무섭구나.. 7-80년대에 기자로 작가로 청명하던 사람이 50년지나 본인 자신을 기억못하는…"
"na**hu5844","2023.09.22","보는 내내 애들다루는 말투와 같은 말과 어눌한 행동들로 지루하고 힘들었는데 직접 알츠하이머환자를 간호하는 가족은 얼마나 힘들까? 새삼 어려움을 생각하게 됐다."
"sun","2023.09.22","예매하고 놓쳐서 다시 봐야겠어요"
"kkoyooo","2023.09.22","기억의 중요성을 얘기하던 분이 기억을 잃어가는 모습을 보는게 슬펐습니다ㅠㅠ 그래도 옆에서 곁을 지켜주는 사랑하는 사람이 있었기에 행복했겠죠? 그렇게 믿고 싶어요"
"heearang","2023.09.22","찐사랑인거같아요. 본인도 힘들지만 옆에서 지켜보는아내도 넘 힘들것같아요. 안타까워요."
"내비도","2023.09.22","이 세상에는 없을거 같은 사랑이네요.
두 사람의 진심이 너무나 강하게 느껴져요."
"물된동산","2023.09.22","네무슨스토리지알고의미도있고감동적이고좀지루하냈요."
"db**lfkd1","2023.09.22","중반에 기억이 나지 않지만.. 끝까지 잘 봤습니다."
"zz**g1008","2023.09.22","이토록 아름다운 사랑이라니?
오래도록  기억에서 아내의이름이 잊히지않길요!"
"사랑지기","2023.09.22","잔잔하니 보기 좋았어요. 서로에게 충실한 사랑 저도 본받으려 합니다."
"tr**tirene","2023.09.22","담담하게 사랑을 그려낸 영화.
조용히 감동이 밀려온다"
"se**020304","2023.09.22","사랑 앞에서는 어떤 것도 무의미해진다는 것을 담담하고 현실적으로 그린 영화."
"ze**an","2023.09.22","나를 잊는, 사랑하는 사람을 잊는다는 것이..."
"외계물질","2023.09.22","평소에 미처 생각이 닿지 않던 시간과 공간으로 다녀왔습니다."
"여행가","2023.09.22","진정한 부부애는 어떤 사랑 보다 고귀하고 감동.아름답습니다. 인생 승리자!"
"아무개","2023.09.22","사랑하는 사람을 잊어갈 수 밖에 없는 사람과 점점 짧아져가는 찰나의 시간을 붙잡고 사랑을 속삭이는 그 모습이 아름다웠다."
"Cine Spotter","2023.09.21","사랑하는 연인과 함께했던 모든 기억을 점차 잃어간다는 것이 무엇을 의미하는 것인지~ 또 그것을 바라보고 있어야만 하는 사람은 얼마나 고통스러울지~"
"빈센트","2023.09.21","흐린 기억 속의 그대 그 손을 놓지 않으리"
"혈액쥬스","2023.09.21","잔잔하게 보기에 좋앗어요"
"21**mad","2023.09.21","기억의 소중함를 끊임없이 이야기합니다."
"yt**69","2023.09.21","우리신랑도 치매3기인데ㅡ영화속두부부는참으로따뜻하고진실하게사랑하며 평생그렇게 가기를 원 하는그모슾 참부러웠 습니다감사히잔ㄹ관람 하였습니디ㅡ"
"ja**astafari","2023.09.21","이터널메모리 이터널메모리"
"kakaholic","2023.09.20","지금 내옆에 있는 소중한 이를 떠올리며 몰입했다. 누군가를 사랑한다는 것. 그 위대한 여정을 담았다."
"mi**enzen","2023.09.20","먹먹합니다
꼭보시길요"
"이쁜딸이둘","2023.09.20","죄송해요.  졸았어요.  두 분이 첫 시작부터 끝까지 말씀하십니다.  영화관 넘 추워요."
"bl**ns23","2023.09.20","저물어가는 공들인 인생
#기억과 우리
#CGV"
"hw**soo","2023.09.20","삶이란 또 사랑이란 이런거,  감동적이네요"
"푸루루르","2023.09.20","사랑이 뭘까.... 오랜만에 사랑의 무게를 느낄 수 있었던 영화였습니다. 너무 아름답고 대단해요."
"Romantic~♡","2023.09.20","아름다운 영화입니다
추천합니다"
"ys**ok0706","2023.09.20","아름다운 사람들...  진정한 사랑이 존재한다는 것을 두사람을 통해 알게 됩니다."
"abahk","2023.09.20","사전에 공부하지 않았다면 오르락거리는 시간의 흐름에 많이 적응하기가 힘들었을 것 같습니다. 영원한 기억으로 가꾸어가는 사랑이 아름답습니다. 단순한 대화와 표정, 그리고 행동의 표현으로 영상을 채우기에 충분했습니다. 배우들의 행동, 동작, 표정 하나하나가 섬세한 영상을 만들어 심취했음."
"기대와믿음","2023.09.20","두분의 사랑이 좀 더 오래오래 이뤄지길!!!"
"micknognoy","2023.09.20","알츠하이머에 걸렸어도 노부부의 사랑은 잊히지 않고 영원히 이어지리"
"tg**275","2023.09.20","사람이나이가들어간다는것에대해다시
생각하게하는영화입니다^^"
"kb**7690","2023.09.20","칠레 역사를 좀 알고 보면 더 좋을거 같음"
"movieweek","2023.09.19","'사랑' 이란 단어를 더 깊이 이해시키는 영화"
"co**s17","2023.09.19","영화가 아름답고 좋았어요!"
"성경재래김","2023.09.19","감동적이었습니다.
부모님도 보여드리려고요."
"kj**301","2023.09.18","오열 각 감동적인 이야기"
"헌터","2023.09.17","애정으로 쌓은 시간의 탑"
