username,date,rating,review,likes,dislikes
msw3****,2015.04.11. 23:10,8,사랑을 기억하는 것도 사랑,15,1
zxsx****,2015.04.13. 21:16,10,너무 감동적이게 봤어요~ 한지민 너무 이쁘고요,16,2
su23****,2016.08.18. 20:57,10,웃음코드와 감동적인 요소가 잘 어우러진 영화입니다. 울고싶을 때 봐도 괜찮을 것 같아요.,13,0
rudw****,2015.04.29. 00:49,10,엄마랑같이 눈물콧물흘리며봣네요ㅠㅠㅠ현실에서 있을것같은 내용이라 더 마음이아팠습다ㅠ,13,0
joes****,2016.02.03. 11:01,8,아부지 생각이나서 너무 슬펐어요..,14,1
swis****,2015.04.19. 23:27,9,갠적으로이런장르넘좋아하는데 중간에뭐지?했지만눈물바다로완전난리났었네요남친도울고나도울고끝나고도여운있는영화재미나게잘보구갑니닷!굿굿,12,0
swee****,2015.04.17. 00:03,10,"영화속만의 이야기가 아닌  내게도 있을 수 있는 이야기, 그래서 슬프고 가족 사랑에 감동~",12,0
ksig****,2016.07.06. 16:11,10,친정엄마와  처음으로 같이 본 영화였는데  아버지가 치매로 돌아가셔서  더 마음이 아팠네요  오랫만에 잔잔한 감동의 눈물을 흘리게 한 영화였어요,12,1
cye1****,2015.04.13. 17:30,10,가족끼리 보면 좋을영화,10,0
jm44****,2015.04.12. 13:10,9,감동입니다. 가족과함께 보세요,10,0
hhr0****,2015.04.12. 13:07,10,진짜 재밌다 감동이있고 또 볼만한 영화다 무척 울었다 ㅠㅠ,10,0
nigh****,2015.04.12. 04:01,10,가슴이 촉촉해지는 영화,10,0
bakh****,2015.04.11. 23:14,10,초반엔 웃겨서 깔깔깔 했는데 마지막 반전에 눈물이 ㅋㅋㅋ 정말 연인이나 가족이 보기에 정말 추천합니다,10,0
eoh0****,2016.08.22. 00:02,9,너무 감동적인 영화였어요,9,0
dsly****,2015.05.06. 21:39,9,훈훈한... 영화원로배우들이 주연이라 더욱 반가운 영화,9,0
joaj****,2015.04.29. 14:43,10,너무 감동이에요ㅠㅠㅠㅠ 가족의 소중함을 다시한번느끼게 해주네요ㅠㅠ,9,0
choi****,2015.04.20. 01:34,10,재미있었어요 마지막 반전이..!!,9,0
girl****,2015.04.18. 22:57,9,잔잔한영화.부모님표도끊어드렸어요.국제시장만큼밝고유쾌한영화는아니지만볼만해요,9,0
pand****,2015.04.17. 22:17,9,부모님을 떠올리며 감사할 수 밖에 없는 진솔한 영화. 순수한 사랑과 반전을 동시에 건진 영화,9,0
kyj2****,2015.04.12. 12:24,10,반전이 있는 감동영화! 강제규 감독님  최고~,9,0
alfl****,2015.04.13. 21:42,10,감동/재미/완전 짱임 액션보다 짱임,10,1
ekgm****,2015.04.13. 21:06,10,올해 최고영화 재밋고슬프고느낀게많았습니다,10,1
hyon****,2015.05.05. 01:26,10,눈물없인 못보는 감동 ㅜ,8,0
dmsd****,2015.05.03. 23:47,8,재밌기도하고 슬프기도한 영화!,8,0
hoya****,2015.05.03. 21:00,9,편안하고 소박한 영화~반전이 있어서 더 좋으네요 그냥 뻔한 이야기겠지 했는데 ~~연기력이 좋아 푹~빠져서 봤어요.,8,0
ant3****,2015.04.15. 20:24,10,정말 슬프고 아름다운영화네요♥,8,0
2961****,2015.04.30. 15:04,10,좋은영화 재미있게 봤습니다,9,1
alsw****,2015.04.23. 20:36,10,엄마랑 잘봤어용 감동적이에용,9,1
luck****,2015.04.20. 10:06,8,난 남자다.그래서 안울려고 했는데 눈물이 흐른다.왜일까?  다 좋았는데 편집상의 문제인지 뭔가 뚝뚝  끊기는 느낌만 빼고는 좋다.울따래미도울었다. T.T,9,1
sawa****,2015.04.12. 18:25,9,국제시장 다음 영화로 선택 어머니와 둘이 다녀 왔습니다.역시 원로배우들의 연기 잼있었습니다. 국제시장이 시대극이였다연. 장수상회는 현대극이라 생각됩니다. 서로를 아끼며 존중하는 사랑 다시한번 따뜻하게 느껴지는 영화 입니다.,9,1
zibi****,2015.04.11. 22:49,6,영화소개프로에서 보고 예상했던 내용과는 전혀 다른 전개..,11,3
seng****,2016.07.16. 14:19,10,부모님을 생각하게 하는 영화였어요.. 기억의 순간을 붙잡고 싶은 애뜻함..,7,0
seki****,2015.05.04. 08:45,10,적당한 감동과 예기치 못한 반전~!! 가족의 의미에 대해 다시금 생각하게 되는 영화~,7,0
phk6****,2015.05.04. 07:27,10,가족이 함께 보기 좋네요,7,0
soul****,2015.05.04. 03:55,10,감동적ㅇ니 영화였다 최고다,7,0
pak4****,2015.05.03. 22:54,10,동감되는  내용에 감동함,7,0
qoth****,2015.05.03. 21:52,10,폭풍처럼 지나가는 세월속에서도 꿋꿋히 자리를 지킨 힘이 바로 사랑이다. 정말 가슴 한켠이 뭉클해지면서 따뜻해지는 영화.,7,0
hote****,2015.05.03. 15:04,9,나이드신 부모님들 모시고 꼭들 가세요감동과 폭소를 느끼실 겁니다.어쨋든 요즈음 나이드신 어르신들 볼만한 영화가 드물어서 적합한 작품을 만들어 주신 감독님 감사합니다.,7,0
dipi****,2015.05.02. 15:05,10,예측되던 스토리가 아니여서 좋았습니다. 연기자 분들이야 두말할 것도 없구요. 이런 영화가 더 흥해야 합니다.,7,0
ppoy****,2015.05.02. 11:26,9,기대했던 것 보다 재미와 반전 감동,7,0
2593****,2015.04.29. 19:57,8,적절한반전 적절한감동 부담스럽지않은 새드엔딩,7,0
kdk4****,2015.04.19. 16:48,9,노부부의 애틋한 사랑과 가정의 끈을 잘표현해준 휴먼 영화? 굿~~~,7,0
vivi****,2015.04.15. 18:48,9,따뜻하고 사랑스러운 영화.,7,0
huma****,2016.07.02. 02:02,10,아무말이 필요없다 최고,8,1
rlaw****,2015.04.12. 02:10,8,감동적이였고 거의마지막부분에 반전이있어서 더 뭉클했던 영화였던것같다,8,1
qkde****,2016.09.07. 15:20,10,수고하셨습니다재미있게본듯,6,0
envy****,2016.07.10. 22:05,10,눈물이 주륵주륵 감동의 도가니,6,0
robi****,2015.05.04. 20:27,10,최고에요 정말 잘 봤습니다,6,0
ebbi****,2015.05.04. 19:13,10,미래의 우리모습을 미리 보고왔습니다 감동~,6,0
alfa****,2015.05.04. 14:00,10,슬퍼요... 눈물 쏙!!,6,0
tjdg****,2015.05.04. 11:02,9,생각보다 재미있어요잔잔한 감동도 있고 잔잔한 반전도 있어요볼만한 영화입니다,6,0
pr24****,2015.05.03. 20:18,8,조금 슬펐지만 재미있게 봤네요~,6,0
pask****,2015.05.03. 19:11,8,마음이 따뜻해지면서도 한편으로 마음이 먹먹해 졌습니다.,6,0
will****,2015.05.03. 11:09,8,가족의 의미를 그린 영화,6,0
imay****,2015.05.02. 23:42,10,너무슬퍼서 눈물펑펑ㅜㅜㅜ,6,0
sueb****,2015.05.02. 21:45,10,정말 웃기기도했고 감동적이기도한영화..마지막에  눈물이계속났어요ㅠㅠㅠㅠ진짜 추천..!!,6,0
wlal****,2015.05.02. 20:23,10,눈물쏙 콧물쏙 너무 잘봤습니다 ㅠㅠ,6,0
t930****,2015.05.02. 15:20,10,정말 감동적인 영화였고 살아가면서 평샹 잊지못할것 같아요,6,0
kcw9****,2015.05.01. 18:05,10,울음이 없는편인데 현실적인 얘기라 마지막에 울었어요ㅠㅠㅠ 부모님에 대해서 다시 생각해볼수 있는 영화인거 같습니다!,6,0
onda****,2015.05.01. 17:25,10,마지막에 반전ㅠㅠ 그냥 다슬펐음ㅠㅠ,6,0
jj_d****,2015.05.01. 02:34,10,슬픈 영화 ㅜㅜ 꼭 보세요 !,6,0
unfi****,2015.04.30. 23:11,10,울었어요 ㅠㅠㅠ최고!!!,6,0
cam2****,2015.04.30. 14:55,10,방심하다가 울엇어요 저두 ㅋㅋ,6,0
biue****,2015.04.30. 13:16,8,뻔한내용이지만 감동있는 영화,6,0
o3o_****,2015.04.30. 01:46,9,감동적이고 재밌었습니다.,6,0
cjsf****,2015.04.30. 00:01,9,잔잔하게 이어가다가 결말에서 눈몰 쏟네요,6,0
dkwl****,2015.04.29. 21:26,10,감동적이에요ㅠㅠ 추천합니다,6,0
chen****,2015.04.29. 17:01,8,눈물을 위한 영화. 후반부 갑작스러운 부분이 흐름을 흔들어놓는다,6,0
fs92****,2015.04.27. 21:58,9,마지막이 감동적인 영화였습니다,6,0
ik48****,2015.04.27. 21:31,10,대애박~~~~연기자분들 정말 연기잘하십니다.내용은더할나위없구요.강추강추,6,0
shar****,2015.04.26. 20:15,8,소소하면서 가족 생각 많이 나게하는 영화네용~,6,0
guri****,2015.04.26. 19:12,10,굉장히 슬프고 감동적이었습니다,6,0
vbab****,2015.04.21. 17:07,10,최고감동눈물계속나옴,6,0
seop****,2015.04.20. 13:28,9,감동적이네요 잘봤습니다,6,0
gag1****,2015.04.20. 12:05,10,굿입니다요슬픔이밀려와ㅠ,6,0
ggo1****,2015.04.20. 12:00,9,감동적이었네요..노트북을 봤던것보다 더한..,6,0
jiyo****,2015.04.20. 11:51,10,부모님과 함께 보면 좋을 영화갔습니다.,6,0
litt****,2015.04.20. 10:56,10,다들 눈물콧물 찔찔..감동감동,6,0
1113****,2015.04.20. 10:50,9,반전있는슬픔...그래서더생각나는영화,6,0
milk****,2015.04.20. 09:32,9,가슴따뜻한  가족영화~~,6,0
dydw****,2015.04.20. 01:26,9,엄마랑 같이 봤는데 엄청 웃고 엄청 울었네요ㅠㅠ,6,0
isji****,2015.04.20. 00:03,8,볼만하네요...ㅋㅋ,6,0
mrjs****,2015.04.19. 21:49,10,진짜 시간가는줄 모르고 봤어요 마지막 반전ㅠㅠ,6,0
aa84****,2015.04.19. 21:46,9,감동적이에요~두번봤는데 후회하지 않았어요^^,6,0
woal****,2015.04.19. 21:27,10,대박영화다 ㅠㅠ다시또보고싶은영화!!,6,0
yell****,2015.04.19. 19:41,10,부모님을 위해 희생하고 생각하며 사는 사람이 되어야 겠다고 울며불며 느꼈습니다,6,0
dndd****,2015.04.19. 19:17,10,기대하지도 않고 봤는데 뜻밖의 재미가 있네요!,6,0
momo****,2015.04.19. 19:03,10,오랜만에 가슴 따뜻한 영화를 보게됐네요 한국판 올드버전 노트북을 본듯한 느낌,6,0
mhk9****,2015.04.19. 19:02,10,눈물이흐르네요ㅜㅜㅜㅜ,6,0
mshm****,2015.04.19. 18:41,10,굿나하나의사랑 다시듣고싶습니다,6,0
jiao****,2015.04.19. 17:48,9,가슴찡한  부모님의  러브스토리,6,0
piet****,2015.04.19. 17:41,10,재밌고 감동적이다 가족들이랑 보면 뜻깊은영화,6,0
idhy****,2015.04.19. 17:27,9,반전에 깜놀한영화!!역시 강제규 감독님 짱!!마음따뜻해지고 훈훈해지는 가족영화네요.,6,0
yeeb****,2015.04.19. 17:12,9,너무 좋습니다 이렇게 울어보기는첨,6,0
kyh_****,2015.04.19. 17:06,10,부모님과 함께 봤는데 너무 감동적이었고 깨달음이 많았네요,6,0
dbgk****,2015.04.17. 23:41,10,가족끼리재밌게보고왔어요,6,0
sson****,2015.04.17. 22:47,10,오랜만에 좋은 영화 보게되서 좋네요,6,0
hatn****,2015.04.17. 22:31,10,예상못햇어요그래서 그 반전이 너무슬펏어,6,0
sjoo****,2015.04.17. 21:36,10,가족은참 좋은거같구오..아버지어머니께감사하고요..장수마트애용해야겠네요,6,0
pjm3****,2015.04.17. 17:27,10,정말 감동적인 영화!인생영화로 꼽을만큼 재미있고 슬프면서 마음이 따뜻해지는 영화였어요. 강추!,6,0
redc****,2015.04.17. 11:44,9,저도울고 남친고 울린 영화에요,6,0
ndh5****,2015.04.17. 10:30,10,최고네요 다울더라고요ㅋㅋㅋㅋ,6,0
jujj****,2015.04.15. 09:04,9,부모님께 선물로 예매해드린 영화인데 보시는 내내 눈물흘리셨다더군요.,6,0
gong****,2015.04.15. 05:02,9,아주 재밋게 잘 봣습니다,6,0
jkw5****,2015.04.14. 23:45,9,박근형씨의 연기가 독보였던 작품! 끝에 반전 부분에서 잠시 흐름이 너무 부자연스러워지는 거 아닐까 싶었지만 잘 마무리 되더군요. 부모님과 함께 보시길 추천드려요.,6,0
jaso****,2015.04.14. 23:39,10,큰 생각 없이 봤는데 정말 감동받았습니다. 꼭 보세요,6,0
kimj****,2015.04.14. 23:08,8,따뜻한 영화였어요. 반전도 신선했고 배우들 연기도 좋았습니다,6,0
hans****,2015.04.14. 22:36,10,슬프고 감동적이예요ㅜㅜ 휴지 꼭 챙기세요ㅜㅜ,6,0
ktty****,2015.04.14. 21:52,10,감동이 있는영화더군요 별로 기대하지않았는데 너무 잼있게 봤습니다,6,0
diwk****,2016.07.05. 18:53,10,정말 마지막 장면보고 펑펑 울었습니다.ㅜㅜ,7,1
yeli****,2016.01.23. 21:27,10,누가  이 영화를 따분한 노년의 영화라고 말할까 어떤 로맨스보다 설레고 간절한 사랑,5,0
teun****,2015.04.15. 17:07,7,평범해요. 누구와 봐도 상관 없는 영화.엄청 울고 싶었는데 그정도는 아니었네요. 그래도 극장에 많은 분들이 우는 소리가 들리더라구요.,5,0
eunb****,2015.04.13. 09:13,9,반전감동이있는영화! 배우들의 연기도 좋고 내용도 좋아요..,5,0
rkdt****,2015.04.13. 08:05,10,웃음과 슬픔 그리고 반전이 숨어있는 빅재미 영화!,5,0
d986****,2015.04.13. 07:18,9,오랜만에 가슴이 뭉클햇습니다,5,0
such****,2015.04.13. 00:40,10,감동 깊게 봤어요. 아직도 여운이,5,0
lki8****,2015.04.13. 00:15,10,진짜대각  슬프디ㅡ원래거의안우는데 울음..,5,0
zzz0****,2015.04.12. 22:08,10,재밌고 감동이었어요.,5,0
jaey****,2015.04.12. 22:02,10,눈굴콧물다빠졌다..,5,0
tkfk****,2015.04.12. 22:00,10,엉엉간만에 눈물보이며 관람했습니다,5,0
herc****,2015.04.12. 16:53,9,재미와 감동 눈물의 반전까지,5,0
kimj****,2015.04.11. 12:49,10,후반부터 반전처럼 느껴지기도했다.'나이를 먹어간다'라는 말에 있어서 잃어가는것과 잊어가는것에 두려움을 우리 모두가지고 있지만 그것만이 전부는 아니라는 생각이 들었다.황혼의로맨스정도로만 알고 본 영화이지만 그 이상의 많은것이 담고있는 영화인거같다.,5,0
sch0****,2015.04.11. 12:22,10,10년솔로였던 나의 연애세포를 자극하는 영화!,5,0
soil****,2015.04.10. 16:47,10,영화 간만에 편히 눈물 나게 감동적으로 봤습니다,5,0
2_ga****,2015.04.29. 15:26,8,한국영화별로안좋아하는데배우분들연기도너무잘하시고감동적이엿어요ㅠ,6,1
ing1****,2015.04.23. 22:57,9,평생의 사랑이야기 잘 보았습니다. 한국의 노트북...,6,1
song****,2015.04.21. 17:56,10,슬프고 내용도 좋네용 엄청울었네요ㅜㅜ,6,1
kgr3****,2015.04.21. 13:01,10,보는동안 너무 슬펐어요... 예상은했지만! 감동적이였습니다,6,1
nini****,2015.04.21. 03:52,10,가슴따뜻하구 감동♥폭풍눈물,6,1
cain****,2015.04.21. 01:01,10,스릴러영화 못지않은 반전! 잘봤구요 한국영화 화이팅!,6,1
0278****,2015.04.19. 02:10,9,"감독,배우,시나리오의 박자가 맞았을때~ 감동을 받게 되는것같다!!심야타임을 봤는데~ 다행이였다~ 눈이 퉁퉁부은걸 감출수가 있었다!!  오랜만에 생각을 하면서 영화를 보게 되었다^^ 인생~ 참!! 꽃바람 불듯이 아름다운것 같습니다",6,1
nid_****,2015.04.18. 23:51,10,갑자기 흐르는 눈물을 멈출 수가 없네요,6,1
kbhq****,2015.04.18. 23:37,9,처음은 재밌고 나중은 슬프고...,6,1
hwan****,2016.08.04. 17:13,10,정말 감동이었습니다~~!!,4,0
555s****,2016.05.14. 08:25,7,나이는 살아 온 세월이 아니라 살아 온 기억들 이다.,4,0
yuna****,2015.05.04. 14:12,9,너무슬프고도 감명깊은영화였다,4,0
nbo8****,2015.05.02. 17:04,10,긋굿굿굿굿구수루후수수,4,0
real****,2015.05.02. 15:35,9,별생각 없이 봤는데 반전 있네요 ㅋㅋ,4,0
jej1****,2015.05.01. 17:44,10,가슴찡한 감동이었습니다.  모든 연령층에게 강추강추합니다.,4,0
im44****,2015.04.28. 22:19,9,미래를 생각하게 하는 영화였습니다. 그리고  부부의 소중함과 서로를 아껴주는 강한 메시지를 주는 영화입니다.,4,0
houn****,2015.04.27. 09:45,10,정말 감동적이였습니다 뒷부분 반전이 급하게 나와서 무슨 소리인지 잠깐 멍하다가 이해되고 참 짠 했습니다. 알츠하이머라는 병 정말 두려운 병인 것 같습니다 소중한 추억을 잃는다는거 정말 슬픕니다 재밌는 장면도 곳곳에 있어 즐겁고도 슬픈영화인 것 같습니다,4,0
jhic****,2015.04.26. 23:52,7,시작은 황혼의 로맨스인줄 알고 관람을 시작했는데 가족간의 진정한 사랑 영화였네요  잘 봤어요,4,0
newb****,2015.04.26. 21:24,10,감동입니다~ 박근형님과 윤여정님 뿐만아니라~ 출연진  모두가 연기 너무 잘하시네요~~,4,0
gkgk****,2015.04.26. 20:53,8,재미보다는 생각을하게 만드는 영화,4,0
atm3****,2015.04.20. 13:22,8,"별로 큰기대는 안했지만,나름 잼나게 봤습니다~^^&마지막엔 가슴이 뜨거워지며 눈물도흘려주시고..ㅎㅎ",4,0
hw05****,2015.04.20. 13:16,9,"감동적인 영화에요ㅋ 가족,  친구,  연인과 함께 보기 좋은 영화ㅋ",4,0
jins****,2015.04.19. 19:26,10,부모님과 함께봤는데 정말 좋았습니다,4,0
qkrt****,2015.04.17. 19:21,10,보는내내 울면서 봤어요 정말 감동적인영화인거같아요,4,0
voou****,2015.04.15. 10:00,10,"어설플 수 밖에 없었던 초반, 기억을 잃어도 나이가 먹어도 다시 사랑에 빠지는 사랑.",4,0
jjm1****,2015.04.12. 18:54,9,완전감동여자친구도율고나도울고,4,0
kore****,2015.04.12. 18:48,10,너무재밌었어요~웃다가울다가쵝오^^,4,0
kyh9****,2015.04.12. 15:59,10,그냥 별 생각없이 보고 왔는데 나름 반전도 있고 재밌고 슬퍼서 펑펑 울고 왔다.. 정말 감동적이기도 하고.. 교훈도 나름 있는거 같다 bb,4,0
zmfk****,2015.04.11. 01:19,10,초반에 막 웃다가  뜻밖의 반전에 진짜 엉엉 울고 싶은것 꾹 참음!  역시 중년 배우들이 경험이라는것 무시못함! 빠져들게 만들었음! 포스트만 보고 재미없을줄 알았는데 적극적으로 추천합니다!!,4,0
narc****,2015.04.23. 22:46,10,잼잼꿀잼잼꿀꿀잼꿀꿀,5,1
0jub****,2015.04.22. 19:10,8,고령화사회로 가고 있는 이때에 다같이 공감하고 볼 수 있는 영화이지 않았나 싶습니다 특히 마지막 반전이 기억에 남네요^^,5,1
kitc****,2015.04.21. 15:18,10,끝부분이 완전 반전이었어요..눈물나고..  저희 엄마와 보았는데.. 좋았어요..,5,1
woor****,2015.04.21. 11:11,9,반전 눈물 쭈욱~~~ 부모님께 잘해야해요~~,5,1
ycb8****,2015.04.21. 00:11,9,감동입니다. 2번봤어요,5,1
cl16****,2015.04.20. 20:46,9,잘 봤어요~ 마지막 반전이 강동과 뭉클하게 만드네요!,5,1
pse8****,2015.04.19. 12:06,10,진한 감동이 남는다 꼭 다시 보고싶다,5,1
moon****,2015.04.19. 12:06,9,보다  울었어요.대박나시길,5,1
ehsk****,2015.04.19. 00:59,8,가슴아픈영화네요~반전이 있네요 한번쯤 볼만한 영화예요^^,5,1
hanj****,2015.04.19. 00:24,10,"재미도 있고, 반전도 있고, 감동도 있는 영화네요!",5,1
xoru****,2015.04.18. 23:42,10,재밌기도 하고 슬프고 감동적이기도하고 마음에 확 와닿는 영화다 ㅠㅠ 중간부터 끝까지 눈물이 났다..,5,1
skyd****,2015.04.18. 23:07,8,반전이...ㄷㄷ ㅠㅠ,5,1
stkz****,2015.04.13. 14:39,10,재밌다!!!!마지막에 반전있어용,5,1
hoya****,2015.04.11. 13:21,10,잔잔하고가슴 뭉클해서여운이 남는영화입니다~,5,1
kop2****,2015.04.11. 13:15,10,너무감동적이고 재밌었습니다,5,1
wind****,2015.04.10. 23:16,10,재미있게 잘 봤어요 다음에 또 한번더 볼 생각입니다ㅠㅠ,5,1
cord****,2016.09.10. 09:04,10,좋아요좋아요좋아요좋아요,7,3
juan****,2015.04.09. 19:53,10,극장내 사람들 모두가 펑펑 눈물흘린 말이 필요없는 영화.. 조만간 부모님과 또 보러가려구요.!!,7,3
nbks****,2016.07.17. 21:48,9,엄마오ㅏ보고 왓엇는대....엄마가 매우 재미잇게 보셧다거...저도 재미잇게 봣고요...현실에서도 잇을법한.그런 이야기엿습니다,3,0
shei****,2016.07.15. 01:44,10,꽤나볼만...굳 열자열자,3,0
mell****,2016.05.23. 18:05,10,추천합니다. 기대보다 훨씬 좋았어요..,3,0
alsw****,2016.05.17. 20:39,10,재미있을줄만 알았는데 감동과 슬픔이 있어 웃다가도 많이 울었던 영화!,3,0
ming****,2016.02.25. 21:41,10,울고웃고재미섯서요 부모님모시고봐도조을듯,3,0
1_23****,2015.06.10. 23:55,8,아침부터 눈물빼고 왔네요..,3,0
rain****,2015.05.12. 00:14,10,엄마가 좋아하셨어요 ㅎㅎ,3,0
wjsd****,2015.05.11. 20:55,10,한지민 진짜 이뻤음ㅠㅠ,3,0
daon****,2015.05.09. 23:28,10,재미있고 끝에는 감동이 있네요아무생각없이 본영화에 감동까지 감사합니다,3,0
uuio****,2015.05.09. 23:14,8,남자친구랑 같이봤는데 엉엉울었네요 ㅠㅠ중반까지는 지루한감이 없지않아있었는데 나름 후반부의 반전이 있어서 놀랬습니다 역시 배우들의 힘이 대단한것같습니다! 박근형선생님항상 진중한 배역이셨던것같은데 중년의 귀여움이 돋보였던 영화였네요 마지막엔 짠했네요,3,0
oesa****,2015.05.09. 22:54,8,"노인문제, 가족문제가 복합적으로 잘 표현된 영화이다.남녀노소 모두 즐겁게 볼 수 있는 편한 소재이다.가정의 달에 추천하는 영화",3,0
ming****,2015.05.09. 22:37,8,반전에 응?...햇지만 맘따뜻해지는영화 저렇게늙고싶다는생각많이했습니다. 혼자봐서오히려다행인영화♥,3,0
ccdh****,2015.05.09. 22:01,10,아이와 어른 모두가 재미있게 볼수있던 영화였네요,3,0
hjki****,2015.05.09. 19:41,9,알츠하머에 대해 다시한번 깊게 생각해보는 계기가 되었고 가족의 의미에 대해서도 생각하게 하는 영화였습니다,3,0
rape****,2015.05.08. 17:48,10,재밌게잘봤습니다굿굿굿,3,0
jung****,2015.05.08. 17:33,9,감동있는 영화~~^^,3,0
dlsd****,2015.05.08. 17:01,10,감동 그 자체!!! 또 보고 싶네요,3,0
cdh0****,2015.05.08. 12:34,10,"먼훗날 우리의 모습이라 생각하니, 공감대가 형성되는 영화였습니다. 특히 반전은 정말... 시간의 흐름을 어느 중간시점에서 시작했던 것이 반전의 크나큰 효과를...",3,0
ydev****,2015.05.08. 11:55,10,이 영화를 보고 추억을 한 잔 마셨습니다 .,3,0
sail****,2015.05.08. 10:09,10,넘 웃기다가 펑펑 울었어요. 아 진짜.. 저렇게 사랑해야해 ㅠㅠ,3,0
05yj****,2015.05.07. 03:01,9,부모님이랑 보기 딱 좋다,3,0
kjs9****,2015.05.07. 00:17,10,영화관에서 처음으로 울었어요,3,0
tmin****,2015.05.06. 22:55,9,또다른 반전스토리에 가슴 뭉클,3,0
love****,2015.05.06. 19:37,10,안 운 사람을 찾을수 없다.너무 재밋고 슬픈ㅜ,3,0
isyo****,2015.05.06. 17:49,9,하루하루가 소중하게 느껴지는 영화였습니다 :),3,0
s2me****,2015.05.04. 18:47,10,가족들이랑 봐서 너무 좋았습니다,3,0
pirs****,2015.05.03. 22:18,10,노트북 영화가 떠오름.ㅋ 공백채우기채우기,3,0
kjja****,2015.05.03. 22:05,10,감동적이었습니다.  젊은 세대들도 꼭 보면 좋겠읍니다. 굿^^,3,0
95ks****,2015.05.03. 18:32,10,감동적인 영화였습니다,3,0
