username,date,rating,review,likes,dislikes
hjch****,2024.09.30. 13:05,10,"딸에 대하여, 엄마에 대하여, 노년에 대하여, 그리고 함께함에 대하여",1,0
aju1****,2024.09.30. 12:52,8,새로운 형태의 가족에 대한 이상주의적 고찰,1,0
dlqu****,2024.09.26. 14:40,8,"영화속 인물은 때론 내가, 때론 가족이 겪을 일들.",1,0
axxc****,2024.09.24. 09:27,10,잔잔하게 보면서 많은 생각을 하게 됨.,1,0
chre****,2024.09.17. 23:43,10,"책만큼 잘 표현해둔 영화,, 인간 대 인간의 관계와 사랑,, 엄마의 감정상태를 잘표현해주신 배우님 감사합니다,,",1,0
mira****,2024.09.17. 02:05,10,사회 규범으로 재단할 수 없는 사랑들,1,0
hwan****,2024.09.15. 23:24,6,다름을 온전히 이해하기보다 함께 살아감에 대한 숙고.,1,0
redh****,2024.09.15. 22:15,10,"우리사회 돌봄 문제, 새로운 가족의 형태, 자기가 싫어한 타인의 삶은 사실 자신의 삶이라는 것. 이젠 참 쉽지않은 부당한 것에 대한 정당한 분노까지.... 많은 생각을 던져준 영화. 무엇보다 영화가 감동적인 건 극적인 기대감을 심어주지 않고도, 살아갈 위로를 건내주었단 것. 어두운 현실에 더 어두워질까 망설이신다면, 꼭 ...",1,0
kje5****,2024.09.15. 15:43,8,결은 다르나 서로 같은 싸움을 하고 있던 모녀..,1,0
dusd****,2024.09.14. 22:49,10,정말 오랜만에 좋은 영화를 봤습니다.영화에 나오는 모든 삶에 옳고 그름을 매길 수 없었다는 점에서 더욱 많은 생각을 할 수 있었어요.,1,0
her3****,2024.09.10. 06:35,8,납작하고 협소한 가족과 공동체를 향한 감각을 내내 따스하고 신중히 보여주는 영화. 원작과 견주어 비교하기보다 그저 나란히 둔 채 여러 번 떠올리며 내 상상력에 이어 붙이고 싶다.,1,0
dogi****,2024.09.09. 20:28,8,"이 시대, 이 세상, 대한민국에서 딸로서, 여자로서, 사람으로서 '살아가고' 있는 모든 이들에게... 그리고! 오민애 배우의 연기를 오롯히 느끼고 즐기고 담아둘 수 있어서 감사했던 시간, 파일럿, 한국이싫어서, 딸에대하여 로 이어지는 2024년의 얼굴! 올해의 배우상은 오민애 배우에게!",1,0
onga****,2024.09.09. 03:54,9,중년남자로 평소 전혀 생각해보지 못했던 소재의 영화이나 정말 몰입해서 본 것 같습니다. 취향이 확고하고 영화를 통해서 스트레스를 풀려는 목적을 가진 분들에게는 추천하기 어렵지만. 평소 자신과 다른 사람들의 이야기가 궁금한 분들은 재미있게 볼 수 있을거 같습니다.   올해 한국영화 중에서는 현재까지 가장 재미있...,1,0
pote****,2024.09.06. 11:52,10,작품 시간가는줄 모르고 잘봤습니다.,1,0
chmh****,2024.09.05. 19:13,10,정보 없음,1,0
erzn****,2024.09.05. 14:48,8,돌봄으로 이루어진 가족,1,0
lsg4****,2024.09.14. 00:12,10,물이 쏟아지기 직전 표면장력같은 영화막 극적이거나 쏟아내는 장면들은 없지만 가끔 심장이 턱 막힌듯 울음이 올라오는 장면들이 있었다포스터는 그들미래의 스포일까?,2,1
hyol****,2024.09.05. 21:35,10,정말 재밌게 봤습니다! 연기도 좋고 연출도 좋아서 몰입이 더 잘 됐어요!,2,1
ff91****,2024.09.05. 18:53,10,군더더기 없이 잔잔하니 좋았습니다.,2,1
dutp****,2024.09.04. 21:47,10,딸은 엄마보다 이해한다,4,3
cwh1****,2024.09.04. 19:19,6,엄마에 대하여라는 제목이 더 잘어울리는 작품,7,6
j001****,2024.10.18. 09:37,8,"언젠가는 이해에 가닿을 거라 믿으며, 세상 모든 어머니와 딸에 대하여.",0,0
91na****,2024.10.16. 17:53,10,"게이, 트젠, BL, 브로맨스는 되지만 워맨스, 레즈비언은 지워버리는 사회에서 꿋꿋하게 레즈비언 영화를 만들어 개봉해주셔서 얼마나 감사한지요. 레즈비언 영화라 제외됐다는 소식듣고 속상했습니다. 그래도 앞으로 나아갑시다. 우리 레즈비언들 행복하길 응원합니다.",0,0
smil****,2024.10.12. 17:28,8,가족에 대해 생각해보게 되는 영화,0,0
ash1****,2024.10.11. 21:17,10,좋은 영화입니다. 다각적으로 공감이 많이 됩니다. 가족이란 무엇인가 고민을 많이 하게 되네요.,0,0
long****,2024.10.07. 18:29,10,재밌어요 연기가 좋아요,0,0
euns****,2024.10.06. 11:16,10,앞으로 시대가 어떻게 될지 모르기에 봐야하는 영화,0,0
inoh****,2024.10.04. 00:18,8,국내에서 다루어지기 쉽지 않은 소재를 연출력과 연기력으로 매끄럽게 잘 만들어낸  영화.,0,0
itsm****,2024.10.03. 18:55,10,"연대의 삶으로, 우리는 더디지만 나아간다!!!",0,0
cool****,2024.09.24. 02:22,10,연기랑 연출 모두 다 쩐다 !와아아 ~~~,0,0
nono****,2024.09.22. 20:17,10,올해본영화중 가장 감동적임 옹신애배우님의 연기 압권,0,0
toto****,2024.09.20. 23:57,10,간병사 엄마의 시각에서 보이는 요양원과 딸의 모습너무너무 잘찍은 몰입감 최고인 영화,0,0
goth****,2024.09.20. 19:02,6,오민애-엄마는 사실 이제희 선생을 극진히 모시는 한편 딸에게 불만을 갖고 있다기 보다는 제희와 딸에게 자신을 과도하게 투사하는 것이 문제다. 제희에 대한 정성은 직업 윤리나 인간으로서의 동정심을 넘어선 강한 집착이 보인다. 그린이에 대해서는 진로와 연애사 문제 등을 필요 이상으로 간섭하고 과도하게 짜증을 ...,0,0
pjj5****,2024.09.20. 16:35,10,'나 누구야? 어르신 나 누구야?''사람'그 씬을 보면서 마음이 쿵.영화를 보는 내내 묘한 불편감을 느꼈던건저들과 다르지않은 내 마음 때문이었나. 영화 말미쯤 되면 딸이 그냥 건강하게 잘 살아주는것만으로도 감사하다. 인생 뭐있나.,0,0
fls1****,2024.09.20. 15:27,10,사회적 문제와 차별에 대해 생각하게 만드는 영화였다.,0,0
hsgm****,2024.09.18. 22:55,6,"번져가는 시선이 넘겨짚는 것,마주치는 시간이 녹이는 것.",0,0
kcvb****,2024.09.18. 22:37,10,별점 10점이 아깝지 않은 영화. 꼭 극장에서 보시길.,0,0
g_gr****,2024.09.17. 21:54,10,근래 본 영화 중 수작입니다,0,0
wkdd****,2024.09.16. 15:37,6,"같은 마음을 가졌으되, 대상만 다를 뿐이니",0,0
wans****,2024.09.11. 09:39,8,김혜진 원작소설도 좋았고 영화도 소설을 거의 그대로 옮겨놓은듯 이질감이 없었다.다만 소설에선 그러려니 납득이 되던게 영화에선 주인공 오민애도 그렇고 딸과 딸의 동성연인도 너무 지나치게 작위적이지 않나 할 정도로 본인과는 아무 관계도 없는 치매노인에게 집착하는것도 그렇고 딸도 본인 주장이 강하고 당차서 ...,0,0
adld****,2024.09.09. 22:45,9,‘가족’이란 관계에 대한 정의,0,0
drag****,2024.09.09. 17:38,10,인간애 대해서 깊이 있게 생각할 수 있는 영화를 만난것 같아 좋았다.여러가지 생각을 영화를 보는내내 하게 되었고 끝나고  난 뒤에도 많은 생각을 할 수 있게 되었다.얼마전 개봉했던 헤어질 결심보다는 감동이 있는 영화였다.봄날의 햇살이 있어 특히 좋았다^^,0,0
doby****,2024.09.09. 13:05,10,담담하게 스토리를 잘 만든거 같다. 강추,0,0
ydre****,2024.09.09. 08:42,9,"딸에 대하여,는 오래전 책으로 읽다 영화개봉한다고 해서 봤는데, 여운이 짙다. 특히나 노인, 늙음, 요양원에 대한 생각들이 많아지는 현실....배우들의 연기가 좋았다.",0,0
osan****,2024.09.07. 23:53,7,요즘 어머니 역할 전문 배우인 오민애 배우의 연기만큼은 좋았다,0,0
cujj****,2024.09.07. 23:06,10,너무 감명 깊게 잘 봤습니다.,0,0
aba3****,2024.09.07. 19:51,10,돌봄사회와 여성의 젠더 .엄마와 딸의 또다른 시선에서 생각을 많이하게 되는 영화 추천합니다,0,0
thed****,2024.09.07. 14:05,9,담백하이 마 너무 좋습디당,0,0
star****,2024.09.07. 00:15,9,같이 사는 이유? 사랑 말고 말할 게 뭐 더 있나,0,0
park****,2024.09.06. 17:07,7,서로 이해할수없는 것 들을 이해하려고 노력하고 그대로를 바라봐주는 우리삶에 대하여,0,0
pon0****,2024.09.06. 14:45,9,서로가 서로를 이해할 수 있을 때까지,0,0
manj****,2024.09.06. 12:22,8,딸도 돌봐줄 자식이없을까봐.. 누구처럼..걱정하는기성세대가바라본관점에서 영화는시작해서딸이꿈꾸는세상에대해다름인정하며 공감해가는과정으로 맺음을합니다.,0,0
fee1****,2024.09.18. 16:07,10,우울감에 보기 힘들었지만 모두가 봤으면 하는 영화. 너무 좋았어요. 잘 봤습니다! 웰메이드 작품입니다.,1,1
bara****,2024.09.18. 13:11,10,이런게 영화다 선정적인 내용으로 관객몰이 하지말고 좀 배우자,1,1
siyo****,2024.09.13. 10:07,10,"레인은 그린의 엄마에게 장모님,어머님 과 같은호칭을 쓰지 않는다.무엇이 신념이고 무엇이 걱정이고 무엇이 시선일까.인생을 어떻게 살아야 할지 고민하게 만드는 작품.",1,1
pms9****,2024.09.13. 01:23,10,상영관 사라지기 전에 어서 보러가시길. 강추합니다  여운이 상당하네요.,1,1
anmj****,2024.09.12. 23:46,10,현시대를 살아가는 우리들이 한번쯤은 봤으면 하는 영화이다 어쩌면 우리사회의 사각지대에 놓여 있는 사람들의 이야기랄까?! 묻혀버려 울부짐조차 들리지 않게 덮어버린 우리사회의 모순들을 들춰보게 하는 영화인지도... 영화가 끝나고 계속해서 가슴과 머리가 멍하게 울림이 느껴진다.꼭 보세요~ 그리고 느껴보세요~ ...,1,1
shth****,2024.09.11. 08:48,10,잘 만든 영화.장례식장에서 어머니는 편히 잠들 수 있었으리라 기대해본다.,1,1
s191****,2024.09.10. 18:43,10,"에이리언보다 몰입도 높고 숨이 막히는 연출력. 출연배우들의 연기는 탁월하고, 특히 오민애 배우님의 인생연기가 펼쳐진다! 강렬한 카운터펀치에 극장을 나와도 오랜여운이 가시시 않는 수작!",1,1
atoz****,2024.09.10. 14:01,10,"소설과 영화 모두 좋은 작품입니다. 같은 스토리지만 다른 느낌으로 그려지는 것도 좋았고 영화로써 보여줄 수 있는 장면, 인물, 새로운 이야기가 있어서 다른 작품처럼 느껴지기도 했습니다. 정말 좋은 작품이고 많은 사람들이 봤으면 합니다.",1,1
tych****,2024.09.09. 23:52,10,“여성”이라서가 아니라인간에 삶에 시간을 녹여“살아감”에 대한 이야기,1,1
kkon****,2024.09.09. 21:07,10,저 너무너무 보고싶은데 왜케 지방은 하는곳이 없나요 ㅠ ㅠ ㅠ 너무하네 진짜 ㅠ,1,1
k07s****,2024.09.09. 19:34,10,우리사회속에 약자들의 이야기로 인정하고 싶지 않지만 버젓이 주변에서 일어나고 있는 우리의 삶을 진솔하고 꾸밈없이 이야기를 다룬 영화이다. 그래서인지 영화를 보는 내내 나의 삶과 매칭시키게 되고 영화가 끝나도 가슴속 무언가 덩어리 같은것이 느껴진다. 아마도 우리들이 이사회가 풀어가야 할 과제물 같은 것일...,1,1
smoo****,2024.09.08. 15:57,10,엄마는 딸의 삶을 100% 이해할 수 없을 것 같다. 하지만 딸의 삶을 알아차린 것 만으로도 엄마의 시선이 변할 수 있다는 희망을 보여준다.,1,1
leh4****,2024.09.08. 13:43,10,미루어 두었던 또 나이들며 경험하는 우리들의 관계와 시선에 대해 물음을 던져주는 따뜻한 영화였습니다.,1,1
muse****,2024.09.07. 18:39,10,"오랜만에 완벽하다 느껴지는 영화를 만났네요. 선명한 메시지를 던지면서도 과잉 선동이나 억지호소 없이 마음과 생각을 동시에 설득해내는 연출에 감격했습니다.일단 극 자체가 재미있고, 영화 톤이 잔잔하지만 감정적으로 은근 다이내믹 합니다. 100분 좀 넘는 시간 동안 울고 웃고 화내고 슬퍼하기를  골고루 하고, 영화가...",1,1
tjsg****,2024.09.07. 17:51,8,"퀴어 당사자로서 레인의 대사들이, 엄마의 말과 걱정, 생각들이 현실에서 내가 하게될 말과 내 엄마의 걱정일것같아 슬펐습니다.전체적으로는 조금 아쉬웠지만 현재로써는 영화관에서 이런 영화를 볼 수 있다는것에 만족합니다.",1,1
drum****,2024.09.06. 20:37,10,기대 이상의 영화...장면 장면마다 여운이 깊게 남음긴 대사 없이 표정만으로도 그 감정에 느껴진다고나 할까...너무 현실적이기도 해서 더 생각이 많아지는 영화올해 최고의 영화라고 생각함,2,2
c003****,2024.09.06. 15:11,5,제목과 특정관객층의 호의 없이 냉정하게 영화적인 측면만 본다면 허술하기 그지 없는 영화. 정서만 모호하게 안개처럼 적당히 흐르고 있는...,2,2
azen****,2024.09.05. 15:26,10,재미있습니다. 이건 기대 안했는데. 끝나고도 한참 앉아 있었네요.,2,2
pyob****,2024.09.07. 14:48,10,"개봉관 영화중 1년에 300편 이상의 신작을 109.9%관람(재개봉이 많아 그것까지 합해서 100%가 넘은것)하는 필자로서는 감히 이 영화가 아카데미 수상작인 미나리에 비해 연기(윤여정) 연출 각본 시의성 주제의식 등의 모든 측면에서 전혀 밀릴게 없는, 응당 세계3대 영화제나 4대비펑가 혹은 로컬(아카데미) 수준에 버금가...",4,4
khwo****,2024.09.05. 15:31,10,모두가 원하는 가족을 이루고 살아갈 수 있길,4,4
eric****,2024.09.04. 22:02,10,영화 잘 봤어요 ~~ 다음 작품도 기대됩니다~~,4,4
ahhy****,2024.09.04. 20:03,10,매우 재밌게 잘 봤습니다,4,4
qlzl****,2024.09.04. 22:14,10,보는 내내 눈물이 나온다우리들은 살아숨쉬고 있다,6,6
urmy****,2024.09.14. 17:51,10,주제를 담백하면서도 영상미 있게 풀어내어 좋았습니다. 말 그대로 '딸에 대하여' 바라보는 어머니의 시선이 담겨 있습니다.,0,1
numb****,2024.09.13. 18:57,10,STJ들이 짜릿하게 볼 수 있는 영화,0,1
cand****,2024.09.12. 15:07,10,복잡한 마음으로 눈물 흘리며 본 영화..!!!! 오민애 배우의 연기가 특히 인상적이었다.,0,1
dldy****,2024.09.10. 23:39,10,오늘 굿즈상영회로 보고왔어요 너무나도 현실적인 이야기여서 보는동안 많은 생각을하게 만들더라구요 21세지만 아직도 많은사람들이 서로의다름을 인정해주지않는 현실. 초고령화사회에 접어들고있고 각자스스로도 나이들어가고있으면서도 노인에 대한 방임과방치  요양원어르신이옮겨간곳에서 요양보호사가 없는듯...,0,1
khy0****,2024.09.10. 22:46,10,개봉전부터 기대했는데 재밌당,0,1
dang****,2024.09.09. 21:58,10,정보 없음,0,1
sy90****,2024.09.09. 21:07,10,나 뿐만이 아닌 세상 모든 사람들의 이야기사랑에는 나이도 국경도 성별도 없다,0,1
miyo****,2024.09.07. 09:13,10,담담하게 말하는 영상에서 새로운 관점을 보게합니다,0,1
ydu1****,2024.09.06. 23:50,10,"결국 시간이 늙음을 주는 것에 대해 다시 한번 생각하게 되는 순간, 내 곁을 지켜주는 한사람만 있으면 외롭지 않을 것. 사회의 외로운 소수자들이 결국 자기 자신이 될 수 있다는걸 모두 망각하고 있다.",0,1
mkwj****,2024.09.06. 09:12,10,"누구나 나이가 들어가면 신체적 정신적으로 약해지고, 경제적 어려움도 발생할 수 있습니다. 변화된 환경에서 오는 박탈감과 낙오감 그로 인한 서글픔, 외로움과 번뇌와 그 안에서 사랑이라는 따뜻함이 느껴졌습니다. 말하지않아도 공감이 되는, 우리에게도 닥칠 수 있는 미래라는 사실에 마음 아프고 공감이 된 영화였습니다.",0,1
wogn****,2024.09.14. 17:54,1,딸에 대하여가 안고 간병에 대하여 바뀌야 될거같아요    돈도 아깝고 시간도 아까워요,1,2
etet****,2024.09.14. 17:48,1,정말.... 말도 안돼는...제목에 낚였어요..  완전 비추천별점1개도 아까워요,1,2
baks****,2024.09.13. 23:55,1,아무나 하나 걸려들라는거냐?어째서 쌍끌이식 어업방법이 사라지지 않는지 알수가 있다(비웃음),1,2
whdg****,2024.09.11. 02:16,2,왜 동성애자들이 사회에서 1만큼이라도 인정은커녕 동정도 못받는지 절실하게 체험하게 해준 영화 대학강사까지 해먹은 딸이 철부지에 외골수 신념까지 얹어 보는이들로 하여금 고구마 만개 먹게 만드는 이기적인 마인드를 보여줘서 더욱 더 동성애를 혐오할수 밖에 없게 만들어줬고 차라리 엄마 스토리비중이 더 많은게 ...,1,2
tige****,2024.09.07. 06:53,4,"아쉽다. 모든 게 아쉽다. 좋은 원작이었는데, 조금 더 깊이를 만들어 냈어야 하는 게 아닌가... 뭐 하나 밀도있게 말걸어 보지 못하고, 엉거주춤 엉덩이를 빼고 여기저기 얼쩡거리다 시간되니 이전의 벌여놓은 이야기들 하나도 수습하지 못하고 적당히 걷이 해버리는 영화. ‘여성영화’에 대한 호의를 걷어낸다면 한없이 서툴고 ...",1,2
sena****,2024.09.07. 05:29,10,보는 내내 울었습니다. 정말 좋은 영화예요. 꼭 영화관에서 보셨으면 해요. 상영관이 더 늘었으면 좋겠어요.,1,2
ekfz****,2024.09.06. 15:43,10,퀴어 당사자로서 눈물이 안 날 수가 없는 영화였네요 남의 일이라고 외면하면 자신의 일이 되었을 때 나서 줄 사람이 없겠죠 많은 사람들이 세상의 일에 관심을 가지고 바라보았으면 좋겠습니다,1,2
o2gi****,2024.09.05. 20:53,6,뭘말하고 싶은건지...,2,3
manu****,2024.09.08. 18:36,10,오랜만에 좋은영화를 보게되어서 고맙다,0,2
pato****,2024.09.08. 17:38,6,지금 레즈들이 40~60대가 되어도 레즈일까. 니들이 하는 건 장난이야. 영화랑 똑같이 그렇게 늙어가라,0,2
evad****,2024.09.07. 23:47,10,"원작 책을 감명 깊게 읽었어서 냉큼 보러 갔는데, 잔잔하고 담담하면서도 책에서 느꼈던 포인트들이 영화에도 분명히 담겨 있어서 좋았어요. 지극히 현실적이라 조금 슬프기도 했지만, 그래도 이렇게 소중한 영화를 만들어주셔서 감사해요.",0,2
miff****,2024.09.07. 22:03,10,몇년전 원작을 감명 깊게 보고 개봉 소식을 듣고 단숨에 달려갔습니다. 기대 그 이상의 작품에 감사의 인사 올립니다. 감사합니다.,0,2
hyun****,2024.09.07. 20:00,10,혼자 아니에요혼자 아니야,0,2
yjy1****,2024.09.07. 21:19,1,"ㅆㄹㄱ 꼴페미 영화.. 볼 가치도, 아무 의미도 존재하지 않고 근자감에 빠져 치기 어린 예술병에 빠진 스토리.",1,4
