"writer","date","comment"
"welovecgv","2021.05.05","나쁜 일은 남에게 [좋은 일은 나에게~] 과연 그럴까? 둘이 섞이거나 한 가지만 오는 경우도 있는데 사람 맘대로 안된다! 나도 비슷한 병이 있다. 이왕 겪는것 웃으면서 긍정적으로 감동의 쓰나미를 주며 사는게 좋지 않을까??"
"웜마왔쑤","2021.05.05","한해한해 나이가들어가니 공감이가네요,왜그리눈물이 나는지."
"su**nly1mi","2021.05.05","...사랑에 대한 이야기."
"릴리77","2021.05.05","보고싶었는데 재개봉 해서 너무너무 좋아요"
"서은진79","2021.05.05","별 기대 없이 봤는데 추천합니다"
"매너김","2021.05.05","걱정되는훗날의‥우리들의모습들‥"
"정법사","2021.05.05","좋은 영화 잘 보았습니다"
"씽씽호호","2021.05.05","스틸 앨리스. 극장에서 보게되어 너무 좋아요"
"브래크","2021.05.05","줄리안무어의 쓸쓸하지만 깊이있는 사랑담긴 연기..."
"25young","2021.05.05","자신을 잃어간다는 것..참 무섭다. 다른 면으로 보면..자연스러운 것일뿐.."
"eyan","2021.05.05","2021.05.05 압구정CGV"
"안나64","2021.05.05","환자의 입장에서 생각할수있는 기회였습니다"
"Total Eclipse","2021.05.05","상실의 기술을 익히기는 어렵지않다. 영화는 아직도 앨리스라고 말하지만, 내 기억이 백지가 되어도 과연 나는 “나” 일수 있을까."
"팔처넌","2021.05.05","잘 봤습니다 스틸앨리스"
"오늘 하루만","2021.05.04","치매에 효자,효녀 없다던데 저도 70넘은 노모가 계시는데 기억력이 예전같지 않고 갈수록 나빠지셔서 영화가 참 마음에 와닿네요"
"ty**iotyty","2021.05.04","차라리 계획이 성공했으면 하길 바랬다"
"brunowalter","2021.05.04","'더 파더' 전에 이 영화가 있었군요. 모두 알츠하이머를 다루고 있지만 시선의 차이가 극명하네요."
"불사조","2021.05.04","인생의 의미와 가치를 다시금 생각하게 만들어 주는 영화. 나 자신과 이웃에게 선한 영향력을 미치는 것이 참으로 소중함을 느끼게 해준다. 건강의 소중함을 깨닫게 되는 것은 귀중한 덤이다."
"The Time Warp","2021.05.02","나를 잃어간다는 것. 6/10"
"아지랑이섬","2021.05.01","줄리안 무어의 연기가 일품이었다."
"ho**jsunny","2021.05.01","누구나 끝까지 자신의 품위를 지키며
살고 싶고 존엄하게 죽음
을 맞이하고 싶다.."
"수정마을0318","2021.05.01","누구에게나.그리고언재든지생길수있는일..내가나를잊어간다는것.그고통의정도가상상도어렵다..잊어가는내가얼마나무서운지언젠가완전히본인을잃을걸대비해문제를만들고.동영상을만들며얼마나무서웠을까?(#스틸엘리스)!!...."
"작은소리.","2021.05.01","아 너무나 좋았다.  자기자신에게 보낸영상에서 ㅠㅠ 섬세한 연기력에 꾸벅이네"
"hy**appy","2021.04.30","누구에게나 그리고 언제든지 생길수 있는일..  내가 나를 잊어간다는것 그고통의 정도가 상상도 어렵다."
"쿤데라","2021.04.30","배우의 섬세함이 극의 공백을 채운다."
"melbil","2021.04.30","슬픈데 아름답고 어쩔 수 없다"
"구기자","2021.04.29","아.... 줄리안 무어 연기 정말 잘 하시네요... 인간의 존재 - 기억 - 살아가는 것 - 받아들인 것 - 존엄 - 사랑 -..."
"ellipsis","2021.04.29","순간만을 살아가게하는 병
나를 잃어버리게하는 병에 대한 이야기다.
주인공인 줄리안 무어는 이렇게 이야기 한다
차라리 암이었으면..."
"스타일리쉬","2021.04.29","가족들에게 부담되는 존재가
되는 것보다 내가 가족들을
''지워나갈까봐'' 그게 너무 두려울
따름이다..."
"홍군#38","2021.04.29","지금 살고 있는 이 순간에 감사하는 마음을 가져야겠다."
"토디언니","2021.04.29","굿 감사합니다. 좋아요"
"레지나 김","2021.04.28","연기가 특히 인상깊은 영화. 역시 오스카"
"낭만쿠바","2021.04.28","기억이 사라지는 시간을 살아가는 앨리스의 여전한 시간."
"rc**715","2020.06.21","아주마니 재미남니다 ㅋ"
"pr**tyoung20","2019.06.13","스틸앨리스줄리안무어"
"ha**ming","2019.03.27","다시 보고 싶은 영화... ㅜㅜ"
"jkim","2019.02.18","잊어가는 내가 얼마나 무서운지..언젠가 완전히 본인을 잃을 걸 대비해 문제를 만들고, 동영상을 만들며 얼마나 무서웠을까..."
"el**14","2018.12.16","아주재밌었습니다 부천에서봤던가요?"
"ru**1472","2018.08.06","감동적이었습니다  누구에게나 있을수있는..."
"원더우먼","2018.03.09","내가 좋아하는 여배우  믿고보는 영화"
"su**j1991","2018.03.03","감정몰입이 심해서 계속 울었어요. 스토리에 끌려 예매했는데 기대이상이었어요."
"쌀떡궁합","2018.02.10","20150429_스틸앨리스"
"킬링&필링&힐링타임","2017.10.07","잊어버리다, 그리하여 잃어버리다."
"he**cgb14","2017.07.20","받아들일수밖에없어서 더 마음아픈영화"
"ma**e30","2017.05.04","다 보고 나서 드는 먹먹한 감성"
"2:ro","2017.03.18","너무감성적이지만 지루함이 좀있네요 ㅠ"
"iv**472","2017.03.17","걱정돼요  미래가  ㆍㆍ미리  다가올  시간을  한번 생각해보게  해주네요"
"ka**310","2017.02.26","잔잔함 속에서 슬픈 내용."
"aw**eoflife","2017.01.20","간접적으로 일어날 수도 있는 삶을 한 번쯤 깊이 생각할 수 있는 좋은 영화였음"
"우겔겔겔","2016.12.31","줄리안 무어의 연기가 기억난다"
"영화나라앨리스","2016.12.29","나라면 어땠을까 많은 생각이 들던 영화"
"세체니","2016.12.29","불치병으로 인한 죽음의 순리에 대한 주인공의 심리 상태와 환경의 과정을 보여줌"
"am**0221","2016.11.14","줄리안무어가 막내딸과 대화하는 마지막 장면은 오랜 시간 자리를 뜨지 못하게 한다"
"수연빠덜","2016.11.14","아프고 슬프지만 담담함을 ..."
"um**79","2016.11.13","잔잔하면서 감동적이었어요"
"우유싫어","2016.11.12","지켜내기위해 상실해야했다"
"카레카레","2016.11.10","잔잔한 감동과 함께 되돌아 보는 시간"
"지옥행얼리버드","2016.11.10","극 중 앨리스는 자신의 알츠하이머를 suffering이 아닌 struggling이라 표현한다. 그 struggling 속에서 삶이 덜컹거리는 순간순간을 관객이 절절하게 느끼도록 공들여 빚어낸 줄리안 무어에게 경의를."
"sr**16**","2016.11.09","스토리도, 배우 연기력도 좋아서 몰입하며 봤습니다."
"과","2016.11.09","슬픔이 서서히 마음을 옥죄어온다."
"하나씩♡","2016.11.08","이내용이마음에닿는것이 나도 잃어가는것이 있어서이고 이전에는 이런영화선택도안했을텐데"
"YJ","2016.11.08","역시 줄리안무어. 원하든 원하지않든 누구에게나 닥칠수있는, 나도 예외가 아닐수있는 알츠하이머를 이제야 실감. 좋은배우 훌륭한 영화였어요"
"su**ram5","2016.11.07","오로지 ''나''일 수 있는 시간이 얼마남지 않았을 때의 내가 ''나''일 수 있을까 등의 여러 생각을 하게 만드네요."
"ho**uk","2016.09.18","여주의 연기력이 굿~~"
"ju**tella","2016.09.06","삶을 돌아보게 하는 잔잔한 감동이 있는 영화네요"
"ancore","2016.08.30","만약 앨리스가 나라면.. 너라면.. 그 누구라면.. 조용히 일어날 일들을 보여주고 우린 숨 죽이며 이야기를 따른다"
"이젠 혼자 영화","2016.08.27","꼭 보고 싶은데 어렵게 본 이야기. 좋아요"
"영화는 휴식","2016.07.27","비록  병들었으나
그녀는 여전히 아내,  엄마!
재미와 감동있어요"
"gp**h19","2016.07.24","좋았습니다.. 이런 영화도 볼만하네여.. 치매는 절대 안걸렸으면 좋겟단 생각이 듭니다 ㅠㅠ 크흡"
"슈바","2016.07.22","차분하게 생각하도록 해주는  젛은 시간 ^^"
"sallyyun","2016.07.08","배우연기가 정말 훌륭합니다"
"bl**1123yj","2016.06.24","영화 내용을 간단하게 평론가에게 소개 받고 볼 수 있는 기회라 색다른 감상이었습니다. 기억하며 살아가고 있다는 것에 감사하게 하는 영화입니다."
"annie&jimmy","2016.06.20","누구에게나 있을 수 있는 미래,,"
"진인사 대천명","2016.06.15","좋아요.
좋아요~^^"
"jo**nyi1966","2016.06.12","나를 잃어 가는 나를 보는 것은 절망적이다"
"병현병주","2016.05.15","알츠하이머!!!
배우들  짱!!!"
"hj**519","2016.05.05","감동적이었어요좋았어요"
"co**jj82","2016.04.26","연기가 너무 실감났어요..!"
"5253","2016.04.24","명배우! 손끝, 눈빛, 시선
그녀니까!"
"ok마법","2016.04.24","알츠하이머 환자 연기를 하는 배우는 
그가 누구건 연기 짱!  다 좋았지만
그러나 원작이 더 좋았다. 
우리나라 번역 제목 ""내 기억속의 피아니시모"""
"bn**010","2016.04.23","보고 싶었는데 이제서야 봄."
"기운찬곰","2016.04.18","잔잔한 감동이 있습니다"
"*채원*","2016.04.18","재밌게봤어요..^^"
"an**lbella89","2016.04.16","저혼자 영화봤는데 나름 볼만했어요 아주 만족스런 영화는 아니지만 볼만합니다~~"
"ju**jai7","2016.04.11","슬퍼요 내머리속에지우개"
"날고뛰고","2016.04.03","참 가슴아픈 영화임이 나에게도 올수있다는생각에...."
"li**y27","2016.03.31","나는 기억이 사라져도 얼마나 나로 남을 수 있을까"
"10**mouse","2016.03.19","치매라는, 흔히 발견될 수 있어 대부분의 사람들이 그다지 염려하지 않는 그런 병에 걸리는 현실적인 이야기였으나, 스토리 자체는 단순한 편이라 할 수 있겠다"
"머니모니","2016.03.19","극적 소재지만 우리네 모습들 옅볼수있는 작품, 엔딩부분까지도 먹먹하다"
"ㅇㅈㅇ__","2016.03.18","절절한 엄마의 이야기. 담담하게 풀어나가고 연기하는 연기에 감동."
"mj**004486","2016.03.18","영화 진짜 추천해요
연기가 너무좋아요ㅠ"
"달달.","2016.03.18","나도 나이가 들어서 많이 아프거나 죽기전에 준비를 잘 해야겠구나. 싶었음."
"아난타라","2016.03.15","잔잔한 영화오랜만에  보네요.
주변사람들과 내 위치를 다시보게되요"
"콩마미","2016.03.15","우리에게도 언제든 일어날수 있는..
동감이 되서 너무나도 맘이 아픈.."
"또봉","2016.03.13","오점없는 인생이 조금씩 지워져간다"
"il**ilkr","2016.03.13","기억을 잊는다는 무서운 현실"
"소리 없이","2016.03.12","한결같기란 인생의 가장 어려운 숙제이다"
"박옥희","2016.03.12","또다른 가족의 사랑을 볼 수있는 영화 나라 인종은 달라도 감동의 아이콘은 비슷하다는 걸  알수있어여."
"ho**no91","2016.03.10","치매를 겪는 본인과 지켜보는 가족들을 현실적으로 반영되었다"
"찡긋: )","2016.03.10","엄마.지워지지 않을 엄마.잊지않기위한 몸부림"
"gw**gyasori","2016.03.07","잔잔한 감동이 밀려오는 영화"
"피아프","2016.03.06","잔잔하지만 감동을 주는 영화.."
"응애응애","2016.03.05","스토리도 좋고 영상미도 좋았어요 또보고싶어요"
"j_tree","2016.03.03","변화와 상실, 예측되지 않은 일상에 대해 간접 경험할 수 있었음"
"아이리스","2016.03.03","잔잔한 휴머니즘이 돋보이던 영화"
"NLMA","2016.03.03","마지막까지 그녀는 상실의 기술을 배우며 사랑을 이야기 했다."
"뚝배기","2016.03.02","내가 저리 됐음 어떨까 무서웠어요"
"ba**m2bunda","2016.03.02","감정이입이특히되었던영화~
기억을잃으면,
잃어가는느낌은어떨까..."
"소고기짱조아","2016.03.02","잔잔하게 엄마의 삶을 기억하다"
"멋진하루","2016.03.01","언제  나에게도 다가 오겠지 ~"
"EMMY","2016.03.01","아카데미 여우주연상에빛나는 줄리안무어의 명품연기
남의일같지않은 소재로 가슴에더 와닿은영화"
"DaRo","2016.03.01","실제로 이런일이 내 가족에게 일어난다면 어떻게 해야할까를 많이 생각하게 되는 영화입니다."
"한가로이거닐다","2016.03.01","스틸 앨리스, 스틸 얼라이브.
나를 잃어간다는 것의 허망함과 공포에대해 잘 표현했다."
"꿈꾸는다람쥐","2016.03.01","음....쓸쓸하면서 내가 아플때 내 곁을 지켜줄 사람은 누가 있을까 생각이 듦"
"ok**e0923","2016.03.01","줄이란 무어의 연기력..."
"lovelyko","2016.03.01","담담하게 인생에 대해 생각해보게 하는 영화"
"유소금♥","2016.02.29","엄마랑 봄, 다소 지루했음"
"ha**94","2016.02.27","나는 그저 지켜보았다."
"YCM","2016.02.27","누구에게나 올 수 있는 재앙과도 같은 질병을 순차적으로 풀어낸 작품.
마지막 연설에서 줄리안 무어가 보여준 감동은 당분간 잊혀지지 않을듯"
"꾸비꾸비","2016.02.27","멋있는 엄마 멋있는 여성의 이야기"
"정모모모모","2016.02.26","최고의 영화. 치매의 고통을 겪는 본인과 가족들의 아픔이 잘 드러남"
"똥무듬","2016.02.26","그래도 아름다운 앨리스"
"자야123","2016.02.26","끝까지 남아있고자 했던 앨리스"
"fi**kjh87","2016.02.25","소중한 기억을 잃어가는 것의 안타까움"
"rachelee","2016.02.25","연기력이 좋아서 지루하지 않았다"
"은혜진","2016.02.25","어떤 신파도 없이 그냥 담담하게 풀어낸 영화"
"tt**wls","2016.02.25","잔잔하며 여운이 깊었다"
"no**l07","2016.02.25","줄리안 무어의 매력에 푹~~"
"멍게돼지고양이","2016.02.25","장수상회 생각하면서 봤는데 확실히 한국하고 외국의 정서차이가 느껴졌다. 담담하게 자신의 상태를 맞이해보려는 주인공의 자세가 인위적인것처럼 보이면서도 현실적이여서 가슴아팠다"
"바람꽃","2016.02.24","오랜만에 아내와 함께 공감하며 본 영화"
"권욱봉","2016.02.24","예상 가능한 스토리였음에도 콧물 훌쩍"
"La La Land","2016.02.23","울엄마생각에..ㅠㅠ 담담하게 그린 엘리스와 가족들의 심리변화가 아름다웠어요."
"soull07","2016.02.23","나를 나 그대로 봐준다는 것"
"ta**ani25","2016.02.23","정말.. 현실이라면 ㅠ"
"ke**yai","2016.02.23","자신을 잃어가는 모습에 너무나 마음이 아파진 영화"
"Vin3cent","2016.02.23","중간까지는 다소 뻔했지만, 행복하지 않은 결말을 보여준건 정말 감동적이었다.
경지에 오른 줄리안 무어의 연기력."
"유나방가","2016.02.22","너무 감명깊었던 영화!"
"te**ndbread","2016.02.22","가장 슬픈병...그안에서 자신을 찾기"
"JWony.","2016.02.22","늙어간다는 것에 대한 뭔가 짠하고도 씁쓸한 기분이 많이 든다..어느새 눈물이.."
"he**ion26","2016.02.22","치매. 알츠하이머... 그런상황이라면 나는, 당신은 어떻게 받아들일것인가?"
"lu**orever21","2016.02.22","알츠하이머를 겪는 사람들의 현실을 잘 보여주는 영화"
"BUENA SUERTE","2016.02.21","줄리엔무어의 연기가 일품"
"dasurang","2016.02.21","현실적인 결말 현실적인 연기 빠져들었다"
"딸기부부","2016.02.21","ㅠㅠㅜ치매란... 제목이 담고 있는 뜻이 와닿는다"
"dl**sgh0216","2016.02.21","긴 여운을 남기는 영화다. 보고 나서 내가 어른에 조금 더 가까워 진 느낌"
"better now","2016.02.21","원작이궁금해지는.."
"옹알","2016.02.21","정말연기대단하다
조금지루한감이없지않았지만
누구에게나  생길수있는일이기에
공감이충분히되었다
멋있다"
"지비조아","2016.02.21","오랫동안 영화 감동이 가슴에 남아 있는 좋은  영화"
"러버무비","2016.02.20","보는내내 가슴이 먹먹했던 감동이있는 영화"
"SihnMia","2016.02.20","삶의 뒷면을 조용히 내비친 잔잔한 스토리"
"랑크레","2016.02.20","알츠하이머로 인한 변화와 그로인한 과정을 잘그려낸 영화"
"우뛰우뛰","2016.02.20","가슴이 먹먹해지는 영화"
"지니87","2016.02.20","소중한 기억이 모두 사라진다면...
억지스럽지 않게 담담하게 그리고 현실적으로 그리고 있다"
"da**2608","2016.02.20","줄리안 무어 연기에 집중하지 않는다면 다소 지루할 수도..."
"호피뇽","2016.02.20","무거운 주제를 덤덤하게 그려낸 드라마
그래서 부담스럽지 않다"
"밤라떼","2016.02.19","슬픔. 감동. 많은 생각늘 하게 한다."
"정확한사랑의실험","2016.02.19","마음이 아팠어요.. 너무 슬픈병이에요ㅠㅠ"
"나야나야나다","2016.02.19","시간의 소중함을 느끼게 해주는 영화. 재밌게 잘봣습니다"
"돌이돌돌돌","2016.02.19","가슴아픈 아름다운 영화"
"소중희","2016.02.19","마음이 먹먹해지는영화"
"Mansei","2016.02.19","지루하다. 연출이 별로인 듯."
"Muyu","2016.02.19","잔잔하니 감정이입도 되고 좋았어요"
"포도먹을래","2016.02.19","줄리아 무어가 정말 빛나 보였던,,"
"ck**309","2016.02.18","정말 상실의 아픔을 잘 느낄 수 있었던 영화에요. 이토록 잃어가는 슬픔을 잔잔하게 풀어 낼 수 잇다니.."
"Senn","2016.02.18","기억이 사라진다는건 슬픈일이야"
"hk**118","2016.02.18","가슴이 먹먹해지는 슬픈 가족 영화"
"SUPERGOM","2016.02.18","잃어가는 앨리스를 찾아가는 줄리안 무어의 연기력"
"어도러블","2016.02.18","뻔할 수도 있는 이야기지만 여운이 깊음"
"ws**12","2016.02.18","기억을 잃지않으려 노력하는모습이 인상적이네요"
"달헤는밤","2016.02.18","마음이 아프네요 ㅠ.ㅠ"
"Bong Jr.","2016.02.18","우리 주변에서 겪을 수 있는 ㅇ야기지만 절제와 감동의 연기를 그녀만이 할 수 있는 듯"
"반짝365","2016.02.18","가슴아픈 병 마음이 무거워지는 그러나 담담할수 있도록"
"Yvetteky","2016.02.18","연기는 말할 것도 없고.. 좋았어요."
"키키","2016.02.18","how to live ""well"""
"제리제리ㅈ","2016.02.18","사람이 기억을 잃는다는 게 어떤 의민지 다시한번 생각해볼 수 있었음"
"오도밤나무","2016.02.18","내가 나로 존재할때 비로소 느껴지는 모든것"
"덜차칸마녀","2016.02.18","현실감있게다가오는연기력"
"hyonii0814","2016.02.18","바쁜 엄마의 결말은 안쓰러움이다"
"jh**nhy","2016.02.18","음 생각을많이해보게하는 영화네요 갑자기찾아온 ...기억이사라지고"
"coffee milk","2016.02.17","영화보고 나서 멍해졌음"
"그녀그녀","2016.02.17","여주인공의 신들린 연기~아카데미 여우주연상 받을만하다는~"
"yy**soo","2016.02.17","맘이 넘 아팠네요..........공감"
"캔디","2016.02.17","최고의 지성인이 겪어낸 치매의 과정과 가족들이 함께 이겨내는 스토리 감동~"
"당신을기다리는동안","2016.02.17","삶을 쓴 일기장을 지우개로 모두 지워버리는 일은 잔인하다"
"태양을등지다","2016.02.16","스틸..언제나 당신이 있어 지금의 제가 행복해요^^*~.."
"yn**000","2016.02.15","기억에 남을 만한 영화..."
"seize the moment","2016.02.15","모든 것을 잊은 후에도 가장 아름다운 단어. 사랑."
"xt**28","2016.02.07","여전히 앨리스일 수 있길 진심으로 바라게 되는..."
"jt**284","2016.02.07","고통을 함께한다는 것.."
"ae**e9983","2016.02.03","책을 보며 그렸던 모습과 매우 흡사했던. 치매가 진행되는 과정을 가족속에 잘 녹여준 작품"
"베타씨","2016.01.25","엉엉 펑펑. 다큐멘터리를 보는 듯한 흐르는 전개와 극복 스토리."
"ul**adowny","2016.01.23","엄마가 사무치게 보고싶어지는 영화"
"[별의목소리]","2016.01.22","자신이 겪지 못한 일에 고통을 함부로 논하지 말라. 환자와 환자의 가족을 함부로 저울질하지 말라."
"geeee","2016.01.19","되짚고, 기억하고, 잊고, 다시 되짚고"
"예랑","2016.01.18","매이매일이 지워진다는거... 줄리안 무어 의 연기가 단연 압권"
"hj**e9497","2016.01.13","엄마를 보게하고
엄마인 날 되돌아보게 했던 
정말 감동적인 푹 빠지게 만들었던 영화"
"oh**sok1005","2016.01.13","엄마의 소중함을 다시 한번 느낄수있는 작품!"
"비글,우주를 날다!","2016.01.13","영화는 말한다. 노화와 죽음 역시 자연스러운 성장과정의 일부라고."
"oo**eeta","2016.01.12","아...! 이렇게 가슴을 울려도 되나요..ㅠ"
"상큼샘물","2016.01.08","여전히 앨리스라는 제목. 앨리스를 훔치다 가 아니라는 것. 함께 울게 한다."
"열정연기yu","2016.01.02","혼자영화관에서보기좋은 영화"
"db**aud00","2016.01.01","배우의 연기때문에 다시 보고 싶은 영화"
"하루씨","2015.12.30","알려지지않은 멋진영화"
"유자!","2015.12.20","모두가 봤으면 하는 영화. 먹먹한 현실을 잘 보여줘서 더 와닿고.... 다음에 또 보게 될 것같다"
"꿈꾸는 고래","2015.12.11","몸은 멀쩡하지만 기억을 잃는 병과 생각은 할수 있지만 몸을 쓸수 없는 병.어느것이 더 쓸플까"
"덕구네","2015.12.09","그녀가 처한 현실을 차분하게 담담하게 받아들이는 연기력 대단합니다"
"ra**069","2015.12.06","이른 나이에 걸린 치매...보는 내내 너무 안타까웠어요."
"행복만들기.","2015.12.06","누구라도 한번쯤은 생각할 자신의 미래..."
"윤철준","2015.11.24","나에게도 어느날 갑자기... 몸의 변화가 찾아올수 있을 거란 생각을 하게 되었다."
"ni**619","2015.11.24","알츠하이머는 많이 생각해보지만 유전까지 고려해본적 없는데ㅠ 한 가정의 입장에서 병을 어떻게 받아들이는지 보여주는 드라마"
"iloveu","2015.11.23","연기력 때문인지 감정이입 잘 되서 좋았음"
"오키오키","2015.11.21","가족은 가족이야..."
"카프카_","2015.11.20","근래들어 가장 좋았던 영화였슴당"
"내동생사랑해","2015.11.16","가슴 속 꾸역꾸역 참았던 울먹거림이 한줄기 뜨거운 눈물로 주루룩"
"부자언니","2015.11.16","살짝 아쉬운... 그런 영화?"
"요시모토","2015.11.12","알츠하이머에 대해 최대한 현실감있게 그렸다."
"lovejuhee","2015.11.12","줄리안무어의 실감나는 연기! 가족애를 다시한번~"
"밍구바보","2015.11.09","조금 빈틈이 느껴지는 영화였지만 그래서 더 ㄴ좋았고 감동이엇다."
"gi**njin","2015.11.08","어느정도 뻔하지만 다시 보고싶은"
"he**heon79","2015.11.08","남의 얘기 같지 않은 잔잔한 감동 스토리 역시 여우주연상은 다르네요"
"fa**asyhds","2015.11.07","좋아요. 잊어간다는 것이 슬프지만 아름아움을 알 수 있음"
"wo**nlaw","2015.11.07","눈물나게 연기를 잘해 현실감 있다"
"무브하울","2015.10.25","줄리안무어 
이걸로 상도 받고 그랬던데...
난 사실 영화도 인물도 너무 영화적이어서
맘이 동하지를 않던데.."
"낭만사슴","2015.10.25","최선을 다하는 삶이어야 할 하루하루"
"vu**nr123","2015.10.22","인생의 대해 한 번 더 생각하게 되는 굿 무비"
"hj**n40","2015.10.22","가슴 아프고 슬픈 이야기 내게도 닥칠 수 있는 현실적인 실화"
"dr**e74","2015.10.20","환자에대한 새로운시각.....환자의 시점이 정말 몰압하게 만들었다"
"tn**aeng","2015.10.20","인생을 다시 살펴보게 만드는 감동의 영화"
"gk**377","2015.10.15","ㅠㅠ 내게도 이런일이 생긴다면"
"gold rainbow","2015.10.14","정말 좋은 영화이다. 음악도 좋고 연기도 좋고 시나리오도 좋다."
"삶파","2015.10.10","인생은 기억~ 그래서 붙잡는다"
"thewoman","2015.10.09","전 사실 기대보단 못미쳤지만.. 알츠하이머걸린 주인공의 병 진행과정을 잔잔하게 그려내것같아요~
영화 속 ost도 참 좋구요~"
"gallerypiece","2015.10.07","뭔지알겟냐능 그건 사랑이라능"
"so**i28","2015.10.06","잔잔하지만 큰울림.."
"9a**ra","2015.10.02","삶을 산다는 건 나를 알아가는 것..
하지만 나를 내가 잊어도 여전히 내 삶은 내 것."
"ck**512","2015.09.29","재미있어요. 굿!!!!"
"fe**plus","2015.09.29","나를 생각해보는 진지한 시간이었다"
"키비","2015.09.28","인생에대해 다시한번생각해보게되는영화"
"de**earl","2015.09.28","할리우드에서 이런 동양적인 감성을 표현하다니..."
"MJ","2015.09.27","우리 모두에게 일어날 수 있는, 매우 현실적인 영화! 건강한 삶과 가족의 사랑에 감사하게 된다."
"보나맘","2015.09.26","스틸 앨리스 기억할만한 영화."
"판교시네마","2015.09.25","갑자기 찾아온 엄마의 치매로 동생과 함께 본 영화... 치매가  유전이라는데..."
"yo**abi1","2015.09.25","영화는 평범했으나 연기는 압권이었음"
"ji**2min","2015.09.21","기억을 잃고 할수있는게 적어지지만 사랑은 잊지않음"
"se**gha1225","2015.09.20","감동적임큐레이터로봐서마지막영화해설좋았음"
"ra**oco","2015.09.20","감동적인 다큐같은 느낌. 남편의 사랑이 감동적이다."
"yy**ss1982","2015.09.19","나이스~^^ 아주아주 재밌었아요"
"보고싶다.","2015.09.11","잔잔한 영화를 좋아하는 편임에도 불구하고 영화가 좀 평면적인 느낌이었다. 연기는 좋았다."
"여우탈곰탱이","2015.09.11","남의 일이 아닌 이야기."
"카메론 디아즈","2015.09.09","가슴이먹먹해지는 영화... 다시 극장에서 또 한번 상영한다면 보러갈 의사 200% 있음. 안에 ost들도 멋지고 줄리안 무어의 연기를 보고 있자면, 잔잔하게 사람 마음을 울리는 게 이런거구나.. 생각듬좋은영화임"
"hy**oltd","2015.09.08","슬픈 내용인데 슬프지 않은 영화"
"li**oy","2015.09.01","소소한 감동이있는 좋은 드라마네요~"
"숲사이","2015.08.30","치매를 통한 삶에 대한 진지한 통찰."
"메가칩","2015.08.30","좀더 감동적으로 만들 수 있었을텐데. 아쉬움.^^"
