"날짜","종가","시가","고가","저가","거래량","변동 %"
"2023- 10- 12","33,631.14","33,845.65","33,863.80","33,455.60","290.36M","-0.51%"
"2023- 10- 11","33,804.87","33,822.20","33,882.55","33,612.25","256.56M","0.19%"
"2023- 10- 10","33,739.30","33,683.41","33,898.22","33,604.32","255.65M","0.40%"
"2023- 10- 09","33,604.65","33,259.84","33,631.81","33,253.69","229.80M","0.59%"
"2023- 10- 06","33,407.58","33,040.70","33,557.69","32,846.94","336.61M","0.87%"
"2023- 10- 05","33,119.57","33,099.23","33,174.38","32,941.56","278.48M","-0.03%"
"2023- 10- 04","33,129.55","33,034.18","33,156.45","32,873.23","288.69M","0.39%"
"2023- 10- 03","33,002.38","33,318.84","33,398.54","32,916.20","295.14M","-1.29%"
"2023- 10- 02","33,433.35","33,455.50","33,511.91","33,219.56","275.63M","-0.22%"
"2023- 09- 29","33,507.50","33,882.61","33,893.68","33,407.45","322.20M","-0.47%"
"2023- 09- 28","33,666.34","33,519.44","33,777.90","33,473.50","278.93M","0.35%"
"2023- 09- 27","33,550.27","33,682.81","33,731.65","33,306.30","302.72M","-0.20%"
"2023- 09- 26","33,618.88","33,862.68","33,879.93","33,569.60","282.20M","-1.14%"
"2023- 09- 25","34,006.88","33,907.59","34,017.53","33,780.67","230.07M","0.13%"
"2023- 09- 22","33,963.84","34,077.08","34,156.15","33,947.24","271.27M","-0.31%"
"2023- 09- 21","34,070.42","34,332.23","34,378.30","34,058.72","334.33M","-1.08%"
"2023- 09- 20","34,440.88","34,575.50","34,776.28","34,434.29","294.11M","-0.22%"
"2023- 09- 19","34,517.73","34,571.84","34,597.56","34,311.69","287.53M","-0.31%"
"2023- 09- 18","34,624.30","34,612.29","34,725.06","34,545.35","257.31M","0.02%"
"2023- 09- 15","34,618.24","34,902.04","34,902.04","34,572.27","592.24M","-0.83%"
"2023- 09- 14","34,907.11","34,687.50","34,977.97","34,687.50","308.30M","0.96%"
"2023- 09- 13","34,575.53","34,667.28","34,767.11","34,509.95","298.57M","-0.20%"
"2023- 09- 12","34,645.99","34,620.02","34,852.61","34,560.55","318.67M","-0.05%"
"2023- 09- 11","34,663.72","34,650.01","34,784.52","34,578.59","295.46M","0.25%"
"2023- 09- 08","34,576.59","34,487.41","34,627.85","34,473.57","295.98M","0.22%"
"2023- 09- 07","34,500.73","34,351.18","34,560.86","34,351.18","391.19M","0.17%"
"2023- 09- 06","34,443.19","34,611.68","34,611.68","34,291.56","308.91M","-0.57%"
"2023- 09- 05","34,641.97","34,843.22","34,871.26","34,635.63","286.34M","-0.56%"
"2023- 09- 01","34,837.71","34,876.24","34,979.18","34,720.70","289.07M","0.33%"
"2023- 08- 31","34,721.91","34,909.09","35,070.21","34,719.77","349.85M","-0.48%"
"2023- 08- 30","34,890.24","34,847.80","35,025.57","34,811.74","238.90M","0.11%"
"2023- 08- 29","34,852.67","34,531.12","34,864.42","34,531.12","264.10M","0.85%"
"2023- 08- 28","34,559.98","34,441.64","34,652.91","34,441.64","227.20M","0.62%"
"2023- 08- 25","34,346.90","34,217.06","34,441.91","34,029.22","257.44M","0.73%"
"2023- 08- 24","34,099.42","34,439.83","34,694.68","34,093.65","349.00M","-1.08%"
"2023- 08- 23","34,472.98","34,338.59","34,534.72","34,321.00","371.47M","0.54%"
"2023- 08- 22","34,288.83","34,494.17","34,514.04","34,256.84","281.32M","-0.51%"
"2023- 08- 21","34,463.69","34,531.28","34,570.96","34,248.46","412.30M","-0.11%"
"2023- 08- 18","34,500.66","34,368.36","34,587.07","34,263.19","325.87M","0.07%"
"2023- 08- 17","34,474.83","34,829.61","34,888.48","34,440.73","400.80M","-0.84%"
"2023- 08- 16","34,765.74","34,914.96","35,133.56","34,757.37","336.59M","-0.52%"
"2023- 08- 15","34,946.39","35,219.37","35,219.37","34,908.50","325.69M","-1.02%"
"2023- 08- 14","35,307.63","35,273.89","35,335.45","35,169.97","303.58M","0.07%"
"2023- 08- 11","35,281.40","35,111.36","35,354.60","35,059.99","281.95M","0.30%"
"2023- 08- 10","35,176.15","35,231.54","35,578.58","35,107.60","340.73M","0.15%"
"2023- 08- 09","35,123.36","35,324.28","35,370.89","35,058.73","315.45M","-0.54%"
"2023- 08- 08","35,314.49","35,345.40","35,346.64","35,007.41","308.55M","-0.45%"
"2023- 08- 07","35,473.13","35,125.60","35,497.38","35,125.60","301.69M","1.16%"
"2023- 08- 04","35,065.62","35,230.13","35,506.88","35,033.76","342.03M","-0.43%"
"2023- 08- 03","35,215.89","35,194.56","35,348.20","35,122.32","264.87M","-0.19%"
"2023- 08- 02","35,282.52","35,551.92","35,551.92","35,226.26","301.32M","-0.98%"
"2023- 08- 01","35,630.68","35,585.99","35,679.13","35,526.61","261.00M","0.20%"
"2023- 07- 31","35,559.53","35,465.97","35,566.95","35,430.22","333.14M","0.28%"
"2023- 07- 28","35,459.29","35,443.49","35,565.51","35,355.15","369.00M","0.50%"
"2023- 07- 27","35,282.72","35,558.79","35,645.35","35,216.58","352.23M","-0.67%"
"2023- 07- 26","35,520.12","35,345.99","35,633.61","35,306.27","347.33M","0.23%"
"2023- 07- 25","35,438.07","35,421.49","35,527.57","35,365.26","309.33M","0.08%"
"2023- 07- 24","35,411.24","35,230.79","35,463.97","35,230.79","286.17M","0.52%"
"2023- 07- 21","35,227.69","35,274.32","35,340.66","35,186.05","476.66M","0.01%"
"2023- 07- 20","35,225.18","35,091.98","35,372.77","35,091.98","342.32M","0.47%"
"2023- 07- 19","35,061.21","34,991.21","35,234.05","34,991.21","369.62M","0.31%"
"2023- 07- 18","34,951.93","34,597.08","34,986.36","34,530.61","388.39M","1.06%"
"2023- 07- 17","34,585.35","34,499.74","34,665.15","34,418.72","359.78M","0.22%"
"2023- 07- 14","34,509.03","34,425.33","34,592.26","34,425.33","301.91M","0.33%"
"2023- 07- 13","34,395.14","34,412.31","34,482.26","34,365.33","276.38M","0.14%"
"2023- 07- 12","34,347.43","34,395.28","34,586.94","34,308.78","334.08M","0.25%"
"2023- 07- 11","34,261.42","34,056.94","34,288.87","33,993.01","281.65M","0.93%"
"2023- 07- 10","33,944.40","33,705.68","33,958.36","33,705.68","301.54M","0.62%"
"2023- 07- 07","33,734.88","33,837.07","34,036.38","33,716.75","274.73M","-0.55%"
"2023- 07- 06","33,922.26","34,171.39","34,171.39","33,771.47","296.24M","-1.07%"
"2023- 07- 05","34,288.64","34,344.72","34,376.11","34,226.98","278.25M","-0.38%"
"2023- 07- 03","34,418.47","34,369.78","34,465.60","34,286.54","157.60M","0.03%"
"2023- 06- 30","34,407.60","34,269.92","34,467.35","34,269.92","353.29M","0.84%"
"2023- 06- 29","34,122.42","33,854.57","34,147.68","33,828.63","279.94M","0.80%"
"2023- 06- 28","33,852.66","33,881.38","33,903.76","33,755.92","268.05M","-0.22%"
"2023- 06- 27","33,926.74","33,739.03","33,975.65","33,730.39","296.26M","0.63%"
"2023- 06- 26","33,714.71","33,730.79","33,819.49","33,610.32","267.56M","-0.04%"
"2023- 06- 23","33,727.43","33,835.66","33,835.66","33,646.49","382.71M","-0.65%"
"2023- 06- 22","33,946.71","33,900.47","34,003.56","33,835.39","278.55M","-0.01%"
"2023- 06- 21","33,951.52","33,990.56","34,097.93","33,876.17","326.24M","-0.30%"
"2023- 06- 20","34,053.87","34,206.66","34,206.66","33,915.93","344.62M","-0.72%"
"2023- 06- 16","34,299.12","34,464.02","34,588.68","34,285.69","609.15M","-0.32%"
"2023- 06- 15","34,408.06","33,945.98","34,488.98","33,945.98","362.53M","1.26%"
"2023- 06- 14","33,979.33","34,044.70","34,151.42","33,783.55","358.49M","-0.68%"
"2023- 06- 13","34,212.12","34,111.08","34,310.28","34,107.98","310.68M","0.43%"
"2023- 06- 12","34,066.33","33,906.80","34,077.84","33,878.46","309.50M","0.56%"
"2023- 06- 09","33,876.78","33,852.44","33,975.32","33,787.16","263.23M","0.13%"
"2023- 06- 08","33,833.61","33,656.98","33,873.81","33,630.04","272.72M","0.50%"
"2023- 06- 07","33,665.02","33,562.47","33,708.78","33,546.11","351.54M","0.27%"
"2023- 06- 06","33,573.28","33,547.67","33,631.25","33,399.69","295.70M","0.03%"
"2023- 06- 05","33,562.86","33,771.13","33,804.22","33,552.79","371.10M","-0.59%"
"2023- 06- 02","33,762.76","33,187.58","33,805.00","33,187.58","389.26M","2.12%"
"2023- 06- 01","33,061.57","32,929.85","33,167.75","32,704.51","349.46M","0.47%"
"2023- 05- 31","32,908.27","32,948.71","32,984.83","32,739.73","695.13M","-0.41%"
"2023- 05- 30","33,042.78","33,103.65","33,132.70","32,893.97","324.22M","-0.15%"
"2023- 05- 26","33,093.34","32,795.50","33,162.06","32,795.50","333.80M","1.00%"
"2023- 05- 25","32,764.65","32,854.26","32,870.43","32,586.56","371.26M","-0.11%"
"2023- 05- 24","32,799.92","33,021.76","33,031.75","32,752.44","253.32M","-0.77%"
"2023- 05- 23","33,055.51","33,190.60","33,310.17","33,013.29","294.26M","-0.69%"
"2023- 05- 22","33,286.58","33,408.54","33,512.30","33,207.85","271.48M","-0.42%"
"2023- 05- 19","33,426.63","33,582.95","33,652.90","33,336.66","315.21M","-0.33%"
"2023- 05- 18","33,535.91","33,374.56","33,579.91","33,212.09","333.07M","0.34%"
"2023- 05- 17","33,420.77","33,092.48","33,472.38","33,050.41","310.71M","1.24%"
"2023- 05- 16","33,012.14","33,275.37","33,290.85","33,006.19","247.67M","-1.01%"
"2023- 05- 15","33,348.60","33,321.21","33,400.30","33,161.93","224.52M","0.14%"
"2023- 05- 12","33,300.62","33,370.58","33,406.40","33,110.61","228.72M","-0.03%"
"2023- 05- 11","33,309.51","33,383.89","33,389.88","33,127.70","306.79M","-0.66%"
"2023- 05- 10","33,531.33","33,707.20","33,772.09","33,239.45","278.73M","-0.09%"
"2023- 05- 09","33,561.81","33,589.85","33,656.40","33,509.72","235.14M","-0.17%"
"2023- 05- 08","33,618.69","33,715.15","33,747.49","33,509.23","225.68M","-0.17%"
"2023- 05- 05","33,674.38","33,248.55","33,748.43","33,248.55","318.57M","1.65%"
"2023- 05- 04","33,127.74","33,347.78","33,354.86","32,937.50","317.32M","-0.86%"
"2023- 05- 03","33,414.24","33,726.64","33,811.84","33,396.05","292.78M","-0.80%"
"2023- 05- 02","33,684.53","34,017.62","34,017.75","33,436.66","275.73M","-1.08%"
"2023- 05- 01","34,051.70","34,116.81","34,257.83","34,030.14","248.60M","-0.14%"
"2023- 04- 28","34,098.16","33,797.43","34,104.56","33,728.37","358.27M","0.80%"
"2023- 04- 27","33,826.16","33,381.66","33,859.75","33,374.65","347.46M","1.57%"
"2023- 04- 26","33,301.87","33,596.34","33,645.83","33,235.85","325.37M","-0.68%"
"2023- 04- 25","33,530.83","33,828.34","33,875.49","33,525.39","302.75M","-1.02%"
"2023- 04- 24","33,875.40","33,805.04","33,891.15","33,726.09","260.22M","0.20%"
"2023- 04- 21","33,808.96","33,793.60","33,858.83","33,688.57","294.96M","0.07%"
"2023- 04- 20","33,786.62","33,740.60","33,875.39","33,677.74","309.68M","-0.33%"
"2023- 04- 19","33,897.01","33,889.83","33,957.98","33,814.65","254.11M","-0.23%"
"2023- 04- 18","33,976.63","33,965.16","34,018.62","33,791.89","256.48M","-0.03%"
"2023- 04- 17","33,987.18","33,930.46","33,991.23","33,796.91","235.83M","0.30%"
"2023- 04- 14","33,886.47","33,981.71","34,082.94","33,730.85","276.72M","-0.42%"
"2023- 04- 13","34,029.69","33,668.97","34,054.99","33,605.17","277.24M","1.14%"
"2023- 04- 12","33,646.50","33,764.21","33,895.43","33,593.32","260.31M","-0.11%"
"2023- 04- 11","33,684.79","33,586.75","33,781.29","33,586.75","241.44M","0.29%"
"2023- 04- 10","33,586.52","33,425.25","33,590.24","33,343.43","232.92M","0.30%"
"2023- 04- 06","33,485.29","33,420.96","33,525.96","33,325.37","258.68M","0.01%"
"2023- 04- 05","33,482.72","33,394.60","33,543.84","33,376.27","288.10M","0.24%"
"2023- 04- 04","33,402.38","33,594.79","33,634.72","33,275.62","287.79M","-0.59%"
"2023- 04- 03","33,601.15","33,245.78","33,632.90","33,245.78","316.61M","0.98%"
"2023- 03- 31","33,274.15","32,901.96","33,291.00","32,901.96","353.74M","1.26%"
"2023- 03- 30","32,859.03","32,807.43","32,905.80","32,682.87","289.10M","0.43%"
"2023- 03- 29","32,717.60","32,566.54","32,728.04","32,539.94","317.45M","1.00%"
"2023- 03- 28","32,394.25","32,434.85","32,551.01","32,295.50","248.56M","-0.12%"
"2023- 03- 27","32,432.08","32,276.72","32,564.00","32,276.72","291.56M","0.60%"
"2023- 03- 24","32,237.53","32,038.22","32,257.24","31,805.18","317.08M","0.41%"
"2023- 03- 23","32,105.25","32,101.49","32,511.49","31,864.74","335.43M","0.23%"
"2023- 03- 22","32,030.11","32,570.19","32,761.89","32,020.46","333.03M","-1.63%"
"2023- 03- 21","32,560.60","32,420.71","32,593.68","32,346.12","367.47M","0.98%"
"2023- 03- 20","32,244.58","31,872.33","32,280.07","31,872.33","360.21M","1.20%"
"2023- 03- 17","31,861.98","32,217.32","32,217.32","31,728.70","722.09M","-1.19%"
"2023- 03- 16","32,246.55","31,827.65","32,281.61","31,571.46","444.39M","1.17%"
"2023- 03- 15","31,874.57","31,759.87","31,906.47","31,429.82","428.11M","-0.87%"
"2023- 03- 14","32,155.40","32,055.29","32,306.59","31,805.40","395.73M","1.06%"
"2023- 03- 13","31,819.14","31,819.93","32,240.35","31,624.87","431.15M","-0.28%"
"2023- 03- 10","31,909.64","32,185.14","32,422.10","31,783.41","400.24M","-1.07%"
"2023- 03- 09","32,254.86","32,876.83","32,990.46","32,190.60","318.64M","-1.66%"
"2023- 03- 08","32,798.40","32,872.08","32,903.44","32,612.70","242.76M","-0.18%"
"2023- 03- 07","32,856.46","33,428.31","33,453.25","32,838.21","301.59M","-1.72%"
"2023- 03- 06","33,431.44","33,425.32","33,572.22","33,383.47","329.82M","0.12%"
"2023- 03- 03","33,390.97","33,076.33","33,405.82","33,008.41","302.95M","1.17%"
"2023- 03- 02","33,003.57","32,780.97","33,083.45","32,665.85","319.32M","1.05%"
"2023- 03- 01","32,661.84","32,656.37","32,746.15","32,500.71","296.34M","0.02%"
"2023- 02- 28","32,656.70","32,873.47","32,873.47","32,636.43","308.69M","-0.71%"
"2023- 02- 27","32,889.09","32,906.16","33,189.28","32,814.18","246.23M","0.22%"
"2023- 02- 24","32,816.92","32,999.19","32,999.19","32,643.48","277.12M","-1.02%"
"2023- 02- 23","33,153.91","33,175.39","33,272.40","32,795.67","288.13M","0.33%"
"2023- 02- 22","33,045.09","33,169.33","33,245.97","32,948.27","325.33M","-0.26%"
"2023- 02- 21","33,129.59","33,699.69","33,699.69","33,115.74","348.32M","-2.06%"
"2023- 02- 17","33,826.69","33,677.01","33,846.64","33,517.73","303.77M","0.39%"
"2023- 02- 16","33,696.85","33,992.09","34,041.16","33,686.59","317.54M","-1.26%"
"2023- 02- 15","34,128.05","34,008.63","34,130.49","33,833.10","269.85M","0.11%"
"2023- 02- 14","34,089.27","34,194.09","34,331.47","33,827.45","291.75M","-0.46%"
"2023- 02- 13","34,245.93","33,887.39","34,249.60","33,887.39","303.58M","1.11%"
"2023- 02- 10","33,869.27","33,671.54","33,897.31","33,591.99","289.72M","0.50%"
"2023- 02- 09","33,699.88","34,105.61","34,252.57","33,607.13","347.53M","-0.73%"
"2023- 02- 08","33,949.01","34,132.90","34,161.65","33,899.79","324.09M","-0.61%"
"2023- 02- 07","34,156.69","33,769.78","34,240.00","33,634.10","361.63M","0.78%"
"2023- 02- 06","33,891.02","33,874.44","33,962.84","33,683.58","296.40M","-0.10%"
"2023- 02- 03","33,926.01","33,926.30","34,179.58","33,813.86","425.15M","-0.38%"
"2023- 02- 02","34,053.94","34,129.30","34,145.14","33,814.78","442.57M","-0.11%"
"2023- 02- 01","34,092.96","34,039.60","34,334.70","33,581.42","370.13M","0.02%"
"2023- 01- 31","34,086.04","33,803.56","34,095.23","33,664.91","360.25M","1.09%"
"2023- 01- 30","33,717.09","33,909.21","34,055.29","33,695.18","346.04M","-0.77%"
"2023- 01- 27","33,978.08","33,952.93","34,164.33","33,830.85","444.13M","0.08%"
"2023- 01- 26","33,949.41","33,771.66","33,953.79","33,635.60","333.74M","0.61%"
"2023- 01- 25","33,743.84","33,538.36","33,773.09","33,273.21","344.39M","0.03%"
"2023- 01- 24","33,733.96","33,444.72","33,782.92","33,310.56","305.71M","0.31%"
"2023- 01- 23","33,629.56","33,439.56","33,782.88","33,316.25","357.54M","0.76%"
"2023- 01- 20","33,375.49","33,073.46","33,381.95","32,948.93","369.42M","1.00%"
"2023- 01- 19","33,044.56","33,171.35","33,227.49","32,982.05","321.33M","-0.76%"
"2023- 01- 18","33,296.96","33,948.49","34,016.53","33,269.90","354.57M","-1.81%"
"2023- 01- 17","33,910.85","34,222.32","34,269.97","33,860.67","355.39M","-1.14%"
"2023- 01- 13","34,302.61","34,075.31","34,342.32","33,915.49","274.12M","0.33%"
"2023- 01- 12","34,189.97","34,047.86","34,292.67","33,792.10","308.20M","0.64%"
"2023- 01- 11","33,973.01","33,754.03","33,974.69","33,711.04","301.65M","0.80%"
"2023- 01- 10","33,704.10","33,516.43","33,726.54","33,421.80","269.50M","0.56%"
"2023- 01- 09","33,517.65","33,664.39","33,935.11","33,487.66","327.85M","-0.34%"
"2023- 01- 06","33,630.61","33,055.30","33,710.66","32,997.39","365.50M","2.13%"
"2023- 01- 05","32,930.08","33,191.72","33,191.72","32,812.33","342.66M","-1.02%"
"2023- 01- 04","33,269.77","33,165.14","33,409.10","33,033.48","383.35M","0.40%"
"2023- 01- 03","33,136.37","33,148.90","33,387.52","32,850.57","358.61M","-0.03%"
"2022- 12- 30","33,147.25","33,121.61","33,152.55","32,847.82","296.19M","-0.22%"
"2022- 12- 29","33,220.80","33,021.43","33,293.42","33,020.35","245.84M","1.05%"
"2022- 12- 28","32,875.71","33,264.76","33,379.55","32,869.15","254.30M","-1.10%"
"2022- 12- 27","33,241.56","33,224.23","33,387.72","33,069.58","246.02M","0.11%"
"2022- 12- 23","33,203.93","32,961.06","33,226.14","32,814.02","221.05M","0.53%"
"2022- 12- 22","33,027.49","33,233.35","33,233.35","32,573.43","342.11M","-1.05%"
"2022- 12- 21","33,376.48","33,028.09","33,437.84","33,028.09","328.02M","1.60%"
"2022- 12- 20","32,849.74","32,735.24","32,992.23","32,649.45","303.98M","0.28%"
"2022- 12- 19","32,757.54","32,921.45","33,038.94","32,581.97","330.04M","-0.49%"
"2022- 12- 16","32,920.46","33,166.46","33,166.46","32,654.59","788.12M","-0.85%"
"2022- 12- 15","33,202.22","33,773.00","33,773.00","33,016.16","394.30M","-2.25%"
"2022- 12- 14","33,966.35","34,086.07","34,395.65","33,704.17","344.32M","-0.42%"
"2022- 12- 13","34,108.64","34,268.44","34,712.28","33,890.88","443.98M","0.30%"
"2022- 12- 12","34,005.04","33,519.50","34,005.04","33,519.50","321.12M","1.58%"
"2022- 12- 09","33,476.46","33,746.71","33,844.63","33,462.65","292.62M","-0.90%"
"2022- 12- 08","33,781.48","33,695.97","33,899.17","33,642.46","272.73M","0.55%"
"2022- 12- 07","33,597.92","33,556.40","33,774.27","33,503.67","295.40M","0.00%"
"2022- 12- 06","33,596.34","33,936.87","34,006.63","33,418.59","307.79M","-1.03%"
"2022- 12- 05","33,947.10","34,335.73","34,335.73","33,846.81","315.96M","-1.40%"
"2022- 12- 02","34,429.88","34,265.45","34,483.21","34,039.73","291.06M","0.10%"
"2022- 12- 01","34,395.01","34,533.59","34,595.51","34,129.35","349.58M","-0.56%"
"2022- 11- 30","34,589.77","33,795.43","34,589.77","33,583.77","552.49M","2.18%"
"2022- 11- 29","33,852.53","33,847.80","33,933.91","33,662.45","282.17M","0.01%"
"2022- 11- 28","33,849.46","34,275.91","34,303.88","33,799.35","303.02M","-1.45%"
"2022- 11- 25","34,347.03","34,213.04","34,386.51","34,199.57","131.93M","0.45%"
"2022- 11- 23","34,194.06","34,091.57","34,262.07","34,004.64","236.82M","0.28%"
"2022- 11- 22","34,098.10","33,810.05","34,115.70","33,810.05","279.60M","1.18%"
"2022- 11- 21","33,700.28","33,760.30","33,864.59","33,559.18","352.96M","-0.13%"
"2022- 11- 18","33,745.69","33,606.59","33,827.94","33,540.64","314.53M","0.59%"
"2022- 11- 17","33,546.32","33,329.27","33,616.02","33,239.75","321.57M","-0.02%"
"2022- 11- 16","33,553.83","33,554.93","33,682.83","33,516.99","305.54M","-0.12%"
"2022- 11- 15","33,592.92","33,755.94","33,987.06","33,320.20","391.84M","0.17%"
"2022- 11- 14","33,536.70","33,662.05","33,964.30","33,533.96","360.59M","-0.63%"
"2022- 11- 11","33,747.86","33,797.75","33,817.96","33,394.43","430.72M","0.10%"
"2022- 11- 10","33,715.37","33,263.91","33,727.73","33,167.82","488.26M","3.70%"
"2022- 11- 09","32,513.94","33,004.47","33,065.11","32,478.87","360.82M","-1.95%"
"2022- 11- 08","33,160.83","32,934.56","33,355.39","32,831.46","342.88M","1.02%"
"2022- 11- 07","32,827.00","32,454.10","32,895.59","32,424.99","341.10M","1.31%"
"2022- 11- 04","32,403.22","32,265.01","32,611.52","31,938.92","425.48M","1.26%"
"2022- 11- 03","32,001.25","31,985.05","32,185.71","31,727.05","357.27M","-0.46%"
"2022- 11- 02","32,147.76","32,576.28","33,071.93","32,139.77","399.65M","-1.55%"
"2022- 11- 01","32,653.20","32,862.79","32,975.48","32,485.23","325.57M","-0.24%"
"2022- 10- 31","32,732.95","32,754.27","32,883.86","32,586.93","394.10M","-0.39%"
"2022- 10- 28","32,861.80","32,204.31","32,889.81","32,158.38","499.42M","2.59%"
"2022- 10- 27","32,033.28","32,062.14","32,388.42","31,993.21","392.53M","0.61%"
"2022- 10- 26","31,839.11","31,738.44","32,172.42","31,738.44","430.40M","0.01%"
"2022- 10- 25","31,836.74","31,463.65","31,876.15","31,423.53","342.09M","1.07%"
"2022- 10- 24","31,499.62","31,187.32","31,603.63","31,161.41","345.04M","1.34%"
"2022- 10- 21","31,082.56","30,291.18","31,119.27","30,206.28","418.19M","2.47%"
"2022- 10- 20","30,333.59","30,411.92","30,822.96","30,265.20","333.19M","-0.30%"
"2022- 10- 19","30,423.81","30,439.04","30,662.11","30,226.90","315.54M","-0.33%"
"2022- 10- 18","30,523.80","30,697.52","30,837.90","30,301.83","390.76M","1.12%"
"2022- 10- 17","30,185.82","30,059.58","30,311.95","29,997.62","374.23M","1.86%"
"2022- 10- 14","29,634.83","30,192.21","30,428.82","29,614.30","380.98M","-1.34%"
"2022- 10- 13","30,038.72","28,755.83","30,168.54","28,660.94","472.67M","2.83%"
"2022- 10- 12","29,210.85","29,233.06","29,455.12","29,136.03","306.53M","-0.10%"
"2022- 10- 11","29,239.19","29,085.20","29,608.42","29,074.23","358.47M","0.12%"
"2022- 10- 10","29,202.88","29,419.09","29,485.82","29,010.41","318.47M","-0.32%"
"2022- 10- 07","29,296.79","29,685.27","29,685.27","29,142.66","370.38M","-2.11%"
"2022- 10- 06","29,926.94","30,206.13","30,329.61","29,859.34","308.95M","-1.15%"
"2022- 10- 05","30,273.87","30,078.36","30,454.46","29,886.44","292.04M","-0.14%"
"2022- 10- 04","30,316.32","29,826.67","30,325.05","29,826.67","379.03M","2.80%"
"2022- 10- 03","29,490.89","28,855.25","29,647.79","28,855.25","397.83M","2.66%"
"2022- 09- 30","28,725.51","29,123.03","29,355.78","28,715.85","466.86M","-1.71%"
"2022- 09- 29","29,225.61","29,513.73","29,513.73","28,997.34","392.42M","-1.54%"
"2022- 09- 28","29,683.74","29,198.92","29,811.78","29,114.97","439.14M","1.88%"
"2022- 09- 27","29,134.99","29,419.88","29,659.12","28,958.22","356.59M","-0.43%"
"2022- 09- 26","29,260.81","29,536.84","29,630.77","29,161.12","374.49M","-1.11%"
"2022- 09- 23","29,590.41","29,955.65","29,955.65","29,250.47","389.45M","-1.62%"
"2022- 09- 22","30,076.68","30,204.52","30,302.28","29,994.53","335.27M","-0.35%"
"2022- 09- 21","30,183.78","30,819.39","31,020.79","30,181.99","354.96M","-1.70%"
"2022- 09- 20","30,706.23","30,888.53","30,888.53","30,465.91","320.69M","-1.01%"
"2022- 09- 19","31,019.68","30,722.86","31,026.89","30,559.37","296.57M","0.64%"
"2022- 09- 16","30,822.42","30,866.61","30,866.61","30,550.08","627.92M","-0.45%"
"2022- 09- 15","30,961.82","31,124.68","31,277.69","30,882.08","349.09M","-0.56%"
"2022- 09- 14","31,135.09","31,141.02","31,276.82","30,885.02","353.88M","0.10%"
"2022- 09- 13","31,104.97","32,006.50","32,006.50","31,018.54","433.80M","-3.94%"
"2022- 09- 12","32,381.34","32,159.49","32,504.04","32,159.49","343.96M","0.71%"
"2022- 09- 09","32,151.71","31,876.22","32,227.74","31,876.22","312.40M","1.19%"
"2022- 09- 08","31,774.52","31,481.95","31,783.37","31,321.50","344.34M","0.61%"
"2022- 09- 07","31,581.28","31,145.63","31,644.34","31,095.21","355.10M","1.40%"
"2022- 09- 06","31,145.30","31,343.79","31,463.89","31,048.46","348.98M","-0.55%"
"2022- 09- 02","31,318.44","31,848.50","32,026.90","31,182.09","306.18M","-1.07%"
"2022- 09- 01","31,656.42","31,454.58","31,677.51","31,219.75","339.36M","0.46%"
"2022- 08- 31","31,510.43","31,827.15","31,966.04","31,509.59","392.78M","-0.88%"
"2022- 08- 30","31,790.87","32,163.84","32,205.66","31,647.22","328.64M","-0.96%"
"2022- 08- 29","32,098.99","32,188.00","32,325.16","31,972.79","320.09M","-0.57%"
"2022- 08- 26","32,283.40","33,293.43","33,364.70","32,278.22","352.85M","-3.03%"
"2022- 08- 25","33,291.78","33,029.27","33,306.09","32,889.85","308.53M","0.98%"
"2022- 08- 24","32,969.23","32,899.01","33,095.50","32,828.56","258.94M","0.18%"
"2022- 08- 23","32,909.59","33,033.52","33,138.26","32,858.89","254.46M","-0.47%"
"2022- 08- 22","33,063.61","33,586.59","33,586.59","33,007.63","308.90M","-1.91%"
"2022- 08- 19","33,706.74","33,904.69","33,904.69","33,627.09","298.43M","-0.86%"
"2022- 08- 18","33,999.04","33,981.86","34,043.83","33,844.46","284.14M","0.06%"
"2022- 08- 17","33,980.32","34,029.55","34,161.01","33,828.41","285.73M","-0.50%"
"2022- 08- 16","34,152.01","33,924.35","34,281.36","33,852.57","291.75M","0.71%"
"2022- 08- 15","33,912.44","33,710.70","33,954.71","33,582.96","263.72M","0.45%"
"2022- 08- 12","33,761.05","33,430.72","33,767.09","33,398.32","299.14M","1.27%"
"2022- 08- 11","33,336.67","33,451.51","33,651.80","33,289.83","309.72M","0.08%"
"2022- 08- 10","33,309.51","33,130.63","33,364.41","33,130.63","317.91M","1.63%"
"2022- 08- 09","32,774.41","32,807.36","32,877.53","32,702.66","283.45M","-0.18%"
"2022- 08- 08","32,832.54","32,877.36","33,109.96","32,769.10","279.11M","0.09%"
"2022- 08- 05","32,803.47","32,593.90","32,814.61","32,489.62","276.17M","0.23%"
"2022- 08- 04","32,726.82","32,805.69","32,829.22","32,652.63","318.77M","-0.26%"
"2022- 08- 03","32,812.50","32,514.21","32,912.74","32,514.21","344.30M","1.29%"
"2022- 08- 02","32,396.17","32,691.29","32,772.93","32,387.12","320.39M","-1.23%"
"2022- 08- 01","32,798.40","32,755.71","32,972.03","32,640.79","325.50M","-0.14%"
"2022- 07- 29","32,845.13","32,515.62","32,910.18","32,493.02","490.27M","0.97%"
"2022- 07- 28","32,529.63","32,197.62","32,609.54","31,982.61","350.63M","1.03%"
"2022- 07- 27","32,197.59","31,865.05","32,336.23","31,799.43","367.62M","1.37%"
"2022- 07- 26","31,761.54","31,950.04","31,950.04","31,705.36","330.70M","-0.71%"
