"writer","date","comment"
"사라포바","2021.01.26","사고로  단기기억상실증에 걸린남자가  부인을 죽인 범인을 쫓아 복수하려는 내용인데 ~ 반복되는 영상과  기억에  머리가 복잡하여 지루하지만  내용은 좋았어요"
"ps**choi","2021.01.26","역시 놀란의 작품은 언제나 감탄의 연속이네요. 그 당시 처음 개봉했을 때 봤다면 훨씬 더 재미있었을 것 같지만, 지금 보아도 충분히 참 좋은 영화네요!! :)"
"먹순이","2021.01.26","아 최고의 명작이에요."
"dearhm","2021.01.26","레전드 크리스토퍼 놀란 비기닝"
"ktro","2021.01.25","영화관에서 다시보니 좋았어요"
"하진성도","2021.01.25","복잡한 영화지만 그래도 봐야지요."
"해고리","2021.01.25","메멘토 재개봉...?"
"뷰뷰이","2021.01.25","잘보고 왔습니다..."
"ca**y4868","2021.01.25","크리스토퍼 놀란 그는 신인가 인간인가"
"감자먹는고래","2021.01.25","모든 전개가 역행으로 진행되서 스토리를 이해하기 위해서 모든 장면을 놓치면 안된다는 생각에 미친듯이 집중하며 보게되네요.. 보는 내내 머리가 아프지만 그만큼 몰입도가 좋습니다"
"staymydear","2021.01.25","관객들은 보통 영화를 볼 때 주인공의 시점에 맞추어져 있다. 그리고 이 영화는 주인공의 선택과 결정이 옳다는 섣부른 신뢰와 믿음에 아무런 검열 없이 옳다고 할 수 있는가? 반문하는 영화였다."
"pelicula","2021.01.25","이런 영화를 처음 보았으면 더 신선했을 겁니다. 그런데 놀란 감독은 이런 류가 많아요."
"km**wkd","2021.01.25","역시 믿고 보는 놀란 영화 근데 좀 헷갈릴 수 있음 놀란 머릿속 궁금하다"
"jo**usly23","2021.01.25","반전에 반전 소름돋았네요~~ 추천합니다"
"once at all","2021.01.25","첫장면부터 짜릿! 테넷 씬과 연결되며 감독 연출에 푹 빠졌다. 퇴근후라 피곤한 중에도 몰입! 놀란의 다음 장르가 궁금해져"
"ho**y0627","2021.01.25","거슬러 올라가는 연출방식이나 이야기가 전체적으로 너무 좋았어요"
"바오로","2021.01.25","이해가 어려운 영화
다시한번 보고싶은 그러면 이해가 되겠지~~"
"아이디얼","2021.01.25","이전에 본 <테넷>보다는 이해하기가 쉬웠습니다."
"jesusfreak","2021.01.24","기억의 왜곡 놀란 감독의 놀라운 편집!"
"kh**218","2021.01.24","이해하기는 어려운데 재밌어요"
"an1","2021.01.24","재미있어요~~~ㅎㅎㅎㅎ"
"heather21","2021.01.24","보고싶었는데 재개봉해서 굿입니다~"
"엄지1004","2021.01.24","난해 반복되는 비추예요"
"버튼","2021.01.24","놀란은 역시 .. 놀랍다"
"류디자인","2021.01.24","어렵다
난해하다
테넷의기원이된영화"
"윤희 남편","2021.01.24","명작을 다시 보니 새롭네요 재밌습니다"
"ss**1004","2021.01.24","기대를 마니했나봅니다ㅋㅋ"
"TAKJ","2021.01.24","잘못된 실타래와 함께 미궁에 갇힌 자는 누구인가"
"nayeriii","2021.01.24","레너드는 ''영원히 풀리지 않는 로맨틱한 퍼즐'' 속에 살고 있지만, 십분마다 그를 백지 상태로 만드는 현실은 무엇보다 끔찍하게 그의 인생을 뒤섞고 있다."
"소헨춘","2021.01.24","기억은 기록이 아닌 해석일 뿐이다! 앞으로 나자신의 임의기억을 조심해야겠다.."
"da**arus","2021.01.24","역시 놀란감독 치밀한 플롯에 감탄했습니다."
"돌탱이돌탱이","2021.01.24","나는 누구 여긴 어디?
매일 이런 놀이를 하는 나의 상태에 적합한 영화. 오랫동안 미루다 이제 게우 숙제를 한 심정이다."
"winkr","2021.01.24","역시 믿고보는 영화입니다"
"jeonrahyeon","2021.01.24","재개봉이지만 너무 좋았던 영화"
"달율밤","2021.01.23","시간을 가지고 노는 감독"
"정글만리","2021.01.23","피곤했는지 깜빡 졸았네요...
다시 한번 봐야 겠네요..."
"놀란가비","2021.01.23","남자주인공한테 푹빠저서 시간가는줄 모르고 봤네요"
"유뚱~♡","2021.01.23","세번째 놀란감독 작품관람.
이제 쪼끔 적응된것 같다.
시간을 거꾸로 끊어 흐르게해서  
조금씩 스토리를 이해하게 하는
놀란감독다운 전개. 크~"
"만두스물일곱","2021.01.23","보면서 계속 도대체,,,, 이러다가 끝나버린 영화"
"자이언츠호홓릭","2021.01.23","날것의 놀란을 발견하다"
"강행운","2021.01.23","기억상실 무서운 병 재미가 없어요"
"호호잇호오잇","2021.01.23","약 20년전 작품이라는게 믿기지 않을 정도"
"당글","2021.01.23","단순한 변화에서 오는 효과를 십분 이용함"
"비어럽","2021.01.23","크리스토퍼 놀란식의 미스터리"
"카멜론","2021.01.23","20넌이 지난 2021년의 메멘토도 감동이다!"
"설치","2021.01.23","레니와 함께 혼돈에 빠지게 하는 연출이 감탄스러웠습니다"
"테오도라","2021.01.23","너무 난해하지 않았나 싶지만 잘 생각해서 시간별로 맞춰보니 다 이해가 가네요!"
"숭사마","2021.01.23","몇번을 봐도 명작. 리마스터링이라 화질도 좋네요."
"쭈마리","2021.01.23","크리스토퍼 놀란 감독 영화인데 더이상 무엇이 필요할까??"
"삼겹살쫄면","2021.01.23","몰입도 최고!!! 추천해요"
"wwwwwwwo","2021.01.23","영화는 괜찮았는데
사실 관크땜에 중반부터 통 집중을 못해서 뭘 본건지 모르겠네요
열받아서 기분만 망쳤어요
이시국에 한시간여 비닐 부시럭부시럭 거리면서 뭘 계속 먹더니 휴대폰으로 소리켜고 동영상도 보더라구요ㅋ
멀어서 나오는거 기다려서 직접 한마디했네요"
"el**n1210","2021.01.23","다시 봐도 여러가지 생각이 떠오르는 영화에요. ^^*
그리고 영화 관람 후 마스크까지 받으니 너무 좋았어요."
"제니훈","2021.01.22","크리스토퍼 놀란의 마스터피스"
"su**wa15","2021.01.22","놀란감독껀  3번은봐야함"
"in**7029","2021.01.22","눈을 감아도 세상은 돌아간다"
"마패","2021.01.22","전반적으로 괜찮은 영화였으나 
대사가 많아 지루한 느낌이 ?"
"iaeo02","2021.01.22","58ㅏㅁㄹㄴㅁ아890096"
"르누아르.","2021.01.22","기대만큼은 아니고 지루했어요"
"타타탕근","2021.01.21","담담한 듯 충격적인 반전, 분 단위로 짜인 하루하루"
"harin03","2021.01.21","관객이 저 포함 3명이라 조용히 몰입하고 볼 수 있었어요. 영화의 스토리 전개방식 독특해서 재밌었고 뒤로 갈 수록 '아~그래서!' 라는 생각이 들었는데 마지막은 예상치 못한 반전이였어요! 관람 후에 받을 수 있는 별카드도 너무 예쁜 것 같아요!!"
"마네시","2021.01.21","솔직히 뭔가가 더있을줄..."
"mjeoong","2021.01.21","관객들의 기억 또한 역으로 되살리게 하는 놀란의 능력"
"양파엄마","2021.01.21","난해합니다.!설명을  들어야 할 듯~"
"바보구수","2021.01.21","어렵긴 하지만 재밌네요"
"지니파워스","2021.01.21","시대를 넘어선 연출력.."
"영화로운하루","2021.01.21","역시 명작이다! 더이상 설명이 필요없다"
"skyunm","2021.01.20","평범할 수 있는 스토리를 특별하게 만들 수 있다는 것을 보여주는 영화"
"ma**ny70","2021.01.20","천재 감독 놀란!
다시봐도 재미있습니다."
"김깨죽","2021.01.20","오오 되게 재밌었고 반전도 좋았다"
"ou**oorlamp","2021.01.20","테넷보고 이걸보니 더 좋다"
"흥디100","2021.01.20","내가 팩트라고 알고있는 것조차 내 기억이 아닐 수 있을까 돌아보게 된다"
"꾸러기 사촌^^","2021.01.20","재미있게 잘 봤습니다."
"진홍진홍","2021.01.20","머리 속이 혼란하다... 기억이란 무엇인가...."
"꼬식이","2021.01.20","한 장면도 놓쳐서는 안 되는 영화"
"be**re2008","2021.01.20","굳이언급하는게불편하다
크리스토퍼 놀란이라는이유로
과대평가하거나,
그러고싶지않지만
주인공의기억력에기인한
정신사나운편집과
끊임없이주절거리는
대사로영화전체내용의
흐름을놓치지않으려고
애를쓰지만,
그래도시간은흐르고,
속절없이엔딩크레딧은올라가고
잘못된예매로본영화"
"오호이거재밌어보이네","2021.01.20","기억의 왜곡, 조작된 현실"
"ga**enki","2021.01.20","몰입도는 높은데 이해하기가 힘들어요."
"포말","2021.01.20","스토리별 다시보는 인터랙티브 무비 보는 기분"
"judyleeee","2021.01.20","이 영화를 왜 이제야 봤을까 싶네요.. 최고입니다"
"5닭","2021.01.20","잘만들긴 했는데..기빨려서 다신 못보겠다 주인공에 이입이 안됨"
"아세주","2021.01.20","그런데로~~~~
쉬운 영화가 아니네"
"rm**ml95","2021.01.20","저는 머리가 나쁜지
영화 끝나고 한참이나 퍼즐을 맞췄네요
영화 자체가 별로인건 아니지만
제겐 넘 어려웠어요
시간을 거슬러올라가면
한쳅터씩 맞춰나가야하는 전개는 새롭고
신선했지만
제겐 힘들었네요"
"Into the utero","2021.01.20","놀란 작품은 정말로 재미없다.
뻔한 내용을 매번 말도 안되게 꼬기때문에 이제는 그의 모든 영화가 짜증난다.  그냥 시나리오나 써라!"
"버블디","2021.01.20","테넷을 보고나서 메멘토를 보니 시간 순서는 어렵지 않았지만 나도 주인공처럼 앞에 나왔던 장면이 부분부분 잊혀지기 시작했다"
"지민짱578","2021.01.19","좋아요,좋아요.좋아요"
"토글토글","2021.01.19","그 누구도 믿지 못한체 추적해가는
묘미가 흥미있는 영화"
"흠냐냠","2021.01.19","메멘토: ㅗㅁㅌㅔㄴㅁㅔㅔㅁㄴㅔㅌㅁㅗ"
"꽃","2021.01.19","감독을 믿고 영화를 봤는데 내용을 이해하지는 못하겠네요~"
"JM198","2021.01.19","시작됐다포인트지옥2021"
"미라클히어로","2021.01.19","와 이 영화 짱이었어요^^"
"융윰융","2021.01.19","반전이 무엇인지 보여주는 영화"
"긍정토토","2021.01.19","시간의 조각들... 지루함  재미 별로!!"
"junghalee","2021.01.19","초반에는 살짝 지루해서 졸았는데 후반부에 내용이 이해 되면서 흥미진진 해졌어요. 영화 내용이 과거랑 엇갈리고 헷갈리는 부분이 많았는데 주인공의 머릿속이라고 생각하고 봤습니다. 여러 번 보면 더 좋을 것 같은 영화 같아요."
"잘생긴놈은 환영이야!","2021.01.19","테넷보다는 이해하기 쉬웠지만 중간중간 지루하다"
"점등인","2021.01.19","단기 기억상실증. 살인자의 기억법. 기억해내기보다는 지우기 위해서. 놀란의 시간 역주행의 시작이 메멘토?"
"mi**eam","2021.01.19","재밌었음 살짝 이해 안가는 부분이있었지만 그다지 큰영향을 주지는 않았음"
"동네북","2021.01.19","해석을 봐도 헛갈리네;"
"LJH.","2021.01.19","조각조각 기억들의 파편"
"tk**6100","2021.01.19","쩌렀다 다시봐도 쩌렀다"
"파리백마리","2021.01.18","반전이 있을거라고 예상하고 봤지만 예상하지 못한 반전이었다"
"so**boy23","2021.01.18","테넷의 시작은 메멘토 부터"
"산은산이요물은셀프다","2021.01.18","어렵지만 몰입도는 좋습니다"
"엄마까까","2021.01.18","지루함을 참는다면 큰 짜릿함이 다가온다."
"ch**wins76","2021.01.18","영화는 괜찮았으나 부수적인 게 너무 불편하네요..쿠폰도 등록안되고, 주차요금 할인은 차량 한 대만 되고, 메가박스에 비해 시스템이 너무 안좋아요..앞으로 cgv 가기 꺼려지네요.."
"다낭","2021.01.18","다시 봐도 어렵지만 좋았습니당"
"벗닢","2021.01.18","다시 볼 수 있어 좋았어요!!!"
"he**inee7","2021.01.18","역시... 최고네요 놀란감독님은.. 대단해요 정말.."
"잇쉿","2021.01.18","흑백과 컬러의 시퀀스 배치가 후반부에 갈수록 서스펜스적인 긴장감을 높인다. 꼭 두 번 봐야 하는 영화"
"쫑일~~~","2021.01.18","gooood gooood gooood"
"kg**m45","2021.01.17","심오하지만 많은 뜻이 담긴 영화인 것 같아요 인간의 보고싶은데로, 듣고싶은데로, 생각하고싶은데로 하는 단면적인 모습을 녹여낸 것 같아요 많은 생각이 들게하는 영화네요 ㅎㅎ 유명한 영화라 기대 많이했는데 역시 좋았어요 ㅎㅎ"
"신난다비바","2021.01.17","역시....무슨 말이 더 필요할까..????"
"고토 히토리","2021.01.17","다 이유 있는 플롯 구성... 뭔가 과시하려는 게 아니라 놀란 본인이 생각한 걸 표현하기에 딱 맞는 방식을 택한 듯하다."
"sgt보","2021.01.17","구성이 굉장히 특이하다. 몰입하게 된다."
"공치리","2021.01.17","거꾸로 풀어보는 사건해결 방식. 독특하네요. 혼자만의 기억저장방식의 오류를 인정하지 않아 계속 잘못을 저지를 것 같아 무서움. 2시간이 순삭."
"sm**inggipsy","2021.01.17","Memento, 2000"
"고드름 1","2021.01.17","역시놀란감독은사람을멍청하게만드는묘한재주가있네요어째든머리복잡하고스릴감있게잘봤네요.기억의왜곡이라....그렇죠사람들은보고싶은것만보고듣고싶은것만듣죠그리고기억도자기합리적으로유리한쪽으로점점굳어져서종국에는왜곡된기억남죠우리들의자화상을잘표현함"
"kitean","2021.01.17","기억은 조작되는 것. 놀란 당신은 천재야"
"palmy","2021.01.17","왜 명작인지를 느낀 영화였습니다.."
"지미굿맨","2021.01.17","레전드 그자체
몇번을 봐도 정신이 나가버릴것같은건 마찬가지"
"수요일N영화","2021.01.17","명작은 명작, 개봉 당시 놀란의 떡잎을 알아보게 했던 영화. 다시 봐도 여러면에서 흥미롭네요."
"bu**7246","2021.01.17","표현력과 반전의 조화로움"
"상큼샘물","2021.01.17","크리스토퍼 놀란은 메멘토 작업할 때 테넷 밑그림을 그렸었나봐요. 첫장면은 오버랩. 전반적인 흐름은 멘탈 붕괴로, 마지막은 예상은 했었으나 미뤄뒀던 결말이었는데.. 정말인건가?!?!?"
"love12341","2021.01.17","오랜만에 보니 재미있었습니다"
"아삭아삭오이","2021.01.17","다시 볼 수 있어 좋았어요! 명작은 시간이 흘러도 명작!"
"ge**i02","2021.01.17","군대 때 봤던 영화 다시 보게 되었네요. 영화가 어려운 건지 피곤한건지 자꾸 졸려 혼났네요 보고싶던거라 만족 합니다"
"jkim","2021.01.17","진실을 쫒는 영화인줄 알았지만 누구를 위한 진실인지가 중요하다"
"s0**137","2021.01.17","새로운 전개 너무 재밌다"
"믜늬쉘","2021.01.17","나는 이영화가 봐도보ㅓ도 놀랍단말이지..."
"올곧게","2021.01.17","내가 봤었던 그 영화가 맞나?"
"쑮","2021.01.17","다시보는 명작!! 꼭 한번이상 봐야해요"
"20**nalog","2021.01.17","사진, 메모, 문신으로 남긴 기록을 따라 범인을 쫓는 기억 추적 스릴러"
"C AHN","2021.01.17","단기 기억상실증이란 희귀한 소재로 인간의 또한 단면을 다룬 특이한 영화네요.
인간의 희미한 기억으로 풀어 나가는 인간이 애처롭게 느껴지기도 합니다. 소화 하기가 쉽지 않네요."
"VVIP빠방이","2021.01.17","역시 띵작이네요 또 봐도 놀랍네요"
"Q.is.on.Fire","2021.01.17","천재감독이라 불릴 전설의시작"
"초코맘마","2021.01.17","명작... 왜 이제봤을까 싶을정도네료"
"sa**ie7800","2021.01.17","크리스토퍼놀란 감독 첫 작품이였네요!
2001년 메멘토는 엄청난 센세이션을 일으킬만했겠어요~
초반에 지루한데.. 중반부부터 빠르게 퍼즐이 맞춰지는 스토리 전개가 몰입감을 줍니다! 하나도 놓칠 수 없는 스토리! 반전의반전! 절대 가벼운 영화 아님니다!"
"새맨더","2021.01.17","볼수록 정신이 혼미해지는 영화 마치 내가 마약한듯.. 갈수록 도대체 어떤 상황이 일어났었는지 너무 궁금해미침"
"slayer44","2021.01.16","이때부터 알수있는 놀란의 인버전 생각 결국 메멘토는 테넷의 조상"
"ㅇㄲㅈ","2021.01.16","nknlknlknkn"
"알아","2021.01.16","내 기억까지 조작되는 기분"
"네버랜드의 웬디","2021.01.16","이 영화를 너무 늦게 봤다. 인셉션과 인터스텔라, 테넷을 다 보고나서야 보니 대단한 데뷔작이었다는 것 외의 전율까지는 없어서 아쉬울 따름."
"뿌뿌","2021.01.16","반전이 있어 좋아요!!!"
"mo**9127","2021.01.16","좋았어요~ 시사회가 아니라 오늘 보게된건 다 이유가 있겠지..."
"kg**011","2021.01.16","히치콕의 싸이코가 옅보인다. 그 당시에는 센세이션한 전개 방식이었겠지?!"
"해당화희","2021.01.16","놀란 감독 작품이라서 어떤 내용인가싶어 봤는데 한번 보는거론 좀 난해한 면이 있었다.그래고 영화본후 별카드를 받은건 기분이 좋았다^^"
"rotas","2021.01.16","첨에 시간 순서 이해 못해서 진짜 혼란스러웠어요"
"ㅎㄷㅎ","2021.01.16","이 기회에 명작을 관람할 수 있어 행복했어요"
"소멍태","2021.01.16","테넷을 먼저 봐서 그런가... 별로...."
"pu**ysummer","2021.01.16","외곡되는 기억들  새롭네요"
"하얀지니","2021.01.16","마지막 반전 때문에 역순 구성이였구나..."
"tjsdlf23","2021.01.16","플롯의 흐름 속 진실은 무엇인가."
"andiee","2021.01.16","볼만했네요 흑백장면이 좋았음"
"he**y31","2021.01.16","기억을 위한 처절한 몸부림"
"맨날 잠옴","2021.01.16","다시 봐도 재밌다 지금 봐도 정말 신박한 연출"
"ra**a1128","2021.01.16","역시 크리스토퍼 놀란.. 너무 어려워요. 그래도 그의 상상력에 놀라고 갑니다! 흥미로운 영화!"
"꾸꾸♥","2021.01.16","오랜만에 다시보니 좋네요~"
"매너김","2021.01.16","다시봐도 졸앗당
어지럽고"
"말할수없는비밀","2021.01.16","기록은 때로 기억보다 많은 것을 속인다."
"스페이스스파크","2021.01.16","지금봐도 몰입감에 시간가는줄 모르고 봤네요"
"fk**538","2021.01.16","영화 재미있게 보았어요"
"영화는 습관","2021.01.16","몸에 타투를 하면서까지 잊고 싶었던 인정하기 힘든 팩트"
"농약먹는골룸","2021.01.16","다시봐도 명작입니다."
"끼묘진","2021.01.16","나름 기대하고 봤는데... 시간 역순 너무 오카자키 절편같고... 어지럽네여..."
"감정없는고철덩어리","2021.01.16","20년된 영화라지만 촌스럽지도않고 오히려 소름이 돋게한 영화"
"현지둥둥","2021.01.15","역시 크리스토퍼 놀란!!"
"ka**minb","2021.01.15","''세븐''의 데이비드 핀처를 따라간 크리스토퍼 놀란과 브래드 피트를 닮은 가이 피어스"
"쿠우우키","2021.01.15","반전이 정말..  집중해서 영화를 보게합니다"
"WhitePome","2021.01.15","어렵지만 몰입해서 보게 되네요."
"맹군","2021.01.15","여전히 재미나게 봤어요"
"홍콩택시","2021.01.15","명작은 보고 또 봐도 재밌다"
"EWOON","2021.01.15","ㅠㅠㅠㅠ 역시 극장에서 꼭 한 번 봐줘야죠ㅠㅠㅠ 한 3~4번째 보는 건데 극장이 역시...b"
"do**5hee5","2021.01.15","집중해서 본 난해한듯 불편하지만 보고나서 곱씹게 되는 명작"
"홀릭","2021.01.15","크리스토퍼는 이런거 좋아하는구나... 두시간이 전혀 지루하지 않았음. 한번더보고싶다"
"ki**m923","2021.01.15","크리스토퍼놀란 감독 초기작"
"ho**jsunny","2021.01.15","기억은 인간을 속일 수 있다.
편집이 가능하다.
소름."
"jm**yung","2021.01.15","이 영화 때문에 인셉션 봤는데 인셉션은 별루... 재개봉 할때 꼭 봐야할 영화"
