"writer","date","comment"
"yi**1011","2018.03.19","가슴 한켠이 먹먹해지는 그런영화~~ 봄 햇살이 따스해지는 만큼 마음도 따스해지는 영화....."
"물된동산","2018.03.19","네의미있는영화네요영화잘만들었네요."
"Rark","2018.03.19","너무 슬프네요 몇몇 연기가 아쉬운 부분도 있다고 느꼈지만 그래도 너무 아름답게 만든 영화 같아요 추천합니다 !"
"dbstjdrlf","2018.03.19","엄마의자식사랑은 오직 잘먹여야~~"
"귀빈박스","2018.03.19","가족의 소중함을 다시한번 깨닫고 마음까지 힐링되는 영화"
"**선","2018.03.19","★★★★★ 뻔한데 좋았던."
"ia**armaker","2018.03.19","잔잔하고 감동있었어요 부모님이랑 같이 봤는데 눈물훔치시는 모습에 저도 눈물이 나더라구요 흥행작은 아니지만 처음부터 끝까지 잔잔한 영상미가 좋았어요"
"ys**ok0706","2018.03.19","기대엔 못미치지만
엄마 생각하면서 봤네요"
"dr**ony","2018.03.19","시간이 남아서 기대없이 봤는데, 좋았습니다. 스토리는 예상되는전개라...배우들의 연기가 살렸네요"
"tp**ks7000","2018.03.19","약선요리가 더 나와주었으면 하는 바람이었지만 충분히 감동적이었다"
"역전끝내기쓰리런","2018.03.19","부족하지만 최루엔 성공했다"
"부엔카미노","2018.03.19","어머니랑 같이 보면 좋을 것 같은 영화"
"써니강","2018.03.19","현실적인 이야기
공감이갑니다
행복은 가까운데서 찾아가는
우리들의 이야기"
"큐토","2018.03.19","엄마의 사랑이 느껴지는 영화였습니다^^"
"al**804","2018.03.19","가족애를 떠오르게 하지만 내게는 좀 지루한 느낌!"
"헵번공주","2018.03.19","내 보물은 너야.찡~하네.
엄마의 사랑을 먹고 자란 자식들..
엄마의 정성을 먹고 병이 나은 사람들.그건 그냥 요리가 아니라?
한사람 한사람에 대한?애정과 사랑이었어라.
기억을 잃어가지만 내 사람들에 대한 기억만큼은 잊고 싶지 않았던 엄마."
"안녕슬픔","2018.03.19","가족 모두가 함께 보면 좋을 거 같네요.."
"어떤미소","2018.03.19","보는 이에게 잔잔한 감동을 전해주는 수작 드라마.."
"비에젖은태양","2018.03.19","잔잔하니 좋은데 상영관이 너무없어요ㅠ"
"yw**975","2018.03.19","슬프지만 아름다운 영화"
"hy**3925","2018.03.19","주제는 좋으나 연기와 내용이.."
"sh**a34","2018.03.19","잘 봤어요~ 강추까지는 아니지만 그래도 보면 좋을 것 같은 영화입니다~~~"
"cj**n76","2018.03.18","부모님이랑 같이 봤는데도 저도 모르게 눈물이 계속~~감동적인 영화였어요"
"뉴바라","2018.03.18","지워진 기억속에서도 자식과 관련된일은  지우지 못한 엄마의 사랑,그사랑이 아들을 철들게 했네요~^^"
"ej**006","2018.03.18","부모의 소중함을 알수있었다.^^"
"14**dg","2018.03.18","어린 시절 사고로 죽은 장남을 마음 속에 간직한 채 살아가는 어머니를 연기한 이주실님의 연기가 인상적인 수작이었습니다."
"밥팅","2018.03.18","너무 잘봤숩니다  억지 감동이 아닌 스멀하게 눈물이 나오는 좋은 작품입니다  이종혁씨  좋은 연기 감사해요"
"하늘색연두","2018.03.18","저도 모르게 눈물이..."
"hyacinth0","2018.03.18","뻔하지만 보편적인 감성."
"허중자","2018.03.18","산소에 풀이 좀 나왔나? 깁자기 궁금해지네..."
"서연","2018.03.18","현실에서 볼수있는 가족내용 슬프네요"
"요시모토","2018.03.18","엄마의 빈자리... 엄마, 보고 싶어요."
"만군1","2018.03.18","부모님생각나게하는 가슴찡하네요"
"밍~`","2018.03.18","부모님께 짜증냈는데 정말 잘 해드려야겠어요ㅜ"
"마님","2018.03.17","고1딸이랑 같이봤는데
좋았어요
나름 감동도 있고"
"해봉좀비","2018.03.17","애잔함이......."
"di**o53","2018.03.17","잔잔하니 볼 만하네요.
현실에서 볼 수 있는 모자지간의 모습이었어요."
"obzee365","2018.03.17","나 혼자 계속 훌쩍 거리며 운것같다.
상영관에 사람은 텅 비어있는데..
눈물이 끊임없이 흘렀다.
엄마가 아닌 울아빠생각에 더더욱 눈물이 났다. 손맛 좋은 울아빠가 해준 음식 먹고싶다. ㅜㅜ지금도 글썽..
이주실님(엄마) 너무 디테일한 연기!"
"dffhr","2018.03.17","가족을 다시 돌아보게 만드는 영화"
"k2**lear","2018.03.17","부모를 둔 자녀들이 꼭 봐야합니다^^
부모가 되어 살아봐야 이해가 된다면 너무 늦을지도 모르잖아요."
"인솔이","2018.03.17","나에게도 일어날 수 있는 일..."
"동방고냥이","2018.03.17","가정의음식은 가족의역사와 희노애락를나타낸다"
"키드드득","2018.03.17","어쩌면 세상에서 가장 무서운 병이 아닐까"
"영화 ㅁㅐ니아","2018.03.17","언젠가 나에게 일어날수도 있는일"
"rimmyru","2018.03.17","절제된 연기를 하려다가 감정이 절제된듯"
"빨간앵초","2018.03.17","받기만 하고 주는거에 인색한 나 자신을 돌아보며
..엄마를 생각하면서 보게 되는것 같아요.. 엄마의 음식들이 그리움으로 남네요"
"손놔라","2018.03.16","예상되는내용이지만 넘나따뜻"
"Romantic~♡","2018.03.16","엄마 ..라는 주제는 늘  무언가를 생각하게 만든다"
"포도알","2018.03.16","단편드라마 가볍게 보고 나왔지만 엄마라는 주제는 묵직하네요"
"soonim","2018.03.16","가슴찡하게 엄마와 나를 함께 생각할수 있게 하는 시간이었습니다. 고마운 영화"
"dy**h91","2018.03.16","엄청 극적이지 않다 정해져 있는 수순임을 보여준다.
집에 가면 항상 있고, 때론 지겨워도 또 그립기도 한 집밥처럼"
"즐산","2018.03.16","원로배우 이주실님 연기내공의 농익은 연기가 인상깊다 .."
"tg**275","2018.03.16","감동적입니다~~^^"
"gj**dw","2018.03.16","잔잔한 감동이 있는 영화네요"
"몰라몰라김몰라","2018.03.16","엄마가 차려준 소박한 한 끼 같은 영화였습니다. 자극적인 양념이 없는, 따뜻하고 편안했던 영화. 상영관이나 시간이 적어 아쉽지만, 많은 분들이 보셨으면 해요"
"ji**n0107","2018.03.16","너무 좋았어요!!!!!재미와 감동이 함께 있는 영화입니다..ㅠㅠ배우분들의 연기도 너무 좋구요!!"
"wizzyyy","2018.03.16","뻔하다고 생각하면서도 너무 강력한 엄마라는 소재때문에 눈물뽑게 만드는 영화"
"go**dew34","2018.03.16","왜 영화 시작 10분만에 모든 내용이 뻔히 예상됩니다 배우의  좋은 연기가 낭비되는 지루한  연출"
"지지~~♡","2018.03.16","스토리도괜찮고 배우연기도 괜찮아요 다만아쉬운점이 있다면. 끝나고난뒤 뭔가2%부족한 느낌"
"연꽃","2018.03.15","동화같은 영화입니다
엄마가 많이 그리워지네요"
"seozart","2018.03.15","감정이 과해지지않게 잘 조절되어 좋았다!!"
"뀌숑78","2018.03.15","따뜻한 영화네요.
어머니와 함께 보면 좋을꺼같습니다"
"케이지","2018.03.15","잔잔한 감동을 주는 영화"
"후회없는삶","2018.03.15","참으로 감동적인 영화입니다."
"누구냐넌도대체","2018.03.15","마음아프지만그래도..."
"록산","2018.03.15","세상에 단하나밖에 없는 최고의 레시피...그건 사랑이었다."
"하늘국화","2018.03.15","안타깝고 뭉클하고..."
"절찬 리 상영중 ♡","2018.03.15","살다보니 이런 행운이..

나에게 오다니.




평촌점씨지브이에서

혼자서 전세내서

영화  엄마의 공책(Notebook from my mother)을 봤다.

마지막에 자막이 올라가는것까지."
"리미","2018.03.15","먹먹하고 머리가 띵해져서 영화가 끝나고나서도 쉽게 안일어나지드라구요..ㅠ잘봤습니다.."
"ji**kpig","2018.03.15","잔잔한감동과엄마에사랑아픔까지마음에들어오는영화입니다."
"ju**onge","2018.03.15","친정엄마가 생각나게 하는 영화.."
"Director_YES","2018.03.15","참 가슴 뭉클하고, 짠하고,
울엄마도 생각하게 되네..."
"smilewong","2018.03.14","연기가 너무 1차원임."
"현수기","2018.03.14","반찬가게 안 효소들과 반찬들만 보였어요.."
"쿠마맘","2018.03.14","또 보고 싶어요 ^-^//"
"와루이스","2018.03.14","어느 한부분 마음을 울리는것이 없다.연기 분위기 스토리...아쉽고 아쉽다"
"hl**kz50","2018.03.13","[엄마의 공책]사회복지사 송미종 상사의 미니토크가 공감하게 하네요"
