"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"오리우메","naju****","2011.09.22. 14:01","9","참,쉽지않은 사이인데,잔잔한 감동이 있는 영화네요.마음의 여유가 생기는 가을입니다","0","0"
"오리우메","kyki****","2011.09.22. 13:46","10","이 가을에 가족의 소중함을 일깨운 정말 괜찮은 영였습니다.","0","0"
"오리우메","skyt****","2011.09.22. 13:27","9","주변의 추천으로 봤는데 가족의 소중함과 앞으로 잘해야 겠어요. 좋은영화네요~^^","0","0"
"오리우메","thsk****","2011.09.22. 12:19","10","더빙판으로 봤는데, 정말 어울린다! ㅎㅎ 잼있었어요 ~ 생각도 이거 저거 하게되공","0","0"
"오리우메","2hyp****","2011.09.21. 22:46","10","홍보가 덜되서 전용극장처럼 봤네요.  좀더 많은 사람이 봤으면 합니다","0","0"
"오리우메","maru****","2011.09.21. 22:32","9","왠지 많은걸 생각하게 해 주네요....","0","0"
"오리우메","yuri****","2011.09.21. 18:20","10","부모님, 가족....그리고 한살씩 나이먹어가는 나를 다시 생각하게 됐어요.","0","0"
"오리우메","tjst****","2011.09.21. 17:10","10","보는 내내 가슴이 먹먹하다 울컥.. 많은 생각을 하게 하네요!! 강추임다!","0","0"
"오리우메","hidu****","2011.09.21. 15:11","9","어떻게 살아가야 하는지, 생각하고 행동하게 만드는.. 감동과 웃음 가득한 영화네요^^","0","0"
"오리우메","qkdl****","2011.09.21. 07:23","10","나의 소중한 사람들 중 가족을 다시한번 생각하게된 영화입니다. 강추!!","0","0"
"오리우메","bill****","2011.09.20. 21:08","10","마음에 진한 감동이 오더라구요. 엄마생각 많이 나서 모시고 다시 보려구요!","0","0"
"오리우메","lips****","2011.09.20. 20:59","10","엄마 칠순인데 더빙판 덕에 자막읽기 힘들어하는 엄마와 함께 볼 수 있어 좋았어요^^","0","0"
"오리우메","rmsi****","2011.09.20. 20:58","9","내 인생을 통째로 되돌아보게 하는 영화! 소중한 사람과 같이 보면 좋을 영화네요!!","0","0"
"오리우메","spri****","2011.09.20. 20:16","10","간만에 마음이 따뜻해지는 영화. 쌀쌀해진 날씨에 딱! 부모님과 다시 보고 싶어요","0","0"
"오리우메","tack****","2011.09.20. 14:10","10","울다가 손수건에서....빵~!! 터진  .....진한 감동이 묻어나는 영화..","0","0"
"오리우메","tksm****","2011.09.19. 12:06","10","진짜 완전 많이 울었어요 보면서... 아무것도 아닌 장면이 왜이렇게 슬픈지 ㅠㅠ","0","0"
"오리우메","jics****","2011.09.15. 16:43","7","질병의 이해를 통해 관계의 확장을 꿈꾼다","0","0"
"오리우메","beat****","2011.09.13. 23:55","10","기억의 마지막까지 함께 걸어줄 소중한 사람. 미안해요 언제나 고마웠어요. 이제 훨훨 날아요^-^o","0","0"
"오리우메","znzn****","2011.09.10. 19:40","1","zz2","0","0"
"오리우메","hth7****","2011.09.10. 13:24","10","정말 감동적이네요 ㅠ","0","0"
"오리우메","fm01****","2011.08.25. 19:01","10","다문화영화제때 봤는데, 완전 감동이예요. 주변을 많이 보게 되요.","0","0"
"오리우메","kwhs****","2011.07.22. 20:23","10","마음이 따뜻해지는 영화에요","0","0"
"오리우메","mins****","2011.07.15. 14:04","9","참 마음아프고 힘든 병인데 이 영화는 때론 유쾌하게 때론 감동적으로 잘 그려냈다","0","0"
"오리우메","kami****","2011.07.01. 02:24","10","치매에 대한 이해와 대처방법을 잘 알려준 감동영화","0","0"
"오리우메","jj18****","2008.03.09. 17:42","10","아내와 함께봤어요.어르신들도 여기저기흐느끼시더군요.백배공감합니다","0","0"
"오리우메","bite****","2008.03.09. 17:37","10","동양적이며 여성적 감성이 우리와잘맞네요 교육용으로도 좋을듯...","0","0"
"오리우메","pans****","2011.09.26. 18:15","9","더빙판을 보았는데, 처음에 다소 어색한 느낌이 들었지만 전체적으로 만족합니다.","1","1"
"오리우메","yang****","2012.08.01. 01:48","6","지루한면도 있지만 나름 볼만..1점준것중 한국영화 죄다 10점주는 M창있네.","0","1"
"오리우메","wede****","2011.10.07. 12:39","1","뿌잉","0","1"
"오리우메","bign****","2012.12.21. 01:35","1","아름다운 척. 나는 이렇게 척하는 영화가 제일 싫다.","1","2"
"오리우메","tear****","2012.12.19. 12:06","5","해피엔딩이 현실의 병을 치유한답니까. 과정은 잊은 치매적 결론.","1","2"
