"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"금발의 초원","bgma****","2007.04.12. 18:48","10","처음 느끼는 사랑처럼 가슴 아프지만 자꾸만 그 아픔을 느끼고 싶은 영화","0","0"
"금발의 초원","shcj****","2007.04.09. 15:18","8","잔인한현실을 언제나아름답게 표현하는 이누도잇신.","0","0"
"금발의 초원","beli****","2007.03.27. 15:41","10","착각속에서 사는 인생이라도 사랑을 이룰수 있다면.. 행복하겠죠?","0","0"
"금발의 초원","erst****","2007.03.20. 13:52","9","현실과 꿈의 경계. 나는 지금 어디에 있는가?","0","0"
"금발의 초원","skdk****","2007.03.18. 18:37","9","날아라..","0","0"
"금발의 초원","okjo****","2007.03.16. 17:57","7","귀엽고 발랄하지만 가볍게 만은 볼수 없는 작품","0","0"
"금발의 초원","jh_a****","2007.03.15. 23:07","8","단순한 해피엔딩이 아닌 관객에 따라 달라질 수 있는 엔딩..괜찮은 영화!","0","0"
"금발의 초원","jail****","2007.03.02. 12:47","8","왠지 노인을 공경하고 싶게 만드는 효도영화^^","0","0"
"금발의 초원","si09****","2007.02.26. 00:39","9","신선하고 재밋네요 따뜻하고 아주좋아요 *^^*","0","0"
"금발의 초원","ssyw****","2007.02.21. 01:44","8","잔잔하다...치즈루가 돋보이네요..ㅎㅎ나도 늙은 모습 기대했는데..","0","0"
"금발의 초원","hann****","2007.02.20. 11:48","8","따뜻함이 묻어난다.~ ^^ 영상도 예쁘다~ ^^","0","0"
"금발의 초원","tekk****","2007.02.20. 09:59","8","마음은 언제나 청춘","0","0"
"금발의 초원","hana****","2007.02.17. 11:10","6","기대가너무컸던탓일까, 그치만끝까지닛포리의늙은모습이안나오는건맘에들어","0","0"
"금발의 초원","icut****","2007.02.16. 00:21","10","예쁘고 슬픈 영화. 지금도 눈물이 난다.","0","0"
"금발의 초원","bad5****","2007.02.15. 16:29","9","이렇게 괜찮은 영화가 6년뒤나되서 개봉하다니 ...","0","0"
"금발의 초원","kyoo****","2007.02.14. 20:25","10","날아라","0","0"
"금발의 초원","koso****","2007.02.10. 13:43","10","안타까워","0","0"
"금발의 초원","ysuh****","2007.02.08. 12:06","8","최고의 소재와 스토리. 조금만 덜 늘어졌으면 10점...","0","0"
"금발의 초원","haid****","2007.02.06. 16:58","9","날았으면 좋았잖아.. 웃던 눈가에 눈물이 맺혔다.","0","0"
"금발의 초원","joki****","2007.02.05. 23:17","9","역시 이누도 잇신... 그리고 죠제의 여배우 이케와키 치즈루","0","0"
"금발의 초원","moon****","2007.02.02. 20:56","8","역시,이름값한다..그의 영화이기에 따듯하다","0","0"
"금발의 초원","mayl****","2007.01.31. 03:08","10","죠제, 메종드히미코,,이누도 잇신은 결코 실망시키지 않는다..","0","0"
"금발의 초원","legn****","2007.01.30. 22:08","10","아름다운 감성.","0","0"
"금발의 초원","saer****","2007.01.14. 23:49","8","나도 나이먹으면 저럴 것 같아. ㅎ","0","0"
"금발의 초원","papa****","2007.01.13. 21:15","10","그냥 좋다. 주인공도.그를 보여주는 시각도...마지막의 아련함도","0","0"
"금발의 초원","frid****","2007.01.08. 03:36","10","내가 노인이 됐을 때를 떠올리게 만들어.ㅋ그래서더짠해~","0","0"
"금발의 초원","circ****","2007.01.02. 13:04","10","아직도 아련한...","0","0"
"금발의 초원","hent****","2006.12.28. 02:41","7","잇신의 감각이 잘녹아있는 멋진 영화","0","0"
"금발의 초원","zhoc****","2006.12.24. 14:22","10","다르게 볼수있는 눈. 친절하고 고마운 영화","0","0"
"금발의 초원","jiro****","2006.12.23. 03:57","10","끝난후에도 우울한 오랜여운이남고 특히 남자주인공 멋있어요","0","0"
"금발의 초원","jblo****","2006.12.22. 00:19","10","2시간동안, 세상에서 가장 아름다운 꿈을 보았다","0","0"
"금발의 초원","noth****","2006.12.20. 12:08","7","너무 기대를 했나...;;; 허나 잇신감독다운 결말이 좋았다.","0","0"
"금발의 초원","hyde****","2006.12.13. 21:15","10","이누도 잇신이 뛰어나다는건 잘 모르겠지만, 감독이되서다행이다","0","0"
"금발의 초원","zhin****","2006.12.12. 12:34","6","조금 지루한 감이.. -_-;","0","0"
"금발의 초원","dltm****","2006.12.10. 22:52","9","약간 지루하기도 했었지만 나도 모르게 빠져들었다","0","0"
"금발의 초원","seon****","2006.12.07. 06:20","10","너무 좋았다.. 한편으론 맘아팠지만..","0","0"
"금발의 초원","aymi****","2006.12.02. 04:49","10","잇신의 이름에 어울리는 걸작","0","0"
"금발의 초원","znzn****","2006.11.28. 13:42","8","이땅의 꿈과 현실을 구분하지않는! 자들을 위하여","0","0"
"금발의 초원","wonj****","2006.11.28. 02:02","10","최고다.. 이누도 잇신 만세..ㅋ","0","0"
"금발의 초원","dram****","2006.11.27. 21:52","10","배경도 예쁘고 음악도 좋고 배우들의 연기가 좋았다","0","0"
"금발의 초원","attr****","2006.11.25. 18:15","8","날 수 없었지만 닛뽀리는 날았다. 약간은 지루하고 까칠하다.","0","0"
"금발의 초원","true****","2006.11.23. 20:48","7","좀 더 예쁜영화일수도 있었을텐데.","0","0"
"금발의 초원","dkdl****","2006.11.21. 13:21","10","닛뽀리씨 번지점프를 하다","0","0"
"금발의 초원","beet****","2006.11.18. 00:24","10","슬프다. 이뤄지기를 바랬는지도..","0","0"
"금발의 초원","myzz****","2006.11.15. 19:20","8","조금 지루한면을 간과할순 없다.. 그래도.. 뭔가.. 와닿는다..","0","0"
"금발의 초원","read****","2006.11.07. 02:23","7","과연..우리나라 또래의 배우중 비교할만한 사람이 있을까?","0","0"
"금발의 초원","aody****","2006.11.06. 08:23","8","키득키득 웃다가 끝나고나서 멍했다가 그리곤 눈물이 나왔다.","0","0"
"금발의 초원","odd0****","2006.11.05. 17:40","9","이런 소재를 이렇게 표현하다니! 잇신감독, 언제나 아리게 한다","0","0"
"금발의 초원","klov****","2006.11.04. 16:21","10","미소짓게하는 영화, 행복이란것의 정의를가르쳐주는","0","0"
"금발의 초원","o_ps****","2006.11.03. 22:57","9","가장 행복한 꿈을 가장 행복한 현실로 치환하는 감독의 역량","0","0"
"금발의 초원","taep****","2006.11.02. 14:27","10","경계인들에 대한 재해석만으로도 대단한 작품.","0","0"
"금발의 초원","cber****","2006.11.01. 00:57","10","좋았다..진짜 흑...","0","0"
"금발의 초원","zenm****","2006.10.29. 02:16","9","그냥 맘에 너무 든다.. 개인적으로 조제보다 나은걸..","0","0"
"금발의 초원","yooh****","2006.10.28. 16:46","10","심장 아직 멈추지 않음....눈물이 핑...","0","0"
"금발의 초원","oran****","2006.10.27. 14:15","7","치즈루를 만나는것만으로 만족한다면.. 괜찮은..","0","0"
"금발의 초원","h2hi****","2006.10.26. 21:42","10","슬프지 않은데...왜 눈물이 나오는 걸까?","0","0"
"금발의 초원","pyje****","2006.10.24. 14:34","10","어딘가 가슴 찡한 영화","0","0"
"금발의 초원","obba****","2006.10.22. 16:02","10","현실을 사랑하게 해 주는 참 좋은 영화 乃","0","0"
"금발의 초원","skfk****","2006.10.22. 08:06","8","동생과의 러브러브.","0","0"
"금발의 초원","merc****","2006.10.21. 16:56","6","닛포리의 집을 방문한 손님에게 잇신이 내놓은 담백한 크래커","0","0"
"금발의 초원","ming****","2006.10.21. 14:34","9","이래서난일본영화가조아~~","0","0"
"금발의 초원","star****","2006.10.21. 10:03","7","행복해 할수도, 슬퍼할 수도 없는 이야기.","0","0"
"금발의 초원","litt****","2006.10.21. 02:51","8","스토리:7 몰입도:8 영상:6 사운드:7 독창성:9","0","0"
"금발의 초원","hant****","2006.10.16. 17:09","10","정말재미있지만... 조제만큼 현실과 괴리가 있는..","0","0"
"금발의 초원","mywi****","2006.10.15. 14:10","10","말그대로 금발의 초원","0","0"
"금발의 초원","najh****","2006.10.14. 11:25","9","80살의 닛포리가 좋다.","0","0"
"금발의 초원","roma****","2006.10.14. 03:40","10","인생의 가장 행복했던 시절로 돌아가는건가봅니다. 치매는","0","0"
"금발의 초원","bigs****","2006.10.13. 19:43","9","나도 날아볼까?","0","0"
"금발의 초원","jinj****","2006.10.12. 00:22","10","좋은꿈같이 아련하고 예쁜... 보고난뒤 기분좋은 영화-","0","0"
"금발의 초원","jmma****","2006.10.10. 12:42","10","오랫만에 좋은영화봤어요","0","0"
"금발의 초원","shin****","2006.10.08. 00:34","10","뭔가가 날 강렬하게 자극한다","0","0"
"금발의 초원","reds****","2006.10.06. 00:37","10","아련한 작품 다 보고 오분후 눈물이 흘렀다","0","0"
"금발의 초원","hide****","2006.10.05. 17:41","10","새로운 사랑의 발견","0","0"
"금발의 초원","nanu****","2006.10.04. 21:48","8","가볍지 않은 한숨,  결혼해주세요","0","0"
"금발의 초원","0172****","2006.10.03. 00:17","9","안보면 후회한다","0","0"
"금발의 초원","1231****","2006.10.02. 09:53","9","만약,누군가 내가 사실은 80살이라고 한다면..","0","0"
"금발의 초원","a529****","2006.10.02. 02:37","10","5점이하들...분명히아직고딩졸없안했을거야","0","0"
"금발의 초원","gucc****","2006.10.01. 06:22","1","스토리가너무엉성함 지루하다..","0","0"
"금발의 초원","mero****","2006.10.01. 05:54","10","밝고, 예쁘고,꿈같은 영화.","0","0"
"금발의 초원","juck****","2006.09.30. 23:33","8","자신이 생각하는 나이만큼 보일 수 있다면...? 그리고 사랑이란?","0","0"
"금발의 초원","makj****","2006.09.30. 17:57","10","현실과 꿈, 모든것이 좋은것이라는 감독님의 말씀.친절한 영화","0","0"
"금발의 초원","anim****","2006.09.28. 23:05","10","따뜻한 영화, 순수한 영화","0","0"
"금발의 초원","amic****","2006.09.27. 11:15","10","순수함...그것만으로도 맘을 꽉 채우고 눈물이 샘솟케하는 영화","0","0"
"금발의 초원","ljkj****","2006.09.26. 16:38","8","색다른 소재였다..느낌있는 영화","0","0"
"금발의 초원","tolb****","2006.09.26. 08:48","3","이누도 잇신 이번은 좀 아니네요","0","0"
"금발의 초원","ang6****","2006.09.25. 01:24","9","나도  꿈을꾸게하는 따뜻한 영화...","0","0"
"금발의 초원","alsd****","2006.09.23. 07:02","10","슬프지만 아름다운 영화","0","0"
"금발의 초원","hhyo****","2006.09.21. 01:34","8","꿈속에서의 멋진 사랑 ..아직도 기억속에 많이 남는다","0","0"
"금발의 초원","hasi****","2006.09.20. 02:09","9","가벼운 소재는 아니지만 꽤나 산뜻하게 그려진듯..ㅎㅎ","0","0"
"금발의 초원","popn****","2006.09.19. 23:21","9","지나치기엔 아까운 좋은 영화.^^","0","0"
"금발의 초원","hmj1****","2006.09.19. 23:16","10","역시 이누도 잇신 감독~ 게다가 치즈루까지..","0","0"
