"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"메멘토","rhfl****","2014.01.11. 09:26","10","와 놀란감독 진짜...","10","0"
"메멘토","dday****","2013.08.16. 09:32","10","놀란은 우리를 놀라게 만든다","9","0"
"메멘토","gusd****","2013.08.13. 18:47","10","정말 천재성이 보이는 영화임","10","1"
"메멘토","jipa****","2014.11.19. 09:52","10","아 재개봉 이구나.. 깜짝이야..","8","0"
"메멘토","wjdc****","2014.11.15. 17:29","10","획기적인 작품 상상도 못한 전개방법을 이용해서 복잡하지만 맞추고나면 완벽한 퍼즐같은 영화","7","0"
"메멘토","kims****","2014.11.26. 11:43","9","막바지에 이해했지만 재미있었음!","8","1"
"메멘토","kjg9****","2016.07.13. 11:08","10","범인을 죽였다. 범인을 죽였다. 죽였다. 또 죽였다. 이 세상 모두가 범인이다.","10","3"
"메멘토","bky7****","2013.07.19. 12:29","9","나름 괜찮은 반전","10","3"
"메멘토","sara****","2017.11.12. 05:24","10","거꾸로 가는 시간은 나조차도 백지상태인 주인공의 시점에서 사건을 보게끔 만드는 하나의 훌륭한 장치.","6","0"
"메멘토","ssky****","2015.09.13. 19:24","10","기억은 거들 뿐, 모든 것은 내 선택이다","6","0"
"메멘토","sylv****","2015.01.11. 02:23","10","크리스토퍼 놀란도 천재지만 그 동생인 조나단 놀란이 쓰는 각본이 더 천재적이다","6","0"
"메멘토","kase****","2014.11.26. 11:29","10","시작부터 끝까지 기억의 단편을 섞어서 보는 듯한 영화이지만 중요한건 결말이다! 스포일러를 유의하고 결말에 집중하면 모든 의문이 풀릴것이니!!!","6","0"
"메멘토","dmsm****","2015.01.20. 01:18","9","과정이참기 힘들어 9점을줌 ...남은1점은 결론의 미약.","7","1"
"메멘토","yags****","2014.11.07. 00:17","10","소름끼칠만한 영화는 아니지만 소름끼칠만한 입봉작","7","1"
"메멘토","ckgh****","2014.06.02. 14:11","8","그렇게 재밌다길래 아무생각 없이 보다가 골 때렸네 ㅋㅋㅋ","7","1"
"메멘토","kiss****","2014.06.01. 23:27","8","크리스토퍼 놀란은 천재 같다. 근데 이 영화는 재미랑은 쫌 머네 ㅋ 이야기 전개를 이렇게도 만든다는 것에 깜짝 놀라긴 했는데 거기 까진 것 같다.  더 발전하는 놀란 감독 앞으로도 기대해야지~  ㅋ","10","4"
"메멘토","jaee****","2015.07.11. 20:00","1","영화를 보면서 잔 영화중의 하나. 재밌게 본사람이 더많겠지만 개인적으로 지루하게 본영화중의 하나. 기법이랑 편집이 뛰어났다고해서 영화속으로 끌어들인다고 생각은 못하겠다","19","13"
"메멘토","real****","2019.11.06. 17:41","8","근데, 사진에 메모할 때 확인된 사실을 메모하는게 아니라 자기 생각을 메모함. 왜곡될 수 있음.","5","0"
"메멘토","jiwo****","2019.08.20. 22:56","10","좋은 기억을 마지막으로 모든 것을 잊어가며 살고싶다. 내가 뭘했는지 어떤 감정 이었는지 기억할 수 없게. 힘들었던 것도 잊어버릴 수 있도록. 힘이 되는 것들만 몸에 새기고.","5","0"
"메멘토","rotk****","2019.08.07. 17:23","10","절대 결말 보지말고 볼것지루하더라도 끝까지 인내가지고 볼것다 본다면 무릎을 탁 치게되는 마법의 영화","5","0"
"메멘토","zjqf****","2016.06.10. 23:21","10","첫번째 봤을때는 이해를 못했고 두번째 봤을때야 이해가 좀 되고 3번째 봤을때 80% 이해하고 4번째 봤을때 모든것이 다 복선이라는 생각에 소름이 돋았다","5","0"
"메멘토","lkh5****","2015.12.13. 01:09","10","영화를보고나서 남은건 단기기억상실이다","5","0"
"메멘토","sipj****","2015.10.14. 22:12","10","역순 구성은 편집의 혁명이라 할만하다. 다시 봐도 감탄을 금치 못하겠다.","5","0"
"메멘토","jica****","2014.11.05. 15:38","10","처음부터 끝까지 봐야할 영화!","5","0"
"메멘토","kanz****","2016.07.24. 16:56","8","내 기억을 조작하지 마라 놀란.","7","2"
"메멘토","breg****","2014.06.01. 18:08","9","독창적 화술의 경지를 보여주는 크리스토퍼 놀란","7","2"
"메멘토","jjjs****","2019.03.26. 00:04","10","이거 재미없다는애들은 지능수준이 낮은거임 ㅋㅋ","9","4"
"메멘토","soeu****","2014.06.15. 15:51","1","완전 재미 없음; 반전이 너무 눈에 뻔했음 한 10시간은 본거 같음 너무 재미 없어서 화가 배속에서부터 끌어 오름;","15","10"
"메멘토","blue****","2019.04.20. 17:30","10","인지부조화 때문에 자기방어기제와 합리화로 점철된 기억들을 생산, 편집해내고 그 왜곡된 기억들로 스스로를 세뇌시키는 것은 모든 사람들의 특성인듯. 복잡하고 피곤한 영화인데 스스로의 지적 허영심을 위해서 별 다섯개를 남기며 댓글을 다는것도 개인적 메멘토","4","0"
"메멘토","over****","2018.08.11. 08:39","10","영화의 시작. 시간은 거꾸로 돌고, 사진은 빛을 잃고 하얘졌으며 주인공은 총으로 누군가를 살해한다. 영화의 모든 것을 함축적으로 담은 장면. 14년전 처음 보았던 충격에서 이제는 경이롭기까지 한다. 편집의 승리, 영화의 진정한 재미를 알게 해준 작품.","4","0"
"메멘토","id17****","2017.11.21. 22:27","10","가면 갈수록 돌아가는 영화","4","0"
"메멘토","utgi****","2017.09.26. 00:15","10","인간이란 잊고싶은 기억은 어떻게든 지우고 사는게 인간이다 그 후에 일들보다 당장의 일이 더 중요한게 인간의 본질이다","4","0"
"메멘토","purp****","2017.08.24. 21:33","10","처음 봤을 때 끝까지 못 보고 지루해서 잤다. 2번째 봤을 때는 억지로 집중해서 끝까지 다 봤다. 3번째 봤을 때 전개 방식에 대해 의문을 던졌다. 4번째 봤을 땐 감탄했다. 이 영화는 한 번 봐선 알 수 없는 영화이다.","4","0"
"메멘토","jero****","2014.11.26. 01:14","10","이게 이제 와서 개봉을 한다는 건 놀란 감독의 파워라고 밖에는 설명이 안된다.","4","0"
"메멘토","shev****","2019.03.21. 15:11","10","메멘토 재미없다고 하는 사람 특 - 머가리 ㅃ ㅏ가라서 이해 못함","5","1"
"메멘토","rhdi****","2015.08.26. 16:30","9","내용보다도 전개방식이 신기하게 느껴졌음. 기억을 잃는 주인공처럼 관객들도 아무것도 모르는 어리둥절한 상황에서 점차 과거를 파헤치게 됨.","5","1"
"메멘토","done****","2014.02.05. 01:26","10","내 생의 최고의 영화 !!","5","1"
"메멘토","mand****","2020.10.27. 06:02","2","그냥 최악이다 기억상실증걸린넘의 스토리를 거꾸로 돌린것뿐이다 이걸 과대해석해서 위대하다고 떠드는 것","7","3"
"메멘토","tpqj****","2014.12.24. 10:05","1","평점 뻥튀기의 정석 sososo","12","8"
"메멘토","mara****","2014.08.02. 03:21","1","수수께끼 풀어봐라는 식의 짜집기 편집. 제각기 다른 해석을 하는 사람들만 즐비하다. 제대로 이해했다는 사람들도 서로 의견이 불일치한게 태반. 제대로 이해도 못해놓고 다른사람들이 내세우는 불확실한 해석을 보고 천재란다. 문제풀이식 영화가 꼭 명작은 아님","12","8"
"메멘토","zent****","2017.06.06. 20:25","1","그냥 ㅈㄴ 노잼이었음. 내용은 별거 없는 일반 반전영화인데 그냥 복잡하게 꼬아놓기만 함; 연출은 괜찮은것 같음 나도 정신병자 된것 같은 기분이었으니까 그거 빼면 특별할거 전혀 없음","13","9"
"메멘토","j1n2****","2015.06.28. 00:28","1","개인적으로 놀란을 높게평가하지만 이영화는 실망스러웠다 결말을보기위해 많은시간을 참아야만 볼수있는영화","16","12"
"메멘토","dmst****","2015.08.10. 10:44","1","평점에 낚여서 끝끝내 지루함을 참고 봤지만....충분히 예상가능햇던 결말에 충격적이지도 않고 드디어 끝났구나 하는생각이 듬.. 인내심 테스트하는 영화. 평점이 높은건 이영화 찬양하면 좀 있어보인다고 생각해서 그러는건가?..할튼노잼 개인평점은 7.3","22","18"
"메멘토","100q****","2016.05.04. 22:20","1","시간 흐름대로 편집하지 않고 뒤섞어 놓아... 좋아 난 이걸 이해했어. 역시 감독이 천재야. 웃기는 소리.","23","19"
"메멘토","gaud****","2019.09.15. 18:20","10","기억손실증 환자의 자기 합리화의 순환감독이 정말 천재네요","3","0"
"메멘토","agai****","2019.06.25. 13:44","10","주인공의 단기기억상실증을 관객에게까지 대리 체험시켜주는 놀란의 클라쓰. 정 반대편에 놓여져있던 시간의 고리가  마지막에 연결되는 순간의 전율.","3","0"
"메멘토","godi****","2019.04.02. 20:55","10","기억은 기록이 아니라 해석이다.","3","0"
"메멘토","qkrt****","2018.10.20. 04:14","10","2000년도에 메멘토가 있다면 2010년도에는 왜 이런 영화가 안나올까?","3","0"
"메멘토","sgr2****","2018.05.01. 22:14","10","인간의삶에 있어서 트라우마란 치유할수없는 무서운병이다.","3","0"
"메멘토","iam_****","2018.01.24. 16:55","10","그는 기억손실증이 아니라 기억손실증이기를 원하는 현실도피자","3","0"
"메멘토","ghks****","2015.12.09. 00:23","10","과연 지금의 내 기억도 믿을만 한 것인가","3","0"
"메멘토","anni****","2015.11.25. 00:41","10","최소한의 인물로 스토리를 전개해 나가는 것, 기억이 불분명하여 반전을 거듭하는 스토리의 전개. 모든 발상이 천재적이다.","3","0"
"메멘토","ejsg****","2015.11.15. 23:16","10","시간가는줄모르고 집중하게됨 뭔가.. 슬픈반전","3","0"
"메멘토","qhfk****","2015.11.09. 16:31","10","정말 많은 교훈을 주는영화네요...여러번봤지만 기억이라는거 참 중요하죠 추억만큼이나 진짜저렇게될까봐 두렵네요.자살할거같음 ㅡㅡ;;진짜 세상에 저런사람이 존재할까?라는 의문","3","0"
"메멘토","sini****","2015.10.19. 16:45","10","3번정도 봤는데 볼때마다 새로움이 작품때문에 놀란감독을 알고 그때부터 찾아보기 시작함","3","0"
"메멘토","darr****","2015.09.17. 16:27","10","그래... 여긴 어디지 ?","3","0"
"메멘토","koac****","2015.09.03. 02:29","9","멍청해졌다 싶을 때 꺼내보는 영화","3","0"
"메멘토","labl****","2014.11.25. 22:18","10","놀란을 몰랐을때 보고 우와!! 대박이다! 하며 본영화..재개봉까지 하다니.  스릴러물중에서 손꼽히는 명작..꼭 보시길!","3","0"
"메멘토","mykn****","2014.11.09. 11:10","10","무슨 말이 필요한가??","3","0"
"메멘토","rela****","2014.10.29. 15:53","10","단언컨대 메멘토는 걸작입니다. 안본분들은 이번기회에 꼭 보셔서 제대로운 소름 스릴러를 보시길 바랍니다. 이 영화 뺴고 스릴러를 논할 수 없습니다.","3","0"
"메멘토","ayun****","2018.05.06. 23:57","10","억만금의 돈을 받고 생각하고 연출하라고 수OO의 시간을 준다해도 이 영화만한 스토리를 뽑을 자신이 없다.","4","1"
"메멘토","kill****","2017.11.12. 23:08","10","그가 천재라는 생각이 허리까지 차올랐다","4","1"
"메멘토","mins****","2017.11.12. 10:51","9","가장 놀란 감독 다운 작품이었다.","4","1"
"메멘토","yaso****","2017.09.23. 18:18","7","이 영화는 당시로서는 대단한 신선한 실험적 작품인 것은 분명. 이 영화가 별로라고 하면 이 영화를 이해못해서라고 까는 기묘한 분위기가 형성돼 있는 듯 하지만 그렇지만 영화적 재미는 그저 그렇다라고 할 수 밖에.","4","1"
"메멘토","moon****","2016.08.09. 02:06","8","난 ㅈ;금 어디에 있지?","4","1"
"메멘토","echo****","2014.11.08. 23:46","9","기억에 남는 영화, 기억을 다룬 영화","4","1"
"메멘토","hie3****","2014.11.07. 15:48","9","조금 슬픈 현실 ㅠㅠ 하지만, 재미있었습니다.","4","1"
"메멘토","wldu****","2014.11.06. 00:01","10","놀란은 천재가 맞네요ㅋㅋ","4","1"
"메멘토","dngk****","2017.07.25. 23:29","8","내 기억력까지 십분으로 만들어 버리는 영화","5","2"
"메멘토","syh5****","2016.07.09. 13:09","10","Now... Where was I?","5","2"
"메멘토","rcan****","2016.07.09. 04:02","8","기억과 시간의 모순에 대한 관찰","5","2"
"메멘토","voya****","2016.02.06. 15:58","1","그냥 그랬던 영화다. 지루함","10","7"
"메멘토","oneo****","2014.12.05. 08:42","1","놀란 실망. 평점도 못믿겠다.","10","7"
"메멘토","pete****","2017.09.14. 15:48","1","내용을 이해해도 지루하고 무거움","12","9"
"메멘토","krdg****","2014.08.14. 13:05","1","내용 거꾸로 전개하면 수준높은 영화냐... 평점높게준 사람들은 이런거 재밌고 신선하다하면서 영화보는 수준높다하면서 자기만족이라도 하냐 ㅋㅋ","16","13"
"메멘토","cjhc****","2016.07.16. 03:31","1","한번보고 이해하기 어렵긴하지만 결국 테드를 죽임으로써 나탈리가 승리자네 놀란 야는 인셉션도 그렇고 나랑 코드가 안맞다 맨오브스틸 다크나이트 인터스텔라 이런건 재밌게봤지만 이거는 재미없어서 별1개줌  보나마나 허세충 몇놈은 존나잘만들었다며 10점주겟지","17","14"
"메멘토","emce****","2014.08.17. 08:57","1","그냥 너무 지루해. 내가 스릴러나 범죄,수사물 좋아하지만 이건 너무 지루하고 영상미도 별로다. 이거 평점높은 이유가 내 생각엔 끝까지 본 사람들의 성취감? 끝에 몇십분 보고 이해한거 기쁨? 이런거 때문에 평점 높은듯. 진짜 노잼","22","19"
"메멘토","sm83****","2022.02.20. 21:23","10","집중안해서보면 주인공 됨","2","0"
"메멘토","mjyu****","2021.02.13. 17:02","9","이 영화 러닝타임 4시간이에요.. 두번은 봐야 되거든요 ㅠㅠ","2","0"
"메멘토","lsl3****","2021.01.21. 00:14","9","이해를 했는데도 이해가 안된다. 테넷을 볼 엄두가 도저히 안남....","2","0"
"메멘토","chwn****","2020.03.22. 02:49","9","전개을 주인공이 바라보는 시점으로 이끌고 가다 보니 보는 관객들 역시 전개 내내 어떤스토리가 진짜인지 누가 범인인지 종잡을수 없게 만든다 추리 자체가 불가능한 기억 상실이라는 소재때문에 결말이 나오기전까지 어느것도 확신하지 못한채로 내내 끌려가야 되는데 이과정이 몰입되는 흡입력이 굉장히 부족하다.. 영...","2","0"
"메멘토","kore****","2019.09.05. 16:57","10","진짜 놀란은 천재네 이렇게 시간 역순으로 영화를 전개하다니 그의 재능에 놀라울 따름이다","2","0"
"메멘토","pdk0****","2019.08.05. 08:52","8","신기한 기법의 새로운 영화. 그 신선함 하나로 충분히 볼 가치가 있다. 기억상실에 관한 새로운 접근법.","2","0"
"메멘토","wlst****","2019.07.27. 01:20","10","진짜 그냥 믿고보는 크리스토퍼 놀란감독님..","2","0"
"메멘토","glgl****","2019.07.09. 22:41","10","반전영화계의 명작 이영화를빼고 반전영화를 말하지말라","2","0"
"메멘토","chun****","2019.06.27. 22:10","10","기존 상식을 뒤바꾸는 구성과 뒤통수를 한대 얻어맞은 듯한 결말","2","0"
"메멘토","elel****","2019.06.20. 16:07","10","이거 장면이 어떻게 재구성된건지 알아보면 놀란이 천재감독이란 걸 인정할 수 밖에 없음...배열순서가 미쳤음","2","0"
"메멘토","twkp****","2019.06.07. 15:32","10","이게뭐지 ?하고보다가 결말부쯤에서 한숨쉬게만든영화네요..","2","0"
"메멘토","thdd****","2019.05.09. 11:40","10","몇 번이고 감탄하며 수십번을 생각하게 하는 흥미진진했던 2시간을 단지 지루하게만 느꼈을 사람들이 불쌍해질 정도로 굉장한 영화였다. 스릴러물 중 가장 재밌었고 또 놀란 작품들 중 가장 재밌었음.","2","0"
"메멘토","brav****","2019.04.04. 16:20","9","단순한전개나 그저 생각없이 때려뿌수는 영화 좋아하면 그냥 크리스토퍼놀란의 영화는 안보시면됩니다ㅎㅎ 굳이 지루하다니 뭐니 하면서 본인이 뇌세포 활용법을 모른다는걸 만천하에 알릴필요가..?","2","0"
"메멘토","wina****","2019.02.20. 22:14","10","감독이 천재란 생각이 들게 한 영화 강력히 추천...","2","0"
"메멘토","baec****","2018.12.20. 01:08","9","[가장 현실적인 평점] 1~3점:쓰레기 / 4~5점:살면서 모르고 살아도 무방 / 6점:뭔가 나사빠진듯 2% 부족 / 7점:그런데로 평타 / 8점:이정도면 남에게 추천가능한 수작 / 9점:소름, 전율이 느껴지는걸작 / 10점:불후의 명작, 세기의 역작","2","0"
"메멘토","ehfk****","2018.05.06. 17:24","10","내인생 최고의 영화. 스토리, 연출력, 플룻, 연기 어느하나 빠지지 않는 놀란의 수작!","2","0"
"메멘토","djdg****","2017.11.05. 23:09","10","다 보고나서 곰곰히 생각해보면 별 내용 아닌데 이야기를 풀어내는 과정과 표현 방법이 참 참신하다. 역시 믿고 보는 놀란감독","2","0"
"메멘토","ansc****","2017.10.07. 20:09","8","초반에는 이게 뭔가싶었는데 좀 지나서야 이야기의 형태를 이해 했음 솔직히 초반엔 좀 지루했다.. 근데 갈수록 이야기의 진실이 궁금해졌고 집중하고 몰입하게 됨. 보다보면 주인공처럼 기억단기손실증에 걸린 자신을 볼 수 있게 된다 2번은 봐야할듯 ㅋㅋ;;","2","0"
"메멘토","ksmk****","2017.08.20. 22:39","10","중간에 멍때리면 절대 이해 못해요ㅋㅋ","2","0"
"메멘토","cy_b****","2017.04.30. 02:28","8","재밌는 영화라기보다는 흥미로운 영화. 크리스토퍼 놀란의 명성에 비했을 때 전체적으로 최신작들에 비해서 부족한 게 사실.","2","0"
"메멘토","fktm****","2017.02.23. 21:23","9","레니의 자기합리화 잘봤습니다.","2","0"
"메멘토","qudd****","2016.06.19. 16:51","10","흑백과 컬러의 교차 지점","2","0"
"메멘토","dlrj****","2016.05.13. 21:18","10","식스센스급 반전이었다","2","0"
"메멘토","lssr****","2015.12.13. 01:07","10","방금재방해서가족이랑봤는데 어떻게이런영화를만들생각을했는지ㄷㄷ결말알고첨부터다시보면색다를듯","2","0"
"메멘토","dltj****","2015.12.13. 01:04","10","영화 전개 방식덕에 내가  레니가 된듯 했다","2","0"
"메멘토","yhtf****","2015.12.05. 03:39","9","이야기 자체의 재미는 떨어질지 모르지만 영화 전개의 구조가 감독의 천재성을 보여준다. 재밌다기 보단 이야기 따라가기 바쁘고 흥미로워서 시간이 금방 간다.","2","0"
"메멘토","sepl****","2015.01.10. 03:22","10","내용전개를 이해못했다면 지루한 3류영화 취급할것이다.시나리오의 역행적 구성으로 내용전개를 이해못했다면단순히 뒤죽박죽인 산만한 영화로 보였을테니까.하지만 내용전개를 이해했다면 이 영화의 완성도에 놀랄것이다.","2","0"
"메멘토","hyun****","2020.06.05. 17:03","10","뭔 내용인지 모르겠다면서 지루하게 보고 있다가 마지막에 이게 뭐지? 하면서 다시 처음부터 돌려 봤다. 장담하건대 보면 볼수록 재미있다. 4번 연달아 봄","3","1"
"메멘토","cswl****","2019.05.03. 20:50","1","'시민케인' 해버린 영화","3","1"
"메멘토","yout****","2019.02.19. 03:20","10","놀란의 최고작은 다크나이트가 아니라 이 작품이고 아직 이를 뛰어넘는걸 찍지 못했지","3","1"
"메멘토","ghfu****","2018.10.08. 01:00","10","천재적인 연출력이다. 두번째 봤을때 더 재미있는 영화이다. 꼭 두번보길","3","1"
"메멘토","jyw1****","2018.09.02. 13:27","10","지금까지도 내 인생영화를 뽑으라면 메멘토다. 신선한 충격을 준... 그리고 흥미로운 전개 방식. 정말 새로웠고 해석하기 위해 몇 번이나 다시 봐야했던... 놀란 그는 정말 천재였다","3","1"
"메멘토","mess****","2017.07.18. 16:59","10","기억은 자기 합리화라는 함정속에 재구성될뿐..","3","1"
"메멘토","oals****","2014.11.09. 22:15","8","처음에 뭔가 했는데 실마리가 풀리면서 이해하는 영화...","3","1"
"메멘토","shwo****","2014.05.24. 00:45","9","크리스토퍼 놀란 감독은 정말 천제적인감독이다. 이런 반전이 있어서 소름이 끼쳤다.","3","1"
"메멘토","drys****","2013.09.18. 16:54","9","전개가 매우 신선한건 인정하지만, 처음 볼 때 단서가 너무 없어 살짝 재미를 빼지 않았나 싶다. 다 본 이후에는 정말 대단하다고 생각했다. 앞부분에서는 갈피를 잡기 어렵다는 점 이외에는 정말 대단하지 않았나 싶다.","3","1"
"메멘토","lyna****","2013.08.11. 23:38","10","와 정말 놀란은천재다. 여운이떠나가지않음","3","1"
"메멘토","inhy****","2013.08.07. 14:46","9","놀란 감독은 천재다.","3","1"
"메멘토","sand****","2016.07.03. 12:13","10","이걸 10점안주면  안됨.","4","2"
"메멘토","icd0****","2017.08.09. 01:29","4","내용이 이해가 가도 말하고자 하는 내용이 너무 싱겁고 대체 사람들이 왜이렇게 재밌어하는지 이해가 안간다. 그냥 머리쓰게해줘서 퍼즐푸는 재미를 줘서 일까...","5","3"
"메멘토","nick****","2017.07.26. 14:47","5","너무 난해하다. 필요 이상으로","5","3"
"메멘토","yue0****","2017.07.02. 18:11","1","어느정도 보니 예상할수 있는 내용이네요. 다만 보는 동안 불쾌하다는 생각이 들었어요","7","5"
