category(SoyNLP),word(SoyNLP),score(SoyNLP),category(TF-IDF),word(TF-IDF),score(TF-IDF),category(KeyBERT),word(KeyBERT),score(KeyBERT)
1991,로버트_없는,1.0,1991,로빈_윌리엄스와,6,1991,사랑의_위대함에,1.0
1991,로버트_윌리암스,1.0,1991,로빈_윌리암스,4,1991,사랑의_향한,1.0
1991,로버트_로빈윌리엄스,1.0,1991,로빈_윌리엄스가,4,1991,사랑의_기적이란,1.0
1991,로버트_인상적이다,1.0,1991,로빈_이,4,1991,사랑의_이유,1.0
1991,로버트_보인다,1.0,1991,로빈_은,3,1991,사랑의_기적인가,1.0
1991,로버트_누군가는,1.0,1991,로빈_드니로,3,1991,사랑의_잠시나마,1.0
1991,로버트_영화였다,1.0,1991,로빈_니로와,3,1991,사랑의_위대한,1.0
1991,로버트_드니로는,1.0,1991,로빈_뒤,2,1991,사랑의_아픔에,1.0
1991,로버트_영화에서,1.0,1991,로빈_때였다,2,1991,사랑의_기적이다,1.0
1991,로버트_감동적입니다,1.0,1991,로빈_에게는,1,1991,사랑의_이게,1.0
1991,로버트_캬,1.0,1991,로빈_대하는,1,1991,사랑의_awakenings가,1.0
1991,로버트_소화하는,1.0,1991,로빈_밥과,1,1991,마지막에_막,1.0
1991,로버트_드니로로빈윌리엄스를,1.0,1991,로빈_의인화,1,1991,마지막에_어훅,1.0
1991,로버트_봤을,1.0,1991,로빈_우직한,1,1991,마지막에_가슴이,1.0
1991,로버트_셈이다,1.0,1991,로빈_고인인,1,1991,감동의_기적같은,1.0
1991,로빈_윌리엄스의,9.0,1991,로빈_지금,1,1991,감동의_눈물을,1.0
1991,로빈_윌리엄스,7.0,1991,로빈_것인가나는,1,1991,감동의_휴먼드라마,1.0
1991,로빈_윌리엄스와,6.0,1991,로빈_말았다,1,1991,감동의_거대함처럼,1.0
1991,로빈_윌리암스,4.0,1991,로빈_담겨있군요,1,1991,감동의_명작,1.0
1991,로빈_윌리엄스가,4.0,1991,로빈_배우다,1,1991,감동의_뜨겁게,1.0
1991,로빈_이,4.0,1991,로빈_봐야겠어요,1,1991,30년만에_되찾은,1.0
1991,로빈_은,3.0,1991,로빈_윌리암스를,1,1991,30년만에_깨어난다면,1.0
1991,로빈_드니로,3.0,1991,로빈_스며들었던,1,1991,30년만에_내가,1.0
1991,로빈_니로와,3.0,1991,로빈_돌아왔을,1,1991,로버트_드,17.0
1991,로빈_뒤,2.0,1991,로빈_연기하는,1,1991,로버트_드니로의,11.0
1991,로빈_때였다,2.0,1991,로빈_잘가요,1,1991,로버트_드니로,7.0
1991,로빈_에게는,1.0,1991,로빈_특별했다,1,1991,로버트_윌리엄스와,3.0
1991,로빈_대하는,1.0,1991,로빈_마샬감독,1,1991,로버트_드니로를,2.0
1991,로빈_밥과,1.0,1991,로빈_노래다,1,1991,로버트_드니로가,2.0
1991,로빈_의인화,1.0,1991,로빈_윌리엄스도,1,1991,로버트_드니로란,1.0
1991,로빈_우직한,1.0,1991,로빈_친구,1,1991,로버트_역의,1.0
1991,로빈_고인인,1.0,1991,로빈_연기,1,1991,로버트_드니로로빈,1.0
1991,로빈_지금,1.0,1991,로빈_윌리암스의,1,1991,로버트_드네로의,1.0
1991,로빈_것인가나는,1.0,1991,로빈_의,1,1991,로버트_그렇듯,1.0
1991,로빈_말았다,1.0,1991,로빈_월리암스굳이,1,1991,로버트_짜낸다,1.0
1991,로빈_담겨있군요,1.0,1991,로빈_한다,1,1991,로버트_있었다,1.0
1991,로빈_배우다,1.0,1991,로빈_열연,1,1991,로버트_있지만,1.0
1991,로빈_봐야겠어요,1.0,1991,로빈_고인이된,1,1991,로버트_보여준,1.0
1991,로빈_윌리암스를,1.0,1991,로빈_시선과,1,1991,로버트_드니로와,1.0
1991,로빈_스며들었던,1.0,1991,로빈_잘하신다,1,1991,로버트_간만에,1.0
1991,로빈_돌아왔을,1.0,1991,로빈_내가,1,1991,로버트_드니로이기에,1.0
1991,로빈_연기하는,1.0,1991,로빈_나는,1,1991,로버트_새롭다,1.0
1991,로빈_잘가요,1.0,1991,로빈_전형적인,1,1991,로버트_연기력,1.0
1991,로빈_특별했다,1.0,1991,로빈_어우러진,1,1991,로버트_387,1.0
1991,로빈_마샬감독,1.0,1991,로빈_지닌,1,1991,로버트_밥,1.0
1991,로빈_노래다,1.0,1991,로빈_윌리엄스를,1,1991,로버트_외치는,1.0
1991,로빈_윌리엄스도,1.0,1991,로빈_윌리암스도,1,1991,로버트_살아난,1.0
1991,로빈_친구,1.0,1991,로빈_능력이,1,1991,로버트_점이다,1.0
1991,로빈_연기,1.0,1991,로빈_윌리엄스는,1,1991,로버트_없는,1.0
1991,로빈_윌리암스의,1.0,1991,로빈_힘,1,1991,로버트_윌리암스,1.0
1991,로빈_의,1.0,1991,로빈_했던,1,1991,로버트_로빈윌리엄스,1.0
1991,로빈_월리암스굳이,1.0,1991,로빈_영화입니다,1,1991,로버트_인상적이다,1.0
1991,로빈_한다,1.0,1991,로빈_과,1,1991,로버트_보인다,1.0
1991,로빈_열연,1.0,1991,로빈_윌리엄,1,1991,로버트_누군가는,1.0
1991,로빈_고인이된,1.0,1991,로빈_따스함이,1,1991,로버트_영화였다,1.0
1991,로빈_시선과,1.0,1991,기적_짧은,3,1991,로버트_드니로는,1.0
1991,로빈_잘하신다,1.0,1991,기적_순간의,2,1991,로버트_영화에서,1.0
1991,로빈_내가,1.0,1991,기적_짧았던,1,1991,로버트_감동적입니다,1.0
1991,로빈_나는,1.0,1991,기적_긴,1,1991,로버트_캬,1.0
1991,로빈_전형적인,1.0,1991,기적_이여만,1,1991,로버트_소화하는,1.0
1991,로빈_어우러진,1.0,1991,기적_들인지,1,1991,로버트_드니로로빈윌리엄스를,1.0
1991,로빈_지닌,1.0,1991,기적_보여준,1,1991,로버트_봤을,1.0
1991,로빈_윌리엄스를,1.0,1991,기적_많은,1,1991,로버트_셈이다,1.0
1991,로빈_윌리암스도,1.0,1991,기적_누군가에게는,1,2000,감동적인_믿고보,1.0
1991,로빈_능력이,1.0,1991,기적_매일,1,2000,감동적인_잘보았습니다,1.0
1991,로빈_윌리엄스는,1.0,1991,기적_가장,1,2000,감사합니다_잘봤습니다,2.0
1991,로빈_힘,1.0,1991,기적_나타난,1,2000,감사합니다_상영해주셔서,1.0
1991,로빈_했던,1.0,1991,기적_행복했던,1,2000,감사합니다_분들게,1.0
1991,로빈_영화입니다,1.0,1991,기적_이에게는,1,2000,감사합니다_재개봉이라니,1.0
1991,로빈_과,1.0,1991,기적_있다는,1,2000,감사합니다_잘보고왔어요,1.0
1991,로빈_윌리엄,1.0,1991,기적_겪는,1,2000,감사합니다_재개봉해주어,1.0
1991,로빈_따스함이,1.0,1991,기적_윌리엄스의,1,2000,감사합니다_cgv,1.0
1991,감동_아름다운,1.0,1991,기적_안에서,1,2000,감사합니다_주셔서,1.0
1991,감동_자연스러운,1.0,1991,기적_을,1,2000,감사합니다_놀란,1.0
1991,감동_적인,1.0,1991,기적_마지막,1,2000,감사합니다_보고,1.0
1991,감동_눈물,1.0,1991,기적_기간동안,1,2000,감사합니다_좋은,1.0
1991,감동_일상의,1.0,1991,기적_감사한,1,2000,감사합니다_보이네요,1.0
1991,감동_보다,1.0,1991,기적_누군가를,1,2000,보시길_바랍니다,1.0
1991,감동_큰,1.0,1991,기적_찰나의,1,2000,보시길_명작꼭,1.0
1991,감동_봤는데,1.0,1991,기적_속에서,1,2000,보시길_스릴러를,1.0
1991,감동_된,1.0,1991,기적_사랑의,1,2000,마지막에_보다가,2.0
1991,감동_드니로의,1.0,1991,기적_삶이라는,1,2000,마지막에_모든,2.0
1991,감동_최고의,1.0,1991,기적_있는,1,2000,마지막에_하다가,2.0
1991,감동_재미지다,1.0,1991,다시_한번,2,2000,마지막에_몰입감,1.0
1991,감동_작품성,1.0,1991,다시_볼,2,2000,마지막에_소름이,1.0
1991,감동_영화네요,1.0,1991,다시_레너드는,1,2000,마지막에_지겨워지다가,1.0
1991,감동_흔해빠진,1.0,1991,다시_기적은,1,2000,마지막에_알려주고,1.0
1991,감동_영화일,1.0,1991,다시_ebs에서,1,2000,마지막에_소름,1.0
1991,감동_짜내기,1.0,1991,다시_시작할까,1,2000,마지막에_명작극장,1.0
1991,감동_실화에,1.0,1991,다시_빼앗길,1,2000,마지막에_연결되는,1.0
1991,감동_스토리의,1.0,1991,다시_들어,1,2000,마지막에_진행되다가,1.0
1991,드니로_로버트,7.0,1991,다시_정상생활을,1,2000,마지막에_모르지만,1.0
1991,드니로_로빈,3.0,1991,다시_기적이,1,2000,마지막에_반전까지,1.0
1991,드니로_연기가,2.0,1991,다시_삶을,1,2000,마지막에_졸아서,1.0
1991,드니로_역시,1.0,1991,다시_찾아온다,1,2000,마지막에_아니네요,1.0
1991,드니로_보니,1.0,1991,다시_소중함을,1,2000,마지막에_놀라서,1.0
1991,드니로_아로버트,1.0,1991,다시_기쁩니다,1,2000,마지막에_테디가,1.0
1991,드니로_감사할따름이다,1.0,1991,다시_절망이,1,2000,마지막에_만들며,1.0
1991,드니로_영화로,1.0,1991,다시_그들이,1,2000,마지막에_피곤했는지,1.0
1991,드니로_좋은영화로버트,1.0,1991,다시_보니,1,2000,마지막에_다,1.0
1991,드니로_가르쳐준,1.0,1991,다시_생각해,1,2000,마지막에_반전은,1.0
1991,드니로_명화,1.0,1991,다시_봐야겠어요,1,2000,마지막에_라고,1.0
1991,드니로_말이,1.0,1991,다시_잃어가는,1,2000,마지막에_결말을,1.0
1991,드니로_신이,1.0,1991,다시_안겨줄게,1,2000,마지막에_뒷통수,1.0
1991,드니로_로보트,1.0,1991,다시_보아도,1,2000,마지막에_지루하지만,1.0
1991,드니로_닮으셨네요,1.0,1991,다시_식물인간과,1,2000,마지막에_였습니다,1.0
1991,드니로_사랑하는,1.0,1991,다시_되찾지만,1,2000,마지막에_고리가,1.0
1991,드니로_형님,1.0,1991,다시_돌아가는건가,1,2000,마지막에_될,1.0
1991,환자_드니로의,2.0,1991,다시_방식으로,1,2000,마지막에_뒤통수가,1.0
1991,환자_함께했던,1.0,1991,다시_빼앗는,1,2000,마지막에_버거웠는데,1.0
1991,환자_뇌염후증후군,1.0,1991,다시_처음부터,1,2000,마지막에_극적으로,1.0
1991,환자_그려낸들,1.0,1991,다시_레너드를,1,2000,마지막에_보고,1.0
1991,환자_가,1.0,1991,다시_찾았는데,1,2000,마지막에_이해됐다,1.0
1991,환자_들을,1.0,1991,다시_이제,1,2000,마지막에_관찰한다,1.0
1991,환자_사람이,1.0,1991,다시_인것을,1,2000,마지막에_온몸에,1.0
1991,환자_머물렀는데,1.0,1991,다시_인생이,1,2000,마지막에_인해,1.0
1991,환자_연기,1.0,1991,다시_아침이,1,2000,마지막에_영화였디만,1.0
1991,환자_서서,1.0,1991,다시_없어지는,1,2000,마지막에_터지는,1.0
1991,환자_의,1.0,1991,다시_없었지만,1,2000,마지막에_극도화되면서,1.0
1991,환자_들에게,1.0,1991,다시_태어나는,1,2000,마지막에_시청자가,1.0
1991,환자_뇌염후,1.0,1991,다시_싶지만,1,2000,마지막에_스스로,1.0
1991,환자_관찰력과,1.0,1991,다시_행복을,1,2000,마지막에_쫘악,1.0
1991,환자_연기는,1.0,1991,다시_되새길,1,2000,마지막에_굴러가다,1.0
1991,환자_들,1.0,1991,다시_주고,1,2000,마지막에_돋았고,1.0
1991,환자_꿰뚫어봐요,1.0,1991,다시_봐주면,1,2000,마지막에_나오는,1.0
1991,환자_를,1.0,1991,다시_잃어야,1,2000,마지막에_해석,1.0
1991,환자_연기를,1.0,1991,다시_것들을,1,2000,마지막에_밝혀진것은,1.0
1991,환자_들과,1.0,1991,다시_되돌아가는,1,2000,마지막에_느꼈는데,1.0
1991,환자_의사가,1.0,1991,다시_처음으로,1,2000,마지막에_있다가,1.0
1991,환자_감동받았다,1.0,1991,다시_일깨워주고,1,2000,마지막에_했는데,1.0
1991,환자_뒤에,1.0,1991,다시_굳어가는,1,2000,마지막에_장면,1.0
1991,환자_니로가,1.0,1991,다시_두려움,1,2000,마지막에_망치가,1.0
1991,환자_대여섯,1.0,1991,감동적인_따뜻하고,1,2000,마지막에_주는,1.0
1991,감동적_실화,1.0,1991,감동적인_연기에,1,2000,마지막에_혼란스럽다가,1.0
1991,배우_스토리를,1.0,1991,감동적인_실화이기에,1,2000,마지막에_놀라게되는,1.0
1991,배우_조합만으로라도,1.0,1991,감동적인_강의,1,2000,마지막에_보상해준다는,1.0
1991,배우_이름,1.0,1991,감동적인_정도다너무도,1,2000,마지막에_싶지만,1.0
1991,배우_된,1.0,1991,감동적인_잔잔하면서,1,2000,마지막에_내용이,1.0
1991,배우_와,1.0,1991,감동적인_바탕의,1,2000,마지막에_신기했고,1.0
1991,배우_살아가는,1.0,1991,감동적인_명연기와,1,2000,마지막에_머리,1.0
1991,배우_사랑하는,1.0,1991,감동적인_봤는데,1,2000,마지막에_취합될때,1.0
1991,레너드_의,2.0,1991,감동적인_영화네요,1,2000,마지막에_이야기전개가,1.0
1991,레너드_자체로,1.0,1991,감동적인_스토리에,1,2000,마지막에_따라가다보면,1.0
1991,레너드_부정하는,1.0,1991,감동적인_아무리,1,2000,마지막에_머리아프던게,1.0
1991,레너드_의사가,1.0,1991,감동적인_영화라도,1,2000,마지막에_탄식하게,1.0
1991,레너드_시간을,1.0,1991,감동적인_실화,1,2000,마지막에_이게,1.0
1991,레너드_씨,1.0,1991,감동적인_그냥,1,2000,마지막에_정확하게,1.0
1991,레너드_l,1.0,1991,감동적인_윌리엄스의,1,2000,마지막에_이르러서는,1.0
1991,레너드_아닌,1.0,1991,감동적인_뜨겁게,1,2000,마지막에_곳은,1.0
1991,레너드_들어와,1.0,1991,감동적인_영화라고,1,2000,마지막에_보면,1.0
1991,레너드_l의,1.0,1991,가장_아름다운,4,2000,마지막에_진실에,1.0
1991,레너드_어머니는,1.0,1991,가장_평범한,3,2000,마지막에_의외로,1.0
1991,레너드_니로가,1.0,1991,가장_큰,2,2000,마지막에_영화의,1.0
1991,레너드_l을,1.0,1991,가장_기적은,1,2000,마지막에_하게,1.0
1991,레너드_것이,1.0,1991,가장_고되다는,1,2000,마지막에_바뀌는영화,1.0
1991,레너드_세트에서,1.0,1991,가장_아름답고,1,2000,마지막에_뭔가,1.0
1991,레너드_닮으셨네요,1.0,1991,가장_기적,1,2000,잼있어요_근데,1.0
1991,레너드_나의,1.0,1991,가장_잃어버렸을,1,2000,잼있어요_또봐도,1.0
1991,실화_영화화한,1.0,1991,가장_세상,1,2000,잼있어요_놀랍네요,1.0
1991,실화_바탕의,1.0,1991,가장_우리에게,1,2000,잼있어요_또봣어요,1.0
1991,실화_감동적,1.0,1991,가장_잘한다고,1,2000,dvd_대단했다,1.0
1991,실화_감동적인,1.0,1991,가장_남네요,1,2000,dvd_시절엔,1.0
1991,실화_기반,1.0,1991,가장_소중하다,1,2002,감동적인_영화였습니다,1.0
1991,순간_나는,2.0,1991,가장_않는게,1,2002,감동적인_가슴따뜻하고,1.0
1991,순간_쩔쩔맸다,1.0,1991,가장_세상에서,1,2002,기적_바꾸는,1.0
1991,순간_을,1.0,1991,가장_와닿는다,1,2004,감동적인_아름답고,6.0
1991,순간_각성의,1.0,1991,가장_대사가,1,2004,감동적인_사랑이야기,4.0
1991,순간_맞이하는,1.0,1991,가장_기적이란,1,2004,감동적인_다시봐도,3.0
1991,순간_남을,1.0,1991,가장_생애,1,2004,감동적인_러브스토리,3.0
1991,순간_잡힌,1.0,1991,가장_연기를,1,2004,감동적인_이렇게,2.0
1991,순간_실제로,1.0,1991,가장_평범했던,1,2004,감동적인_스토리가,2.0
1991,순간_행복했을,1.0,1991,가장_삶에,1,2004,감동적인_영화였다,2.0
1991,순간_뜬,1.0,1991,가장_것이,1,2004,감동적인_결말,2.0
1991,순간_안에,1.0,1991,가장_중요한,1,2004,감동적인_영화를,2.0
1991,순간_아픔도,1.0,1991,가장_깊게,1,2004,감동적인_뻔하지만,2.0
1991,순간_멈췄던,1.0,1991,가장_중요하다,1,2004,감동적인_보면,2.0
1991,순간_눈물나게,1.0,1991,가장_일상이,1,2004,감동적인_만드는,2.0
1991,순간_살아가는,1.0,1991,가장_듯싶다,1,2004,감동적인_재밌고,2.0
1991,순간_췄던,1.0,1991,가장_소중한,1,2004,감동적인_너무나,2.0
1991,순간_밥이,1.0,1991,가장_내기억속에,1,2004,감동적인_봐도,2.0
1991,장면_추는,2.0,1991,드니로_로버트,7,2004,감동적인_영화입니다,2.0
1991,장면_인상적인,1.0,1991,드니로_로빈,3,2004,감동적인_울리는,1.0
1991,장면_달려가는,1.0,1991,드니로_연기가,2,2004,감동적인_재미있고,1.0
1991,장면_꺽꺽댔어요최고의,1.0,1991,드니로_역시,1,2004,감동적인_보네요,1.0
1991,장면_가슴을,1.0,1991,드니로_보니,1,2004,감동적인_풋풋하고,1.0
1991,장면_에서,1.0,1991,드니로_아로버트,1,2004,감동적인_영화마지막장면엔,1.0
1991,장면_최고의,1.0,1991,드니로_감사할따름이다,1,2004,감동적인_행복했습니다,1.0
1991,제목_그대로,1.0,1991,드니로_영화로,1,2004,감동적인_하루,1.0
1991,제목_의도번역,1.0,1991,드니로_좋은영화로버트,1,2004,감동적인_점은,1.0
1991,제목_싶은,1.0,1991,드니로_가르쳐준,1,2004,감동적인_예쁘고,1.0
1991,제목_한국,1.0,1991,드니로_명화,1,2004,감동적인_풋풋따땃해지는,1.0
1991,제목_아쉽긴,1.0,1991,드니로_말이,1,2004,감동적인_너무나도,1.0
1991,인생_최고의,3.0,1991,드니로_신이,1,2004,감동적인_드라마로,1.0
1991,인생_내,1.0,1991,드니로_로보트,1,2004,감동적인_진부하지만,1.0
1991,작품_본,1.0,1991,드니로_닮으셨네요,1,2004,감동적인_명작,1.0
1991,작품_을,1.0,1991,드니로_사랑하는,1,2004,감동적인_대한,1.0
1991,작품_최고의,1.0,1991,드니로_형님,1,2004,감동적인_장면장면마다,1.0
1991,작품_감동적인,1.0,1991,내가_지금,3,2004,감동적인_인생영화를,1.0
1991,작품_영화에,1.0,1991,내가_할,1,2004,감동적인_뛰어넘는,1.0
1991,작품_전체가,1.0,1991,내가_물었다,1,2004,감동적인_노트북,1.0
1991,작품_기반,1.0,1991,내가_없어,1,2004,감동적인_내용,1.0
1991,작품_전체적으로,1.0,1991,내가_것이다,1,2004,감동적인_러브스토리는,1.0
1991,작품_받을만,1.0,1991,내가_지금까지,1,2004,감동적인_사랑영화라길래,1.0
1991,작품_않으면,1.0,1991,내가_30년만에,1,2004,감동적인_진짜,1.0
1991,작품_라는,1.0,1991,내가_있었다,1,2004,감동적인_사랑스럽고,1.0
1991,모습_을,3.0,1991,내가_행복할,1,2004,감동적인_남녀의,1.0
1991,모습_중간중간,1.0,1991,내가_활동하는,1,2004,감동적인_좋았어요,1.0
1991,모습_온갖,1.0,1991,내가_누구일까,1,2004,감동적인_느껴보는,1.0
1991,모습_바라보는,1.0,1991,내가_여류감독,1,2004,감동적인_건,1.0
1991,모습_맺는,1.0,1991,내가_자상한,1,2004,감동적인_판타지,1.0
1991,모습_활동하는,1.0,1991,내가_로빈은,1,2004,감동적인_사랑영화라서,1.0
1991,모습_내,1.0,1991,내가_배우는,1,2004,감동적인_노력,1.0
1991,모습_내가,1.0,1991,내가_안타까웠다,1,2004,감동적인_황혼,1.0
1991,가슴_따뜻한,1.0,1991,내가_건,1,2004,감동적인_로맨스를,1.0
1991,자체_인간애,1.0,1991,내가_환자의,1,2004,감동적인_평점,1.0
1991,로빈윌리엄스_올리버색스,1.0,1991,내가_소중하다,1,2004,감동적인_하고,1.0
1991,로빈윌리엄스_로버트,1.0,1991,내가_통해,1,2004,감동적인_첫사랑이라는,1.0
1991,로빈윌리엄스_된,1.0,1991,내가_사는,1,2004,감동적인_나중에,1.0
1991,로빈윌리엄스_보는내내,1.0,1991,내가_가진,1,2004,감동적인_사랑의,1.0
1991,로빈윌리엄스_고인이된,1.0,1991,내가_나를,1,2004,감동적인_부분도,1.0
1991,의지_타자의,1.0,1991,내가_속한,1,2004,감동적인_달달하면서,1.0
1991,의지_공의,1.0,1991,내가_죽지,1,2004,감동적인_멋있고,1.0
1991,의지_우리는,1.0,1991,내가_15년동안,1,2004,감동적인_물론이고,1.0
1991,스토리_익숙한,1.0,1991,내가_잠든,1,2004,감동적인_할까,1.0
1991,스토리_배우들의,1.0,1991,내가_돌보고,1,2004,감동적인_슬프면서,1.0
1991,스토리_두번,1.0,1991,내가_아니라고,1,2004,감동적인_작품,1.0
1991,스토리_휴먼,1.0,1991,내가_한번,1,2004,감동적인_영화라고,1.0
2000,기억_을,20.0,1991,내가_울고,1,2004,감동적인_영화에요꼭,1.0
2000,기억_단기,17.0,1991,내가_모르겠지만,1,2004,감동적인_또보고싶을정도에요,1.0
2000,기억_은,15.0,1991,내가_거기에는,1,2004,감동적인_스토리지만,1.0
2000,기억_하고,10.0,1991,내가_학생으로서,1,2004,감동적인_사랑,1.0
2000,기억_의,8.0,1991,내가_동작을,1,2004,감동적인_나고,1.0
2000,기억_이란,6.0,1991,내가_누구인지,1,2004,감동적인_로코드라마영화,1.0
2000,기억_상실증을,6.0,1991,내가_신은,1,2004,감동적인_장면이,1.0
